date,CO_mean,NO2_mean,NOX_mean,NO_mean
2011-03-04,3.5,4.375,6.375,2.0
2011-03-05,2.792,5.042,8.583,3.542
2011-03-06,8.0,25.043,43.435,18.391
2011-03-07,8.125,20.75,40.333,19.583
2011-03-08,6.292,16.958,23.417,6.458
2011-03-09,12.375,35.87,77.913,42.043
2011-03-10,12.792,42.292,69.792,27.5
2011-03-11,9.875,29.125,46.667,17.542
2011-03-12,9.708,34.833,66.0,31.167
2011-03-13,8.708,33.042,62.125,29.083
2011-03-14,3.75,10.417,13.833,3.417
2011-03-15,3.542,7.333,8.917,1.583
2011-03-16,3.043,5.292,6.708,1.417
2011-03-17,3.042,6.083,8.667,2.583
2011-03-18,6.333,14.208,21.25,7.042
2011-03-19,7.625,27.75,42.917,15.167
2011-03-20,9.0,27.333,45.708,18.375
2011-03-21,7.792,26.0,41.958,15.958
2011-03-22,4.042,7.417,9.25,1.833
2011-03-23,4.667,10.75,17.0,6.25
2011-03-24,8.792,26.833,40.625,13.792
2011-03-25,7.958,26.5,42.292,15.792
2011-03-26,10.0,45.739,73.435,27.696
2011-03-27,6.792,30.542,47.0,16.458
2011-03-28,7.625,28.458,48.583,20.125
2011-03-29,4.792,13.083,15.917,2.833
2011-03-30,3.333,7.625,9.25,1.625
2011-03-31,7.375,25.167,40.0,14.833
2011-04-01,4.565,17.75,28.25,10.5
2011-04-02,4.625,16.083,25.667,9.583
2011-04-03,8.917,30.958,59.5,28.542
2011-04-04,8.667,36.875,68.583,31.708
2011-04-05,6.375,28.25,44.417,16.167
2011-04-06,3.708,14.87,25.957,11.087
2011-04-07,2.458,7.333,9.208,1.875
2011-04-08,3.167,12.25,17.667,5.417
2011-04-09,7.208,22.583,42.625,20.042
2011-04-10,5.042,15.708,27.5,11.792
2011-04-11,7.957,32.333,48.5,16.167
2011-04-12,10.292,35.875,63.25,27.375
2011-04-13,10.0,40.708,70.75,30.042
2011-04-14,4.083,13.667,18.542,4.875
2011-04-15,3.5,8.708,12.333,3.625
2011-04-16,3.417,7.25,10.792,3.542
2011-04-17,9.667,31.333,51.417,20.083
2011-04-18,8.25,37.542,54.458,16.917
2011-04-19,7.25,32.875,49.208,16.333
2011-04-20,8.75,40.667,68.167,27.5
2011-04-21,4.478,17.125,23.042,5.917
2011-04-22,3.25,10.125,13.792,3.667
2011-04-23,9.458,36.542,57.917,21.375
2011-04-24,6.25,22.292,33.167,10.875
2011-04-25,6.708,27.417,43.833,16.417
2011-04-26,3.417,9.545,12.545,3.0
2011-04-27,5.417,18.375,27.417,9.042
2011-04-28,10.542,42.833,69.292,26.458
2011-04-29,5.391,14.417,19.125,4.708
2011-04-30,3.208,5.125,6.667,1.542
2011-05-01,5.348,11.875,24.417,12.542
2011-05-02,5.75,20.25,28.458,8.208
2011-05-03,5.583,13.875,28.292,14.417
2011-05-04,8.042,24.167,41.625,17.458
2011-05-05,5.333,14.625,25.5,10.875
2011-05-06,3.042,7.375,14.792,7.417
2011-05-07,3.0,6.375,15.625,9.25
2011-05-08,1.875,3.333,6.75,3.417
2011-05-09,1.917,3.75,7.375,3.625
2011-05-10,1.917,3.625,7.542,3.917
2011-05-11,3.0,6.5,14.875,8.375
2011-05-12,24.917,20.565,39.13,18.565
2011-05-13,12.609,51.333,83.375,32.042
2011-05-14,10.542,41.292,67.125,25.833
2011-05-15,3.833,9.667,12.0,2.333
2011-05-16,6.0,21.583,35.583,14.0
2011-05-17,5.958,26.417,43.125,16.708
2011-05-18,2.375,5.375,6.542,1.167
2011-05-19,3.167,9.125,14.625,5.5
2011-05-20,3.875,12.167,22.458,10.292
2011-05-21,3.609,9.25,19.333,10.083
2011-05-22,4.583,12.25,28.5,16.25
2011-05-23,1.667,4.5,8.667,4.167
2011-05-24,3.542,13.333,29.167,15.833
2011-05-25,8.292,27.667,59.375,31.708
2011-05-26,10.0,31.958,66.083,34.125
2011-05-27,2.375,7.125,12.208,5.083
2011-05-28,0.958,2.208,4.0,1.792
2011-05-29,3.167,9.25,12.458,3.208
2011-05-30,6.083,25.5,44.333,18.833
2011-05-31,6.478,24.708,47.625,22.917
2011-06-01,4.75,14.75,29.208,14.458
2011-06-02,5.625,18.478,38.739,20.261
2011-06-03,6.125,18.125,38.25,20.125
2011-06-04,3.792,9.0,17.625,8.625
2011-06-05,1.917,3.333,7.417,4.083
2011-06-06,2.458,5.542,15.292,9.75
2011-06-07,2.0,4.167,10.583,6.417
2011-06-08,2.375,5.125,14.458,9.333
2011-06-09,2.625,6.5,17.958,11.458
2011-06-10,1.917,3.833,9.708,5.875
2011-06-11,2.25,4.542,11.958,7.417
2011-06-12,1.917,3.292,6.917,3.625
2011-06-13,3.042,6.625,17.583,10.958
2011-06-14,2.292,4.792,12.375,7.583
2011-06-15,2.167,4.458,11.583,7.125
2011-06-16,2.042,5.208,11.542,6.333
2011-06-17,2.875,6.583,19.042,12.458
2011-06-18,2.5,4.125,10.083,5.958
2011-06-19,1.75,3.292,6.417,3.125
2011-06-20,1.792,3.75,7.458,3.708
2011-06-21,1.792,1.783,10.522,8.739
2011-06-22,1.75,0.0,13.167,13.167
2011-06-23,1.708,0.0,12.417,12.417
2011-06-24,1.625,0.0,9.5,9.5
2011-06-25,1.375,0.0,5.292,5.292
2011-06-26,1.875,0.0,8.125,8.125
2011-06-27,1.833,0.0,10.917,10.917
2011-06-28,1.833,0.0,12.333,12.333
2011-06-29,1.875,3.261,12.0,8.739
2011-06-30,1.958,4.542,11.042,6.5
2011-07-01,4.25,8.333,33.458,25.125
2011-07-02,4.292,9.375,33.417,24.042
2011-07-03,2.292,4.208,11.542,7.333
2011-07-04,2.167,5.625,14.875,9.25
2011-07-05,2.0,5.739,18.696,12.957
2011-07-06,0.75,4.333,9.792,5.458
2011-07-07,0.375,3.5,6.333,2.833
2011-07-08,0.5,3.625,6.125,2.5
2011-07-09,0.417,3.542,5.792,2.25
2011-07-10,1.304,2.708,5.208,2.5
2011-07-11,1.917,4.208,8.417,4.208
2011-07-12,1.917,5.167,9.542,4.375
2011-07-13,2.375,5.875,12.458,6.583
2011-07-14,2.208,4.958,11.292,6.333
2011-07-15,4.583,8.792,32.5,23.708
2011-07-16,8.958,15.208,55.75,40.542
2011-07-17,7.25,10.042,35.875,25.833
2011-07-18,6.208,12.042,37.042,25.0
2011-07-19,5.125,13.5,30.167,16.667
2011-07-20,6.667,18.13,41.087,22.957
2011-07-21,7.583,18.667,44.375,25.708
2011-07-22,6.833,17.625,43.542,25.917
2011-07-23,10.25,21.292,56.333,35.042
2011-07-24,7.792,16.792,37.583,20.792
2011-07-25,4.958,12.917,27.042,14.125
2011-07-26,2.667,3.792,9.083,5.292
2011-07-27,2.458,3.792,8.125,4.333
2011-07-28,2.458,3.958,8.75,4.792
2011-07-29,2.917,5.125,12.792,7.667
2011-07-30,2.565,5.333,16.292,10.958
2011-07-31,2.458,4.167,14.458,10.292
2011-08-01,3.75,8.125,29.917,21.792
2011-08-02,7.083,12.375,57.792,45.417
2011-08-03,6.667,14.333,52.875,38.542
2011-08-04,2.889,6.556,20.889,14.333
2011-08-08,2.083,6.25,13.917,7.667
2011-08-09,1.783,5.042,11.292,6.25
2011-08-10,1.833,5.667,12.125,6.458
2011-08-11,2.792,8.208,22.375,14.167
2011-08-12,2.458,8.042,18.458,10.417
2011-08-13,1.917,4.458,11.208,6.75
2011-08-14,1.667,3.167,9.208,6.042
2011-08-15,1.917,5.167,13.417,8.25
2011-08-16,2.042,5.625,15.792,10.167
2011-08-17,2.625,6.167,22.5,16.333
2011-08-18,3.708,9.667,38.625,28.958
2011-08-19,5.13,15.25,50.292,35.042
2011-08-20,4.417,12.625,38.125,25.5
2011-08-21,3.458,6.792,18.875,12.083
2011-08-22,2.792,7.25,18.708,11.458
2011-08-23,4.083,9.625,36.375,26.75
2011-08-24,6.0,12.913,53.565,40.652
2011-08-25,3.583,6.458,27.875,21.417
2011-08-26,1.792,4.667,11.833,7.167
2011-08-27,2.0,6.375,14.667,8.292
2011-08-28,2.208,5.833,14.083,8.25
2011-08-29,1.913,6.0,13.875,7.875
2011-08-30,2.833,7.875,20.792,12.917
2011-08-31,8.167,24.125,81.917,57.792
2011-09-01,6.875,28.917,58.875,29.958
2011-09-02,9.083,35.625,69.042,33.417
2011-09-03,9.292,38.708,64.417,25.708
2011-09-04,8.583,32.75,60.708,27.958
2011-09-05,10.458,41.13,87.913,46.783
2011-09-06,9.5,38.5,84.083,45.583
2011-09-07,8.0,30.667,63.708,33.042
2011-09-08,3.826,14.792,23.375,8.583
2011-09-09,9.292,32.333,79.792,47.458
2011-09-10,4.292,11.583,25.917,14.333
2011-09-11,5.042,8.333,31.222,22.889
2011-09-12,5.667,,,
2011-09-13,4.875,,,
2011-09-14,4.217,14.636,39.727,25.091
2011-09-15,7.917,19.25,63.667,44.417
2011-09-16,5.208,15.833,42.583,26.75
2011-09-17,6.333,15.375,43.958,28.583
2011-09-18,6.087,14.375,36.917,22.542
2011-09-19,4.917,15.333,31.792,16.458
2011-09-20,5.75,21.625,39.542,17.917
2011-09-21,6.833,28.458,49.375,20.917
2011-09-22,9.208,40.25,79.583,39.333
2011-09-23,9.0,37.042,72.333,35.292
2011-09-24,2.5,10.042,15.25,5.208
2011-09-25,2.167,7.333,12.125,4.792
2011-09-26,2.25,8.13,17.478,9.348
2011-09-27,2.542,9.333,20.083,10.75
2011-09-28,2.478,8.625,19.125,10.5
2011-09-29,2.625,9.208,20.417,11.208
2011-09-30,4.625,16.417,33.625,17.208
2011-10-01,8.708,31.833,60.583,28.75
2011-10-02,6.708,23.833,40.458,16.625
2011-10-03,5.958,22.542,40.083,17.542
2011-10-04,3.292,11.167,23.208,12.042
2011-10-05,3.958,13.417,29.917,16.5
2011-10-06,8.917,39.208,75.5,36.292
2011-10-07,9.25,41.0,70.958,29.958
2011-10-08,8.783,36.0,56.417,20.417
2011-10-09,2.708,8.583,13.292,4.708
2011-10-10,3.292,12.167,26.625,14.458
2011-10-11,7.542,25.542,73.375,47.833
2011-10-12,8.083,23.444,67.333,43.889
2011-10-13,5.208,13.792,33.333,19.542
2011-10-14,3.792,7.625,21.625,14.0
2011-10-15,4.25,10.25,24.083,13.833
2011-10-16,10.083,24.5,42.75,18.25
2011-10-17,9.458,34.625,65.208,30.583
2011-10-18,10.0,34.5,64.125,29.625
2011-10-19,7.917,29.0,52.167,23.167
2011-10-20,7.708,22.292,51.167,28.875
2011-10-21,10.375,24.667,75.333,50.667
2011-10-22,10.583,32.208,65.625,33.417
2011-10-23,8.667,24.667,45.167,20.5
2011-10-24,10.917,35.042,74.042,39.0
2011-10-25,8.833,30.25,62.333,32.083
2011-10-26,7.083,26.625,48.417,21.792
2011-10-27,6.708,25.833,48.917,23.083
2011-10-28,10.826,33.333,68.375,35.042
2011-10-29,10.833,31.833,66.958,35.125
2011-10-30,9.292,23.75,45.458,21.708
2011-10-31,7.708,24.208,54.0,29.792
2011-11-01,2.875,7.792,12.292,4.5
2011-11-02,2.542,5.917,8.667,2.75
2011-11-03,2.708,6.458,9.458,3.0
2011-11-04,2.583,5.957,8.696,2.739
2011-11-05,2.625,6.375,8.75,2.375
2011-11-06,7.0,13.042,27.667,14.625
2011-11-07,9.0,27.083,61.5,34.417
2011-11-08,7.5,22.708,44.042,21.333
2011-11-09,6.25,15.625,36.25,20.625
2011-11-10,6.417,20.042,39.417,19.375
2011-11-11,8.375,26.208,48.792,22.583
2011-11-12,12.917,33.083,68.208,35.125
2011-11-13,7.667,18.958,33.667,14.708
2011-11-14,9.708,33.125,62.542,29.417
2011-11-15,7.125,23.583,40.75,17.167
2011-11-16,2.708,5.292,6.375,1.083
2011-11-17,2.739,5.125,6.167,1.042
2011-11-18,2.708,5.583,7.0,1.417
2011-11-19,4.708,10.042,18.292,8.25
2011-11-20,7.292,15.792,26.208,10.417
2011-11-21,7.333,25.792,52.792,27.0
2011-11-22,9.208,28.708,59.875,31.167
2011-11-23,9.417,27.917,52.083,24.167
2011-11-24,8.958,26.5,53.75,27.25
2011-11-25,9.208,29.652,87.348,57.696
2011-11-26,6.917,23.042,58.75,35.708
2011-11-27,2.826,8.417,26.042,17.625
2011-11-28,2.292,6.0,14.292,8.292
2011-11-29,6.208,15.5,30.667,15.167
2011-11-30,7.708,18.458,43.583,25.125
2011-12-01,10.0,26.083,51.667,25.583
2011-12-02,8.667,26.75,54.208,27.458
2011-12-03,8.083,24.75,42.833,18.083
2011-12-04,9.542,26.625,51.042,24.417
2011-12-05,6.667,24.083,44.333,20.25
2011-12-06,4.375,15.042,23.792,8.75
2011-12-07,2.739,7.0,10.391,3.391
2011-12-08,6.125,17.375,30.042,12.667
2011-12-09,7.583,24.708,50.292,25.583
2011-12-10,8.25,27.75,58.958,31.208
2011-12-11,8.958,26.167,51.625,25.458
2011-12-12,10.75,31.042,71.375,40.333
2011-12-13,6.417,20.917,40.0,19.083
2011-12-14,5.25,16.375,26.208,9.833
2011-12-15,8.542,28.292,59.125,30.833
2011-12-16,7.167,25.167,50.083,24.917
2011-12-17,10.522,30.333,67.208,36.875
2011-12-18,10.042,25.0,52.083,27.083
2011-12-19,9.25,30.792,63.917,33.125
2011-12-20,5.833,22.458,40.0,17.542
2011-12-21,4.25,13.083,19.417,6.333
2011-12-22,8.208,26.667,49.875,23.208
2011-12-23,9.042,25.917,53.0,27.083
2011-12-24,7.083,24.5,43.333,18.833
2011-12-25,9.125,23.625,45.792,22.167
2011-12-26,9.625,30.167,69.708,39.542
2011-12-27,9.13,30.478,71.391,40.913
2011-12-28,8.292,25.875,58.542,32.667
2011-12-29,14.042,38.25,98.417,60.167
2011-12-30,9.75,31.708,66.708,35.0
2011-12-31,11.625,37.542,78.667,41.125
2012-01-01,9.583,28.583,57.833,29.25
2012-01-02,9.375,23.875,49.125,25.25
2012-01-03,8.0,21.75,40.833,19.083
2012-01-04,9.167,26.625,57.583,30.958
2012-01-05,9.875,28.375,60.792,32.417
2012-01-06,10.583,19.917,38.125,18.208
2012-01-07,6.304,18.0,35.833,17.833
2012-01-08,6.625,18.792,37.75,18.958
2012-01-09,8.833,28.583,54.458,25.875
2012-01-10,8.455,24.0,45.435,21.435
2012-01-11,8.792,26.417,51.125,24.708
2012-01-12,11.083,33.958,67.542,33.583
2012-01-13,3.917,7.0,10.167,3.167
2012-01-14,6.5,18.625,26.458,7.833
2012-01-15,10.208,35.167,64.875,29.708
2012-01-16,12.333,42.083,85.917,43.833
2012-01-17,6.739,25.708,36.333,10.625
2012-01-18,8.375,29.458,57.667,28.208
2012-01-19,9.375,33.083,60.458,27.375
2012-01-20,5.625,15.875,26.917,11.042
2012-01-21,3.292,11.125,14.208,3.083
2012-01-22,8.042,25.542,44.167,18.625
2012-01-23,10.0,26.833,38.5,11.667
2012-01-24,12.333,38.125,66.167,28.042
2012-01-25,11.042,33.208,57.458,24.25
2012-01-26,10.542,34.625,65.292,30.667
2012-01-27,7.261,23.708,38.958,15.25
2012-01-28,9.125,31.083,60.708,29.625
2012-01-29,6.708,21.458,44.042,22.583
2012-01-30,3.833,9.391,14.609,5.217
2012-01-31,2.708,4.75,6.375,1.625
2012-02-01,3.25,7.417,9.875,2.458
2012-02-02,12.5,32.208,68.167,35.958
2012-02-03,5.833,10.792,16.208,5.417
2012-02-04,3.375,8.958,13.708,4.75
2012-02-05,5.083,14.708,24.833,10.125
2012-02-06,10.652,31.208,52.125,20.917
2012-02-07,10.5,31.958,55.958,24.0
2012-02-08,7.917,25.391,50.87,25.478
2012-02-09,9.458,30.292,59.708,29.417
2012-02-10,10.208,23.75,43.708,19.958
2012-02-11,5.875,16.167,25.458,9.292
2012-02-12,4.792,11.792,16.25,4.458
2012-02-13,10.125,30.167,56.875,26.708
2012-02-14,5.708,14.0,19.792,5.792
2012-02-15,7.125,20.667,34.792,14.125
2012-02-16,9.739,29.625,53.042,23.417
2012-02-17,4.958,11.042,16.875,5.833
2012-02-18,3.708,7.087,10.304,3.217
2012-02-19,7.0,20.667,34.833,14.167
2012-02-20,9.917,30.5,56.792,26.292
2012-02-21,7.042,21.5,35.708,14.208
2012-02-22,6.792,18.958,31.667,12.708
2012-02-23,9.875,33.5,53.792,20.292
2012-02-24,7.75,22.542,36.458,13.917
2012-02-25,4.958,16.917,29.667,12.75
2012-02-26,3.522,8.0,10.167,2.167
2012-02-27,10.75,29.625,60.125,30.5
2012-02-28,7.042,19.083,33.625,14.542
2012-03-01,7.75,18.5,32.708,14.208
2012-03-02,8.708,26.875,41.583,14.708
2012-03-03,7.333,22.25,32.917,10.667
2012-03-04,9.083,34.583,54.0,19.417
2012-03-05,10.667,37.625,63.208,25.583
2012-03-06,7.792,22.583,35.208,12.625
2012-03-07,7.583,22.0,37.458,15.458
2012-03-08,5.696,18.75,29.375,10.625
2012-03-09,4.083,10.167,13.667,3.5
2012-03-10,5.667,11.75,20.083,8.333
2012-03-11,9.792,34.167,52.5,18.333
2012-03-12,5.083,12.333,16.292,3.958
2012-03-13,4.25,10.833,20.833,10.0
2012-03-14,8.583,28.0,46.25,18.25
2012-03-15,8.083,28.773,49.636,20.864
2012-03-16,5.5,15.958,23.208,7.25
2012-03-17,3.292,5.208,6.958,1.75
2012-03-18,5.696,12.292,20.458,8.167
2012-03-19,8.292,18.5,27.792,9.292
2012-03-20,6.583,15.833,24.042,8.208
2012-03-21,9.542,31.542,54.0,22.458
2012-03-22,4.783,10.727,15.227,4.5
2012-03-23,5.542,,,
2012-03-24,6.792,,,
2012-03-25,9.042,,,
2012-03-26,5.75,,,
2012-03-27,6.792,,,
2012-03-28,10.652,,,
2012-03-29,9.458,32.25,54.083,21.833
2012-03-30,5.958,16.917,26.167,9.25
2012-03-31,7.458,20.0,32.75,12.75
2012-04-01,6.917,19.167,29.833,10.667
2012-04-02,3.5,6.583,8.083,1.5
2012-04-03,6.125,19.333,27.708,8.375
2012-04-04,8.083,33.375,54.167,20.792
2012-04-05,7.217,22.792,35.917,13.125
2012-04-06,9.333,37.917,60.417,22.5
2012-04-07,8.667,33.958,49.625,15.667
2012-04-08,4.667,15.208,22.667,7.458
2012-04-09,2.708,7.458,8.958,1.5
2012-04-10,2.625,6.042,7.792,1.75
2012-04-11,5.708,17.583,31.917,14.333
2012-04-12,9.208,31.667,48.667,17.0
2012-04-13,4.333,9.167,20.792,11.625
2012-04-14,12.292,39.5,63.208,23.708
2012-04-15,8.652,23.833,36.333,12.5
2012-04-16,8.667,33.13,53.696,20.565
2012-04-17,6.875,22.667,34.125,11.458
2012-04-18,2.75,7.417,8.917,1.5
2012-04-19,2.667,5.667,7.125,1.458
2012-04-20,2.833,6.417,8.0,1.583
2012-04-21,3.792,9.917,19.042,9.125
2012-04-22,13.917,25.375,45.583,20.208
2012-04-23,6.417,20.292,31.625,11.333
2012-04-24,3.292,6.667,10.917,4.25
2012-04-25,2.174,3.708,7.208,3.5
2012-04-26,11.25,39.208,60.25,21.042
2012-04-27,8.042,32.0,50.958,18.958
2012-04-28,3.833,11.25,14.25,3.0
2012-04-29,3.0,4.583,6.667,2.083
2012-04-30,3.625,8.208,16.708,8.5
2012-05-01,3.542,7.125,13.542,6.417
2012-05-02,7.917,27.909,47.955,20.045
2012-05-03,7.75,28.125,42.417,14.292
2012-05-04,13.667,43.5,63.042,19.542
2012-05-05,9.739,32.792,49.292,16.5
2012-05-06,7.333,20.0,32.208,12.208
2012-05-07,7.125,28.333,50.708,22.375
2012-05-08,3.5,9.417,13.333,3.917
2012-05-09,8.667,28.208,43.833,15.625
2012-05-10,7.917,25.083,45.958,20.875
2012-05-11,5.958,20.458,30.542,10.083
2012-05-12,4.625,8.542,9.917,1.375
2012-05-13,3.833,3.208,3.542,0.333
2012-05-14,3.125,5.542,10.375,4.833
2012-05-15,3.652,10.583,22.167,11.583
2012-05-16,6.792,19.75,41.167,21.417
2012-05-17,10.625,36.25,65.042,28.792
2012-05-18,7.25,26.25,36.583,10.333
2012-05-19,3.75,6.292,7.208,0.917
2012-05-20,5.375,16.167,24.083,7.917
2012-05-21,8.333,31.696,51.043,19.348
2012-05-22,8.25,29.375,46.792,17.417
2012-05-23,4.375,12.917,18.125,5.208
2012-05-24,3.083,9.125,12.792,3.667
2012-05-25,7.391,24.292,47.542,23.25
2012-05-26,8.042,24.5,39.292,14.792
2012-05-27,9.875,25.0,40.75,15.75
2012-05-28,7.5,23.042,42.25,19.208
2012-05-29,3.958,12.292,20.167,7.875
2012-05-30,2.167,4.5,6.5,2.0
2012-05-31,3.167,6.917,14.458,7.542
2012-06-01,3.75,11.542,23.833,12.292
2012-06-02,5.792,12.917,29.75,16.833
2012-06-03,6.625,16.292,29.25,12.958
2012-06-04,2.0,3.208,6.417,3.208
2012-06-05,6.5,17.667,38.958,21.292
2012-06-06,3.833,12.667,19.083,6.417
2012-06-07,2.833,7.083,11.583,4.5
2012-06-08,2.958,6.542,13.708,7.167
2012-06-09,5.167,12.75,26.708,13.958
2012-06-10,4.083,9.0,15.417,6.417
2012-06-11,4.458,13.917,29.75,15.833
2012-06-12,6.333,18.958,36.792,17.833
2012-06-13,7.667,27.708,51.708,24.0
2012-06-14,2.739,7.174,10.435,3.261
2012-06-15,1.667,2.667,5.708,3.042
2012-06-16,1.75,2.542,6.042,3.5
2012-06-17,1.375,2.167,4.125,1.958
2012-06-18,2.125,4.583,8.25,3.667
2012-06-19,4.792,12.792,27.0,14.208
2012-06-20,2.083,3.167,5.458,2.292
2012-06-21,2.667,7.625,11.542,3.917
2012-06-22,3.042,9.375,15.667,6.292
2012-06-23,2.167,3.792,8.25,4.458
2012-06-24,1.652,2.958,6.208,3.25
2012-06-25,1.958,5.667,12.792,7.125
2012-06-26,1.875,4.708,10.792,6.083
2012-06-27,1.542,4.167,9.208,5.042
2012-06-28,1.625,4.5,8.958,4.458
2012-06-29,1.625,4.13,7.652,3.522
2012-06-30,2.0,4.667,9.125,4.458
2012-07-01,2.25,4.5,10.625,6.125
2012-07-02,2.417,6.25,17.583,11.333
2012-07-03,1.958,4.458,11.167,6.708
2012-07-04,2.043,3.583,8.375,4.792
2012-07-05,1.792,3.292,7.667,4.375
2012-07-06,2.125,4.083,11.625,7.542
2012-07-07,3.375,7.0,18.583,11.583
2012-07-08,3.958,7.75,19.583,11.833
2012-07-09,4.875,14.25,35.083,20.833
2012-07-10,2.708,6.583,16.667,10.083
2012-07-11,2.167,4.5,12.417,7.917
2012-07-12,1.875,4.792,11.417,6.625
2012-07-13,2.25,5.708,13.292,7.583
2012-07-14,2.348,5.667,11.333,5.667
2012-07-15,2.417,4.583,8.708,4.125
2012-07-16,1.625,14.375,42.417,28.042
2012-07-17,0.0,15.958,54.417,38.458
2012-07-18,0.0,10.667,23.0,12.333
2012-07-19,0.75,4.435,8.261,3.826
2012-07-20,1.958,4.125,8.0,3.875
2012-07-21,2.125,4.375,7.583,3.208
2012-07-22,1.833,3.458,6.458,3.0
2012-07-23,1.875,3.5,8.458,4.958
2012-07-24,2.348,4.375,10.958,6.583
2012-07-25,2.625,6.083,14.458,8.375
2012-07-26,2.167,4.125,9.542,5.417
2012-07-27,1.917,3.583,8.375,4.792
2012-07-28,2.417,4.708,11.292,6.583
2012-07-29,1.75,2.667,6.333,3.667
2012-07-30,1.708,2.875,7.083,4.208
2012-07-31,1.708,3.083,6.458,3.375
2012-08-01,2.208,4.792,8.417,3.625
2012-08-02,2.292,3.917,6.667,2.75
2012-08-03,4.304,8.208,21.083,12.875
2012-08-04,6.625,13.167,41.792,28.625
2012-08-05,4.208,7.417,17.875,10.458
2012-08-06,1.708,2.25,4.167,1.917
2012-08-07,2.0,3.292,5.833,2.542
2012-08-08,2.292,5.458,9.708,4.25
2012-08-09,3.583,10.652,20.696,10.043
2012-08-10,2.625,6.292,11.0,4.708
2012-08-11,2.792,7.25,13.167,5.917
2012-08-12,2.875,5.708,10.583,4.875
2012-08-13,3.696,7.083,17.833,10.75
2012-08-14,2.75,4.167,10.625,6.458
2012-08-15,2.375,4.25,7.875,3.625
2012-08-16,2.792,5.5,10.083,4.583
2012-08-17,3.167,7.167,13.708,6.542
2012-08-18,4.0,7.833,17.667,9.833
2012-08-19,3.5,5.25,15.625,10.375
2012-08-20,3.667,7.458,20.542,13.083
2012-08-21,2.5,4.208,9.167,4.958
2012-08-22,3.083,5.333,14.5,9.167
2012-08-23,1.391,3.125,7.083,3.958
2012-08-24,1.214,2.786,7.0,4.214
2012-08-28,0.0,,,
2012-08-29,0.0,4.944,8.833,3.889
2012-08-30,0.0,5.458,10.792,5.333
2012-08-31,3.75,14.083,37.042,22.958
2012-09-01,4.458,11.208,29.25,18.042
2012-09-02,2.708,6.375,11.792,5.417
2012-09-03,2.125,6.542,12.792,6.25
2012-09-04,1.875,5.208,10.583,5.375
2012-09-05,1.833,5.174,11.739,6.565
2012-09-06,2.375,6.375,15.625,9.25
2012-09-07,1.917,6.042,12.042,6.0
