date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,17.083,20.083,3.0,22.0,1.583,26.708
2011-01-02,9.875,12.417,2.542,9.625,1.167,15.583
2011-01-03,2.417,2.833,0.417,4.25,1.292,8.125
2011-01-04,7.958,9.792,1.833,7.917,2.0,12.333
2011-01-05,5.13,6.739,1.609,6.333,1.391,11.583
2011-01-06,9.583,11.958,2.375,9.167,2.333,13.5
2011-01-07,11.208,13.708,2.5,7.083,1.542,9.917
2011-01-08,11.208,13.917,2.708,6.583,1.333,9.75
2011-01-09,19.292,28.792,9.5,12.167,2.208,16.958
2011-01-10,17.913,29.739,11.826,13.042,1.739,16.045
2011-01-11,12.0,16.5,4.5,7.417,1.875,7.875
2011-01-12,12.667,17.0,4.333,6.167,1.333,6.417
2011-01-13,19.625,28.542,8.917,13.667,2.5,17.042
2011-01-14,6.333,7.917,1.583,6.583,1.125,8.417
2011-01-15,5.375,6.375,1.0,8.583,1.458,9.708
2011-01-16,9.5,11.375,1.875,9.292,2.333,10.792
2011-01-17,14.625,20.25,5.625,11.417,2.667,13.25
2011-01-18,28.542,45.708,17.167,17.625,2.542,21.333
2011-01-19,28.478,50.739,22.261,18.458,2.304,23.875
2011-01-20,21.25,28.167,6.917,9.375,1.417,11.958
2011-01-21,18.583,22.5,3.917,11.75,1.333,14.292
2011-01-22,20.708,31.583,10.875,11.208,0.792,14.708
2011-01-23,8.875,11.042,2.167,9.875,2.25,13.167
2011-01-24,11.708,15.333,3.625,10.083,2.208,11.5
2011-01-25,21.458,32.208,10.75,13.375,2.25,14.292
2011-01-26,18.625,29.708,11.083,9.583,2.25,12.958
2011-01-27,13.292,15.958,2.667,11.583,2.542,13.833
2011-01-28,15.958,23.167,7.208,11.375,1.208,14.0
2011-01-29,4.875,5.792,0.917,8.0,1.167,8.5
2011-01-30,12.292,19.0,6.708,10.417,2.542,11.875
2011-01-31,11.625,14.583,2.958,8.375,1.875,9.917
2011-02-01,17.917,27.333,9.417,10.333,2.333,13.333
2011-02-02,15.0,26.304,11.304,6.875,1.87,9.542
2011-02-03,17.958,26.0,8.042,11.042,1.875,12.167
2011-02-04,18.083,24.708,6.625,16.542,2.292,23.167
2011-02-05,12.292,15.667,3.375,9.25,1.083,11.167
2011-02-06,23.5,36.125,12.625,20.957,2.417,27.542
2011-02-07,22.043,32.652,10.609,23.762,2.625,31.682
2011-02-08,8.125,10.25,2.125,10.917,2.167,11.958
2011-02-09,7.333,9.583,2.25,6.375,1.75,8.875
2011-02-10,14.292,19.542,5.25,11.5,2.208,13.0
2011-02-11,12.958,17.333,4.375,8.625,1.292,12.292
2011-02-12,4.125,5.083,0.958,6.833,1.0,10.625
2011-02-13,16.167,23.917,7.75,9.375,1.75,12.708
2011-02-14,34.708,64.333,29.625,20.375,3.083,23.417
2011-02-15,16.292,31.708,15.417,17.583,2.125,22.458
2011-02-16,7.826,9.261,1.435,8.083,1.783,9.875
2011-02-17,16.917,21.792,4.875,14.167,2.917,16.458
2011-02-18,6.917,8.417,1.5,7.333,1.083,9.583
2011-02-19,8.667,10.417,1.75,13.042,1.792,15.667
2011-02-20,18.292,30.542,12.25,13.25,2.083,16.333
2011-02-21,10.083,13.208,3.125,13.208,2.667,18.208
2011-02-22,19.542,26.625,7.083,13.583,2.917,16.833
2011-02-23,28.833,41.208,12.375,18.667,2.292,24.875
2011-02-24,7.583,8.708,1.125,16.792,2.458,19.875
2011-02-25,16.208,19.917,3.708,13.375,1.333,17.0
2011-02-26,10.5,13.333,2.833,11.958,1.208,16.875
2011-02-27,7.042,8.25,1.208,13.25,1.708,15.5
2011-02-28,19.917,31.0,11.083,13.333,1.917,15.583
2011-03-01,29.261,42.565,13.304,20.958,3.043,27.917
2011-03-02,28.0,36.5,8.5,19.667,2.917,25.125
2011-03-03,5.833,6.625,0.792,13.5,1.292,16.167
2011-03-04,7.375,8.875,1.5,11.25,1.917,14.167
2011-03-05,23.542,30.625,7.083,16.083,1.792,19.167
2011-03-06,12.333,14.792,2.458,5.522,1.333,7.762
2011-03-07,7.0,8.208,1.208,7.208,2.125,11.25
2011-03-08,18.375,23.167,4.792,16.833,2.25,21.083
2011-03-09,16.708,21.5,4.792,19.167,2.042,23.917
2011-03-10,9.542,11.375,1.833,9.875,1.583,12.083
2011-03-11,5.625,6.542,0.917,8.875,2.042,12.625
