date,CH4_mean,NMHC_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,194.29166666666666,12.666666666666666,0.9166666666666666,21.625,206.95833333333334
2011-01-02,190.875,8.875,0.75,14.708333333333334,199.75
2011-01-03,187.625,6.0,0.125,3.75,193.625
2011-01-04,188.29166666666666,12.666666666666666,1.0416666666666667,8.958333333333334,200.95833333333334
2011-01-05,190.0,7.434782608695652,0.625,6.875,197.43478260869566
2011-01-06,191.95833333333334,10.333333333333334,1.0833333333333333,8.958333333333334,202.29166666666666
2011-01-07,193.125,10.666666666666666,0.7916666666666666,7.833333333333333,203.79166666666666
2011-01-08,193.875,9.083333333333334,0.4166666666666667,7.333333333333333,202.95833333333334
2011-01-09,194.08333333333334,11.916666666666666,0.9583333333333334,10.875,206.0
2011-01-10,192.20833333333334,11.583333333333334,1.1304347826086956,13.375,203.79166666666666
2011-01-11,191.66666666666666,8.095238095238095,1.1666666666666667,9.5,199.76190476190476
2011-01-12,192.41666666666666,9.25,0.8333333333333334,5.125,201.66666666666666
2011-01-13,192.0,10.708333333333334,1.25,14.583333333333334,202.70833333333334
2011-01-14,191.79166666666666,6.375,0.875,7.041666666666667,198.16666666666666
2011-01-15,192.54166666666666,6.833333333333333,0.9166666666666666,9.625,199.375
2011-01-16,192.29166666666666,7.708333333333333,0.8333333333333334,9.625,200.0
2011-01-17,193.30434782608697,15.391304347826088,1.2916666666666667,14.083333333333334,208.69565217391303
2011-01-18,193.375,14.791666666666666,1.5416666666666667,19.916666666666668,208.16666666666666
2011-01-19,192.29166666666666,13.125,1.5,22.833333333333332,205.41666666666666
2011-01-20,191.79166666666666,9.083333333333334,1.2083333333333333,12.583333333333334,200.875
2011-01-21,190.91666666666666,10.5,0.9583333333333334,12.375,201.41666666666666
2011-01-22,190.625,11.958333333333334,0.8333333333333334,9.916666666666666,202.58333333333334
2011-01-23,189.33333333333334,7.416666666666667,0.875,9.916666666666666,196.75
2011-01-24,189.70833333333334,9.125,0.8695652173913043,11.083333333333334,198.83333333333334
2011-01-25,191.375,10.375,1.375,14.125,201.75
2011-01-26,193.25,11.541666666666666,1.1666666666666667,12.708333333333334,204.79166666666666
2011-01-27,193.58333333333334,10.958333333333334,1.375,12.75,204.54166666666666
2011-01-28,193.70833333333334,7.541666666666667,1.0,10.916666666666666,201.25
2011-01-29,192.5,5.958333333333333,0.9583333333333334,6.708333333333333,198.45833333333334
2011-01-30,192.45833333333334,10.625,1.4583333333333333,11.791666666666666,203.08333333333334
2011-01-31,193.04166666666666,13.041666666666666,1.0416666666666667,10.958333333333334,206.08333333333334
2011-02-01,190.95833333333334,13.625,1.375,13.333333333333334,204.58333333333334
2011-02-02,189.41666666666666,10.5,1.3333333333333333,7.041666666666667,199.91666666666666
2011-02-03,191.88235294117646,11.352941176470589,1.4705882352941178,11.529411764705882,203.23529411764707
2011-02-06,193.28571428571428,19.785714285714285,3.4,,213.07142857142858
2011-02-07,190.83333333333334,15.458333333333334,1.5217391304347827,,206.29166666666666
2011-02-08,189.0,5.444444444444445,1.1666666666666667,11.083333333333334,194.44444444444446
2011-02-09,198.33333333333334,8.583333333333334,1.1666666666666667,8.666666666666666,206.91666666666666
2011-02-10,196.33333333333334,13.619047619047619,1.4166666666666667,14.333333333333334,209.95238095238096
2011-02-11,192.29166666666666,9.541666666666666,1.1666666666666667,11.25,201.83333333333334
2011-02-12,192.04166666666666,6.583333333333333,0.8333333333333334,8.958333333333334,198.625
2011-02-13,187.82608695652175,10.73913043478261,1.125,11.166666666666666,198.56521739130434
2011-02-14,190.33333333333334,19.041666666666668,1.875,23.791666666666668,209.375
2011-02-15,188.91666666666666,10.625,1.75,22.0,199.54166666666666
2011-02-16,186.625,5.875,1.0,9.25,192.5
2011-02-17,188.04166666666666,10.041666666666666,1.625,15.791666666666666,198.08333333333334
2011-02-18,187.25,7.416666666666667,1.0416666666666667,9.291666666666666,194.66666666666666
2011-02-19,189.20833333333334,9.125,1.2916666666666667,15.708333333333334,198.33333333333334
2011-02-20,189.66666666666666,15.375,1.5416666666666667,15.083333333333334,205.04166666666666
2011-02-21,189.0,10.75,2.782608695652174,20.083333333333332,199.75
2011-02-22,189.08333333333334,12.083333333333334,1.5416666666666667,16.916666666666668,201.16666666666666
2011-02-23,186.95652173913044,12.695652173913043,1.5,23.041666666666668,199.65217391304347
2011-02-24,188.375,11.041666666666666,2.25,22.833333333333332,199.41666666666666
2011-02-25,188.08333333333334,9.666666666666666,1.0416666666666667,15.5,197.75
2011-02-26,187.66666666666666,7.791666666666667,1.0833333333333333,14.583333333333334,195.45833333333334
