date,CO_mean
2011-01-01,4.291666666666667
2011-01-02,5.041666666666667
2011-01-03,3.8333333333333335
2011-01-04,7.130434782608695
2011-01-05,4.875
2011-01-06,5.291666666666667
2011-01-07,4.083333333333333
2011-01-08,4.791666666666667
2011-01-09,5.375
2011-01-10,7.875
2011-01-11,4.826086956521739
2011-01-12,5.833333333333333
2011-01-13,6.0
2011-01-14,5.083333333333333
2011-01-15,4.666666666666667
2011-01-16,5.833333333333333
2011-01-17,5.708333333333333
2011-01-18,6.6521739130434785
2011-01-19,7.166666666666667
2011-01-20,7.291666666666667
2011-01-21,5.375
2011-01-22,5.041666666666667
2011-01-23,4.958333333333333
2011-01-24,3.4583333333333335
2011-01-25,4.739130434782608
2011-01-26,3.7916666666666665
2011-01-27,7.416666666666667
2011-01-28,5.916666666666667
2011-01-29,4.25
2011-01-30,5.25
2011-01-31,4.833333333333333
2011-02-01,5.260869565217392
2011-02-02,3.4583333333333335
2011-02-03,5.458333333333333
2011-02-04,5.708333333333333
2011-02-05,5.958333333333333
2011-02-06,8.583333333333334
2011-02-07,5.625
2011-02-08,4.260869565217392
2011-02-09,6.333333333333333
2011-02-10,4.75
2011-02-11,3.625
2011-02-12,4.125
2011-02-13,7.916666666666667
2011-02-14,9.458333333333334
2011-02-15,7.391304347826087
2011-02-16,5.208333333333333
2011-02-17,4.916666666666667
2011-02-18,4.666666666666667
2011-02-19,4.458333333333333
2011-02-20,5.5
2011-02-21,7.583333333333333
2011-02-22,8.478260869565217
2011-02-23,7.166666666666667
2011-02-24,6.333333333333333
2011-02-25,6.333333333333333
2011-02-26,3.75
2011-02-27,5.833333333333333
2011-02-28,6.25
2011-03-01,8.333333333333334
2011-03-02,7.125
2011-03-03,4.416666666666667
2011-03-04,5.416666666666667
2011-03-05,8.208333333333334
2011-03-06,7.125
2011-03-07,7.260869565217392
2011-03-08,7.375
2011-03-09,7.833333333333333
2011-03-10,5.166666666666667
2011-03-11,5.458333333333333
2011-03-12,3.625
2011-03-13,4.875
2011-03-14,5.608695652173913
2011-03-15,5.875
2011-03-16,6.833333333333333
2011-03-17,5.166666666666667
2011-03-18,7.916666666666667
2011-03-19,5.166666666666667
2011-03-20,3.6666666666666665
2011-03-21,4.173913043478261
2011-03-22,7.0
2011-03-23,7.375
2011-03-24,10.375
2011-03-25,4.166666666666667
2011-03-26,3.3
2011-04-01,7.083333333333333
2011-04-02,5.541666666666667
2011-04-03,3.5416666666666665
2011-04-04,4.434782608695652
2011-04-05,5.958333333333333
2011-04-06,5.333333333333333
2011-04-07,3.875
2011-04-08,3.125
2011-04-09,4.291666666666667
2011-04-10,4.583333333333333
2011-04-11,5.739130434782608
2011-04-12,4.375
2011-04-13,5.416666666666667
2011-04-14,5.875
2011-04-15,5.791666666666667
2011-04-16,4.958333333333333
2011-04-17,4.041666666666667
2011-04-18,5.086956521739131
2011-04-19,5.041666666666667
2011-04-20,3.875
2011-04-21,4.666666666666667
2011-04-22,4.375
2011-04-23,3.7916666666666665
2011-04-24,4.708333333333333
2011-04-25,5.217391304347826
2011-04-26,3.875
2011-04-27,3.1666666666666665
2011-04-28,6.333333333333333
2011-04-29,6.166666666666667
2011-04-30,2.9583333333333335
2011-05-01,3.7916666666666665
2011-05-02,5.478260869565218
2011-05-03,6.458333333333333
2011-05-04,6.0
2011-05-05,4.25
2011-05-06,4.75
2011-05-07,4.833333333333333
2011-05-08,6.458333333333333
2011-05-09,4.3478260869565215
2011-05-10,3.3333333333333335
2011-05-11,3.0
2011-05-12,6.333333333333333
2011-05-13,7.416666666666667
2011-05-14,7.0
2011-05-15,3.4583333333333335
2011-05-16,4.25
2011-05-17,5.791666666666667
2011-05-18,5.478260869565218
2011-05-19,3.6666666666666665
2011-05-20,3.4166666666666665
2011-05-21,3.0
2011-05-22,2.8333333333333335
2011-05-23,5.583333333333333
2011-05-24,4.958333333333333
2011-05-25,4.304347826086956
2011-05-26,5.666666666666667
2011-05-27,5.708333333333333
2011-05-28,6.375
2011-05-29,4.166666666666667
