date,SO2_mean
2011-01-01,0.875
2011-01-02,2.208
2011-01-03,2.417
2011-01-04,4.304
2011-01-05,1.833
2011-01-06,2.167
2011-01-07,0.667
2011-01-08,0.292
2011-01-09,2.042
2011-01-10,1.292
2011-01-11,2.348
2011-01-12,0.375
2011-01-13,2.5
2011-01-14,5.833
2011-01-15,1.083
2011-01-16,0.625
2011-01-17,0.208
2011-01-18,1.087
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-22,0.125
2011-01-23,1.292
2011-01-24,2.042
2011-01-25,2.609
2011-01-26,2.417
2011-01-27,4.208
2011-01-28,2.417
2011-01-29,0.583
2011-01-30,1.125
2011-01-31,1.833
2011-02-01,3.087
2011-02-02,2.208
2011-02-03,2.375
2011-02-04,3.5
2011-02-05,2.958
2011-02-06,1.042
2011-02-07,1.5
2011-02-08,1.609
2011-02-09,2.542
2011-02-10,1.917
2011-02-11,1.75
2011-02-12,0.958
2011-02-13,0.208
2011-02-14,0.0
2011-02-15,0.391
2011-02-16,1.042
2011-02-17,2.333
2011-02-18,0.783
2011-02-19,0.833
2011-02-20,1.833
2011-02-21,1.5
2011-02-22,1.565
2011-02-23,2.125
2011-02-24,2.333
2011-02-25,1.375
2011-02-26,0.542
2011-02-27,0.458
2011-02-28,0.625
2011-03-01,2.208
2011-03-02,1.25
2011-03-03,0.917
2011-03-04,0.333
2011-03-05,1.583
2011-03-06,2.875
2011-03-07,2.435
2011-03-08,1.625
2011-03-09,0.125
2011-03-10,0.042
2011-03-11,2.667
2011-03-12,2.042
2011-03-13,0.708
2011-03-14,2.957
2011-03-15,2.0
2011-03-16,2.542
2011-03-17,2.25
2011-03-18,1.833
2011-03-19,0.917
2011-03-20,1.583
2011-03-21,1.565
2011-03-22,4.458
2011-03-23,2.042
2011-03-24,3.208
2011-03-25,1.917
2011-03-26,1.542
2011-03-27,3.333
2011-03-28,3.391
2011-03-29,2.167
2011-03-30,2.792
2011-03-31,1.792
2011-04-01,4.292
2011-04-02,3.083
2011-04-03,0.792
2011-04-04,0.417
2011-04-05,1.783
2011-04-06,3.0
2011-04-07,1.333
2011-04-08,1.167
2011-04-09,1.583
2011-04-10,1.542
2011-04-11,3.625
2011-04-12,1.87
2011-04-13,3.208
2011-04-14,3.958
2011-04-15,4.583
2011-04-16,1.917
2011-04-17,3.667
2011-04-18,2.333
2011-04-19,1.522
2011-04-20,0.875
2011-04-21,2.833
2011-04-22,0.667
2011-04-23,0.667
2011-04-24,1.5
2011-04-25,1.667
2011-04-26,1.522
2011-04-27,0.522
2011-04-28,1.333
2011-04-29,1.583
2011-04-30,2.0
2011-05-01,0.958
2011-05-02,0.958
2011-05-03,2.0
2011-05-04,3.043
2011-05-05,1.583
2011-05-06,1.167
2011-05-07,2.458
2011-05-08,2.125
2011-05-09,1.917
2011-05-10,1.25
2011-05-11,0.304
2011-05-12,1.875
2011-05-13,1.833
2011-05-14,1.917
2011-05-15,1.583
2011-05-16,1.875
2011-05-17,3.375
2011-05-18,2.087
2011-05-19,1.75
2011-05-20,1.167
2011-05-21,0.042
2011-05-22,0.0
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,2.783
2011-05-26,1.708
2011-05-27,0.167
2011-05-28,0.0
2011-05-29,0.0
2011-05-30,0.708
2011-05-31,0.375
2011-06-01,0.0
2011-06-02,0.458
2011-06-03,1.5
2011-06-04,1.083
2011-06-05,0.667
2011-06-06,2.458
2011-06-07,1.083
2011-06-08,1.217
2011-06-09,0.917
2011-06-10,1.0
2011-06-11,1.042
2011-06-12,0.583
2011-06-13,1.458
2011-06-14,1.583
2011-06-15,1.783
2011-06-16,0.083
2011-06-17,1.583
2011-06-18,0.25
2011-06-19,0.833
2011-06-20,0.208
2011-06-21,0.667
2011-06-22,3.565
2011-06-23,0.261
2011-06-24,0.125
2011-06-25,0.042
2011-06-26,0.0
2011-06-27,0.25
2011-06-28,0.208
2011-06-29,2.391
2011-06-30,3.0
2011-07-01,0.917
2011-07-02,2.125
2011-07-03,1.542
2011-07-04,1.0
2011-07-05,3.0
2011-07-06,0.87
2011-07-07,0.542
2011-07-08,0.25
2011-07-09,0.083
2011-07-10,1.542
2011-07-11,1.292
2011-07-12,0.417
2011-07-13,0.87
2011-07-14,1.208
2011-07-15,2.083
2011-07-16,2.042
2011-07-17,1.958
2011-07-18,0.042
