date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,187.478,27.826,6.875,7.833,0.958,,2.125,,215.304
2011-01-02,185.167,23.542,3.125,3.708,0.583,,2.917,,208.708
2011-01-03,184.609,22.87,2.833,3.167,0.333,,1.792,,207.478
2011-01-04,187.875,23.875,4.167,4.625,0.458,,5.292,,211.75
2011-01-05,186.87,24.087,4.348,5.217,0.87,,2.208,,210.957
2011-01-06,186.458,25.792,6.75,8.0,1.25,,1.875,,212.25
2011-01-07,187.0,23.783,3.042,3.708,0.667,,1.875,,210.783
2011-01-08,186.917,23.417,2.333,2.542,0.208,,1.292,,210.333
2011-01-09,185.957,25.348,5.458,6.333,0.875,,2.958,,211.304
2011-01-10,185.167,26.542,8.708,10.417,1.708,,2.696,,211.708
2011-01-11,185.783,24.696,8.042,9.458,1.417,,3.0,,210.478
2011-01-12,186.125,24.375,4.696,5.696,1.0,,1.792,,210.5
2011-01-13,185.783,28.043,10.25,12.5,2.25,,2.583,,213.826
2011-01-14,186.875,24.833,5.833,7.042,1.208,,3.625,,211.708
2011-01-15,186.0,23.391,3.5,4.583,1.083,,2.0,,209.391
2011-01-16,187.833,31.333,13.75,17.458,3.708,,2.5,,219.167
2011-01-17,185.273,31.909,13.261,18.652,5.391,,1.478,,217.182
2011-01-18,185.75,36.75,16.059,25.118,9.059,,1.917,,222.5
2011-01-19,184.522,35.043,14.261,19.043,4.783,,2.042,,219.565
2011-01-20,184.292,28.0,11.042,12.708,1.667,,1.0,,212.292
2011-01-21,185.304,27.565,9.875,11.833,1.958,,1.0,,212.87
2011-01-22,185.304,26.391,6.333,7.458,1.125,,1.458,,211.696
2011-01-23,185.261,23.826,5.292,6.083,0.792,,2.292,,209.087
2011-01-24,186.417,24.0,5.913,6.826,0.913,,1.958,,210.417
2011-01-25,186.826,25.522,7.938,9.312,1.375,,2.739,,212.348
2011-01-26,187.375,24.208,5.217,6.261,1.043,,2.083,,211.583
2011-01-27,187.304,29.0,9.375,11.292,1.917,,3.458,,216.304
2011-01-28,186.958,25.792,6.708,7.917,1.208,,3.542,,212.75
2011-01-29,186.261,23.087,2.292,3.0,0.708,,2.0,,209.348
2011-01-30,186.5,24.958,5.583,6.625,1.042,,2.167,,211.458
2011-01-31,185.739,25.261,6.5,7.25,1.167,,2.208,,211.0
2011-02-01,186.917,28.833,12.042,16.708,4.667,,3.042,,215.75
2011-02-02,186.682,24.955,5.0,5.826,0.826,,2.333,,211.636
2011-02-03,188.167,27.417,9.125,10.458,1.333,,2.25,,215.583
2011-02-04,186.261,26.435,8.417,9.792,1.375,,4.083,,212.696
2011-02-05,185.75,25.75,4.75,5.458,0.708,,3.083,,211.5
2011-02-06,189.609,36.348,15.458,21.708,6.25,,2.5,,225.957
2011-02-07,185.958,28.333,12.083,15.208,3.125,,1.667,,214.292
2011-02-08,185.87,24.826,3.542,4.375,0.833,,2.217,,210.696
2011-02-09,186.917,25.042,4.391,5.565,1.174,,2.125,,211.958
2011-02-10,184.957,26.652,5.333,6.208,0.875,,2.542,,211.609
2011-02-11,185.0,23.583,3.375,3.667,0.292,,2.125,,208.583
2011-02-12,185.217,23.609,2.458,2.667,0.208,,1.917,,208.826
2011-02-13,185.833,28.833,9.75,11.708,1.958,,3.208,,214.667
2011-02-14,187.087,37.217,18.625,24.75,6.125,,1.167,,224.304
2011-02-15,187.125,26.333,9.375,10.5,1.125,,1.958,,213.458
2011-02-16,186.304,25.783,7.391,8.435,1.043,,2.417,,212.087
