date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,92.0,73.667,51.0,4.167,5.208,1.042,1.0,4.5,8.5,5.029,0.5
2011-01-02,80.0,54.083,31.0,3.087,4.087,1.0,1.0,3.083,10.4,5.054,-0.8
2011-01-03,79.0,58.958,44.0,3.667,4.792,1.125,1.0,3.292,7.1,2.392,-2.3
2011-01-04,85.0,56.333,36.0,4.167,5.167,1.0,1.417,7.625,7.7,2.333,-1.0
2011-01-05,58.0,47.958,30.0,5.0,6.13,1.13,1.0,2.565,7.1,0.858,-3.4
2011-01-06,82.0,66.542,47.0,11.333,16.417,5.083,1.0,5.0,6.7,1.425,-2.4
2011-01-07,89.0,70.208,50.0,8.292,10.667,2.375,1.0,5.875,8.0,2.204,-1.4
2011-01-08,82.0,66.417,44.0,6.333,7.458,1.125,1.042,6.458,6.2,2.8,-1.1
2011-01-09,89.0,73.083,54.0,7.826,10.609,2.783,1.0,8.0,8.4,3.808,0.4
2011-01-10,85.0,75.667,59.0,10.25,12.958,2.708,1.0,9.625,8.1,3.296,-0.4
2011-01-11,98.0,78.667,52.0,10.542,13.167,2.625,1.042,11.917,10.0,3.562,-1.8
2011-01-12,98.0,79.417,59.0,9.625,12.042,2.417,1.0,6.292,4.4,0.458,-3.6
2011-01-13,92.0,69.167,47.0,9.917,12.958,3.042,1.0,5.333,8.1,2.192,-2.1
2011-01-14,87.0,73.583,44.0,6.542,7.833,1.292,1.0,6.167,7.5,2.558,-0.3
2011-01-15,86.0,76.042,63.0,6.083,7.208,1.125,1.0,10.0,4.8,1.433,-1.4
2011-01-16,95.0,78.125,68.0,17.174,23.348,6.174,1.0,13.833,2.8,0.958,-1.1
2011-01-17,98.0,90.375,70.0,13.667,16.5,2.833,1.0,11.375,4.7,0.179,-1.4
2011-01-18,92.0,79.083,54.0,11.625,15.458,3.833,1.042,13.708,7.2,1.988,-2.2
2011-01-19,97.0,75.292,46.0,11.875,15.292,3.417,1.0,9.208,8.9,3.85,0.3
2011-01-20,98.0,90.208,76.0,9.792,11.75,1.958,1.0,3.708,4.5,2.917,1.5
2011-01-21,98.0,96.625,90.0,13.083,16.833,3.75,1.0,4.5,4.4,3.588,2.7
2011-01-22,98.0,93.792,75.0,8.833,10.667,1.833,1.0,6.5,9.6,5.121,1.9
