date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,6.0,7.25,1.25,8.292
2011-01-02,3.5,4.5,1.0,7.625
2011-01-03,3.125,4.25,1.125,3.375
2011-01-04,3.261,4.261,1.0,18.5
2011-01-05,6.042,7.042,1.0,3.917
2011-01-06,14.125,17.833,3.708,6.583
2011-01-07,14.583,17.417,2.833,6.042
2011-01-08,10.333,11.792,1.458,7.333
2011-01-09,14.042,16.0,1.958,10.333
2011-01-10,19.375,27.208,7.833,13.583
2011-01-11,14.087,19.174,5.087,10.458
2011-01-12,20.125,25.292,5.167,5.667
2011-01-13,13.125,16.667,3.542,6.583
2011-01-14,8.0,10.542,2.542,11.375
2011-01-15,11.583,13.792,2.208,11.292
2011-01-16,18.792,23.167,4.375,12.917
2011-01-17,16.542,19.75,3.208,9.792
2011-01-18,17.435,22.826,5.391,12.75
2011-01-19,15.833,20.042,4.208,10.583
2011-01-20,20.542,23.25,2.708,3.583
2011-01-21,16.625,18.667,2.042,4.583
2011-01-22,10.458,13.542,3.083,5.792
2011-01-23,11.417,19.125,7.708,7.833
2011-01-24,12.875,19.917,7.042,5.208
2011-01-25,5.174,6.652,1.478,6.435
2011-01-26,8.875,11.833,2.958,5.75
2011-01-27,5.083,6.125,1.042,9.917
2011-01-28,7.792,8.917,1.125,15.792
2011-01-29,8.833,10.042,1.208,11.583
2011-01-30,12.889,15.778,2.889,8.542
2011-01-31,12.25,13.75,1.5,3.0
2011-02-01,11.304,15.565,4.261,14.25
2011-02-02,7.583,8.625,1.042,6.417
2011-02-03,12.083,14.292,2.208,5.625
2011-02-04,4.792,5.792,1.0,10.25
2011-02-05,7.667,8.667,1.0,15.125
2011-02-06,20.458,25.292,4.833,17.875
2011-02-07,13.417,16.875,3.458,5.458
2011-02-08,5.87,6.87,1.0,4.125
2011-02-09,6.292,7.292,1.0,4.333
2011-02-10,9.083,11.292,2.208,5.625
2011-02-11,6.583,7.917,1.333,6.25
2011-02-12,6.333,7.333,1.0,8.667
2011-02-13,14.5,19.208,4.708,11.417
2011-02-14,23.333,27.542,4.208,13.083
2011-02-15,21.87,30.478,8.609,11.208
2011-02-16,21.583,25.083,3.5,14.583
2011-02-17,5.625,7.0,1.375,6.542
2011-02-18,5.292,6.583,1.292,3.792
2011-02-19,9.25,10.333,1.083,7.375
2011-02-20,16.5,18.25,1.75,9.167
2011-02-21,20.292,22.875,2.583,12.773
2011-02-22,13.043,14.696,1.652,19.625
2011-02-23,17.167,20.708,3.542,8.375
2011-02-24,16.417,21.458,5.042,18.292
2011-02-25,12.583,14.0,1.417,15.583
2011-02-26,9.667,10.667,1.0,9.833
2011-02-27,11.167,14.125,2.958,9.0
2011-02-28,14.333,15.958,1.625,10.833
2011-03-01,17.458,22.0,4.542,6.875
2011-03-02,22.417,30.375,7.958,8.75
2011-03-03,12.333,13.5,1.167,7.542
2011-03-04,10.25,11.25,1.0,19.583
2011-03-05,26.792,31.667,4.875,7.708
2011-03-06,14.792,17.75,2.958,6.375
2011-03-07,17.87,19.435,1.565,17.417
2011-03-08,16.167,17.417,1.25,17.625
2011-03-09,16.708,17.708,1.0,10.0
2011-03-10,13.667,14.958,1.292,2.375
2011-03-11,6.208,7.208,1.0,9.333
2011-03-12,2.833,3.833,1.0,6.333
2011-03-13,8.0,9.167,1.167,5.833
2011-03-14,9.231,10.692,1.462,9.875
2011-03-15,11.261,12.435,1.174,18.625
2011-03-16,16.25,19.208,2.958,13.25
2011-03-17,18.375,21.083,2.708,10.25
2011-03-18,11.542,12.958,1.417,9.917
2011-03-19,9.25,10.583,1.333,8.417
2011-03-20,10.542,12.583,2.042,8.375
2011-03-21,11.25,12.792,1.542,8.417
2011-03-22,11.0,12.826,1.826,11.417
2011-03-23,13.042,14.042,1.0,9.375
2011-03-24,9.5,11.667,2.167,3.417
2011-03-25,3.0,4.0,1.0,6.708
2011-03-26,3.125,4.125,1.0,7.958
2011-03-27,9.708,10.958,1.25,10.583
2011-03-28,7.833,9.0,1.167,21.917
2011-03-29,12.391,14.174,1.783,13.167
2011-03-30,7.583,8.792,1.208,12.292
2011-03-31,4.625,5.625,1.0,7.25
2011-04-01,14.0,15.583,1.583,
2011-04-02,8.583,9.833,1.25,
2011-04-03,8.333,9.333,1.0,
2011-04-04,12.375,13.542,1.167,
2011-04-05,17.917,20.208,2.292,
2011-04-06,12.696,14.13,1.435,
2011-04-07,10.125,11.667,1.542,
2011-04-08,5.25,6.25,1.0,
2011-04-09,7.625,8.625,1.0,
2011-04-10,7.0,8.0,1.0,
2011-04-11,12.917,14.625,1.708,
2011-04-12,9.25,10.25,1.0,
2011-04-13,11.087,12.348,1.261,
2011-04-14,17.917,19.333,1.417,
2011-04-15,13.917,15.75,1.833,
2011-04-16,6.826,8.304,1.478,
2011-04-17,6.5,7.5,1.0,
2011-04-18,8.625,9.625,1.0,
2011-04-19,5.667,6.667,1.0,
2011-04-20,13.087,14.304,1.217,
2011-04-21,11.75,13.25,1.5,
