date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,8.917,10.333,1.417,0.875
2011-01-02,3.292,3.75,0.458,0.875
2011-01-03,2.542,3.0,0.458,0.5
2011-01-04,3.375,3.875,0.5,3.13
2011-01-05,4.875,5.833,0.958,0.25
2011-01-06,9.083,11.292,2.208,0.917
2011-01-07,4.583,5.583,1.0,0.333
2011-01-08,2.542,2.917,0.375,0.0
2011-01-09,7.708,10.042,2.333,1.333
2011-01-10,12.042,14.625,2.583,1.208
2011-01-11,10.083,12.917,2.833,1.13
2011-01-12,4.958,5.875,0.917,0.208
2011-01-13,12.708,15.667,2.958,1.333
2011-01-14,6.792,8.167,1.375,2.333
2011-01-15,3.625,4.375,0.75,0.208
2011-01-16,14.792,19.542,4.75,0.708
2011-01-17,19.0,28.542,9.542,0.417
2011-01-18,21.739,32.261,10.522,0.609
2011-01-19,18.833,27.667,8.833,0.917
2011-01-20,16.292,20.792,4.5,0.208
2011-01-21,13.333,16.125,2.792,0.125
2011-01-22,8.542,10.25,1.708,0.292
2011-01-23,6.125,7.625,1.5,0.833
2011-01-24,6.75,8.333,1.583,1.125
2011-01-25,7.583,9.5,1.917,0.913
2011-01-26,6.25,8.042,1.792,0.458
2011-01-27,13.417,16.375,2.958,2.042
2011-01-28,8.125,9.708,1.583,1.958
2011-01-29,3.25,3.708,0.458,0.458
2011-01-30,8.542,10.5,1.958,0.625
2011-01-31,9.125,11.125,2.0,0.542
2011-02-01,16.208,25.708,9.5,1.478
2011-02-02,5.542,6.958,1.417,0.875
2011-02-03,11.583,14.333,2.75,0.917
2011-02-04,8.833,11.0,2.167,2.0
2011-02-05,4.958,5.875,0.917,1.625
2011-02-06,20.542,28.708,8.167,0.792
2011-02-07,16.833,23.333,6.5,0.417
2011-02-08,4.0,5.333,1.333,0.174
2011-02-09,5.25,7.167,1.917,0.917
2011-02-10,6.958,9.25,2.292,0.833
2011-02-11,3.708,4.917,1.208,0.75
2011-02-12,2.667,3.583,0.917,0.917
2011-02-13,13.25,17.375,4.125,1.125
2011-02-14,26.043,41.087,15.043,0.458
2011-02-15,10.958,13.5,2.542,1.13
2011-02-16,9.667,12.0,2.333,1.0
2011-02-17,4.792,6.125,1.333,1.292
2011-02-18,3.0,4.042,1.042,0.667
2011-02-19,4.417,5.542,1.125,1.083
2011-02-20,5.542,7.0,1.458,0.75
2011-02-21,11.875,14.792,2.917,1.25
2011-02-22,12.667,15.792,3.125,1.13
2011-02-23,10.167,12.958,2.792,0.25
2011-02-24,7.542,9.25,1.708,3.167
2011-02-25,7.667,9.167,1.5,1.417
2011-02-26,2.792,3.708,0.917,0.833
2011-02-27,1.833,2.625,0.792,0.25
2011-02-28,8.583,11.042,2.458,0.958
2011-03-01,20.792,32.667,11.875,0.958
2011-03-02,21.75,30.208,8.458,0.792
2011-03-03,8.25,10.167,1.917,1.125
2011-03-04,8.458,10.083,1.625,0.833
2011-03-05,3.667,4.444,0.778,0.957
2011-03-06,,,,1.292
2011-03-07,,,,1.043
2011-03-08,28.9,34.2,5.3,1.333
2011-03-09,25.958,35.542,9.583,0.75
2011-03-10,7.375,8.792,1.417,0.875
2011-03-11,2.208,2.75,0.542,1.458
2011-03-12,4.042,5.25,1.208,1.125
2011-03-13,3.917,5.0,1.083,1.0
2011-03-14,6.0,7.217,1.217,0.652
2011-03-15,7.583,9.375,1.792,1.292
2011-03-16,13.792,17.958,4.167,1.667
2011-03-17,10.375,11.958,1.583,0.625
2011-03-18,7.042,8.25,1.208,0.5
2011-03-19,3.792,4.708,0.917,1.0
2011-03-20,4.208,5.375,1.167,0.792
2011-03-21,2.917,3.625,0.708,0.652
2011-03-22,8.208,10.333,2.125,1.292
2011-03-23,15.458,19.792,4.333,0.5
2011-03-24,7.208,8.542,1.333,0.667
2011-03-25,2.292,2.75,0.458,0.667
2011-03-26,3.167,4.083,0.917,1.0
2011-03-27,6.333,7.708,1.375,1.0
2011-03-28,12.708,15.417,2.708,1.783
2011-03-29,7.792,9.417,1.625,0.917
2011-03-30,10.167,12.375,2.208,0.917
2011-03-31,1.792,2.042,0.25,0.0
2011-04-01,13.083,16.208,3.125,0.583
2011-04-02,9.125,11.0,1.875,0.875
2011-04-03,4.583,5.458,0.875,0.542
2011-04-04,12.625,19.083,6.458,0.826
2011-04-05,10.75,13.167,2.417,0.958
2011-04-06,16.458,19.875,3.417,1.0
2011-04-07,19.042,27.167,8.125,1.125
2011-04-08,13.75,17.417,3.667,1.125
2011-04-09,5.583,6.833,1.25,0.583
2011-04-10,6.25,7.5,1.25,0.708
2011-04-11,8.083,10.0,1.917,
2011-04-12,2.417,3.125,0.708,0.286
2011-04-13,11.958,14.5,2.542,0.826
2011-04-14,13.25,15.667,2.417,2.292
2011-04-15,8.875,10.917,2.042,1.833
