date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,195.583,89.0,62.583,36.0,16.083,9.958,11.5,1.542,1.083,15.292,116.0,66.208,15.0,211.667
2011-01-02,192.875,77.0,45.333,25.0,4.458,4.083,5.083,1.0,1.833,16.167,131.0,77.958,29.0,197.333
2011-01-03,190.792,53.0,40.958,21.0,3.0,3.208,4.208,1.0,1.0,12.292,115.0,58.0,15.0,193.792
2011-01-04,193.917,56.0,44.375,29.0,3.708,5.375,6.958,1.583,4.542,26.542,86.0,55.167,23.0,197.625
2011-01-05,193.417,68.0,45.375,22.0,2.583,4.565,5.783,1.217,1.0,11.045,88.0,39.292,5.0,196.0
2011-01-06,191.739,65.0,46.958,30.0,5.739,8.292,10.208,1.917,1.208,7.217,93.0,47.0,2.0,197.478
2011-01-07,190.875,69.0,41.583,14.0,5.958,7.208,8.625,1.417,1.875,4.667,112.0,55.0,11.0,196.833
2011-01-08,192.375,81.0,55.458,31.0,10.458,12.917,16.125,3.208,2.792,10.833,111.0,48.958,5.0,202.833
2011-01-09,192.708,84.0,51.958,25.0,8.5,9.75,11.667,1.917,2.375,11.417,137.0,72.792,18.0,201.208
2011-01-10,192.208,73.0,51.5,33.0,12.125,15.708,26.167,10.458,1.917,18.792,121.0,67.833,4.0,204.333
2011-01-11,190.375,56.0,44.417,32.0,5.833,6.958,8.333,1.375,2.458,21.708,114.0,76.125,32.0,196.208
2011-01-12,192.5,48.0,37.833,27.0,5.125,14.783,19.435,4.652,4.045,14.417,87.0,33.75,-9.0,197.625
2011-01-13,192.0,61.0,48.333,33.0,7.0,7.583,9.542,1.958,2.75,18.792,102.0,56.542,-3.0,199.0
2011-01-14,196.292,70.0,48.833,23.0,8.083,7.958,9.75,1.792,4.958,22.375,105.0,60.333,31.0,204.375
2011-01-15,194.542,70.0,49.417,27.0,8.458,8.792,11.708,2.917,3.708,16.375,96.0,59.5,33.0,203.0
2011-01-16,195.708,83.0,59.542,41.0,14.375,19.708,30.167,10.458,1.542,20.708,76.0,52.25,21.0,210.083
2011-01-17,193.917,88.0,78.875,60.0,19.625,18.542,30.542,12.0,1.0,22.208,72.0,34.0,8.0,213.542
2011-01-18,197.417,90.0,73.333,39.0,22.792,22.292,48.958,26.667,1.583,29.667,115.0,47.0,-3.0,220.208
2011-01-19,195.417,88.0,71.375,41.0,17.417,18.174,44.783,26.609,1.682,20.625,112.0,60.125,15.0,212.833
2011-01-20,191.348,88.0,81.25,71.0,9.087,13.917,17.083,3.167,1.0,16.583,89.0,71.875,51.0,200.435
2011-01-21,191.5,90.0,84.333,72.0,11.0,17.833,22.667,4.833,1.0,14.042,93.0,72.25,57.0,202.5
2011-01-22,192.458,92.0,78.917,46.0,14.875,11.333,16.292,4.958,2.208,16.042,161.0,88.292,47.0,207.333
2011-01-23,191.833,89.0,63.417,37.0,9.042,10.792,17.042,6.25,1.208,17.292,136.0,82.917,45.0,200.875
2011-01-24,196.214,72.0,50.333,25.0,7.5,11.292,15.125,3.833,1.875,16.087,82.0,41.375,6.0,203.714
2011-01-25,192.958,53.0,42.792,28.0,4.792,6.542,8.5,1.958,2.792,17.833,77.0,37.0,15.0,197.75
2011-01-26,195.125,60.0,43.875,19.0,6.042,8.478,10.652,2.174,2.727,16.417,77.0,30.417,-1.0,201.167
2011-01-27,194.708,68.0,55.042,33.0,7.75,7.708,9.375,1.667,2.417,20.458,78.0,33.833,3.0,202.458
2011-01-28,195.75,73.0,57.542,38.0,17.958,11.667,13.958,2.292,2.375,22.458,70.0,33.292,4.0,213.708
2011-01-29,194.917,62.0,40.375,15.0,36.125,7.292,8.833,1.542,2.542,17.458,95.0,39.708,-4.0,231.042
2011-01-30,194.083,60.0,38.083,18.0,7.583,8.25,10.458,2.208,1.667,15.75,89.0,34.0,-4.0,201.667
2011-01-31,193.043,64.0,46.833,24.0,4.913,8.417,9.875,1.458,1.875,15.333,86.0,34.667,0.0,197.957
2011-02-01,194.333,69.0,52.375,33.0,9.75,14.708,23.75,9.042,2.542,18.625,92.0,36.083,-13.0,204.083
2011-02-02,194.042,76.0,55.5,32.0,5.0,7.391,9.174,1.783,1.5,17.708,31.0,5.042,-14.0,199.042
