date,CO_mean,NO2_mean,NOX_mean,NO_mean
2011-01-01,3.833,16.375,25.042,8.667
2011-01-02,3.083,7.167,11.125,3.958
2011-01-03,3.13,8.478,12.478,4.0
2011-01-04,4.261,10.333,15.0,4.667
2011-01-05,3.542,11.708,17.333,5.625
2011-01-06,4.083,15.833,23.833,8.0
2011-01-07,2.696,7.917,12.375,4.458
2011-01-08,2.739,8.083,11.833,3.75
2011-01-09,3.364,11.591,16.0,4.409
2011-01-10,4.417,18.13,28.435,10.304
2011-01-11,4.435,15.75,23.833,8.083
2011-01-12,3.048,11.208,16.792,5.583
2011-01-13,4.083,16.958,26.792,9.833
2011-01-14,4.792,12.625,20.167,7.542
2011-01-15,3.261,9.25,14.625,5.375
2011-01-16,5.348,20.708,40.167,19.458
2011-01-17,5.417,21.913,45.783,23.87
2011-01-18,5.0,22.083,39.583,17.5
2011-01-19,5.8,20.611,33.5,12.889
2011-01-20,4.708,21.087,38.739,17.652
2011-01-21,4.25,15.625,25.833,10.208
2011-01-22,5.083,11.417,18.792,7.375
2011-01-23,3.458,12.167,20.417,8.25
2011-01-24,3.583,12.0,20.292,8.292
2011-01-25,4.292,14.083,21.542,7.458
2011-01-26,4.045,12.458,20.292,7.833
2011-01-27,5.583,17.87,27.652,9.783
2011-01-28,5.25,16.125,24.042,7.917
2011-01-29,3.125,7.0,10.708,3.708
2011-01-30,4.375,13.333,22.208,8.875
2011-01-31,4.042,14.208,21.542,7.333
2011-02-01,5.375,18.167,36.167,18.0
2011-02-02,4.5,10.375,16.0,5.625
2011-02-03,4.955,17.652,26.609,8.957
2011-02-04,4.625,17.208,24.792,7.583
2011-02-05,4.217,13.875,19.917,6.042
2011-02-06,7.042,23.75,52.792,29.042
2011-02-07,5.208,17.167,31.083,13.917
2011-02-08,3.083,8.958,14.167,5.208
2011-02-09,3.455,11.583,19.958,8.375
2011-02-10,4.125,13.826,23.348,9.522
2011-02-11,3.292,9.917,15.333,5.417
2011-02-12,3.292,7.583,12.042,4.458
2011-02-13,4.958,20.375,35.375,15.0
2011-02-14,6.417,26.917,61.708,34.792
2011-02-15,5.0,19.958,32.167,12.208
2011-02-16,4.45,17.292,29.083,11.792
2011-02-17,4.083,13.087,19.739,6.652
2011-02-18,3.739,9.25,13.75,4.5
2011-02-19,4.217,11.5,16.625,5.125
2011-02-20,4.333,16.208,24.75,8.542
2011-02-21,4.542,20.042,30.625,10.583
2011-02-22,5.417,23.958,38.083,14.125
2011-02-23,4.955,18.167,29.667,11.5
2011-02-24,6.913,22.957,39.609,16.652
2011-02-25,5.583,18.208,25.208,7.0
2011-02-26,3.667,8.833,13.042,4.208
2011-02-27,3.13,7.375,11.167,3.792
2011-02-28,5.0,21.792,37.417,15.625
2011-03-01,6.625,25.792,53.042,27.25
2011-03-02,7.375,21.217,53.609,32.391
2011-03-03,5.522,19.458,35.958,16.5
2011-03-04,5.25,15.75,24.5,8.75
2011-03-05,6.083,23.75,44.292,20.542
2011-03-06,7.042,23.542,42.667,19.125
2011-03-07,5.652,16.833,22.792,5.958
2011-03-08,7.708,30.625,50.875,20.25
2011-03-09,6.625,24.261,44.522,20.261
2011-03-10,7.417,15.042,24.958,9.917
2011-03-11,3.696,7.25,11.75,4.5
2011-03-12,4.042,9.042,14.375,5.333
2011-03-13,3.625,8.542,13.417,4.875
2011-03-14,4.042,12.792,19.083,6.292
2011-03-15,3.913,14.043,19.565,5.522
2011-03-16,5.208,24.522,41.435,16.913
2011-03-17,5.958,24.25,40.167,15.917
2011-03-18,5.292,13.875,20.667,6.792
2011-03-19,3.478,9.583,13.917,4.333
2011-03-20,3.333,10.75,15.458,4.708
2011-03-21,3.542,9.542,13.625,4.083
2011-03-22,4.125,15.667,23.375,7.708
2011-03-23,5.565,24.913,41.478,16.565
2011-03-24,4.583,12.167,17.083,4.917
2011-03-25,4.083,7.833,10.792,2.958
2011-03-26,3.917,10.292,14.75,4.458
2011-03-27,4.304,15.75,21.917,6.167
2011-03-28,5.083,18.25,24.667,6.417
2011-03-29,5.042,20.167,31.208,11.042
2011-03-30,5.0,19.826,34.609,14.783
2011-03-31,3.435,7.375,13.75,6.375
2011-04-01,4.739,27.87,45.348,17.478
2011-04-02,4.0,20.5,25.75,5.25
2011-04-03,3.667,13.292,17.583,4.292
2011-04-04,4.792,23.083,37.792,14.708
2011-04-05,5.217,25.609,44.304,18.696
2011-04-06,4.739,27.208,38.167,10.958
2011-04-07,5.208,27.625,45.125,17.5
2011-04-08,4.417,24.13,40.957,16.826
2011-04-09,3.783,15.583,26.333,10.75
2011-04-10,4.739,14.542,23.417,8.875
2011-04-11,4.375,17.25,25.292,8.042
2011-04-12,3.292,9.708,13.833,4.125
2011-04-13,4.304,19.708,27.042,7.333
2011-04-14,4.609,23.792,30.417,6.625
2011-04-15,4.458,22.652,37.826,15.174
2011-04-16,3.333,10.792,16.208,5.417
2011-04-17,3.652,11.917,19.417,7.5
2011-04-18,3.435,12.875,22.583,9.708
2011-04-19,3.542,11.938,17.125,5.188
2011-04-20,3.0,11.87,17.783,5.913
2011-04-21,4.783,21.875,37.25,15.375
2011-04-22,5.13,26.167,44.625,18.458
2011-04-23,3.542,14.958,28.208,13.25
2011-04-24,3.375,8.286,13.19,4.905
2011-04-25,3.87,14.769,19.462,4.692
2011-04-26,5.565,26.588,42.824,16.235
2011-04-27,4.792,19.304,37.348,18.043
2011-04-28,3.542,11.083,15.667,4.583
2011-04-29,3.087,9.083,12.542,3.458
2011-04-30,4.913,22.375,35.167,12.792
2011-05-01,3.667,11.917,17.208,5.292
2011-05-02,4.0,10.583,16.333,5.75
2011-05-03,5.043,17.333,25.208,7.875
2011-05-04,4.478,13.957,21.261,7.304
2011-05-05,4.458,16.708,24.5,7.792
2011-05-06,5.083,19.042,31.583,12.542
2011-05-07,3.565,15.333,22.208,6.875
2011-05-08,3.522,10.0,14.208,4.208
2011-05-09,5.667,21.75,33.125,11.375
2011-05-10,4.708,15.542,36.292,20.75
2011-05-11,4.696,23.174,37.217,14.043
2011-05-12,4.739,22.208,40.375,18.167
2011-05-13,3.125,9.125,13.792,4.667
2011-05-14,3.875,11.375,15.875,4.5
2011-05-15,4.174,13.292,18.208,4.917
2011-05-16,5.348,22.875,43.375,20.5
2011-05-17,4.417,19.208,28.375,9.167
2011-05-18,4.5,20.478,28.435,7.957
2011-05-19,9.652,25.208,41.917,16.708
2011-05-20,15.957,18.833,39.25,20.417
2011-05-21,3.958,13.583,22.667,9.083
2011-05-22,3.5,11.417,19.625,8.208
2011-05-23,6.435,21.208,43.75,22.542
2011-05-24,5.391,20.792,34.75,13.958
2011-05-25,14.125,30.522,65.435,34.913
2011-05-26,15.167,20.542,48.792,28.25
2011-05-27,16.957,21.083,50.958,29.875
2011-05-28,4.435,20.583,37.5,16.917
2011-05-29,2.875,7.792,16.583,8.792
2011-05-30,16.333,11.708,33.75,22.042
2011-05-31,6.913,20.458,45.458,25.0
2011-06-01,4.391,18.783,40.565,21.783
2011-06-02,5.167,19.5,36.875,17.375
2011-06-03,5.417,23.292,46.25,22.958
2011-06-04,4.667,17.042,26.0,8.958
2011-06-05,3.913,13.958,20.542,6.583
2011-06-06,7.792,20.75,29.542,8.792
2011-06-07,9.917,25.0,46.875,21.875
2011-06-08,5.609,23.0,37.609,14.609
2011-06-09,7.957,22.208,39.083,16.875
2011-06-10,4.875,19.458,38.167,18.708
2011-06-11,4.333,12.75,27.125,14.375
2011-06-12,5.75,18.333,29.167,10.833
2011-06-13,4.913,17.458,28.25,10.792
