date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-01-01,196.542,2.708,9.458,6.167,9.625,3.458,7.625,206.0
2011-01-02,191.875,3.042,7.292,5.208,7.75,2.542,8.0,199.167
2011-01-03,194.13,2.708,8.391,6.667,11.0,4.333,5.042,202.522
2011-01-04,191.458,3.458,7.75,6.292,9.625,3.333,16.375,199.208
2011-01-05,193.792,2.292,8.083,9.25,17.25,8.0,5.042,201.875
2011-01-06,197.5,3.0,10.917,19.75,45.458,25.708,9.0,208.417
2011-01-07,196.167,3.435,12.542,24.087,64.217,40.13,8.583,208.708
2011-01-08,197.75,3.167,13.417,12.958,22.167,9.208,7.708,211.167
2011-01-09,199.208,3.25,11.917,16.875,35.625,18.75,11.125,211.125
2011-01-10,197.0,3.458,13.13,20.542,49.583,29.042,14.167,210.13
2011-01-11,193.208,3.375,11.667,20.708,52.083,31.375,12.5,204.875
2011-01-12,197.5,3.0,12.455,22.708,54.708,32.0,7.542,209.955
2011-01-13,192.917,3.0,10.917,18.083,42.708,24.625,8.25,203.833
2011-01-14,190.833,3.957,10.958,16.522,42.391,25.87,12.292,201.792
2011-01-15,195.792,3.708,11.958,14.083,27.25,13.167,12.292,207.75
2011-01-16,194.458,3.75,14.667,27.208,72.667,45.458,14.167,209.125
2011-01-17,189.565,2.667,18.217,16.542,36.417,19.875,10.167,207.783
2011-01-18,192.75,3.75,20.292,23.625,88.417,64.792,15.625,213.042
2011-01-19,192.667,2.889,18.5,13.222,44.222,31.0,10.708,211.167
2011-01-20,186.75,2.7,13.167,16.7,33.3,16.6,5.042,199.917
2011-01-21,188.75,2.565,11.125,15.565,31.348,15.783,4.75,199.875
2011-01-22,193.5,3.125,13.917,10.583,27.458,16.875,5.833,207.417
2011-01-23,193.542,3.25,11.917,16.167,51.083,34.917,7.542,205.458
2011-01-24,193.217,2.875,11.783,17.458,45.875,28.417,5.583,205.0
2011-01-25,189.833,2.417,9.458,11.917,20.833,8.917,6.682,199.292
