date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2011-01-01,187.375,5.792,6.417,7.458,1.042,,3.208,193.167
2011-01-02,186.458,6.292,6.625,7.75,1.125,,3.792,192.75
2011-01-03,185.875,5.625,5.833,7.0,1.167,,2.958,191.5
2011-01-04,189.957,5.261,3.783,4.783,1.0,,4.833,195.217
2011-01-05,189.833,5.25,4.292,5.417,1.125,,2.773,195.083
2011-01-06,191.208,8.083,12.125,14.75,2.625,,3.208,199.292
2011-01-07,191.792,8.875,12.167,15.125,2.958,,3.167,200.667
2011-01-08,192.125,7.458,8.208,9.667,1.458,,3.167,199.583
2011-01-09,190.917,8.458,11.208,13.583,2.375,,2.917,199.375
2011-01-10,190.875,10.333,14.625,18.042,3.417,,3.667,201.208
2011-01-11,188.391,8.957,13.522,18.696,5.174,,3.625,197.348
2011-01-12,191.476,8.762,12.708,15.167,2.458,,3.409,200.238
2011-01-13,188.75,7.25,8.542,10.958,2.417,,3.292,196.0
2011-01-14,191.5,8.292,10.208,12.417,2.208,,3.542,199.792
2011-01-15,191.958,8.375,10.375,11.917,1.542,,3.208,200.333
2011-01-16,192.542,10.958,18.917,23.25,4.333,,3.667,203.5
2011-01-17,190.958,9.75,15.333,17.667,2.333,,2.833,200.708
2011-01-18,191.042,10.167,16.727,17.727,1.0,,3.708,201.208
2011-01-19,188.478,9.348,14.167,16.792,2.625,,3.273,197.826
2011-01-20,186.667,25.167,17.375,18.875,1.5,,2.545,211.833
2011-01-21,187.417,12.5,17.042,18.208,1.167,,3.75,199.917
2011-01-22,186.208,10.208,10.083,11.25,1.167,,3.833,196.417
2011-01-23,185.917,9.042,7.25,9.25,2.0,,3.917,194.958
2011-01-24,188.083,7.667,8.917,10.958,2.042,,3.917,195.75
2011-01-25,187.042,5.667,6.0,7.091,1.091,,4.083,192.708
2011-01-26,191.261,6.348,7.333,8.5,1.167,,4.273,197.609
2011-01-27,191.292,5.542,4.667,5.667,1.0,,4.875,196.833
2011-01-28,192.083,7.375,10.0,11.125,1.125,,5.0,199.458
2011-01-29,191.875,8.417,9.042,10.125,1.083,,4.292,200.292
2011-01-30,191.292,7.5,10.208,12.208,2.0,,4.292,198.792
2011-01-31,190.708,6.417,6.625,7.625,1.0,,3.833,197.125
2011-02-01,190.167,8.292,9.13,12.478,3.348,,6.625,198.458
2011-02-02,191.826,5.348,5.583,6.583,1.0,,5.727,197.174
2011-02-03,192.875,6.875,9.583,10.708,1.125,,5.667,199.75
2011-02-04,192.25,6.458,7.25,8.25,1.0,,5.875,198.708
2011-02-05,193.917,7.25,8.042,9.042,1.0,,6.208,201.167
2011-02-06,194.833,14.167,22.583,32.167,9.583,,5.708,209.0
2011-02-07,188.083,11.875,16.208,21.5,5.292,,5.417,199.958
2011-02-08,188.409,5.682,4.435,5.435,1.0,,5.125,194.091
2011-02-09,190.958,5.125,4.458,5.458,1.0,,5.364,196.083
2011-02-10,190.958,6.083,6.792,8.083,1.292,,5.333,197.042
2011-02-11,191.583,5.583,6.583,7.667,1.083,,5.417,197.167
2011-02-12,193.208,6.75,7.958,9.042,1.083,,5.458,199.958
2011-02-13,192.708,7.542,11.125,13.292,2.167,,5.833,200.25
2011-02-14,192.667,11.583,21.917,27.625,5.708,,5.125,204.25
2011-02-15,189.87,11.304,17.348,21.348,4.0,,5.792,201.174
2011-02-16,190.917,10.125,19.125,21.958,2.833,,6.217,201.042
2011-02-17,187.833,6.417,6.333,8.0,1.667,,5.542,194.25
2011-02-18,189.75,6.0,5.25,6.292,1.042,,5.208,195.75
2011-02-19,191.583,5.458,5.75,6.75,1.0,,5.5,197.042
2011-02-20,191.792,7.333,9.708,10.958,1.25,,5.667,199.125
2011-02-21,190.292,10.458,15.875,17.583,1.708,,5.542,200.75
2011-02-22,190.609,10.13,14.0,16.0,2.0,,5.917,200.739
2011-02-23,188.833,13.958,22.125,30.792,8.667,,5.609,202.792
2011-02-24,189.583,8.083,11.5,13.333,1.833,,6.625,197.667
2011-02-25,189.042,8.333,13.292,14.958,1.667,,6.667,197.375
2011-02-26,190.042,7.458,9.792,10.792,1.0,,5.417,197.5
2011-02-27,189.542,7.292,10.25,12.375,2.125,,5.833,196.833
2011-02-28,191.917,8.042,15.333,17.292,1.958,,5.542,199.958
2011-03-01,188.333,9.208,14.375,18.333,3.958,,5.174,197.542
2011-03-02,188.375,13.208,21.042,29.875,8.833,,5.625,201.583
2011-03-03,189.208,8.125,14.417,15.75,1.333,,,197.333
2011-03-04,191.875,7.375,11.625,12.625,1.0,,,199.25
2011-03-05,190.292,16.333,28.208,35.75,7.542,,,206.625
2011-03-06,186.083,16.167,14.042,23.667,9.625,,,202.25
2011-03-07,191.739,10.696,16.043,18.304,2.261,,,202.435
2011-03-08,193.409,9.864,17.625,18.917,1.292,,,203.273
2011-03-09,193.542,9.917,20.375,21.917,1.542,,,203.458
2011-03-10,192.417,7.292,12.458,13.5,1.042,,,199.708
