date,NO2_mean,NOX_mean,NO_mean
2011-01-01,7.167,8.583,1.417
2011-01-02,6.083,7.167,1.083
2011-01-03,6.25,7.292,1.042
2011-01-04,3.333,4.333,1.0
2011-01-05,6.304,7.435,1.13
2011-01-06,11.609,13.174,1.565
2011-01-07,13.458,15.833,2.375
2011-01-08,11.5,13.042,1.542
2011-01-09,17.5,20.292,2.792
2011-01-10,17.75,20.833,3.083
2011-01-11,15.583,18.75,3.167
2011-01-12,12.783,15.391,2.609
2011-01-13,5.5,6.542,1.042
2011-01-14,11.458,13.25,1.792
2011-01-15,12.958,15.333,2.375
2011-01-16,15.75,18.708,2.958
2011-01-17,16.458,19.125,2.667
2011-01-18,19.333,22.875,3.542
2011-01-19,19.091,23.045,3.955
2011-01-20,4.708,5.75,1.042
2011-01-21,5.333,6.5,1.167
2011-01-22,7.417,9.083,1.667
2011-01-23,18.083,26.292,8.208
2011-01-24,11.375,13.083,1.708
2011-01-25,3.458,4.458,1.0
2011-01-26,11.391,13.391,2.0
2011-01-27,8.667,10.083,1.417
2011-01-28,11.417,12.958,1.542
2011-01-29,7.625,8.708,1.083
2011-01-30,8.583,9.708,1.125
2011-01-31,6.458,7.667,1.208
2011-02-01,4.417,5.417,1.0
2011-02-02,4.522,5.522,1.0
2011-02-03,6.826,8.217,1.391
2011-02-04,3.667,4.667,1.0
2011-02-05,11.083,12.25,1.167
2011-02-06,18.875,22.917,4.042
2011-02-07,16.708,19.333,2.625
2011-02-08,7.208,9.0,1.792
2011-02-09,4.087,5.087,1.0
2011-02-10,8.833,10.292,1.458
2011-02-11,12.25,13.625,1.375
2011-02-12,5.875,6.875,1.0
2011-02-13,15.875,18.542,2.667
2011-02-14,19.708,23.125,3.417
2011-02-15,17.25,22.875,5.625
2011-02-16,15.652,18.391,2.739
2011-02-17,19.739,23.435,3.696
2011-02-18,6.542,7.667,1.125
2011-02-19,9.792,11.083,1.292
2011-02-20,10.833,13.792,2.958
2011-02-21,17.5,20.208,2.708
2011-02-22,16.25,18.458,2.208
2011-02-23,15.348,18.826,3.478
2011-02-24,15.167,17.417,2.25
2011-02-25,13.333,15.208,1.875
2011-02-26,10.333,11.792,1.458
2011-02-27,11.208,12.958,1.75
2011-02-28,15.125,17.0,1.875
2011-03-01,13.957,16.652,2.696
2011-03-02,20.625,27.958,7.333
2011-03-03,13.5,14.792,1.292
2011-03-04,13.167,14.5,1.333
2011-03-05,11.913,14.174,2.261
2011-03-06,4.5,5.5,1.0
2011-03-07,16.125,19.042,2.917
2011-03-08,18.13,20.522,2.391
2011-03-09,9.208,10.458,1.25
2011-03-10,5.792,6.833,1.042
2011-03-11,6.75,8.042,1.292
2011-03-12,3.417,4.417,1.0
2011-03-13,6.25,7.417,1.167
2011-03-14,14.75,16.958,2.208
2011-03-15,11.478,12.609,1.13
2011-03-16,8.565,9.826,1.261
2011-03-17,13.583,14.958,1.375
2011-03-18,20.0,22.583,2.583
2011-03-19,9.333,10.5,1.167
2011-03-20,10.708,11.833,1.125
2011-03-21,6.292,7.5,1.208
2011-03-22,6.304,7.304,1.0
2011-03-23,16.333,18.042,1.708
2011-03-24,9.708,10.917,1.208
2011-03-25,2.625,3.625,1.0
2011-03-26,7.208,8.292,1.083
2011-03-27,8.875,10.042,1.167
2011-03-28,6.375,7.375,1.0
2011-03-29,6.391,7.478,1.087
2011-03-30,2.292,3.292,1.0
2011-03-31,2.083,3.083,1.0
2011-04-01,7.583,8.792,1.208
2011-04-02,4.125,5.125,1.0
2011-04-03,8.125,9.167,1.042
2011-04-04,10.958,12.125,1.167
2011-04-05,13.667,15.167,1.5
2011-04-06,8.083,9.292,1.208
2011-04-07,3.217,4.217,1.0
2011-04-08,1.5,2.5,1.0
2011-04-09,4.125,5.167,1.042
2011-04-10,8.625,9.667,1.042
2011-04-11,4.917,5.917,1.0
2011-04-12,6.375,7.375,1.0
2011-04-13,4.208,5.208,1.0
2011-04-14,8.348,9.348,1.0
2011-04-15,2.458,3.458,1.0
2011-04-16,6.458,7.625,1.167
2011-04-17,6.25,7.25,1.0
2011-04-18,12.333,14.042,1.708
2011-04-19,7.478,8.609,1.13
2011-04-20,9.833,11.125,1.292
2011-04-21,14.348,16.348,2.0
2011-04-22,6.667,8.0,1.333
2011-04-23,2.208,3.208,1.0
2011-04-24,3.292,4.292,1.0
2011-04-25,3.583,4.583,1.0
2011-04-26,5.167,6.292,1.125
2011-04-27,1.375,2.375,1.0
2011-04-28,3.913,4.913,1.0
2011-04-29,7.0,8.083,1.083
2011-04-30,4.292,5.333,1.042
2011-05-01,1.958,1.958,0.0
2011-05-02,10.667,11.25,0.583
2011-05-03,13.708,14.583,0.875
2011-05-04,6.667,6.875,0.208
2011-05-05,9.739,10.087,0.348
2011-05-06,12.087,12.696,0.609
2011-05-07,9.75,10.25,0.5
2011-05-08,4.75,5.0,0.25
2011-05-09,8.792,9.25,0.458
2011-05-10,3.792,3.917,0.125
2011-05-11,10.958,11.417,0.458
2011-05-12,16.043,17.174,1.13
2011-05-13,3.667,3.958,0.292
2011-05-14,3.542,3.542,0.0
2011-05-15,2.458,2.5,0.042
2011-05-16,3.833,3.958,0.125
2011-05-17,5.833,6.167,0.333
2011-05-18,8.609,9.13,0.522
2011-05-19,3.304,3.304,0.0
2011-05-20,2.833,2.833,0.0
2011-05-21,4.625,4.917,0.292
2011-05-22,4.167,4.208,0.042
2011-05-23,15.208,16.875,1.667
2011-05-24,9.833,10.333,0.5
2011-05-25,6.375,6.583,0.208
2011-05-26,15.391,16.957,1.565
2011-05-27,9.792,10.708,0.917
2011-05-28,10.25,11.167,0.917
2011-05-29,8.875,9.458,0.583
2011-05-30,7.792,8.917,1.125
2011-05-31,9.833,10.708,0.875
2011-06-01,13.958,16.542,2.583
2011-06-02,10.826,13.391,2.565
2011-06-03,12.565,14.435,1.87
2011-06-04,3.542,4.542,1.0
2011-06-05,2.708,3.708,1.0
2011-06-06,5.083,6.083,1.0
2011-06-07,7.917,8.917,1.0
2011-06-08,11.25,12.25,1.0
2011-06-09,9.522,10.826,1.304
2011-06-10,4.292,5.5,1.208
2011-06-11,5.833,6.833,1.0
2011-06-12,6.917,7.917,1.0
2011-06-13,8.458,9.708,1.25
2011-06-14,11.417,12.625,1.208
2011-06-15,11.667,13.167,1.5
2011-06-16,12.217,14.826,2.609
2011-06-17,11.13,12.478,1.348
2011-06-18,9.75,11.083,1.333
2011-06-19,8.375,9.958,1.583
2011-06-20,4.625,6.417,1.792
2011-06-21,2.375,3.458,1.083
2011-06-22,4.625,5.625,1.0
2011-06-23,1.522,2.522,1.0
2011-06-24,1.0,2.0,1.0
2011-06-25,7.458,8.458,1.0
2011-06-26,6.875,8.208,1.333
2011-06-27,7.292,9.125,1.833
2011-06-28,2.333,3.417,1.083
2011-06-29,7.667,8.792,1.125
2011-06-30,9.304,10.609,1.304
2011-07-01,6.958,8.292,1.333
2011-07-02,9.667,11.25,1.583
2011-07-03,4.458,5.458,1.0
2011-07-04,1.083,2.083,1.0
2011-07-05,3.348,4.478,1.13
2011-07-06,7.833,8.833,1.0
2011-07-07,2.13,3.217,1.087
2011-07-08,1.375,2.375,1.0
2011-07-09,4.375,5.917,1.542
2011-07-10,2.958,4.208,1.25
2011-07-11,2.875,4.75,1.875
2011-07-12,2.0,3.292,1.292
2011-07-13,2.5,3.792,1.292
2011-07-14,3.087,4.391,1.304
2011-07-15,5.417,6.75,1.333
2011-07-16,3.542,4.583,1.042
2011-07-17,2.375,3.542,1.167
2011-07-18,2.333,3.375,1.042
2011-07-19,1.958,3.292,1.333
2011-07-20,3.261,4.435,1.174
2011-07-21,5.957,7.13,1.174
2011-07-22,9.333,11.042,1.708
2011-07-23,8.75,9.917,1.167
2011-07-24,4.958,5.958,1.0
2011-07-25,4.0,5.125,1.125
2011-07-26,3.458,4.5,1.042
2011-07-27,2.833,3.833,1.0
2011-07-28,9.304,12.174,2.87
2011-07-29,9.458,10.667,1.208
2011-07-30,8.042,9.375,1.333
2011-07-31,7.542,9.0,1.458
2011-08-01,11.583,13.208,1.625
2011-08-02,14.042,16.5,2.458
2011-08-03,10.783,12.826,2.043
2011-08-04,11.087,14.391,3.304
2011-08-05,7.25,10.417,3.167
