date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,12.333,19.083,6.75,0.292
2011-01-02,8.25,13.625,5.375,0.167
2011-01-03,5.435,7.87,2.435,0.0
2011-01-04,5.667,7.542,1.875,0.917
2011-01-05,4.727,8.0,3.273,0.182
2011-01-06,9.625,15.125,5.5,0.208
2011-01-07,5.625,8.833,3.208,0.0
2011-01-08,8.75,12.5,3.75,0.0
2011-01-09,12.167,17.583,5.417,0.292
2011-01-10,9.0,12.348,3.348,0.348
2011-01-11,6.792,8.333,1.542,0.667
2011-01-12,10.125,14.375,4.25,0.208
2011-01-13,13.875,22.708,8.833,1.0
2011-01-14,7.042,11.042,4.0,0.875
2011-01-15,7.75,11.292,3.542,0.917
2011-01-16,9.083,11.667,2.583,0.333
2011-01-17,10.091,14.045,3.955,0.091
2011-01-18,15.583,25.708,10.125,1.0
2011-01-19,8.542,11.75,3.208,1.917
2011-01-20,1.542,1.583,0.042,0.333
2011-01-21,5.333,5.708,0.375,0.625
2011-01-22,7.625,11.333,3.708,0.0
2011-01-23,6.708,8.208,1.5,0.167
2011-01-24,11.261,17.043,5.783,0.0
2011-01-25,12.333,18.833,6.5,1.25
2011-01-26,9.375,12.583,3.208,0.417
2011-01-27,12.875,19.25,6.375,1.417
2011-01-28,6.958,10.208,3.25,0.917
2011-01-29,7.958,11.208,3.25,0.208
2011-01-30,9.417,12.958,3.542,0.417
2011-01-31,8.87,10.565,1.696,0.609
2011-02-01,12.917,16.708,3.792,1.333
2011-02-02,6.261,7.304,1.043,0.739
2011-02-03,14.542,21.542,7.0,0.25
2011-02-04,16.417,26.292,9.875,0.792
2011-02-05,6.208,6.625,0.417,0.667
2011-02-06,14.0,17.583,3.583,0.542
2011-02-07,7.304,8.652,1.348,0.0
2011-02-08,4.208,5.958,1.75,0.75
2011-02-09,7.208,11.667,4.458,0.25
2011-02-10,7.583,10.625,3.042,0.792
2011-02-11,6.125,8.875,2.75,0.542
2011-02-12,6.083,8.333,2.25,0.417
2011-02-13,7.0,8.667,1.667,0.667
2011-02-14,8.545,9.318,0.773,0.955
2011-02-15,9.708,15.458,5.75,1.136
2011-02-16,9.042,12.167,3.125,0.167
2011-02-17,8.458,9.375,0.917,1.208
2011-02-18,7.0,9.583,2.583,0.667
2011-02-19,8.583,10.917,2.333,0.292
2011-02-20,15.667,21.292,5.625,0.708
2011-02-21,13.435,18.348,4.913,1.783
2011-02-22,9.5,10.042,0.542,2.708
2011-02-23,14.708,17.208,2.5,0.958
2011-02-24,7.375,8.5,1.125,2.792
2011-02-25,5.417,5.625,0.208,0.667
2011-02-26,7.292,8.958,1.667,0.208
2011-02-27,5.292,6.792,1.5,0.167
2011-02-28,6.0,6.5,0.5,0.222
2011-03-01,9.625,14.333,4.708,0.292
2011-03-02,7.458,13.417,5.958,0.708
2011-03-03,4.208,5.375,1.167,1.125
2011-03-04,3.5,4.292,0.792,0.75
2011-03-05,6.214,6.929,0.714,0.143
2011-04-01,7.565,9.087,1.522,0.417
2011-04-02,7.208,9.5,2.292,0.583
2011-04-03,2.583,3.208,0.625,0.208
2011-04-04,5.043,6.13,1.087,0.0
2011-04-05,9.375,11.958,2.583,0.522
2011-04-06,9.75,11.667,1.917,0.708
2011-04-07,16.042,21.0,4.958,1.083
2011-04-08,9.391,11.565,2.174,0.708
2011-04-09,1.25,2.042,0.792,0.0
2011-04-10,2.333,3.167,0.833,0.208
2011-04-12,4.667,6.583,1.917,0.217
2011-04-13,8.833,10.875,2.042,1.292
2011-04-14,10.208,12.25,2.042,0.917
2011-04-15,12.652,16.261,3.609,1.667
2011-04-16,6.875,10.083,3.208,0.333
2011-04-17,2.958,3.667,0.708,0.208
2011-04-18,3.435,4.087,0.652,0.13
2011-04-19,1.333,1.667,0.333,0.0
2011-04-20,3.125,4.292,1.167,0.0
2011-04-21,6.208,8.042,1.833,0.0
2011-04-22,3.826,3.957,0.13,0.0
2011-04-23,4.375,5.125,0.75,0.0
2011-04-24,3.458,3.5,0.042,0.083
2011-04-25,8.042,9.292,1.25,0.042
2011-04-26,8.792,10.125,1.333,0.478
2011-04-27,7.667,8.375,0.708,1.25
2011-04-28,5.792,6.458,0.667,0.458
2011-04-29,7.0,7.913,0.913,0.292
2011-04-30,11.042,12.708,1.667,0.75
2011-05-01,8.75,10.0,1.25,1.083
2011-05-02,5.667,7.0,1.333,0.25
2011-05-03,5.792,6.417,0.625,0.174
2011-05-04,3.458,3.542,0.083,0.083
2011-05-05,2.083,2.083,0.0,0.0
2011-05-06,3.273,3.955,0.682,0.0
2011-05-07,8.25,11.833,3.583,0.042
2011-05-08,4.542,7.0,2.458,0.667
2011-05-09,5.875,7.5,1.625,0.875
2011-05-10,7.417,9.542,2.125,0.435
2011-05-11,11.708,14.75,3.042,0.292
2011-05-12,3.167,4.458,1.292,0.0
2011-05-13,5.389,7.667,2.278,0.045
2011-05-14,7.957,8.652,0.696,0.5
2011-05-15,8.375,8.625,0.25,0.875
2011-05-16,8.571,9.429,0.857,0.708
2011-05-17,10.826,12.13,1.304,0.957
2011-05-18,8.792,9.958,1.167,0.5
2011-05-19,13.417,15.625,2.208,1.542
2011-05-20,14.583,16.333,1.75,1.5
2011-05-21,9.958,11.583,1.625,1.583
2011-05-22,4.542,5.5,0.958,0.458
2011-05-23,4.833,6.167,1.333,0.0
2011-05-24,6.13,7.652,1.522,0.0
2011-05-25,7.333,10.208,2.875,0.5
2011-05-26,2.917,2.917,0.0,0.167
2011-05-27,7.125,8.542,1.417,0.708
2011-05-28,4.583,5.125,0.542,0.25
2011-05-29,2.167,2.208,0.042,0.0
2011-05-30,1.167,1.208,0.042,0.0
2011-05-31,2.043,2.391,0.348,0.0
2011-06-01,3.542,4.25,0.708,0.0
2011-06-02,13.583,17.958,4.375,0.417
2011-06-03,7.833,10.625,2.792,0.458
2011-06-04,11.708,14.417,2.708,1.583
2011-06-05,8.667,10.917,2.25,0.708
2011-06-06,8.5,9.682,1.182,0.652
2011-06-07,12.478,17.13,4.652,2.348
2011-06-08,6.917,8.875,1.958,0.167
2011-06-09,6.125,8.375,2.25,0.5
2011-06-10,12.458,15.417,2.958,2.208
2011-06-11,8.083,8.917,0.833,0.625
2011-06-12,6.042,6.958,0.917,1.167
2011-06-13,3.208,3.5,0.292,0.042
2011-06-14,10.304,12.087,1.783,0.565
2011-06-15,2.417,2.792,0.375,0.083
2011-06-16,4.739,7.87,3.13,0.522
2011-06-17,1.375,1.667,0.292,0.0
2011-06-18,10.083,11.792,1.708,0.708
2011-06-19,7.875,9.417,1.542,0.875
2011-06-20,8.0,11.083,3.083,1.333
2011-06-21,11.522,14.043,2.522,1.043
2011-06-22,11.958,14.875,2.917,2.167
2011-06-23,14.917,18.875,3.958,1.625
2011-06-24,12.75,18.208,5.458,1.333
2011-06-25,2.583,3.042,0.458,0.0
2011-06-26,3.167,3.667,0.5,0.0
2011-06-27,7.792,10.125,2.333,0.458
2011-06-28,8.174,10.522,2.348,0.565
2011-06-29,5.0,7.958,2.958,0.5
2011-06-30,10.875,14.542,3.667,1.375
2011-07-01,4.667,7.0,2.333,0.083
2011-07-02,1.708,2.375,0.667,0.0
2011-07-03,1.458,2.5,1.042,0.208
2011-07-04,8.917,11.583,2.667,3.25
2011-07-05,6.227,8.045,1.818,1.167
2011-07-06,6.5,7.875,1.375,1.583
2011-07-07,9.708,11.75,2.042,2.583
2011-07-08,15.083,24.208,9.125,2.5
2011-07-09,7.417,11.208,3.792,2.208
2011-07-10,7.875,11.125,3.25,2.792
2011-07-11,2.833,5.292,2.458,0.625
2011-07-12,9.304,16.391,7.087,7.522
2011-07-13,8.417,14.75,6.333,3.875
2011-07-14,10.708,15.583,4.875,3.958
