date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-07-12,188.208,96.0,74.083,45.0,9.542,24.5,32.4,26.7,21.0,197.75
2011-07-13,187.958,95.0,74.875,38.0,9.542,20.875,33.6,26.196,20.5,197.5
2011-07-14,187.375,95.0,83.25,48.0,9.917,24.25,33.2,25.529,21.9,197.292
2011-07-15,188.727,96.0,77.667,47.0,13.364,18.35,33.9,26.375,21.6,202.091
2011-07-16,188.417,96.0,76.5,51.0,18.208,33.25,33.3,26.975,21.8,206.625
2011-07-17,187.667,94.0,72.292,47.0,13.292,29.333,33.5,27.1,21.4,200.958
2011-07-18,185.625,94.0,75.667,53.0,16.25,24.0,32.0,26.812,21.6,201.875
2011-07-19,181.083,96.0,92.125,86.0,10.75,12.292,24.6,23.442,22.5,191.833
2011-07-20,179.167,95.0,90.75,73.0,6.042,9.25,26.3,21.425,16.3,185.208
2011-07-21,184.5,94.0,84.208,63.0,1.333,8.167,18.9,15.662,14.3,185.833
2011-07-22,186.375,90.0,77.833,61.0,3.0,9.958,20.0,16.779,14.1,189.375
2011-07-23,187.5,95.0,84.375,68.0,5.708,8.125,22.4,17.821,11.6,193.208
2011-07-24,182.75,93.0,79.833,57.0,5.625,6.833,27.6,22.392,18.6,188.375
2011-07-25,185.042,93.0,77.458,56.0,5.833,24.417,29.4,24.342,20.6,190.875
2011-07-26,190.455,96.0,81.125,58.0,9.409,14.609,29.6,23.958,19.2,199.864
2011-07-27,187.875,96.0,84.625,56.0,6.333,11.542,30.0,23.367,20.2,194.208
2011-07-28,186.208,96.0,91.333,70.0,6.167,6.833,26.7,22.242,20.8,192.375
2011-07-29,185.083,96.0,94.208,87.0,7.25,3.292,23.9,22.038,21.1,192.333
2011-07-30,184.25,96.0,88.625,69.0,7.333,4.458,27.3,22.454,19.2,191.583
2011-07-31,186.625,95.0,90.125,81.0,4.083,17.75,21.8,20.083,18.7,190.708
2011-08-01,189.25,94.0,89.792,75.0,5.167,11.208,23.1,20.1,18.5,194.417
2011-08-02,184.5,95.0,82.875,71.0,4.727,19.5,24.2,21.642,19.1,189.227
2011-08-03,184.083,95.0,85.0,68.0,5.542,18.333,27.0,22.475,19.5,189.625
2011-08-04,181.792,96.0,79.0,53.0,5.875,10.75,30.2,24.162,18.8,187.667
2011-08-05,179.375,97.0,84.333,63.0,7.5,9.333,28.1,24.188,19.6,186.875
2011-08-06,181.5,96.0,82.833,53.0,11.583,18.917,32.2,25.675,22.0,193.083
2011-08-07,180.833,97.0,79.75,39.0,11.125,23.0,33.8,26.125,21.4,191.958
2011-08-08,182.167,94.0,81.792,48.0,8.042,22.125,32.1,25.388,21.8,190.208
2011-08-09,183.045,95.0,79.625,51.0,7.455,25.625,32.9,26.508,20.9,190.5
2011-08-10,184.208,96.0,79.292,48.0,9.458,30.75,34.3,27.238,23.2,193.667
2011-08-11,180.318,96.0,73.167,40.0,11.682,23.75,32.9,26.871,21.8,192.0
2011-08-12,184.75,90.0,69.375,40.0,13.042,30.875,32.0,26.15,22.0,197.792
2011-08-13,186.125,92.0,71.5,42.0,13.042,33.708,32.7,26.512,21.6,199.167
2011-08-14,185.083,94.0,80.625,54.0,14.375,52.75,32.9,26.4,22.5,199.458
2011-08-15,183.333,96.0,83.167,44.0,12.042,18.417,32.4,25.358,21.2,195.375
2011-08-16,186.0,96.0,84.083,54.0,17.955,24.958,31.1,25.192,21.6,203.955
2011-08-17,188.833,96.0,79.833,53.0,19.75,47.875,32.3,26.604,21.2,208.583
2011-08-18,188.5,96.0,84.625,56.0,17.708,42.583,33.0,26.275,23.7,206.208
2011-08-19,185.708,96.0,93.208,85.0,16.25,6.625,23.6,21.112,19.2,201.958
2011-08-20,191.542,96.0,89.333,71.0,15.542,10.083,22.8,20.554,18.7,207.083
2011-08-21,189.167,96.0,94.583,91.0,10.417,6.708,19.4,17.6,16.5,199.583
2011-08-22,188.565,96.0,94.542,92.0,9.696,4.826,20.0,18.354,16.9,198.261
2011-08-23,187.818,96.0,91.458,83.0,7.636,27.417,24.7,21.783,18.6,195.455
2011-08-24,179.875,95.0,85.583,63.0,8.5,23.0,29.0,24.621,22.5,188.375
2011-08-25,178.208,96.0,89.417,71.0,7.792,9.167,26.7,23.983,22.3,186.0
2011-08-26,184.125,96.0,91.875,77.0,8.75,9.583,25.7,22.717,20.7,192.875
2011-08-27,186.958,97.0,89.542,75.0,6.417,5.0,24.2,21.475,19.7,193.375
2011-08-28,187.917,95.0,75.917,38.0,5.417,10.167,29.1,22.608,17.9,193.333
2011-08-29,190.583,95.0,75.583,45.0,4.125,7.458,29.0,21.825,16.2,194.708
2011-08-30,189.864,97.0,77.167,40.0,5.727,10.333,29.7,21.975,16.5,195.591
2011-08-31,181.792,95.0,83.708,55.0,7.167,9.792,29.4,23.404,19.2,188.958
2011-09-01,178.875,96.0,89.667,76.0,9.25,13.125,27.6,24.092,21.6,188.125
2011-09-02,176.0,96.0,86.708,68.0,8.125,10.792,28.5,25.133,22.9,184.125
2011-09-03,172.417,93.0,89.417,84.0,6.167,18.333,25.6,24.354,23.1,178.583
2011-09-04,175.75,96.0,84.417,61.0,5.458,11.458,28.1,23.658,19.8,181.208
2011-09-05,184.75,97.0,84.208,62.0,7.792,9.375,27.0,22.925,19.0,192.542
2011-09-06,187.045,91.0,69.958,38.0,0.773,3.5,25.7,20.767,17.2,187.818
2011-09-07,191.667,92.0,70.958,38.0,1.542,7.708,27.2,20.829,16.6,193.208
2011-09-08,196.5,95.0,75.417,42.0,2.833,23.042,28.7,21.938,16.9,199.333
2011-09-09,195.542,97.0,82.0,55.0,5.083,28.708,29.6,23.246,18.1,200.625
2011-09-10,191.917,96.0,83.417,48.0,6.083,29.792,31.6,24.483,20.6,198.0
2011-09-11,187.333,95.0,84.708,64.0,5.0,22.125,28.3,23.721,21.0,192.333
2011-09-12,183.958,92.0,75.625,46.0,1.667,17.083,30.0,24.933,21.7,185.625
2011-09-13,181.227,95.0,81.667,52.0,5.045,19.458,30.5,24.854,20.7,186.273
2011-09-14,181.65,96.0,80.125,47.0,4.45,20.696,31.4,24.617,20.2,186.1
2011-09-15,180.542,95.0,76.917,47.0,8.875,17.542,30.8,25.275,21.3,189.417
2011-09-16,179.042,93.0,76.583,52.0,5.833,15.292,29.7,25.271,21.6,184.875
2011-09-17,176.125,90.0,78.417,62.0,2.458,9.208,29.3,25.575,23.2,178.583
2011-09-18,178.167,92.0,74.0,47.0,5.875,16.0,30.8,25.438,21.4,184.042
2011-09-19,181.125,95.0,86.125,72.0,4.833,8.167,25.2,20.471,16.1,185.958
2011-09-20,184.773,95.0,94.375,94.0,5.545,2.667,16.2,15.325,14.1,190.318
2011-09-21,181.667,95.0,94.25,91.0,4.875,1.542,21.9,15.646,14.0,186.542
2011-09-22,179.958,96.0,88.292,66.0,10.375,2.625,22.9,17.392,13.8,190.333
2011-09-23,183.167,95.0,82.042,56.0,4.375,3.5,20.4,14.283,10.8,187.542
2011-09-24,185.5,95.0,74.625,40.0,2.833,3.667,21.4,14.396,9.0,188.333
2011-09-25,187.667,96.0,79.75,46.0,4.208,4.417,21.0,14.808,9.8,191.875
2011-09-26,188.0,96.0,89.708,78.0,4.708,9.958,17.6,13.967,10.0,192.708
2011-09-27,184.409,94.0,78.5,42.0,4.545,9.208,22.8,15.725,10.2,188.955
2011-09-28,185.042,95.0,79.208,42.0,5.375,15.833,21.9,14.446,8.3,190.417
2011-09-29,181.708,96.0,79.583,32.0,5.125,9.75,24.8,16.325,10.6,186.833
2011-09-30,180.913,94.0,82.211,69.0,9.174,16.708,22.2,18.358,15.8,190.087
2011-10-01,183.125,77.0,61.292,41.0,4.667,5.0,19.1,15.708,12.6,187.792
2011-10-02,183.125,91.0,79.083,59.0,3.458,8.917,14.1,12.146,11.0,186.583
2011-10-03,184.833,89.0,56.833,28.0,1.167,5.042,17.1,12.017,6.5,186.0
2011-10-04,184.909,94.0,73.292,40.0,8.091,8.042,17.9,11.112,4.4,193.0
2011-10-05,184.958,96.0,93.167,84.0,12.708,9.625,13.2,11.221,7.1,197.667
2011-10-06,180.083,96.0,87.25,64.0,11.375,2.083,20.3,14.917,11.7,191.458
2011-10-07,181.5,96.0,68.917,37.0,8.667,10.083,18.4,13.683,7.5,190.167
2011-10-08,185.167,95.0,75.208,36.0,9.875,23.375,19.8,12.488,5.7,195.042
2011-10-09,185.625,94.0,79.667,51.0,8.292,27.333,20.2,13.496,8.7,193.917
2011-10-10,184.25,96.0,83.583,45.0,10.792,21.208,22.5,15.571,11.7,195.042
2011-10-11,187.045,94.0,81.333,55.0,9.909,24.625,19.8,15.229,12.6,196.955
2011-10-12,186.542,95.0,77.375,31.0,8.667,10.208,19.9,13.542,8.9,195.208
2011-10-13,187.708,96.0,85.667,50.0,10.292,24.75,19.1,13.229,8.0,198.0
2011-10-14,189.571,96.0,86.167,62.0,15.619,35.391,20.9,15.421,9.0,205.19
2011-10-15,180.833,95.0,92.083,84.0,14.917,10.208,21.2,19.05,17.3,195.75
2011-10-16,181.583,95.0,81.458,54.0,12.917,11.833,22.8,18.492,14.8,194.5
2011-10-17,184.917,92.0,77.958,54.0,12.375,19.292,21.9,16.575,13.8,197.292
2011-10-18,187.364,90.0,68.708,47.0,7.5,10.333,17.6,13.021,7.3,194.864
