date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2018-01-01,198.217,1.958,87.0,61.333,35.0,6.783,9.208,11.375,2.167,5.083,8.3,3.8,-0.4,205.0
2018-01-02,199.25,1.375,87.0,58.417,40.0,7.167,5.417,6.708,1.292,4.5,7.4,3.908,1.1,206.417
2018-01-03,195.125,1.0,65.0,54.792,45.0,4.292,2.375,3.083,0.708,5.833,4.6,3.779,2.7,199.417
2018-01-04,200.458,2.375,84.0,49.917,33.0,10.958,11.13,14.217,3.087,7.125,9.9,5.517,0.5,211.417
2018-01-05,199.208,2.667,89.0,67.333,51.0,7.833,9.667,12.667,3.0,8.542,7.9,3.762,-0.9,207.042
2018-01-06,196.292,1.667,69.0,58.125,49.0,5.5,5.5,6.75,1.25,6.625,5.1,2.992,0.8,201.792
2018-01-07,193.625,1.375,71.0,47.125,30.0,4.792,7.333,9.917,2.583,5.875,7.7,4.354,0.4,198.417
2018-01-08,199.739,2.708,87.0,68.792,49.0,9.0,20.875,34.125,13.25,8.208,7.4,2.712,-1.6,208.739
2018-01-09,197.0,1.478,92.0,54.917,36.0,3.522,6.087,8.913,2.826,6.0,4.4,2.688,0.3,200.522
2018-01-10,199.125,2.417,73.0,51.208,37.0,8.917,17.375,26.667,9.292,7.833,9.0,5.146,2.0,208.042
2018-01-11,197.333,1.708,76.0,50.75,41.0,4.5,4.75,7.917,3.167,9.625,7.1,5.267,2.6,201.833
2018-01-12,203.375,2.583,73.0,55.417,36.0,9.417,15.083,19.917,4.833,10.208,7.8,3.746,-1.0,212.792
2018-01-13,204.208,2.292,86.0,64.75,38.0,9.083,12.333,16.583,4.25,10.583,9.5,3.604,-0.4,213.292
2018-01-14,206.875,2.375,87.0,65.708,37.0,9.458,14.708,21.375,6.667,11.625,9.8,3.692,-0.4,216.333
2018-01-15,204.652,2.875,90.0,69.333,49.0,11.696,19.417,36.708,17.292,13.042,8.8,3.746,-2.4,216.348
2018-01-16,197.208,2.875,69.0,56.417,44.0,5.208,7.667,12.458,4.792,13.375,7.3,4.283,2.4,202.417
2018-01-17,197.333,2.375,84.0,63.042,46.0,6.292,13.667,27.792,14.125,7.125,8.6,3.867,0.0,203.625
2018-01-18,194.625,1.208,74.0,58.125,41.0,4.208,2.708,5.542,2.833,9.958,5.4,2.45,0.0,198.833
2018-01-19,195.917,1.375,63.0,42.75,29.0,5.25,6.333,9.0,2.667,9.0,8.7,4.829,1.0,201.167
2018-01-20,201.667,2.5,82.0,62.458,32.0,8.583,11.125,15.083,3.958,9.167,11.7,4.254,-1.5,210.25
2018-01-21,193.609,1.565,91.0,62.542,45.0,4.87,6.261,11.783,5.522,9.826,2.9,0.9,-0.6,198.478
2018-01-22,197.522,2.083,95.0,71.292,48.0,6.565,11.208,20.125,8.917,12.458,4.2,1.583,-0.9,204.087
2018-01-23,197.958,2.958,86.0,63.458,27.0,9.625,18.208,48.167,29.958,21.542,9.6,3.15,-3.4,207.583
2018-01-24,197.0,1.542,74.0,61.583,53.0,4.708,5.458,11.0,5.542,9.708,2.7,1.342,-0.7,201.708
2018-01-25,198.375,2.375,81.0,57.583,37.0,6.792,14.0,20.042,6.042,9.375,6.8,3.329,0.2,205.167
2018-01-26,201.0,2.25,97.0,86.167,71.0,8.042,15.75,20.542,4.792,8.417,3.3,0.912,-1.1,209.042
2018-01-27,198.792,1.667,87.0,63.208,45.0,5.958,8.125,10.917,2.792,5.0,6.5,2.746,-1.6,204.75
2018-01-28,197.375,4.0,76.0,60.292,30.0,8.833,18.75,39.083,20.333,12.583,12.0,4.542,-0.3,206.208
