date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,89.0,74.667,55.0,,16.708,30.375,13.667,0.75,,71.0,2.5,-41.0,
2011-01-02,,93.0,75.667,61.0,,10.042,21.458,11.417,0.417,,41.0,-0.708,-44.0,
2011-01-03,,66.0,56.25,46.0,,3.5,4.208,0.708,0.375,,28.0,10.375,-3.0,
2011-01-04,,79.0,65.0,47.0,,8.739,10.13,1.391,1.043,,37.0,-1.875,-34.0,
2011-01-05,,67.0,57.458,47.0,,2.792,3.5,0.708,0.333,,14.0,-1.875,-12.0,
2011-01-06,,69.0,60.583,52.0,,7.542,9.208,1.667,0.75,,33.0,12.833,-3.0,
2011-01-07,,66.0,56.292,42.0,,3.792,4.875,1.083,0.542,,27.0,2.333,-11.0,
2011-01-08,,61.0,53.5,37.0,,4.708,5.667,0.958,0.125,,28.0,5.042,-7.0,
2011-01-09,,89.0,69.542,47.0,,14.125,17.792,3.667,0.708,,36.0,2.708,-41.0,
2011-01-10,,86.0,63.375,49.0,,12.875,17.708,4.833,0.917,,39.0,11.792,-16.0,
2011-01-11,,87.0,75.417,54.0,,15.292,21.417,6.125,0.917,,4.0,-17.167,-37.0,
2011-01-12,,77.0,59.208,45.0,,8.625,10.833,2.208,0.167,,-2.0,-25.708,-56.0,
2011-01-13,,88.0,71.208,50.0,,18.792,25.0,6.208,1.292,,42.0,-9.417,-59.0,
2011-01-14,,80.0,64.917,48.0,,5.208,6.5,1.292,1.0,,6.0,-13.958,-30.0,
2011-01-15,,77.0,63.708,51.0,,5.083,6.167,1.083,1.25,,8.0,-8.125,-24.0,
2011-01-16,,68.0,59.0,48.0,,5.917,7.125,1.208,0.75,,11.0,-4.792,-19.0,
2011-01-17,,72.0,59.75,44.0,,13.905,19.048,5.143,0.955,,30.0,-2.458,-33.0,
2011-01-18,,77.0,51.875,22.0,,21.125,30.042,8.917,1.333,,77.0,8.75,-58.0,
2011-01-19,,80.0,64.667,40.0,,21.75,38.708,16.958,1.75,,67.0,13.042,-28.0,
2011-01-20,,91.0,85.333,72.0,,15.208,17.667,2.458,1.125,,8.0,-1.375,-8.0,
2011-01-21,,93.0,90.583,88.0,,13.042,15.375,2.333,0.667,,2.0,-5.375,-16.0,
2011-01-22,,93.0,88.333,79.0,,18.625,26.333,7.708,0.792,,28.0,11.375,-5.0,
2011-01-23,,89.0,72.125,61.0,,10.292,12.125,1.833,0.667,,31.0,11.167,-23.0,
2011-01-24,,71.0,55.75,37.0,,10.375,13.958,3.583,0.625,,8.0,-18.167,-45.0,
2011-01-25,,85.0,66.708,45.0,,22.083,33.708,11.625,1.167,,27.0,-28.542,-72.0,
2011-01-26,,85.0,63.083,42.0,,14.391,18.261,3.87,0.882,,-4.0,-35.917,-69.0,
2011-01-27,,88.0,73.625,57.0,,16.708,22.875,6.167,1.0,,-6.0,-38.25,-77.0,
2011-01-28,,89.0,74.292,49.0,,9.042,10.333,1.292,0.458,,-10.0,-33.375,-52.0,
2011-01-29,,67.0,54.375,40.0,,2.667,3.417,0.75,0.125,,-5.0,-28.75,-44.0,
2011-01-30,,74.0,54.667,36.0,,8.375,10.958,2.583,0.333,,2.0,-25.667,-60.0,
2011-01-31,,87.0,66.292,47.0,,12.083,16.25,4.167,0.542,,12.0,-27.208,-54.0,
2011-02-01,,86.0,70.417,38.0,,18.652,27.696,9.043,0.913,,21.0,-32.167,-85.0,
2011-02-02,,86.0,59.042,30.0,,7.833,9.167,1.333,0.458,,1.0,-30.708,-58.0,
2011-02-03,,83.0,66.875,44.0,,20.958,32.083,11.125,0.208,,-3.0,-36.167,-72.0,
2011-02-04,,91.0,72.958,45.0,,17.708,28.875,11.167,0.833,,31.0,-21.625,-79.0,
2011-02-05,,83.0,61.583,46.0,,12.167,17.417,5.25,0.583,,29.0,3.708,-27.0,
2011-02-06,,92.0,78.917,48.0,,27.167,44.75,17.583,1.125,,72.0,6.083,-59.0,
2011-02-07,,93.0,80.875,68.0,,17.87,25.609,7.739,0.826,,67.0,42.125,17.0,
2011-02-08,,75.0,60.792,43.0,,5.125,6.333,1.208,0.458,,20.0,-11.125,-34.0,
2011-02-09,,88.0,71.333,48.0,,9.083,10.958,1.875,0.333,,-2.0,-26.625,-44.0,
2011-02-10,,82.0,64.667,42.0,,9.875,12.708,2.833,0.875,,21.0,-11.292,-34.0,
2011-02-11,,78.0,60.292,41.0,,6.208,7.667,1.458,0.0,,5.0,-19.875,-45.0,
2011-02-12,,89.0,62.25,40.0,,8.333,10.0,1.667,0.208,,2.0,-24.417,-53.0,
2011-02-13,,65.0,50.0,30.0,,12.083,14.083,2.0,0.875,,58.0,17.833,-20.0,
2011-02-14,,89.0,70.542,58.0,,17.583,20.375,2.792,0.833,,52.0,21.083,-1.0,
2011-02-15,,90.0,60.083,47.0,,9.208,13.0,3.792,1.083,,65.0,20.542,-15.0,
2011-02-16,,62.0,46.167,29.0,,9.917,11.292,1.375,0.375,,17.0,-11.042,-25.0,
2011-02-17,,85.0,59.875,34.0,,16.217,18.696,2.478,0.818,,17.0,-23.083,-47.0,
2011-02-18,,77.0,58.208,37.0,,4.917,6.083,1.167,0.375,,-11.0,-33.0,-51.0,
2011-02-19,,74.0,57.667,32.0,,8.542,9.708,1.167,0.792,,27.0,-25.375,-73.0,
2011-02-20,,83.0,62.958,40.0,,18.25,24.333,6.083,0.917,,46.0,-10.0,-73.0,
2011-02-21,,76.0,64.458,49.0,,12.792,15.25,2.458,1.833,,46.0,10.75,-28.0,
2011-02-22,,62.0,44.042,17.0,,10.917,12.208,1.292,4.042,,90.0,29.333,-12.0,
2011-02-23,,93.0,81.125,62.0,,21.833,28.25,6.417,1.333,,90.0,36.583,6.0,
2011-02-24,,67.0,55.208,42.0,,8.458,9.167,0.708,2.708,,62.0,36.458,10.0,
2011-02-25,,91.0,84.208,67.0,,15.125,17.625,2.5,0.958,,11.0,-1.333,-14.0,
2011-02-26,,89.0,68.625,53.0,,10.958,13.625,2.667,0.458,,21.0,-3.583,-27.0,
2011-02-27,,69.0,55.667,42.0,,4.125,5.042,0.917,0.083,,1.0,-21.125,-40.0,
2011-02-28,,76.0,56.042,33.0,,16.125,20.708,4.583,0.958,,21.0,-14.708,-70.0,
