date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,90.0,72.75,55.0,14.917,20.167,5.25,0.522,3.348,8.4,2.446,-2.2
2011-01-02,90.0,64.542,40.0,7.292,8.167,0.875,0.333,2.917,9.5,3.875,-0.6
2011-01-03,50.0,39.625,31.0,1.826,1.957,0.13,0.292,3.042,7.2,4.571,2.8
2011-01-04,67.0,53.0,42.0,5.75,6.833,1.083,1.042,3.917,9.4,3.508,0.2
2011-01-05,54.0,42.292,26.0,3.042,3.625,0.583,0.417,3.042,5.9,2.696,0.1
2011-01-06,74.0,51.75,37.0,11.87,15.913,4.043,0.87,3.696,8.3,3.717,-2.6
2011-01-07,56.0,40.292,28.0,3.583,4.125,0.542,0.042,3.708,6.2,3.158,-0.5
2011-01-08,71.0,48.292,29.0,8.708,10.167,1.458,0.087,5.783,6.0,2.175,-2.1
2011-01-09,90.0,67.0,40.0,13.75,19.042,5.292,0.542,3.75,7.5,2.462,-1.1
2011-01-10,89.0,50.125,30.0,10.652,11.739,1.087,1.0,4.875,8.9,5.092,0.0
2011-01-11,79.0,57.708,34.0,8.0,8.167,0.167,0.875,6.333,4.7,2.475,-0.4
2011-01-12,64.0,43.708,33.0,8.917,9.917,1.0,0.458,2.125,3.6,0.258,-2.8
2011-01-13,74.0,53.958,24.0,17.25,26.833,9.583,2.167,7.167,10.2,3.096,-3.6
2011-01-14,58.0,38.833,26.0,6.042,6.542,0.5,1.0,6.708,4.9,2.017,-0.9
2011-01-15,58.0,43.0,27.0,3.833,4.125,0.292,1.087,3.609,6.5,2.567,-1.5
2011-01-16,57.0,42.667,31.0,7.583,7.667,0.083,0.917,5.417,5.0,2.592,0.8
2011-01-17,67.0,47.042,31.0,11.333,15.381,4.048,0.739,5.348,6.3,2.296,-1.4
2011-01-18,72.0,54.958,33.0,21.417,32.208,10.792,2.0,11.833,8.5,2.904,-2.7
2011-01-19,70.0,57.083,48.0,9.375,10.25,0.875,1.75,9.417,7.2,4.742,0.1
2011-01-20,85.0,66.167,53.0,3.083,3.125,0.042,0.333,6.208,5.3,4.396,3.5
2011-01-21,89.0,83.917,72.0,5.625,5.667,0.042,0.0,5.167,4.0,3.25,2.3
2011-01-22,92.0,88.75,82.0,8.333,9.292,0.958,0.0,1.478,6.5,4.7,2.4
2011-01-23,88.0,68.042,52.0,9.583,10.417,0.833,0.542,2.458,7.1,4.067,1.7
2011-01-24,68.0,46.792,30.0,11.0,14.565,3.565,0.75,3.0,4.0,1.142,-1.6
2011-01-25,82.0,68.125,51.0,16.0,20.375,4.375,1.0,3.583,3.9,0.0,-2.4
2011-01-26,81.0,47.208,30.0,9.125,10.458,1.333,1.333,3.292,2.7,-0.242,-2.8
2011-01-27,71.0,53.667,29.0,13.083,16.708,3.625,1.583,5.792,4.0,-0.438,-4.9
2011-01-28,67.0,49.458,29.0,8.292,11.417,3.125,1.167,5.875,2.9,-0.308,-3.1
2011-01-29,69.0,42.0,24.0,5.5,5.917,0.417,0.565,4.609,2.9,-0.542,-4.6
2011-01-30,56.0,39.708,23.0,7.25,8.0,0.75,0.75,5.125,3.8,0.258,-2.5
2011-01-31,64.0,46.542,26.0,10.261,13.522,3.261,1.0,5.333,7.1,0.867,-4.0
2011-02-01,69.0,47.0,22.0,11.083,14.625,3.542,2.208,9.167,9.9,2.358,-3.1
2011-02-02,57.0,36.458,17.0,4.087,4.174,0.087,1.0,5.565,4.4,0.708,-2.0
2011-02-03,71.0,51.25,28.0,15.708,23.958,8.25,0.583,6.167,3.9,-0.571,-4.9
2011-02-04,71.0,44.292,19.0,14.5,20.917,6.417,1.333,4.375,9.3,2.696,-5.0
2011-02-05,65.0,51.042,30.0,4.792,5.292,0.5,0.913,6.957,7.0,3.767,0.5
2011-02-06,93.0,78.125,63.0,15.208,18.167,2.958,0.5,7.667,7.8,5.054,0.5
2011-02-07,94.0,85.542,64.0,12.696,13.87,1.174,0.0,4.625,8.3,6.954,6.0
2011-02-08,78.0,48.667,28.0,5.333,6.167,0.833,0.75,2.625,7.1,3.479,-1.0
2011-02-09,58.0,45.042,33.0,5.583,6.458,0.875,0.75,1.833,3.9,1.112,-1.3
2011-02-10,86.0,61.0,35.0,10.125,14.0,3.875,1.0,4.792,6.5,1.554,-2.5
