date,HUM_max,HUM_mean,HUM_min,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,93.0,79.417,60.0,8.25,6.6,-0.046,-4.1
2011-01-02,96.0,80.917,52.0,6.042,6.3,-0.525,-5.5
2011-01-03,58.0,44.792,30.0,1.542,5.0,2.325,-0.4
2011-01-04,92.0,76.125,51.0,10.25,2.8,-0.671,-3.0
2011-01-05,84.0,54.375,45.0,1.875,2.1,0.408,-2.2
2011-01-06,86.0,65.083,43.0,4.958,4.4,0.958,-1.4
2011-01-07,89.0,69.958,48.0,7.917,3.3,-0.488,-3.5
2011-01-08,83.0,57.792,37.0,1.25,3.2,-0.058,-4.2
2011-01-09,89.0,70.333,48.0,6.5,4.4,0.229,-5.2
2011-01-10,94.0,75.458,54.0,9.042,4.2,0.392,-2.1
2011-01-11,93.0,80.375,60.0,8.043,0.9,-1.975,-5.1
2011-01-12,78.0,62.167,40.0,8.5,0.8,-2.45,-5.6
2011-01-13,92.0,79.625,63.0,7.5,3.9,-1.0,-4.8
2011-01-14,92.0,67.042,41.0,6.375,1.5,-1.379,-3.3
2011-01-15,90.0,71.292,48.0,7.25,3.1,-1.567,-6.3
2011-01-16,83.0,69.583,50.0,10.208,2.3,-1.692,-5.3
2011-01-17,86.0,71.167,45.0,8.87,3.9,-1.558,-5.3
2011-01-18,90.0,62.792,31.0,12.875,8.1,0.162,-6.5
2011-01-19,88.0,68.917,48.0,18.167,7.0,1.35,-3.9
2011-01-20,92.0,87.042,72.0,7.417,1.3,0.133,-0.6
2011-01-21,98.0,94.167,90.0,5.333,0.4,-0.342,-1.6
2011-01-22,99.0,96.125,88.0,6.375,2.3,0.354,-2.6
2011-01-23,98.0,81.667,61.0,6.083,3.6,-0.454,-3.1
2011-01-24,79.0,64.167,36.0,4.042,1.2,-2.067,-4.4
2011-01-25,86.0,71.458,56.0,8.125,0.2,-2.783,-6.6
2011-01-26,88.0,74.417,50.0,7.917,-1.3,-4.85,-8.3
2011-01-27,93.0,87.875,81.0,11.417,-2.8,-4.433,-7.1
2011-01-28,94.0,85.417,71.0,10.458,-2.3,-4.292,-7.1
2011-01-29,91.0,61.5,39.0,2.5,0.1,-3.933,-10.6
2011-01-30,84.0,61.25,40.0,3.333,0.1,-3.062,-6.8
2011-01-31,92.0,74.75,52.0,5.708,-0.3,-4.208,-8.5
2011-02-01,85.0,65.833,46.0,7.25,2.6,-2.758,-8.9
2011-02-02,81.0,57.875,35.0,3.875,0.0,-2.654,-6.2
2011-02-03,88.0,72.0,43.0,4.625,0.3,-3.771,-9.2
2011-02-04,96.0,85.125,62.0,7.833,0.8,-1.892,-5.6
2011-02-05,94.0,73.667,48.0,9.75,3.6,-0.808,-4.5
2011-02-06,97.0,84.375,58.0,18.783,6.5,0.108,-6.7
2011-02-07,99.0,86.25,62.0,12.333,8.9,4.125,1.3
2011-02-08,80.0,67.542,53.0,4.708,2.4,-1.408,-4.0
2011-02-09,94.0,88.167,76.0,7.75,-2.5,-4.304,-5.6
2011-02-10,93.0,76.5,61.0,5.542,1.5,-1.908,-4.7
2011-02-11,89.0,66.333,35.0,4.208,1.7,-2.204,-4.5
2011-02-12,94.0,64.75,42.0,3.542,1.2,-2.275,-5.6
2011-02-13,80.0,61.333,38.0,8.583,5.4,-0.525,-7.1
2011-02-14,90.0,72.125,57.0,11.125,5.5,1.838,-0.6
2011-02-15,93.0,69.542,54.0,14.25,5.6,1.579,-2.8
2011-02-16,74.0,56.375,41.0,5.25,1.7,-1.558,-3.6
2011-02-17,87.0,67.917,45.0,10.25,1.1,-3.117,-7.3
2011-02-18,84.0,65.042,28.0,7.75,0.2,-4.346,-7.6
2011-02-19,82.0,71.917,44.0,5.708,1.4,-2.808,-6.2
2011-02-20,90.0,66.792,44.0,7.667,5.0,-0.662,-6.5
2011-02-21,81.0,67.792,59.0,15.917,4.8,1.629,-1.9
2011-02-22,75.0,53.083,19.0,22.25,8.9,2.246,-4.2
2011-02-23,98.0,83.667,58.0,14.917,10.3,3.662,0.2
2011-02-24,80.0,60.333,40.0,24.542,7.4,3.862,-0.7
2011-02-25,96.0,90.042,75.0,8.958,0.5,-0.221,-1.3
2011-02-26,95.0,85.167,60.0,4.0,0.9,-1.846,-4.5
2011-02-27,83.0,54.083,36.0,7.5,1.5,-2.017,-7.1
2011-02-28,89.0,70.375,43.0,10.75,2.0,-3.192,-9.6
2011-03-01,97.0,85.833,55.0,16.042,9.4,2.083,-1.2
2011-03-02,98.0,94.125,71.0,12.792,3.1,-0.558,-3.2
2011-03-03,98.0,82.458,60.0,9.333,4.1,0.383,-3.7
2011-03-04,94.0,67.542,37.0,7.708,5.4,-0.55,-6.6
2011-03-05,99.0,95.958,91.0,5.667,3.2,0.771,-1.5
2011-03-06,99.0,91.5,74.0,7.348,10.5,5.358,1.4
2011-03-07,97.0,60.875,41.0,12.5,10.1,6.467,0.6
2011-03-08,92.0,73.0,54.0,14.261,8.0,4.033,-0.1
2011-03-09,97.0,85.25,67.0,14.208,4.8,2.562,0.1
2011-03-10,98.0,95.208,90.0,1.5,2.1,0.825,-0.1
2011-03-11,98.0,85.042,58.0,4.5,6.8,2.15,-1.0
2011-03-12,95.0,72.667,40.0,4.583,5.2,1.217,-1.9
2011-03-13,82.0,62.708,37.0,3.208,7.0,1.696,-2.4
2011-03-14,90.0,59.083,25.0,6.958,7.6,1.7,-4.3
2011-03-15,80.0,58.708,36.0,13.042,6.0,2.533,-0.4
2011-03-16,77.0,54.917,25.0,17.208,9.9,3.112,-3.0
2011-03-17,98.0,88.25,71.0,16.875,7.4,4.896,1.2
2011-03-18,99.0,88.625,78.0,13.792,10.5,7.733,6.0
2011-03-19,86.0,56.75,36.0,4.542,5.7,1.938,-0.1
2011-03-20,73.0,57.375,39.0,2.917,7.3,2.454,-0.4
2011-03-21,73.0,48.708,36.0,4.333,5.5,2.488,-1.8
2011-03-22,71.0,52.833,32.0,22.4,11.6,6.271,-1.6
2011-03-23,97.0,70.917,39.0,32.208,10.9,5.583,0.4
2011-03-24,97.0,73.208,48.0,0.75,9.6,4.346,0.9
2011-03-25,86.0,66.0,38.0,3.917,7.5,3.254,-0.9
2011-03-26,90.0,63.0,31.0,5.542,5.4,1.817,-0.9
2011-03-27,91.0,56.375,36.0,11.875,8.9,4.388,-1.5
2011-03-28,82.0,67.708,46.0,16.083,9.1,4.417,-1.3
2011-03-29,88.0,52.583,23.0,15.917,15.3,6.621,-2.4
2011-03-30,75.0,53.875,27.0,24.833,18.8,11.388,4.5
2011-03-31,90.0,71.958,56.0,14.125,15.0,8.662,0.9
2011-04-01,96.0,53.875,10.0,11.167,16.2,7.171,-2.7
2011-04-02,83.0,55.208,43.0,16.333,10.7,6.938,3.8
2011-04-03,72.0,45.333,32.0,6.208,8.3,3.975,-0.1
2011-04-04,75.0,48.375,24.0,4.0,8.3,2.858,-2.6
2011-04-05,78.0,52.0,28.0,11.417,14.8,5.183,-4.9
2011-04-06,84.0,45.583,14.0,12.292,20.4,8.896,-2.5
2011-04-07,71.0,42.792,17.0,16.167,21.1,11.508,1.7
2011-04-08,79.0,59.958,32.0,16.167,20.3,13.283,7.6
2011-04-09,93.0,89.375,77.0,10.25,10.7,8.133,6.5
2011-04-10,97.0,61.417,30.0,14.625,17.3,10.371,2.3
2011-04-11,89.0,71.167,27.0,21.25,15.8,8.142,3.9
2011-04-12,87.0,46.208,25.0,14.125,10.6,5.692,0.5
2011-04-13,66.0,41.583,20.0,19.75,18.3,10.883,1.2
2011-04-14,59.0,35.542,16.0,34.875,22.5,14.65,7.4
2011-04-15,73.0,43.917,14.0,35.125,25.7,15.088,5.4
2011-04-16,76.0,54.958,36.0,22.667,22.3,11.479,6.3
