date,HUM_max,HUM_mean,HUM_min,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2015-01-27,,,,,8.1,5.922,3.2
2015-01-28,,,,,11.6,6.767,0.7
2015-01-29,,,,,4.5,1.512,-0.7
2015-01-30,,,,,1.9,0.296,-0.7
2015-01-31,,,,,6.0,1.154,-1.8
2015-02-01,,,,,4.8,1.396,-2.3
2015-02-02,,,,,6.4,-0.054,-4.3
2015-02-03,,,,,3.8,-1.042,-5.9
2015-02-04,,,,,7.4,0.892,-5.7
2015-02-05,,,,,8.3,2.692,-2.7
2015-02-06,,,,,3.2,1.758,-1.8
2015-02-07,,,,,4.6,0.071,-3.9
2015-02-08,,,,,5.3,0.062,-4.9
2015-02-09,,,,,9.7,3.746,-2.5
2015-02-10,,,,,5.9,1.871,-2.8
2015-02-11,,,,,7.9,1.521,-2.9
2015-02-12,,,,,11.2,4.067,-4.1
2015-02-13,,,,,14.9,9.288,5.2
2015-02-14,,,,,20.6,15.062,10.7
2015-02-15,,,,,10.4,4.642,-2.5
2015-02-16,,,,,6.8,1.229,-5.2
2015-02-17,,,,,9.9,1.492,-3.9
2015-02-18,,,,,10.6,2.075,-5.7
2015-02-19,,,,,14.6,6.988,-2.3
2015-02-20,,,,,12.2,6.95,2.6
2015-02-21,,,,,12.2,7.896,0.8
2015-02-22,,,,,7.2,3.662,0.1
2015-02-23,,,,,10.3,5.292,1.7
2015-02-24,,,,,6.3,3.221,-0.7
2015-02-25,,,,,5.4,0.292,-4.5
2015-02-26,,,,,8.4,2.167,-2.8
2015-02-27,,,,,7.6,3.962,-0.9
2015-02-28,,,,,6.8,4.938,3.3
2015-03-01,,,,,6.3,1.6,-2.9
2015-03-02,,,,,7.5,1.067,-5.1
2015-03-03,,,,,13.5,5.558,-2.2
2015-03-04,,,,,7.5,2.379,-2.1
2015-03-05,,,,,8.0,3.975,-2.8
2015-03-06,,,,,14.9,8.583,5.4
2015-03-07,,,,,17.7,12.842,9.5
2015-03-08,,,,,19.6,12.596,8.7
2015-03-09,,,,,12.4,4.579,1.3
2015-03-10,,,,,5.1,2.867,-0.9
2015-03-11,,,,,5.1,1.212,-2.1
2015-03-12,,,,,5.9,1.888,-2.8
2015-03-13,,,,,8.4,4.792,-0.3
2015-03-14,,,,,5.9,4.542,3.8
2015-03-15,,,,,9.8,5.362,-0.3
2015-03-16,,,,,12.9,7.162,-0.9
2015-03-17,,,,,17.5,10.246,2.7
2015-03-18,,,,,19.1,10.938,1.6
2015-03-19,,,,,19.1,12.917,8.4
2015-03-20,,,,,14.0,9.371,2.6
2015-03-21,,,,,7.4,3.838,-1.0
2015-03-22,,,,,13.9,7.371,-0.1
2015-03-23,,,,,12.8,8.775,4.2
2015-03-24,,,,,8.4,4.323,-1.6
2015-03-25,,,,,10.4,3.525,-3.4
2015-03-26,,,,,9.8,4.067,-2.5
2015-03-27,,,,,13.0,5.829,-1.9
2015-03-28,,,,,12.6,7.079,2.3
2015-03-29,,,,,13.4,6.875,-0.4
2015-03-30,,,,,18.3,11.125,4.4
2015-03-31,,,,,15.8,8.971,2.6
2016-01-01,99.0,75.208,45.0,4.875,10.7,5.783,2.4
2016-01-02,97.0,80.208,55.0,10.208,12.2,6.271,2.3
2016-01-03,99.0,72.792,43.0,17.208,9.6,4.279,-1.4
2016-01-04,99.0,91.583,64.0,12.0,9.7,2.212,-2.1
2016-01-05,98.0,64.125,41.0,5.042,6.3,2.988,0.5
2016-01-06,94.0,72.625,51.0,3.542,5.9,0.162,-4.3
2016-01-07,99.0,78.208,41.0,3.917,9.7,1.829,-4.8
2016-01-08,99.0,86.583,69.0,10.792,7.8,4.083,-1.5
2016-01-09,99.0,87.375,64.0,4.042,8.4,5.808,3.3
2016-01-10,96.0,68.75,32.0,6.417,12.0,5.171,-0.7
2016-01-11,99.0,75.917,56.0,1.75,3.8,1.138,-2.5
2016-01-12,99.0,85.292,57.0,1.375,5.6,0.167,-4.1
2016-01-13,99.0,87.5,68.0,4.333,3.2,0.046,-3.6
2016-01-14,95.0,70.542,46.0,2.875,3.0,-1.275,-4.2
2016-01-15,87.0,66.167,46.0,2.458,0.9,-2.188,-4.9
2016-01-16,92.0,63.042,39.0,1.458,5.9,2.075,-3.0
2016-01-17,91.0,65.083,40.0,2.458,7.1,2.075,-2.4
2016-01-18,95.0,69.25,34.0,2.708,8.5,2.608,-3.2
2016-01-19,89.0,64.0,41.0,13.167,7.1,3.125,-1.3
2016-01-20,99.0,86.375,54.0,12.708,4.7,0.842,-3.6
2016-01-21,99.0,88.292,52.0,5.083,6.6,1.638,-2.7
2016-01-22,99.0,73.458,39.0,6.542,10.3,3.467,-3.1
2016-01-23,92.0,63.958,46.0,5.125,4.7,1.088,-3.9
2016-01-24,93.0,64.0,32.0,2.957,4.5,-0.633,-4.8
2016-01-25,95.0,73.583,43.0,3.792,6.0,-0.846,-5.7
2016-01-26,98.0,76.375,42.0,3.583,9.2,0.762,-5.6
2016-01-27,96.0,58.417,27.0,6.0,13.0,6.346,-3.3
2016-01-28,92.0,64.75,37.0,6.917,9.1,3.075,-2.1
2016-01-29,94.0,79.75,54.0,7.458,8.4,3.988,-0.9
2016-01-30,99.0,78.667,47.0,9.583,13.2,5.638,1.2
2016-01-31,96.0,55.792,36.0,4.25,7.4,2.617,-0.4
2016-02-01,88.0,63.75,43.0,4.625,10.1,3.342,-3.3
2016-02-02,94.0,64.458,36.0,2.708,4.9,0.65,-2.8
