date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,197.625,5.792,20.958,15.625,29.125,13.5,6.667,218.583
2011-01-02,188.5,3.417,12.083,6.875,12.0,5.125,3.708,200.583
2011-01-03,184.458,2.25,5.458,2.792,4.875,2.083,2.542,189.917
2011-01-04,185.083,3.565,8.833,7.375,14.042,6.667,5.292,193.917
2011-01-05,189.524,2.478,5.238,3.217,6.478,3.261,5.042,194.762
2011-01-06,191.708,3.542,28.75,9.0,17.292,8.292,3.292,220.458
2011-01-07,192.167,2.375,4.75,3.565,5.87,2.304,1.875,196.917
2011-01-08,194.75,2.958,7.458,6.417,9.75,3.333,3.75,202.208
2011-01-09,197.958,4.458,13.375,12.583,23.333,10.75,3.333,211.333
2011-01-10,190.75,3.458,9.708,9.542,16.208,6.667,3.792,200.458
2011-01-11,189.75,3.696,8.0,9.167,17.708,8.542,2.0,197.75
2011-01-12,189.13,3.75,24.783,9.375,17.292,7.917,1.042,213.913
2011-01-13,189.5,5.917,16.583,15.75,38.875,23.125,3.292,206.083
2011-01-14,189.667,3.333,7.667,4.696,8.0,3.304,4.875,197.333
2011-01-15,190.542,3.917,9.833,7.417,11.958,4.542,4.167,200.375
2011-01-16,188.565,3.727,7.783,7.0,10.5,3.5,3.043,196.348
2011-01-17,189.125,3.375,12.042,8.583,14.167,5.583,6.708,201.167
2011-01-18,190.0,4.696,14.75,16.375,28.25,11.875,7.292,204.75
2011-01-19,190.348,3.708,11.696,11.333,19.708,8.375,12.958,202.043
2011-01-20,186.667,2.875,7.875,6.292,12.583,6.292,6.833,194.542
2011-01-21,185.917,2.792,7.875,7.391,12.783,5.391,5.042,193.792
2011-01-22,185.625,4.833,14.542,11.167,23.167,12.0,2.125,200.167
2011-01-23,185.625,3.667,10.208,8.542,15.125,6.583,3.083,195.833
2011-01-24,186.917,4.125,11.917,9.583,18.875,9.292,3.042,198.833
2011-01-25,189.417,5.87,19.458,15.667,36.125,20.458,5.0,208.875
2011-01-26,190.565,3.375,11.087,7.583,13.792,6.208,4.375,201.652
2011-01-27,193.875,5.042,33.083,11.958,27.125,15.167,4.333,226.958
2011-01-28,191.333,3.417,8.667,5.304,9.217,3.913,6.833,200.0
2011-01-29,192.0,2.958,8.75,5.208,8.292,3.083,8.958,200.75
2011-01-30,190.667,3.25,9.083,6.208,10.0,3.792,1.958,199.75
2011-01-31,191.292,3.542,23.458,7.458,14.167,6.708,2.792,214.75
2011-02-01,189.0,3.565,10.458,8.375,14.125,5.75,3.75,199.458
2011-02-02,189.304,2.667,7.13,3.708,6.083,2.375,4.75,196.435
2011-02-03,192.667,4.042,11.5,10.042,18.667,8.625,3.75,204.167
2011-02-04,194.0,5.5,15.0,12.957,21.522,8.565,5.208,209.0
2011-02-05,193.542,3.792,10.125,8.458,14.292,5.833,4.333,203.667
2011-02-06,190.476,4.217,11.81,12.565,19.478,6.913,6.917,202.286
2011-02-07,188.542,5.25,16.542,16.083,32.833,16.75,5.125,205.083
2011-02-08,188.625,3.043,9.167,5.375,9.5,4.125,2.583,197.792
2011-02-09,189.739,2.708,7.348,5.167,8.583,3.417,1.125,197.087
2011-02-10,190.625,3.792,10.25,10.333,20.167,9.833,6.792,200.875
2011-02-11,190.5,3.292,9.958,7.0,11.174,4.174,4.5,200.458
2011-02-12,192.042,2.875,13.375,5.625,8.667,3.042,6.167,205.417
2011-02-13,190.783,3.182,13.652,8.957,15.478,6.522,3.75,204.435
2011-02-14,190.208,4.167,14.958,13.0,22.583,9.583,4.167,205.167
2011-02-15,191.375,4.087,11.625,9.75,17.917,8.167,8.136,203.0
2011-02-16,188.739,4.125,11.522,10.375,18.667,8.292,5.542,200.261
2011-02-17,188.292,4.25,12.458,14.042,25.667,11.625,4.458,200.75
2011-02-18,188.958,2.917,8.125,4.478,7.13,2.652,5.375,197.083
2011-02-19,190.958,2.917,9.208,4.292,6.542,2.25,2.458,200.167
2011-02-20,192.125,4.125,24.75,11.833,18.958,7.125,2.208,216.875
2011-02-21,191.917,4.333,15.208,12.625,21.667,9.042,10.542,207.125
2011-02-22,190.542,4.217,11.375,12.0,21.125,9.125,14.208,201.917
2011-02-23,186.5,5.375,17.273,17.167,32.958,15.792,11.25,203.773
2011-02-24,189.333,4.042,9.875,8.417,13.167,4.75,18.833,199.208
2011-02-25,188.083,3.75,10.375,9.217,16.609,7.391,8.375,198.458
2011-02-26,189.958,3.25,9.875,5.833,9.458,3.625,1.917,199.833
2011-02-27,189.667,2.375,5.875,3.083,4.542,1.458,5.042,195.542
2011-02-28,191.958,3.625,9.292,11.167,20.667,9.5,3.167,201.25
2011-03-01,188.87,5.333,16.435,18.75,40.833,22.083,5.208,205.304
2011-03-02,192.217,5.348,19.043,16.652,39.043,22.391,3.292,211.261
2011-03-03,190.292,3.958,9.708,9.565,16.957,7.391,8.833,200.0
2011-03-04,191.583,3.208,8.208,7.417,13.0,5.583,6.042,199.792
2011-03-05,188.333,5.625,17.25,18.375,33.833,15.458,3.5,205.583
2011-03-06,187.083,5.375,20.208,18.542,38.625,20.083,6.833,207.292
2011-03-07,188.333,4.13,11.625,7.208,11.0,3.792,15.958,199.958
2011-03-08,188.826,3.792,12.174,11.25,21.917,10.667,6.958,201.0
2011-03-09,188.792,4.25,12.625,12.667,25.583,12.917,3.25,201.417
2011-03-10,188.208,3.417,9.042,7.217,13.391,6.174,2.583,197.25
2011-03-11,187.917,3.875,12.708,9.458,17.042,7.583,6.708,200.625
2011-03-12,187.292,2.958,9.208,5.625,8.417,2.792,3.083,196.5
2011-03-13,189.333,4.417,12.208,12.583,23.333,10.75,1.792,201.542
2011-03-14,190.636,4.136,12.864,13.043,23.348,10.304,1.217,203.5
2011-03-15,191.739,3.875,8.957,10.333,17.083,6.75,7.0,200.696
2011-03-16,191.583,4.696,10.083,15.292,26.958,11.667,9.792,201.667
2011-03-17,192.25,5.708,21.917,26.087,43.043,16.957,19.208,214.167
2011-03-18,185.583,4.917,10.333,14.625,24.292,9.667,18.375,195.917
2011-03-19,185.75,2.625,3.792,3.875,5.833,1.958,7.375,189.542
2011-03-20,185.792,2.958,7.875,7.833,12.875,5.042,5.375,193.667
2011-03-21,186.5,2.652,2.792,4.208,6.333,2.125,7.458,189.292
2011-03-22,189.565,4.208,11.87,14.625,24.708,10.083,14.0,201.435
2011-03-23,187.917,4.625,18.042,13.083,22.792,9.708,25.625,205.958
2011-03-24,183.0,3.792,7.583,9.652,18.13,8.478,2.0,190.583
2011-03-25,185.333,2.792,5.5,3.958,5.833,1.875,2.125,190.833
2011-03-26,188.667,3.25,5.75,6.542,11.208,4.667,5.042,194.417
2011-03-27,190.208,3.542,8.333,10.042,14.667,4.625,10.792,198.542
2011-03-28,190.083,3.826,9.333,11.25,17.583,6.333,14.542,199.417
2011-03-29,190.609,3.5,10.304,11.042,15.583,4.542,15.125,200.913
2011-03-30,190.625,4.5,23.5,21.542,33.167,11.625,15.458,214.125
2011-03-31,182.667,2.792,17.583,6.913,10.304,3.391,9.667,200.25
2011-04-01,186.167,3.125,9.625,9.083,15.042,5.958,7.542,195.792
2011-04-02,186.625,3.0,9.583,7.435,12.261,4.826,13.542,196.208
2011-04-03,186.667,2.708,6.333,5.25,9.458,4.208,4.875,193.0
