date,SO2_mean
2011-01-01,2.375
2011-01-02,2.0
2011-01-03,2.167
2011-01-04,2.875
2011-01-05,2.0
2011-01-06,2.13
2011-01-07,2.042
2011-01-08,2.333
2011-01-09,3.458
2011-01-10,2.25
2011-01-11,2.167
2011-01-12,2.167
2011-01-13,2.917
2011-01-14,2.708
2011-01-15,2.917
2011-01-16,2.042
2011-01-17,2.0
2011-01-18,2.957
2011-01-19,4.167
2011-01-20,2.292
2011-01-21,2.208
2011-01-22,1.458
2011-01-23,2.125
2011-01-24,2.0
2011-01-25,3.125
2011-01-26,2.0
2011-01-27,3.375
2011-01-28,2.708
2011-01-29,2.042
2011-01-30,2.167
2011-01-31,2.167
2011-02-01,2.542
2011-02-02,2.042
2011-02-03,2.348
2011-02-04,3.208
2011-02-05,3.375
2011-02-06,2.75
2011-02-07,2.0
2011-02-08,2.292
2011-02-09,2.0
2011-02-10,2.917
2011-02-11,2.0
2011-02-12,2.125
2011-02-13,2.458
2011-02-14,2.792
2011-02-15,3.0
2011-02-16,2.208
2011-02-17,2.708
2011-02-18,2.0
2011-02-19,2.042
2011-02-20,3.167
2011-02-21,3.833
2011-02-22,5.542
2011-02-23,2.5
2011-02-24,5.167
2011-02-25,2.292
2011-02-26,1.833
2011-02-27,2.0
2011-02-28,2.5
2011-03-01,3.292
2011-03-02,2.208
2011-03-03,2.25
2011-03-04,3.042
2011-03-05,2.0
2011-04-01,2.5
2011-04-02,2.667
2011-04-03,2.292
2011-04-04,2.0
2011-04-05,2.75
2011-04-06,3.458
2011-04-07,3.826
2011-04-08,2.958
2011-04-09,2.125
2011-04-10,2.0
2011-04-13,3.208
2011-04-14,3.542
2011-04-15,3.708
2011-04-16,2.417
2011-04-17,2.042
2011-04-18,2.083
2011-04-19,1.333
2011-04-20,1.292
2011-04-21,1.5
2011-04-22,1.652
2011-04-23,1.125
2011-04-24,1.625
2011-04-25,1.667
2011-04-27,2.375
2011-04-28,1.75
2011-04-29,1.958
2011-04-30,2.042
2011-05-01,2.292
2011-05-02,2.208
2011-05-03,2.0
2011-05-04,1.5
2011-05-05,1.5
2011-05-06,1.5
2011-05-07,1.0
2011-05-08,2.125
2011-05-09,2.565
2011-05-10,2.292
2011-05-11,1.5
2011-05-12,1.125
2011-05-13,1.708
2011-05-14,2.625
2011-05-15,4.0
2011-05-16,2.917
2011-05-17,2.292
2011-05-18,2.458
2011-05-19,3.375
2011-05-20,4.217
2011-05-21,3.542
2011-05-22,1.917
2011-05-23,1.458
2011-05-24,1.292
2011-05-25,1.625
2011-05-26,1.5
2011-05-27,1.583
2011-05-28,1.125
2011-05-29,1.0
2011-05-30,1.0
2011-05-31,1.167
2011-06-01,1.042
2011-06-02,1.083
2011-06-03,1.435
2011-06-04,2.0
2011-06-05,2.167
2011-06-06,2.042
2011-06-07,2.625
2011-06-08,1.833
2011-06-09,1.833
2011-06-10,2.083
2011-06-11,1.708
2011-06-12,1.958
2011-06-13,1.417
2011-06-14,1.0
2011-06-15,1.583
2011-06-16,1.375
2011-06-17,1.083
2011-06-18,1.0
2011-06-19,1.208
2011-06-20,1.583
2011-06-21,1.609
2011-06-22,2.292
2011-06-23,2.208
2011-06-24,2.542
2011-06-25,1.833
2011-06-26,1.0
2011-06-27,1.042
2011-06-28,1.125
2011-06-29,2.211
2011-06-30,2.818
2011-07-01,2.333
2011-07-02,1.917
2011-07-03,1.833
2011-07-04,2.917
2011-07-05,2.833
2011-07-06,3.5
2011-07-07,2.87
2011-07-08,1.958
2011-07-09,2.667
2011-07-10,2.625
2011-07-11,2.708
2011-07-12,4.208
2011-07-13,4.0
2011-07-14,3.25
2011-07-15,3.125
2011-07-16,4.125
2011-07-17,3.917
2011-07-18,3.083
2011-07-19,1.792
2011-07-20,1.875
2011-07-21,2.125
2011-07-22,2.348
2011-07-23,1.542
2011-07-24,2.0
2011-07-25,2.208
2011-07-26,2.375
2011-07-27,2.0
2011-07-28,1.458
2011-07-29,1.375
2011-07-30,1.375
2011-07-31,1.25
2011-08-01,1.625
2011-08-02,1.708
2011-08-03,1.417
2011-08-04,1.208
2011-08-05,1.625
2011-08-06,1.667
2011-08-07,1.875
2011-08-08,1.917
2011-08-09,2.174
2011-08-10,2.292
2011-08-11,3.167
2011-08-12,3.417
2011-08-13,2.542
2011-08-14,2.292
2011-08-15,2.417
2011-08-16,2.292
2011-08-17,3.25
2011-08-18,2.542
2011-08-19,1.917
2011-08-20,1.833
2011-08-21,1.25
2011-08-22,1.083
2011-08-23,1.458
2011-08-24,1.682
2011-08-25,1.333
2011-08-26,1.625
2011-08-27,1.458
2011-08-28,1.75
2011-08-29,2.0
2011-08-30,2.042
2011-08-31,1.625
2011-09-01,1.167
2011-09-02,1.25
2011-09-03,1.0
2011-09-04,1.708
2011-09-05,1.625
2011-09-06,2.458
2011-09-07,2.391
2011-09-08,2.667
2011-09-09,2.625
2011-09-10,2.375
2011-09-11,2.167
2011-09-12,2.375
2011-09-13,2.75
2011-09-14,3.042
2011-09-15,2.417
2011-09-16,2.25
2011-09-17,2.208
2011-09-18,2.625
2011-09-19,2.333
2011-09-20,1.375
2011-09-21,1.217
2011-09-22,1.583
2011-09-23,1.458
2011-09-24,2.0
2011-09-25,1.417
2011-09-26,1.458
2011-09-27,1.917
2011-09-28,1.833
2011-09-29,1.625
2011-09-30,1.875
2011-10-01,3.042
2011-10-02,2.5
2011-10-03,2.417
2011-10-04,2.417
2011-10-05,1.0
2011-10-06,1.25
2011-10-07,2.0
2011-10-08,2.375
2011-10-09,2.0
2011-10-10,1.0
2011-10-11,1.625
2011-10-12,1.625
2011-10-13,1.458
2011-10-14,1.792
2011-10-15,1.042
2011-10-16,1.542
2011-10-17,2.167
2011-10-18,2.333
2011-10-19,1.667
2011-10-20,1.826
2011-10-21,1.417
2011-10-22,1.0
2011-10-23,1.125
2011-10-24,1.125
2011-10-25,1.5
2011-10-26,2.0
2011-10-27,1.958
2011-10-28,1.375
2011-10-29,1.75
2011-10-30,1.333
2011-10-31,1.333
2011-11-01,2.167
2011-11-02,1.583
2011-11-03,1.083
2011-11-04,1.727
2011-11-05,1.458
2011-11-06,1.25
2011-11-07,1.583
2011-11-08,2.25
2011-11-09,1.542
2011-11-10,1.458
2011-11-11,1.0
2011-11-12,1.333
2011-11-13,1.292
2011-11-14,2.333
2011-11-15,1.5
2011-11-16,1.583
2011-11-17,1.958
2011-11-18,1.042
2011-11-19,0.833
2011-11-20,1.375
2011-11-21,1.739
2011-11-22,1.958
2011-11-23,2.125
2011-11-24,1.708
2011-11-25,1.958
2011-11-26,2.167
2011-11-27,2.458
2011-11-28,2.417
2011-11-29,2.625
2011-11-30,2.292
2011-12-01,1.625
2011-12-02,1.75
2011-12-03,1.292
2011-12-04,1.708
2011-12-05,2.0
2011-12-06,2.042
2011-12-07,2.304
2011-12-08,2.0
2011-12-09,1.458
2011-12-10,1.75
2011-12-11,2.125
2011-12-12,1.875
2011-12-13,2.0
2011-12-14,2.25
2011-12-15,2.208
2011-12-16,1.958
2011-12-17,1.625
2011-12-18,1.667
2011-12-19,2.0
2011-12-20,2.261
2011-12-21,2.458
2011-12-22,2.875
2011-12-23,2.0
2011-12-24,2.333
2011-12-25,2.083
2011-12-26,2.0
2011-12-27,2.0
2011-12-28,2.042
2011-12-29,2.875
