date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2015-01-01,205.45833333333334,4.0,98.0,81.95833333333333,53.0,5.041666666666667,3.0,3.8333333333333335,0.8333333333333334,12.833333333333334,0.5416666666666666,104.0,66.29166666666667,33.0,210.5
2015-01-02,203.66666666666666,4.041666666666667,84.0,72.41666666666667,57.0,4.833333333333333,3.0833333333333335,3.625,0.5416666666666666,22.166666666666668,1.5,137.0,97.58333333333333,65.0,208.5
2015-01-03,201.83333333333334,4.125,96.0,84.75,72.0,5.333333333333333,3.5833333333333335,4.333333333333333,0.75,23.083333333333332,1.1666666666666667,150.0,107.91666666666667,82.0,207.16666666666666
2015-01-04,206.0,5.291666666666667,97.0,84.625,68.0,11.708333333333334,9.0,24.071428571428573,15.071428571428571,43.416666666666664,1.625,143.0,99.58333333333333,70.0,217.70833333333334
2015-01-05,206.16666666666666,4.916666666666667,95.0,84.91666666666667,65.0,13.916666666666666,,,,31.083333333333332,1.6666666666666667,105.0,77.29166666666667,62.0,220.08333333333334
2015-01-06,204.0909090909091,4.583333333333333,96.0,81.75,56.0,12.136363636363637,,,,15.954545454545455,1.0,119.0,76.125,49.0,216.22727272727272
2015-01-07,202.8695652173913,4.125,98.0,96.66666666666667,89.0,13.695652173913043,,,,10.625,0.875,63.0,52.208333333333336,31.0,216.56521739130434
2015-01-08,202.25,4.041666666666667,94.0,81.20833333333333,72.0,12.958333333333334,,,,12.041666666666666,0.7083333333333334,81.0,50.458333333333336,27.0,215.20833333333334
2015-01-09,202.95833333333334,3.6666666666666665,93.0,71.625,46.0,8.916666666666666,,,,9.208333333333334,1.4583333333333333,93.0,56.25,30.0,211.875
2015-01-10,202.0,3.7916666666666665,83.0,69.5,54.0,6.958333333333333,,,,13.25,0.4166666666666667,90.0,65.54166666666667,38.0,208.95833333333334
2015-01-11,202.75,4.125,98.0,82.45833333333333,58.0,6.916666666666667,,,,16.833333333333332,0.4166666666666667,100.0,63.375,44.0,209.66666666666666
2015-01-12,201.29166666666666,3.8333333333333335,98.0,97.58333333333333,96.0,10.125,,,,4.833333333333333,0.20833333333333334,44.0,29.5,18.0,211.41666666666666
2015-01-13,202.66666666666666,3.5217391304347827,98.0,87.875,68.0,10.416666666666666,,,,7.916666666666667,0.6521739130434783,73.0,34.625,12.0,213.08333333333334
