date,PM25_mean
2014-01-01,5.458
2014-01-02,6.042
2014-01-03,4.042
2014-01-04,8.625
2014-01-05,17.625
2014-01-06,14.409
2014-01-07,6.083
2014-01-08,12.208
2014-01-09,10.5
2014-01-10,11.375
2014-01-11,13.667
2014-01-12,7.167
2014-01-13,7.25
2014-01-14,13.875
2014-01-15,11.25
2014-01-16,24.792
2014-01-17,19.25
2014-01-18,8.625
2014-01-19,20.826
2014-01-20,21.667
2014-01-21,19.917
2014-01-22,12.25
2014-01-23,9.875
2014-01-24,13.542
2014-01-25,17.167
2014-01-26,17.708
2014-01-27,13.333
2014-01-28,6.833
2014-01-29,6.833
2014-01-30,8.125
2014-01-31,11.875
2014-02-01,5.042
2014-02-02,5.875
2014-02-03,6.522
2014-02-04,9.0
2014-02-05,6.792
2014-02-06,8.5
2014-02-07,16.333
2014-02-08,10.5
2014-02-09,5.75
2014-02-10,18.375
2014-02-11,25.958
2014-02-12,19.125
2014-02-13,6.5
2014-02-14,13.75
2014-02-15,30.625
2014-02-16,11.667
2014-02-17,11.696
2014-02-18,2.542
2014-02-19,8.292
2014-02-20,6.75
2014-02-21,8.083
2014-02-22,3.917
2014-02-23,30.875
2014-02-24,28.292
2014-02-25,20.625
2014-02-26,17.5
2014-02-27,13.0
2014-02-28,12.917
2014-03-01,12.042
2014-03-02,17.792
2014-03-03,17.0
2014-03-04,10.0
2014-03-05,15.958
2014-03-06,10.5
2014-03-07,13.292
2014-03-08,8.042
2014-03-09,9.542
2014-03-10,10.625
2014-03-11,9.083
2014-03-12,12.167
2014-03-13,18.208
2014-03-14,17.167
2014-03-15,17.5
2014-03-16,18.208
2014-03-17,25.87
2014-03-18,25.417
2014-03-19,11.375
2014-03-20,17.0
2014-03-21,15.042
2014-03-22,30.792
2014-03-23,11.333
2014-03-24,9.333
2014-03-25,10.125
2014-03-26,13.292
2014-03-27,14.417
2014-03-28,13.583
2014-03-29,14.625
2014-03-30,27.917
2014-03-31,36.0
2014-04-01,10.5
2014-04-02,14.458
2014-04-03,17.783
2014-04-04,9.042
2014-04-05,9.208
2014-04-06,8.833
2014-04-07,15.5
2014-04-08,26.708
2014-04-09,37.792
2014-04-10,24.333
2014-04-11,12.417
2014-04-12,14.25
2014-04-13,14.708
2014-04-14,15.292
2014-04-15,18.208
2014-04-16,44.208
2014-04-17,34.174
2014-04-18,29.958
2014-04-19,11.25
2014-04-20,7.667
2014-04-21,14.5
2014-04-22,22.417
2014-04-23,19.75
2014-04-24,15.417
2014-04-25,16.75
2014-04-26,18.875
2014-04-27,18.042
2014-04-28,11.667
2014-04-29,4.208
2014-04-30,7.208
2014-05-01,7.5
2014-05-02,17.783
2014-05-03,24.833
2014-05-04,10.958
2014-05-05,12.125
2014-05-06,15.5
2014-05-07,12.792
2014-05-08,18.667
2014-05-09,15.667
2014-05-10,14.417
2014-05-11,15.333
2014-05-12,10.208
2014-05-13,24.833
2014-05-14,27.125
2014-05-15,14.87
2014-05-16,20.667
2014-05-17,12.542
2014-05-18,8.167
2014-05-19,18.417
2014-05-20,26.708
2014-05-21,13.75
2014-05-22,18.958
2014-05-23,7.875
2014-05-24,16.583
2014-05-25,27.083
2014-05-26,11.083
2014-05-27,17.292
2014-05-28,32.083
2014-05-29,39.375
2014-05-30,42.875
2014-05-31,41.042
2014-06-01,32.917
2014-06-02,31.875
2014-06-03,14.652
2014-06-04,15.958
2014-06-05,15.958
2014-06-06,11.583
2014-06-07,12.292
2014-06-08,5.875
2014-06-09,8.958
