date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.292,2.5,85.0,71.667,50.0,6.167,6.958,7.583,0.625,2.917,6.625,95.0,48.167,10.0,197.458
2011-01-02,190.542,2.458,90.0,82.208,71.0,4.667,5.333,5.417,0.083,1.542,8.0,65.0,37.083,15.0,195.208
2011-01-03,189.826,2.583,89.0,84.375,77.0,5.435,6.625,7.125,0.5,2.0,7.458,59.0,29.375,6.0,195.261
2011-01-04,190.583,3.0,93.0,87.583,83.0,4.875,7.304,7.957,0.652,2.875,7.5,50.0,23.5,8.0,195.458
2011-01-05,193.5,3.043,88.0,81.083,71.0,7.958,12.708,14.25,1.542,2.5,10.75,46.0,22.083,6.0,201.458
2011-01-06,193.292,3.0,91.0,88.5,84.0,12.958,17.75,21.125,3.375,3.333,12.458,29.0,18.167,11.0,206.25
2011-01-07,194.5,2.583,92.0,88.917,86.0,7.333,10.125,11.042,0.917,1.708,9.833,38.0,20.208,9.0,201.833
2011-01-08,194.333,2.542,93.0,84.875,64.0,8.208,8.208,9.042,0.833,2.292,7.708,62.0,22.75,0.0,202.542
2011-01-09,193.042,3.292,92.0,87.125,83.0,9.458,12.792,14.458,1.667,2.958,12.375,50.0,26.667,9.0,202.5
2011-01-10,192.25,3.458,96.0,93.167,89.0,10.0,13.167,15.625,2.458,3.25,16.875,82.0,42.917,13.0,202.25
2011-01-11,191.792,3.0,97.0,91.833,89.0,6.542,9.391,10.435,1.043,2.739,13.75,50.0,30.75,5.0,198.333
2011-01-12,192.667,2.5,92.0,73.292,54.0,7.167,11.208,12.417,1.208,3.208,6.833,43.0,20.083,-4.0,199.833
2011-01-13,191.478,3.542,90.0,85.0,70.0,10.87,14.625,17.042,2.417,3.5,13.833,52.0,30.125,10.0,202.348
2011-01-14,193.455,3.375,91.0,87.167,78.0,7.955,9.417,10.083,0.667,3.083,11.333,54.0,25.792,9.0,201.409
2011-01-15,194.375,3.417,91.0,89.75,87.0,9.708,7.875,8.458,0.583,2.75,18.875,44.0,25.333,15.0,204.083
2011-01-16,193.25,3.391,85.0,70.833,60.0,10.417,13.261,15.435,2.174,2.913,16.522,49.0,27.958,15.0,203.667
2011-01-17,192.167,3.0,85.0,74.042,57.0,10.5,13.042,16.375,3.333,3.042,14.125,66.0,28.333,0.0,202.667
2011-01-18,191.542,3.042,87.0,72.375,39.0,16.125,16.478,21.957,5.478,4.875,14.25,104.0,37.958,-9.0,207.667
2011-01-19,191.208,3.783,85.0,78.833,63.0,26.125,21.208,29.083,7.875,4.958,17.958,74.0,38.375,3.0,217.333
2011-01-20,189.25,3.292,91.0,89.125,86.0,13.333,18.458,22.458,4.0,2.958,14.375,86.0,58.458,39.0,202.583
2011-01-21,189.292,3.042,91.0,86.958,80.0,11.0,13.0,15.792,2.792,3.042,13.125,91.0,64.083,46.0,200.292
2011-01-22,187.583,2.333,90.0,83.292,66.0,7.792,6.792,7.542,0.75,2.833,8.833,105.0,59.208,28.0,195.375
2011-01-23,189.958,2.417,88.0,79.625,68.0,5.875,5.542,6.25,0.708,2.042,4.542,59.0,35.125,5.0,195.833
2011-01-24,192.087,2.417,85.0,71.792,59.0,5.826,8.304,9.522,1.217,2.375,6.167,39.0,12.792,-3.0,197.913
2011-01-25,192.625,2.917,94.0,92.625,86.0,5.542,9.417,10.625,1.208,2.875,6.208,14.0,4.833,0.0,198.167
2011-01-26,194.792,3.125,95.0,93.875,93.0,8.583,14.083,16.25,2.167,3.25,7.5,6.0,-0.208,-10.0,203.375
2011-01-27,195.292,4.167,94.0,93.25,92.0,13.083,20.5,23.625,3.125,4.125,16.125,27.0,11.167,5.0,208.375
2011-01-28,194.708,2.792,93.0,85.917,75.0,6.542,9.208,10.375,1.167,3.125,10.042,26.0,8.875,-10.0,201.25
2011-01-29,195.75,2.208,86.0,78.083,65.0,5.292,5.5,6.167,0.667,2.167,6.292,25.0,0.792,-19.0,201.042
2011-01-30,194.75,2.875,89.0,85.375,78.0,7.25,11.375,12.833,1.458,2.417,7.667,22.0,4.875,-5.0,202.0
2011-01-31,194.958,3.333,93.0,90.75,89.0,10.583,15.917,18.458,2.542,3.565,9.833,28.0,5.708,-11.0,205.542
2011-02-01,193.167,3.042,96.0,85.75,69.0,6.25,9.583,10.458,0.875,3.75,10.792,43.0,13.75,-10.0,199.417
2011-02-02,194.417,2.75,94.0,90.75,83.0,5.042,6.25,7.167,0.917,3.167,9.208,-1.0,-12.708,-28.0,199.458
2011-02-03,193.609,3.208,93.0,91.208,88.0,9.217,17.333,19.833,2.5,4.417,9.292,11.0,-5.208,-24.0,202.826
2011-02-04,192.542,3.542,91.0,90.5,89.0,6.958,13.417,15.0,1.583,4.042,17.0,27.0,12.208,2.0,199.5
2011-02-05,193.625,3.917,92.0,84.875,67.0,11.125,15.75,18.042,2.292,4.875,24.792,62.0,26.958,9.0,204.75
2011-02-06,195.917,7.375,90.0,86.333,84.0,30.167,27.417,47.875,20.458,6.167,43.042,46.0,27.542,0.0,226.083
2011-02-07,193.458,7.042,96.0,95.167,92.0,34.5,27.87,61.522,33.652,5.583,30.875,56.0,39.708,26.0,227.958
2011-02-08,189.125,2.125,93.0,82.083,71.0,3.792,5.875,6.625,0.75,2.0,5.833,44.0,12.958,-13.0,192.917
2011-02-09,191.292,2.409,89.0,83.833,78.0,6.917,13.292,14.75,1.458,2.792,7.25,32.0,4.083,-13.0,198.208
2011-02-10,191.667,3.375,89.0,86.708,82.0,10.75,16.583,20.292,3.708,3.583,11.708,30.0,12.583,-3.0,202.417
2011-02-11,191.458,2.833,89.0,83.542,74.0,6.208,8.167,9.042,0.875,2.833,13.833,38.0,14.417,-5.0,197.667
2011-02-12,192.75,3.208,87.0,82.083,73.0,6.833,9.708,10.417,0.708,3.083,13.667,40.0,18.5,-4.0,199.583
2011-02-13,191.478,4.042,88.0,83.0,73.0,14.696,19.625,23.458,3.833,4.5,16.667,41.0,12.083,-6.0,206.174
2011-02-14,190.208,4.917,92.0,90.917,88.0,24.792,27.826,41.0,13.174,5.375,29.875,46.0,29.083,15.0,215.0
2011-02-15,191.235,3.708,93.0,88.75,72.0,12.824,15.042,20.292,5.25,4.042,20.864,45.0,24.542,5.0,204.059
2011-02-16,190.958,2.458,70.0,60.167,44.0,6.667,8.333,10.0,1.667,2.765,7.286,62.0,27.042,-9.0,197.625
2011-02-17,190.958,3.0,95.0,83.958,66.0,7.375,11.333,13.042,1.708,1.818,8.542,25.0,8.5,-4.0,198.333
2011-02-18,193.5,2.833,96.0,85.792,76.0,6.167,8.042,8.667,0.625,2.25,11.667,14.0,-4.375,-21.0,199.667
2011-02-19,194.667,2.792,85.0,78.792,61.0,5.833,7.417,7.875,0.458,3.125,10.792,38.0,0.333,-35.0,200.5
2011-02-20,193.792,3.286,90.0,85.125,77.0,9.542,13.412,14.294,0.882,3.083,11.792,56.0,20.917,-3.0,203.333
2011-02-21,192.833,3.773,87.0,78.625,55.0,15.667,19.545,22.727,3.182,4.174,18.043,78.0,34.333,-12.0,208.5
2011-02-22,193.75,4.667,94.0,80.542,58.0,22.292,21.792,28.167,6.375,4.875,32.0,102.0,49.125,8.0,216.042
2011-02-23,192.292,5.25,94.0,88.375,78.0,19.083,18.625,28.583,9.958,3.083,28.333,96.0,74.0,47.0,211.375
2011-02-24,193.375,3.792,86.0,72.455,55.0,10.167,12.417,12.667,0.25,4.542,36.292,89.0,61.818,39.0,203.542
2011-02-25,193.565,3.833,87.0,82.833,77.0,13.217,15.208,16.667,1.458,3.083,26.542,66.0,43.5,15.0,206.783
2011-02-26,193.292,2.708,87.0,80.208,66.0,7.208,6.958,7.292,0.333,2.417,13.042,29.0,18.083,3.0,200.5
2011-02-27,195.167,2.375,79.0,68.125,57.0,5.0,5.833,5.833,0.0,2.087,11.542,29.0,7.833,-5.0,200.167
2011-02-28,196.333,2.833,73.0,59.5,43.0,10.708,15.565,16.261,0.696,3.958,11.917,63.0,18.542,-30.0,207.042
2011-03-01,192.333,3.458,87.0,79.083,66.0,15.167,17.208,19.875,2.667,4.333,20.583,114.0,60.542,16.0,207.5
2011-03-02,192.458,4.042,91.0,87.458,81.0,21.0,19.917,28.125,8.208,3.208,23.667,61.0,51.708,41.0,213.458
2011-03-03,193.583,2.792,90.0,71.958,51.0,5.25,5.875,5.875,0.0,2.667,16.125,108.0,69.625,36.0,198.833
2011-03-04,195.5,3.0,87.0,79.208,65.0,7.917,7.542,7.625,0.083,2.417,23.208,84.0,44.833,3.0,203.417
2011-03-05,193.875,4.458,94.0,92.292,88.0,19.75,19.125,25.167,6.042,2.708,18.917,92.0,74.833,54.0,213.625
2011-03-06,192.957,3.696,96.0,91.542,79.0,13.435,14.652,19.739,5.087,2.5,10.792,144.0,104.417,69.0,206.391
2011-03-07,196.042,4.917,77.0,64.833,50.0,9.75,9.625,9.75,0.125,5.043,31.375,113.0,93.25,60.0,205.792
2011-03-08,196.292,4.875,85.0,73.167,61.0,12.25,13.542,14.958,1.417,4.417,27.208,109.0,72.25,29.0,208.542
2011-03-09,195.5,4.25,84.0,75.625,64.0,12.667,14.75,16.292,1.542,4.208,24.333,96.0,72.292,55.0,208.167
2011-03-10,193.417,2.417,78.0,68.25,56.0,5.0,4.583,4.583,0.0,2.0,10.417,93.0,67.667,56.0,198.417
2011-03-11,193.208,2.167,77.0,65.417,45.0,4.5,4.667,4.667,0.0,2.917,10.375,95.0,47.417,17.0,197.708
2011-03-12,195.375,2.333,81.0,72.667,64.0,4.208,5.458,5.458,0.0,2.208,11.833,54.0,32.667,9.0,199.583
2011-03-13,196.0,2.208,74.0,56.708,41.0,4.167,7.087,7.174,0.087,2.625,9.292,56.0,33.833,16.0,200.167
2011-03-14,195.857,2.75,74.0,58.875,31.0,7.643,12.042,12.208,0.167,4.125,13.75,102.0,47.708,2.0,203.5
2011-03-15,,3.0,85.0,62.875,42.0,,11.042,11.458,0.417,3.583,14.292,83.0,47.833,15.0,
2011-03-16,190.714,2.5,78.0,58.167,36.0,7.429,12.333,12.792,0.458,3.958,15.625,137.0,71.333,-2.0,198.143
2011-03-17,187.583,2.833,92.0,80.708,60.0,8.792,10.042,10.583,0.542,2.167,13.333,123.0,110.5,96.0,196.375
2011-03-18,187.25,2.792,95.0,93.75,92.0,6.083,6.5,7.333,0.833,1.5,8.333,118.0,99.5,77.0,193.333
2011-03-19,190.542,2.375,93.0,73.958,47.0,5.333,6.958,7.542,0.583,2.5,9.375,72.0,41.583,9.0,195.875
2011-03-20,190.625,2.087,81.0,68.5,45.0,6.292,6.913,7.087,0.174,2.667,11.083,92.0,44.0,3.0,196.917
2011-03-21,191.429,2.375,87.0,64.667,39.0,6.333,7.125,7.167,0.042,3.0,12.625,90.0,47.125,16.0,197.762
2011-03-22,192.458,3.667,85.0,69.208,55.0,16.458,19.625,22.333,2.708,5.125,21.042,102.0,67.125,24.0,208.917
2011-03-23,189.708,4.0,94.0,89.792,85.0,15.75,19.583,22.042,2.458,2.625,20.875,92.0,74.208,61.0,205.458
2011-03-24,188.375,2.75,95.0,88.417,74.0,8.792,8.792,9.208,0.417,1.708,6.042,89.0,73.958,44.0,197.167
2011-03-25,191.333,2.375,88.0,80.583,66.0,4.917,4.583,4.583,0.0,1.917,11.75,81.0,44.292,20.0,196.25
2011-03-26,194.083,2.583,90.0,81.417,49.0,6.958,9.25,9.333,0.083,2.25,11.958,78.0,33.792,9.0,201.042
2011-03-27,193.125,2.792,90.0,72.917,40.0,7.375,10.174,10.348,0.174,3.522,18.696,135.0,72.333,11.0,200.5
2011-03-28,191.958,3.458,81.0,73.458,62.0,9.208,12.875,13.042,0.167,4.625,33.25,125.0,81.375,53.0,201.167
2011-03-29,191.583,2.833,84.0,52.083,19.0,7.458,10.292,10.417,0.125,4.375,15.625,194.0,110.458,24.0,199.042
2011-03-30,188.375,3.0,53.0,42.25,32.0,8.667,11.652,11.652,0.0,5.304,17.391,200.0,152.5,96.0,197.042
2011-03-31,191.391,2.542,88.0,76.042,53.0,6.174,6.958,6.958,0.0,2.25,9.75,171.0,91.167,34.0,197.565
2011-04-01,188.167,2.458,80.0,47.875,15.0,7.083,11.417,12.125,0.708,4.583,9.583,193.0,111.833,27.0,195.25
2011-04-02,189.167,2.5,64.0,60.25,55.0,8.292,10.208,10.875,0.667,4.167,15.125,115.0,79.208,43.0,197.458
2011-04-03,188.792,2.0,58.0,45.167,33.0,2.458,3.0,3.0,0.0,2.167,,95.0,61.667,35.0,191.25
2011-04-04,191.273,2.292,71.0,48.375,30.0,6.273,9.087,10.217,1.13,3.458,12.083,103.0,63.333,8.0,197.545
2011-04-05,190.667,2.5,73.0,57.417,44.0,8.333,13.375,14.917,1.542,4.125,14.708,126.0,71.958,8.0,199.0
2011-04-06,190.417,2.667,82.0,48.75,12.0,10.875,12.75,13.333,0.583,4.375,12.375,204.0,117.833,35.0,201.292
