date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,187.79166666666666,94.0,83.375,62.0,9.541666666666666,5.375,57.0,-9.708333333333334,-50.0,197.33333333333334
2011-01-02,185.5,95.0,74.95833333333333,51.0,9.75,6.041666666666667,57.0,5.458333333333333,-37.0,195.25
2011-01-03,184.04166666666666,77.0,49.916666666666664,31.0,6.958333333333333,1.25,48.0,12.291666666666666,-36.0,191.0
2011-01-04,186.72727272727272,83.0,61.625,39.0,8.409090909090908,4.25,56.0,-2.4166666666666665,-46.0,195.13636363636363
2011-01-05,189.20833333333334,75.0,54.875,32.0,6.458333333333333,2.2083333333333335,23.0,-3.7083333333333335,-21.0,195.66666666666666
2011-01-06,190.58333333333334,82.0,64.29166666666667,33.0,6.875,3.625,61.0,3.5,-44.0,197.45833333333334
2011-01-07,191.04166666666666,82.0,58.375,37.0,4.458333333333333,1.6666666666666667,27.0,-0.9166666666666666,-18.0,195.5
2011-01-08,191.58333333333334,80.0,61.083333333333336,37.0,4.041666666666667,1.4583333333333333,42.0,-4.458333333333333,-39.0,195.625
2011-01-09,191.04166666666666,89.0,73.375,46.0,8.083333333333334,5.666666666666667,55.0,-7.25,-57.0,199.125
2011-01-10,189.83333333333334,92.0,68.16666666666667,37.0,7.75,6.5,58.0,5.666666666666667,-31.0,197.58333333333334
2011-01-11,188.8,85.0,68.375,40.0,7.9,6.043478260869565,24.0,-13.125,-33.0,196.7
2011-01-12,189.08333333333334,82.0,58.25,36.0,2.25,3.0416666666666665,14.0,-30.041666666666668,-61.0,191.33333333333334
2011-01-13,186.79166666666666,78.0,59.375,28.0,6.875,3.75,81.0,1.7916666666666667,-60.0,193.66666666666666
2011-01-14,189.95833333333334,69.0,52.5,32.0,4.916666666666667,6.083333333333333,17.0,-10.791666666666666,-40.0,194.875
2011-01-15,189.29166666666666,70.0,56.583333333333336,34.0,4.625,6.708333333333333,42.0,-4.083333333333333,-33.0,193.91666666666666
2011-01-16,188.375,68.0,53.75,37.0,4.0,5.166666666666667,21.0,-3.5416666666666665,-21.0,192.375
2011-01-17,188.0,75.0,59.583333333333336,39.0,3.4583333333333335,5.208333333333333,35.0,-4.458333333333333,-43.0,191.45833333333334
2011-01-18,187.8181818181818,87.0,63.458333333333336,25.0,7.2272727272727275,3.5,74.0,-9.166666666666666,-73.0,195.04545454545453
2011-01-19,188.08333333333334,85.0,65.20833333333333,32.0,7.875,9.708333333333334,79.0,15.833333333333334,-38.0,195.95833333333334
2011-01-20,187.45833333333334,92.0,89.5,75.0,9.333333333333334,9.208333333333334,2.0,-4.0,-7.0,196.79166666666666
2011-01-21,187.04166666666666,94.0,92.625,89.0,11.25,4.0,2.0,-4.125,-13.0,198.29166666666666
2011-01-22,185.125,95.0,92.5,90.0,9.708333333333334,2.3333333333333335,21.0,6.458333333333333,-14.0,194.83333333333334
2011-01-23,186.0,96.0,81.625,62.0,10.869565217391305,2.5,29.0,-0.08333333333333333,-33.0,196.8695652173913
2011-01-24,185.66666666666666,87.0,60.25,41.0,7.583333333333333,3.625,5.0,-26.875,-63.0,193.25
2011-01-25,188.63636363636363,92.0,74.125,39.0,12.409090909090908,4.458333333333333,35.0,-34.916666666666664,-87.0,201.04545454545453
2011-01-26,189.91666666666666,90.0,72.33333333333333,47.0,8.541666666666666,5.375,-11.0,-49.208333333333336,-97.0,198.45833333333334
2011-01-27,191.08333333333334,89.0,74.25,47.0,9.541666666666666,7.166666666666667,6.0,-51.333333333333336,-103.0,200.625
2011-01-28,190.33333333333334,89.0,67.41666666666667,42.0,6.0,6.708333333333333,-12.0,-38.833333333333336,-63.0,196.33333333333334
2011-01-29,189.54166666666666,72.0,52.041666666666664,37.0,4.083333333333333,0.9583333333333334,-1.0,-29.833333333333332,-49.0,193.625
2011-01-30,189.375,86.0,59.791666666666664,31.0,5.375,3.8333333333333335,3.0,-43.625,-91.0,194.75
2011-01-31,190.125,89.0,71.375,32.0,8.25,2.7916666666666665,29.0,-44.75,-111.0,198.375
2011-02-01,187.5,90.0,64.5,33.0,9.1,4.391304347826087,50.0,-25.25,-99.0,196.6
2011-02-02,186.91666666666666,85.0,53.0,23.0,5.958333333333333,3.875,7.0,-32.166666666666664,-86.0,192.875
2011-02-03,190.25,89.0,73.91666666666667,47.0,8.75,5.583333333333333,-1.0,-52.0,-104.0,199.0
2011-02-04,189.33333333333334,91.0,63.125,30.0,9.208333333333334,6.958333333333333,48.0,-18.041666666666668,-106.0,198.54166666666666
2011-02-05,190.91666666666666,88.0,70.875,46.0,5.041666666666667,6.083333333333333,36.0,-6.166666666666667,-46.0,195.95833333333334
2011-02-06,190.0,95.0,84.20833333333333,54.0,10.5,7.916666666666667,72.0,3.8333333333333335,-63.0,200.5
2011-02-07,186.58333333333334,95.0,88.5,69.0,12.75,6.875,61.0,30.958333333333332,-5.0,199.33333333333334
2011-02-08,190.63636363636363,95.0,63.666666666666664,36.0,7.090909090909091,5.416666666666667,25.0,-7.625,-51.0,197.72727272727272
2011-02-09,192.125,92.0,76.91666666666667,60.0,7.458333333333333,4.208333333333333,-1.0,-32.5,-55.0,199.58333333333334
2011-02-10,191.45833333333334,89.0,70.5,44.0,6.708333333333333,2.7916666666666665,36.0,-16.875,-60.0,198.16666666666666
2011-02-11,191.66666666666666,86.0,62.083333333333336,33.0,3.9583333333333335,2.8333333333333335,16.0,-22.666666666666668,-56.0,195.625
2011-02-12,192.45833333333334,88.0,63.041666666666664,34.0,2.9583333333333335,4.333333333333333,9.0,-27.916666666666668,-69.0,195.41666666666666
2011-02-13,193.04761904761904,80.0,62.916666666666664,39.0,10.904761904761905,2.5454545454545454,62.0,1.25,-60.0,203.95238095238096
2011-02-14,191.66666666666666,94.0,76.5,62.0,21.916666666666668,9.333333333333334,51.0,18.958333333333332,-1.0,213.58333333333334
2011-02-15,188.54545454545453,95.0,71.91666666666667,49.0,10.454545454545455,12.25,57.0,12.375,-13.0,199.0
2011-02-16,188.04166666666666,70.0,50.5,35.0,3.4166666666666665,3.9583333333333335,23.0,-11.583333333333334,-36.0,191.45833333333334
2011-02-17,187.83333333333334,92.0,65.08333333333333,30.0,3.7916666666666665,4.666666666666667,33.0,-17.541666666666668,-40.0,191.625
2011-02-18,189.29166666666666,82.0,55.708333333333336,38.0,1.4583333333333333,4.083333333333333,-1.0,-38.0,-79.0,190.75
2011-02-19,190.54166666666666,86.0,62.333333333333336,29.0,5.041666666666667,0.875,26.0,-35.541666666666664,-103.0,195.58333333333334
2011-02-20,190.75,88.0,65.45833333333333,30.0,8.0,3.2083333333333335,65.0,-11.75,-81.0,198.75
2011-02-21,189.95833333333334,90.0,65.45833333333333,35.0,6.875,3.9583333333333335,84.0,10.541666666666666,-60.0,196.83333333333334
2011-02-22,189.6818181818182,77.0,51.083333333333336,18.0,8.545454545454545,17.791666666666668,95.0,25.875,-9.0,198.22727272727272
2011-02-23,186.75,94.0,84.66666666666667,56.0,12.666666666666666,9.791666666666666,76.0,33.416666666666664,3.0,199.41666666666666
2011-02-24,189.0,81.0,59.125,37.0,8.333333333333334,14.708333333333334,81.0,39.625,-8.0,197.33333333333334
2011-02-25,187.79166666666666,93.0,88.83333333333333,80.0,11.166666666666666,5.791666666666667,6.0,-1.375,-11.0,198.95833333333334
2011-02-26,187.125,92.0,76.70833333333333,62.0,8.125,2.9583333333333335,20.0,-7.458333333333333,-26.0,195.25
2011-02-27,189.08333333333334,91.0,67.41666666666667,44.0,4.75,5.958333333333333,7.0,-29.375,-67.0,193.83333333333334
2011-02-28,190.125,85.0,63.375,43.0,7.75,4.375,20.0,-18.5,-62.0,197.875
2011-03-01,187.125,95.0,85.66666666666667,58.0,12.708333333333334,8.541666666666666,86.0,21.333333333333332,-15.0,199.83333333333334
2011-03-02,187.66666666666666,95.0,92.79166666666667,81.0,14.458333333333334,6.875,23.0,-1.6666666666666667,-21.0,202.125
2011-03-03,188.83333333333334,93.0,73.16666666666667,50.0,6.875,3.625,45.0,9.166666666666666,-15.0,195.70833333333334
2011-03-04,189.66666666666666,92.0,68.70833333333333,44.0,7.666666666666667,5.291666666666667,56.0,4.541666666666667,-43.0,197.33333333333334
2011-03-05,187.95,95.0,93.45833333333333,92.0,11.5,6.041666666666667,35.0,10.875,-9.0,199.45
2011-03-06,188.22727272727272,95.0,86.875,57.0,11.090909090909092,1.9583333333333333,141.0,58.666666666666664,11.0,199.3181818181818
2011-03-07,190.79166666666666,93.0,66.25,43.0,8.625,4.541666666666667,95.0,61.541666666666664,31.0,199.41666666666666
2011-03-08,191.95833333333334,86.0,69.91666666666667,46.0,8.458333333333334,9.875,96.0,54.625,27.0,200.41666666666666
2011-03-09,192.29166666666666,94.0,89.875,79.0,8.916666666666666,7.541666666666667,35.0,17.125,2.0,201.20833333333334
2011-03-10,190.125,94.0,90.66666666666667,86.0,7.208333333333333,2.8333333333333335,18.0,4.0,-4.0,197.33333333333334
2011-03-11,189.33333333333334,94.0,81.75,62.0,6.083333333333333,4.125,56.0,19.625,-3.0,195.41666666666666
2011-03-12,189.17391304347825,91.0,79.875,44.0,5.086956521739131,4.541666666666667,44.0,1.0833333333333333,-35.0,194.2608695652174
2011-03-13,189.04545454545453,82.0,58.333333333333336,26.0,3.090909090909091,2.0416666666666665,55.0,10.875,-19.0,192.13636363636363
2011-03-14,190.41666666666666,90.0,66.45833333333333,25.0,3.75,3.375,77.0,8.916666666666666,-39.0,194.16666666666666
2011-03-15,189.79166666666666,93.0,62.5,26.0,4.0,6.208333333333333,60.0,9.875,-33.0,193.79166666666666
2011-03-16,191.33333333333334,79.0,49.958333333333336,24.0,2.7916666666666665,9.458333333333334,97.0,31.5,-17.0,194.125
2011-03-17,189.45833333333334,95.0,88.04166666666667,73.0,9.791666666666666,4.291666666666667,87.0,56.0,11.0,199.25
2011-03-18,185.66666666666666,95.0,90.33333333333333,77.0,11.416666666666666,2.375,114.0,77.5,53.0,197.08333333333334
2011-03-19,186.77272727272728,88.0,52.958333333333336,30.0,4.454545454545454,1.826086956521739,54.0,18.833333333333332,-17.0,191.22727272727272
2011-03-20,187.45454545454547,86.0,53.375,21.0,6.954545454545454,2.875,106.0,26.25,-49.0,194.4090909090909
2011-03-21,188.66666666666666,76.0,51.291666666666664,30.0,5.375,4.958333333333333,59.0,15.0,-24.0,194.04166666666666
2011-03-22,188.58333333333334,87.0,56.291666666666664,13.0,8.625,8.0,142.0,47.25,-50.0,197.20833333333334
