date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,195.958,4.875,90.0,80.0,55.0,10.792,17.792,27.292,9.5,23.042,54.0,-7.833,-44.0,206.75
2011-01-02,194.0,3.5,93.0,73.625,46.0,7.875,10.167,20.417,10.25,17.792,69.0,8.375,-42.0,201.875
2011-01-03,188.348,2.333,76.0,55.0,40.0,2.739,7.458,9.333,1.875,10.5,54.0,22.542,-15.0,191.087
2011-01-04,190.958,3.458,93.0,69.25,43.0,6.458,15.333,20.917,5.583,16.875,48.0,3.833,-29.0,197.417
2011-01-05,191.208,2.5,89.0,66.875,51.0,3.125,6.042,8.208,2.167,12.304,17.0,3.792,-12.0,194.333
2011-01-06,193.167,3.0,73.0,64.667,54.0,5.75,12.958,17.333,4.375,9.5,34.0,16.042,-17.0,198.917
2011-01-07,193.042,2.333,83.0,65.167,50.0,3.542,8.292,10.667,2.375,12.667,35.0,9.833,-18.0,196.583
2011-01-08,195.417,2.458,81.0,64.25,42.0,4.375,11.583,14.417,2.833,11.417,39.0,1.625,-36.0,199.792
2011-01-09,196.25,3.75,86.0,68.458,39.0,10.625,21.708,32.333,10.625,14.792,51.0,4.292,-44.0,206.875
2011-01-10,190.826,3.917,81.0,62.417,48.0,6.261,14.708,19.792,5.083,17.958,47.0,21.375,4.0,197.087
2011-01-11,191.792,3.458,91.0,75.25,51.0,6.083,15.625,25.75,10.125,15.708,19.0,-7.958,-25.0,197.875
2011-01-12,191.045,3.826,75.0,59.083,43.0,6.045,15.773,24.227,8.455,11.833,15.0,-15.458,-39.0,197.091
2011-01-13,189.583,3.792,84.0,70.667,56.0,4.917,20.167,29.167,9.0,15.667,45.0,4.167,-42.0,194.5
2011-01-14,191.542,3.125,83.0,69.208,53.0,3.375,8.917,13.333,4.417,15.583,6.0,-7.25,-18.0,194.917
2011-01-15,190.375,2.333,78.0,60.458,43.0,1.375,4.25,5.875,1.625,17.292,38.0,5.625,-17.0,191.75
2011-01-16,189.333,2.833,60.0,52.25,44.0,2.667,8.083,11.333,3.25,15.583,30.0,12.417,-4.0,192.0
2011-01-17,190.348,3.083,70.0,55.333,39.0,5.087,14.5,22.0,7.5,15.875,47.0,10.792,-18.0,195.435
2011-01-18,192.833,4.667,76.0,54.625,24.0,9.875,22.167,34.375,12.208,19.125,89.0,22.0,-31.0,202.708
2011-01-19,194.208,5.042,81.0,64.708,42.0,11.583,25.625,46.083,20.458,24.708,78.0,24.292,-21.0,205.792
2011-01-20,191.333,4.292,94.0,81.708,65.0,6.708,23.292,34.75,11.458,18.333,20.0,12.292,2.0,198.042
2011-01-21,193.25,4.583,98.0,93.333,88.0,9.042,24.542,44.708,20.167,18.542,18.0,3.625,-6.0,202.292
2011-01-22,201.25,5.792,99.0,96.083,89.0,13.708,29.958,68.542,38.583,19.5,30.0,9.5,-6.0,214.958
2011-01-23,190.625,3.042,98.0,67.708,50.0,3.333,10.75,15.833,5.083,12.625,47.0,15.5,-10.0,193.958
2011-01-24,190.391,2.917,71.0,52.417,35.0,3.783,10.0,13.5,3.5,12.917,21.0,-3.583,-22.0,194.174
2011-01-25,193.25,4.083,86.0,67.458,54.0,7.167,23.5,40.167,16.667,19.375,17.0,-12.458,-46.0,200.417
2011-01-26,193.208,3.042,80.0,69.333,47.0,5.333,14.875,21.917,7.042,13.833,-1.0,-26.125,-54.0,198.542
2011-01-27,193.455,3.217,93.0,83.417,67.0,5.682,21.043,28.609,7.565,19.875,-8.0,-28.542,-43.0,199.136
2011-01-28,191.458,2.458,90.0,75.792,56.0,1.0,8.125,10.458,2.333,14.708,-10.0,-26.583,-41.0,192.458
2011-01-29,191.333,2.333,84.0,69.833,48.0,1.042,7.167,9.25,2.083,10.458,5.0,-23.0,-40.0,192.375
2011-01-30,192.667,3.292,92.0,68.292,45.0,4.375,16.542,23.208,6.667,13.708,6.0,-24.208,-54.0,197.042
2011-01-31,193.261,3.583,89.0,79.042,63.0,7.304,21.042,29.958,8.917,14.167,2.0,-27.625,-52.0,200.565
2011-02-01,191.833,3.542,87.0,66.0,34.0,7.333,21.292,34.167,12.875,16.958,40.0,-23.625,-78.0,199.167
2011-02-02,188.625,3.0,85.0,52.833,24.0,3.208,11.083,16.833,5.75,13.417,17.0,-11.75,-45.0,191.833
2011-02-03,191.792,3.5,87.0,70.0,45.0,6.917,17.042,25.542,8.5,14.167,8.0,-20.625,-58.0,198.708
2011-02-04,192.542,3.875,91.0,73.708,55.0,6.625,18.375,23.833,5.458,17.208,41.0,1.542,-39.0,199.167
2011-02-05,193.417,3.792,89.0,64.833,46.0,7.792,13.083,18.5,5.417,15.917,43.0,8.708,-25.0,201.208
2011-02-06,195.545,5.174,95.0,78.625,51.0,12.727,27.364,51.545,24.182,26.304,74.0,11.292,-55.0,208.273
2011-02-07,193.913,6.875,97.0,85.833,60.0,15.696,27.542,56.958,29.417,22.958,74.0,43.625,26.0,209.609
2011-02-08,191.042,2.792,66.0,57.542,48.0,1.0,7.458,9.792,2.333,12.417,37.0,-1.292,-19.0,192.042
2011-02-09,193.0,2.542,88.0,72.875,59.0,2.458,10.375,12.75,2.375,11.417,-4.0,-18.583,-32.0,195.458
2011-02-10,195.125,4.125,92.0,75.375,59.0,5.625,20.75,31.167,10.417,15.042,14.0,-14.125,-41.0,200.75
2011-02-11,195.042,2.667,86.0,63.083,36.0,2.792,12.042,15.125,3.083,13.792,18.0,-18.0,-46.0,197.833
2011-02-12,195.417,2.625,93.0,67.875,43.0,2.458,8.875,11.375,2.5,12.625,9.0,-14.042,-39.0,197.875
2011-02-13,194.696,3.696,71.0,52.708,32.0,4.0,17.565,25.304,7.739,15.417,52.0,10.458,-51.0,198.696
2011-02-14,190.304,4.583,88.0,67.958,49.0,6.957,27.875,47.792,19.917,23.458,72.0,28.417,-3.0,197.261
2011-02-15,191.75,4.125,92.0,63.125,39.0,8.542,14.542,30.042,15.5,24.167,59.0,11.458,-16.0,200.292
2011-02-16,188.792,2.833,68.0,47.292,25.0,2.417,11.0,14.208,3.208,14.375,34.0,0.167,-25.0,191.208
2011-02-17,190.0,3.125,90.0,57.875,32.0,2.958,15.542,24.333,8.792,16.708,28.0,-12.625,-39.0,192.958
2011-02-18,189.833,2.208,73.0,57.917,36.0,1.917,9.667,11.958,2.292,12.667,6.0,-21.917,-56.0,191.75
2011-02-19,193.083,3.0,81.0,63.958,41.0,3.833,13.125,16.375,3.25,15.208,35.0,-18.167,-66.0,196.917
2011-02-20,195.083,4.208,84.0,63.792,36.0,7.25,23.958,38.083,14.125,17.792,59.0,3.917,-55.0,202.333
2011-02-21,197.174,4.708,85.0,59.0,21.0,9.913,19.458,36.458,17.0,29.167,84.0,20.375,-34.0,207.087
2011-02-22,190.917,3.708,72.0,45.708,18.0,4.042,16.417,24.25,7.833,28.375,94.0,31.792,-16.0,194.958
2011-02-23,190.083,5.458,96.0,81.167,50.0,12.125,30.208,50.5,20.292,25.167,107.0,31.958,2.0,202.208
2011-02-24,190.708,3.739,68.0,52.958,42.0,4.542,9.708,12.25,2.542,33.917,70.0,47.125,11.0,195.25
2011-02-25,193.25,4.375,96.0,85.083,67.0,6.625,26.625,47.208,20.583,20.0,20.0,8.542,-4.0,199.875
2011-02-26,192.583,2.75,94.0,68.75,51.0,3.917,8.5,12.083,3.583,12.792,33.0,3.792,-28.0,196.5
2011-02-27,191.292,2.792,80.0,61.208,50.0,3.417,9.792,13.208,3.417,14.208,6.0,-12.25,-39.0,194.708
2011-02-28,192.435,3.625,86.0,66.875,42.0,7.435,23.0,31.167,8.167,15.792,35.0,-13.708,-62.0,199.87
2011-03-01,195.458,7.0,98.0,88.708,62.0,17.5,35.208,74.833,39.625,37.167,81.0,20.667,-15.0,212.958
2011-03-02,198.667,7.583,99.0,95.667,77.0,19.792,39.167,81.208,42.042,27.542,31.0,1.083,-13.0,218.458
2011-03-03,192.167,3.458,98.0,69.583,43.0,4.167,23.042,44.542,21.5,21.208,57.0,20.25,0.0,196.333
2011-03-04,191.625,2.792,76.0,55.375,33.0,2.5,11.792,15.958,4.167,18.292,62.0,15.375,-34.0,194.125
2011-03-05,195.167,6.375,98.0,95.708,80.0,16.0,33.792,74.958,41.167,19.75,21.0,6.333,-11.0,211.167
2011-03-06,205.391,8.25,98.0,88.292,63.0,27.0,39.25,90.333,51.083,21.348,127.0,54.833,16.0,232.391
2011-03-07,194.542,3.917,90.0,58.042,34.0,6.083,16.958,23.25,6.292,20.583,111.0,71.583,27.0,200.625
2011-03-08,196.0,4.5,89.0,66.875,43.0,7.167,25.125,41.042,15.917,23.208,97.0,50.75,14.0,203.167
2011-03-09,195.833,4.5,96.0,80.25,57.0,7.75,29.25,49.625,20.375,24.542,71.0,38.833,8.0,203.583
2011-03-10,196.25,4.667,98.0,94.667,86.0,6.792,28.125,44.792,16.667,16.792,31.0,14.125,2.0,203.042
2011-03-11,193.167,3.458,97.0,84.75,54.0,4.917,14.292,19.375,5.083,15.917,79.0,26.625,3.0,198.083
2011-03-12,192.458,2.958,89.0,66.0,28.0,3.0,8.458,10.875,2.417,15.333,77.0,27.542,-6.0,195.458
2011-03-13,191.783,2.625,94.0,63.333,40.0,3.957,10.375,13.375,3.0,11.625,62.0,24.375,-10.0,195.739
2011-03-14,192.417,3.042,89.0,54.25,24.0,4.292,14.083,18.292,4.208,14.167,89.0,29.917,-33.0,196.708
2011-03-15,192.292,2.792,67.0,53.958,31.0,3.75,8.958,10.875,1.917,23.125,71.0,37.792,18.0,196.042
2011-03-16,193.167,3.333,76.0,46.625,18.0,4.292,15.667,21.833,6.167,25.792,114.0,47.417,5.0,197.458
2011-03-17,195.333,5.708,95.0,85.417,71.0,15.167,35.417,52.958,17.542,36.375,72.0,41.375,2.0,210.5
2011-03-18,192.917,4.75,97.0,83.417,63.0,10.583,21.083,33.333,12.25,23.542,120.0,80.583,55.0,203.5
2011-03-19,188.958,2.263,76.0,50.667,33.0,2.25,6.5,8.667,2.167,13.167,68.0,30.208,13.0,191.208
2011-03-20,188.609,2.125,65.0,49.375,36.0,1.87,5.625,7.292,1.667,12.417,77.0,40.083,18.0,190.478
2011-03-21,190.158,2.304,61.0,41.917,32.0,1.105,5.952,8.143,2.19,15.091,68.0,39.75,5.0,191.263
2011-03-22,192.0,3.458,66.0,49.375,24.0,2.417,18.833,26.75,7.917,43.667,131.0,67.625,-9.0,194.417
2011-03-23,191.333,3.792,95.0,64.167,31.0,0.708,17.875,26.083,8.208,39.375,119.0,63.333,8.0,192.042
2011-03-24,189.958,3.542,97.0,79.917,55.0,3.375,25.042,46.292,21.25,10.75,84.0,35.958,9.0,193.333
2011-03-25,191.125,2.625,90.0,62.75,30.0,2.042,9.958,13.417,3.458,10.0,103.0,38.667,-5.0,193.167
2011-03-26,193.917,2.875,86.0,59.208,28.0,3.667,12.792,17.458,4.667,16.833,68.0,26.25,-19.0,197.583
2011-03-27,191.13,2.833,88.0,48.917,26.0,2.87,13.583,17.208,3.625,19.917,116.0,64.167,3.0,194.0
2011-03-28,191.636,2.957,61.0,50.25,41.0,3.727,10.13,12.304,2.174,25.542,118.0,74.708,40.0,195.364
2011-03-29,194.917,2.917,62.0,40.917,21.0,6.417,14.958,18.417,3.458,24.875,158.0,87.833,27.0,201.333
2011-03-30,192.083,3.167,61.0,41.042,20.0,8.375,17.792,19.875,2.083,34.667,209.0,135.958,65.0,200.458
2011-03-31,188.833,2.5,78.0,60.125,51.0,4.708,13.042,16.042,3.0,23.167,170.0,95.167,26.0,193.542
2011-04-01,189.75,,84.0,49.083,11.0,7.958,18.25,24.5,6.25,17.583,168.0,88.417,3.0,197.708
2011-04-02,189.958,,62.0,48.083,39.0,8.625,15.167,20.0,4.833,24.167,108.0,77.042,39.0,198.583
2011-04-03,190.417,,66.0,40.167,24.0,5.667,6.917,9.125,2.208,17.0,90.0,49.458,15.0,196.083
2011-04-04,191.583,,77.0,42.458,24.0,5.417,11.25,14.125,2.875,13.125,90.0,46.208,-8.0,197.0
2011-04-05,191.0,,62.0,39.917,23.0,7.292,15.0,17.708,2.708,16.958,143.0,74.417,-4.0,198.292
2011-04-06,189.917,,65.0,36.042,8.0,8.917,23.0,29.0,6.0,18.167,203.0,107.167,16.0,198.833
2011-04-07,198.542,3.083,68.0,37.375,11.0,14.375,30.667,49.0,18.333,25.542,216.0,122.958,26.0,212.917
2011-04-08,186.75,2.792,68.0,49.625,19.0,11.875,18.391,22.957,4.565,25.417,214.0,145.167,92.0,198.625
2011-04-09,189.167,3.833,87.0,79.542,60.0,9.167,20.5,35.375,14.875,18.25,105.0,93.167,82.0,198.333
2011-04-10,187.5,3.333,81.0,50.333,26.0,8.667,12.375,18.333,5.958,25.083,175.0,111.625,42.0,196.167
2011-04-11,188.708,3.75,76.0,59.625,32.0,8.458,21.042,32.5,11.458,33.625,158.0,88.125,54.0,197.167
2011-04-12,189.792,2.667,66.0,37.125,19.0,6.917,12.083,17.167,5.083,24.25,105.0,69.833,24.0,196.708
2011-04-13,188.875,3.333,74.0,41.125,13.0,10.625,22.917,35.917,13.0,34.333,194.0,108.708,6.0,199.5
2011-04-14,187.083,4.583,78.0,40.042,11.0,14.75,34.958,52.958,18.0,48.917,236.0,138.417,42.0,201.833
2011-04-15,185.0,4.708,68.0,39.042,11.0,17.75,36.542,51.333,14.792,50.542,257.0,157.417,69.0,202.75
2011-04-16,185.5,3.208,71.0,49.583,34.0,11.083,16.542,24.917,8.375,34.125,216.0,123.792,75.0,196.583
2011-04-17,186.0,2.25,58.0,33.792,14.0,5.083,7.417,11.667,4.25,18.333,155.0,103.0,62.0,191.083
2011-04-18,186.833,3.417,72.0,53.375,30.0,8.125,27.625,53.625,26.0,23.875,171.0,94.667,31.0,194.958
2011-04-19,186.571,3.652,91.0,82.458,67.0,6.81,31.043,65.217,34.174,15.375,92.0,56.875,22.0,193.381
2011-04-20,187.083,2.75,89.0,62.208,39.0,6.208,17.875,38.375,20.5,10.5,119.0,70.708,31.0,193.292
2011-04-21,188.25,2.875,84.0,61.042,30.0,6.458,22.125,46.625,24.5,14.833,167.0,92.875,26.0,194.708
2011-04-22,190.167,4.25,90.0,79.167,70.0,8.875,32.0,84.458,52.458,23.542,110.0,94.667,72.0,199.042
2011-04-23,185.958,3.458,93.0,87.667,75.0,8.042,20.917,50.708,29.792,14.625,161.0,115.25,92.0,194.0
2011-04-24,183.292,2.542,84.0,50.125,25.0,6.125,13.625,22.375,8.75,14.917,171.0,122.833,81.0,189.417
2011-04-25,185.667,3.0,67.0,52.667,29.0,5.958,18.958,30.833,11.875,19.625,141.0,104.875,71.0,191.625
2011-04-26,187.609,3.292,77.0,48.0,22.0,8.043,23.917,46.708,22.792,25.958,189.0,126.417,46.0,195.652
2011-04-27,184.652,3.087,82.0,56.917,33.0,9.652,14.682,23.773,9.091,40.348,260.0,181.208,99.0,194.304
2011-04-28,181.875,2.792,87.0,57.458,32.0,6.708,11.208,19.333,8.125,15.875,207.0,145.625,85.0,188.583
2011-04-29,186.917,2.708,73.0,51.417,27.0,5.5,16.75,29.583,12.833,15.458,160.0,112.333,72.0,192.417
2011-04-30,190.333,3.458,80.0,58.833,43.0,8.75,16.167,25.5,9.333,22.25,177.0,136.292,52.0,199.083
2011-05-01,184.792,3.083,78.0,56.0,37.0,8.667,9.542,12.208,2.667,36.5,216.0,179.042,141.0,193.458
2011-05-02,184.458,2.833,61.0,41.375,30.0,5.333,4.708,7.25,2.542,29.708,182.0,151.0,108.0,189.792
2011-05-03,187.348,2.583,81.0,55.083,20.0,5.783,7.083,10.083,3.0,34.0,221.0,148.375,86.0,193.13
2011-05-04,187.208,2.792,87.0,53.583,17.0,6.25,7.083,11.125,4.042,30.167,222.0,154.625,114.0,193.458
2011-05-05,188.417,2.792,77.0,59.458,33.0,4.958,13.125,24.917,11.792,21.542,191.0,126.083,77.0,193.375
2011-05-06,188.25,2.833,78.0,64.083,44.0,5.208,18.208,38.042,19.833,18.125,188.0,132.0,98.0,193.458
2011-05-07,184.917,2.375,81.0,69.958,54.0,6.167,9.75,18.292,8.542,23.75,204.0,165.167,114.0,191.083
2011-05-08,184.667,2.792,83.0,44.917,19.0,6.0,5.75,8.5,2.75,31.667,247.0,187.083,147.0,190.667
2011-05-09,188.083,2.917,64.0,41.833,16.0,7.458,8.792,12.5,3.708,20.125,256.0,188.333,123.0,195.542
2011-05-10,188.217,3.125,86.0,61.083,40.0,7.783,10.917,17.167,6.25,22.042,239.0,186.542,151.0,196.0
2011-05-11,191.125,3.292,90.0,76.208,60.0,9.542,17.917,26.417,8.5,20.083,186.0,148.208,124.0,200.667
2011-05-12,189.75,4.125,94.0,85.167,69.0,8.417,30.167,71.75,41.583,20.458,184.0,141.917,123.0,198.167
2011-05-13,187.417,3.625,94.0,52.5,25.0,8.917,12.333,20.667,8.333,75.875,220.0,174.917,132.0,196.333
2011-05-14,187.917,2.458,75.0,38.292,26.0,5.458,6.0,8.708,2.708,52.625,203.0,171.75,116.0,193.375
2011-05-15,191.75,2.5,74.0,41.333,13.0,6.333,13.792,21.292,7.5,34.625,263.0,185.25,108.0,198.083
2011-05-16,191.875,2.75,88.0,49.792,22.0,7.375,14.333,22.292,7.958,33.75,249.0,184.125,98.0,199.25
2011-05-17,189.217,3.167,73.0,40.667,23.0,7.739,22.458,35.542,13.083,34.792,233.0,185.917,122.0,196.957
2011-05-18,191.583,2.75,72.0,39.875,16.0,7.042,19.458,29.708,10.25,21.708,256.0,174.542,81.0,198.625
2011-05-19,192.5,3.375,81.0,43.833,14.0,10.208,27.833,42.25,14.417,32.667,304.0,204.583,108.0,202.708
2011-05-20,191.381,3.478,72.0,42.625,20.0,13.0,27.364,35.773,8.409,39.957,306.0,226.833,145.0,204.381
2011-05-21,187.417,3.167,71.0,50.708,33.0,11.167,21.542,33.458,11.917,40.292,299.0,239.0,175.0,198.583
2011-05-22,187.75,3.25,89.0,78.125,68.0,9.083,19.25,34.083,14.833,26.875,220.0,169.083,125.0,196.833
2011-05-23,190.292,2.917,79.0,54.083,28.0,6.833,26.5,53.083,26.583,16.917,206.0,158.042,101.0,197.125
2011-05-24,187.87,2.708,81.0,61.833,31.0,6.348,23.625,49.333,25.708,20.042,219.0,162.125,129.0,194.217
2011-05-25,187.667,2.25,80.0,51.208,8.0,6.208,15.708,24.125,8.417,20.958,259.0,183.083,128.0,193.875
2011-05-26,187.875,2.667,80.0,62.417,39.0,6.583,25.375,48.458,23.083,25.333,228.0,170.333,131.0,194.458
2011-05-27,186.292,2.042,82.0,62.167,43.0,4.917,14.833,24.542,9.708,22.5,219.0,187.792,149.0,191.208
2011-05-28,185.792,2.917,90.0,76.833,65.0,7.875,16.708,28.708,12.0,18.208,218.0,187.5,168.0,193.667
2011-05-29,184.417,2.958,93.0,89.25,84.0,6.917,19.708,34.792,15.083,12.958,194.0,170.833,147.0,191.333
2011-05-30,182.217,2.739,93.0,88.667,81.0,5.652,23.13,42.783,19.652,10.375,153.0,136.75,113.0,187.87
2011-05-31,186.435,2.833,85.0,63.375,37.0,3.739,24.375,58.542,34.167,25.542,176.0,125.792,97.0,190.174
2011-06-01,187.917,3.042,88.0,72.417,49.0,4.875,20.625,59.167,38.542,37.75,164.0,120.667,86.0,192.792
2011-06-02,188.417,3.042,88.0,77.0,62.0,6.875,15.875,29.708,13.833,28.333,197.0,155.167,113.0,195.292
