date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-06-03,188.042,3.458,93.0,64.0,34.0,8.458,23.5,41.583,18.083,22.542,278.0,206.167,144.0,196.5
2011-06-04,188.708,3.125,92.0,57.458,27.0,9.0,16.083,23.333,7.25,34.917,296.0,224.25,144.0,197.708
2011-06-05,187.333,3.542,87.0,58.917,37.0,7.625,18.417,24.625,6.208,61.375,269.0,221.875,185.0,194.958
2011-06-06,187.875,3.042,93.0,54.292,21.0,7.542,15.667,21.5,5.833,34.75,285.0,219.333,160.0,195.417
2011-06-07,190.091,2.917,77.0,52.25,21.0,8.591,19.25,25.125,5.875,35.917,291.0,221.583,145.0,198.682
2011-06-08,185.583,2.833,82.0,56.5,31.0,7.708,22.375,36.083,13.708,25.875,280.0,219.25,171.0,193.292
2011-06-09,186.792,2.708,86.0,64.875,35.0,8.042,24.583,45.167,20.583,27.292,285.0,212.792,153.0,194.833
2011-06-10,190.833,3.042,88.0,63.417,39.0,9.875,17.5,22.25,4.75,44.083,299.0,239.333,192.0,200.708
2011-06-11,189.875,3.375,90.0,71.583,42.0,8.708,19.458,32.708,13.25,40.333,266.0,219.708,194.0,198.583
2011-06-12,189.417,3.167,88.0,62.125,35.0,7.542,18.083,27.708,9.625,28.667,280.0,224.125,164.0,196.958
2011-06-13,188.542,2.958,90.0,61.25,40.0,6.792,19.583,33.0,13.417,28.667,269.0,225.958,181.0,195.333
2011-06-14,188.261,2.5,88.0,64.875,42.0,6.217,15.333,23.25,7.917,21.042,245.0,201.708,159.0,194.478
2011-06-15,189.708,2.583,84.0,56.792,32.0,6.167,21.083,39.708,18.625,16.458,251.0,197.917,133.0,195.875
2011-06-16,193.5,3.167,88.0,66.875,39.0,7.25,24.875,50.917,26.042,24.542,266.0,200.417,138.0,200.75
2011-06-17,188.955,3.478,92.0,82.333,73.0,8.727,27.5,61.909,34.409,25.043,209.0,192.958,180.0,197.682
2011-06-18,191.958,2.542,88.0,75.875,56.0,8.042,15.625,26.458,10.833,20.25,246.0,200.667,169.0,200.0
2011-06-19,195.75,2.417,92.0,62.083,29.0,6.833,9.5,12.125,2.625,22.0,292.0,224.875,165.0,202.583
2011-06-20,198.833,3.417,83.0,61.125,33.0,10.083,17.583,27.458,9.875,32.167,316.0,247.917,181.0,208.917
2011-06-21,193.522,3.333,92.0,72.458,45.0,9.739,16.75,23.0,6.25,31.208,301.0,244.625,209.0,203.261
2011-06-22,186.667,3.0,92.0,56.917,22.0,8.292,13.25,18.125,4.875,27.083,339.0,266.125,191.0,194.958
2011-06-23,183.125,2.417,91.0,78.583,68.0,7.75,12.917,21.5,8.583,18.292,273.0,248.25,228.0,190.875
2011-06-24,179.875,1.75,78.0,60.208,39.0,5.75,9.125,13.458,4.333,17.125,323.0,271.5,218.0,185.625
2011-06-25,188.542,3.125,91.0,82.458,73.0,5.417,13.083,23.042,9.958,13.625,218.0,197.458,180.0,193.958
2011-06-26,191.708,3.417,94.0,91.042,85.0,5.625,12.458,22.208,9.75,13.75,198.0,185.667,176.0,197.333
2011-06-27,190.667,4.083,95.0,91.458,84.0,8.542,16.708,37.042,20.333,15.833,207.0,194.042,176.0,199.208
2011-06-28,193.545,3.913,95.0,81.25,58.0,13.409,15.435,37.522,22.087,22.667,300.0,246.917,200.0,206.955
2011-06-29,180.583,3.042,87.0,65.375,44.0,10.792,14.083,22.542,8.458,30.458,320.0,272.708,232.0,191.375
2011-06-30,180.625,2.5,89.0,63.708,40.0,10.5,12.458,23.917,11.458,24.375,324.0,269.958,219.0,191.125
2011-07-01,176.708,2.25,92.0,64.792,37.0,8.208,10.375,18.375,8.0,24.375,325.0,266.333,215.0,184.917
2011-07-02,178.292,2.542,90.0,74.083,53.0,7.917,10.917,19.75,8.833,28.667,310.0,251.875,212.0,186.208
2011-07-03,176.542,2.333,87.0,75.042,57.0,8.208,8.292,12.167,3.875,23.917,296.0,259.0,230.0,184.75
2011-07-04,181.458,2.917,88.0,75.167,48.0,9.833,13.25,18.417,5.167,34.125,311.0,262.375,220.0,191.292
2011-07-05,190.696,2.917,92.0,74.958,46.0,10.652,14.583,22.042,7.458,21.542,293.0,242.417,209.0,201.348
2011-07-06,194.042,3.0,91.0,58.583,30.0,8.875,15.833,23.375,7.542,24.958,323.0,259.417,194.0,202.917
2011-07-07,195.318,3.304,84.0,68.208,46.0,8.136,15.778,23.056,7.278,34.174,301.0,252.833,208.0,203.455
2011-07-08,195.708,3.333,91.0,75.5,54.0,9.208,15.375,22.0,6.625,28.667,321.0,272.083,236.0,204.917
2011-07-09,193.792,2.792,89.0,73.708,39.0,9.667,11.875,19.417,7.542,27.792,350.0,280.125,250.0,203.458
2011-07-10,190.708,2.208,89.0,67.667,36.0,8.792,9.625,14.833,5.208,25.625,356.0,289.958,240.0,199.5
2011-07-11,191.208,2.875,88.0,72.25,49.0,8.958,13.417,23.917,10.5,29.875,338.0,278.708,236.0,200.167
2011-07-12,189.391,2.875,91.0,69.333,39.0,10.304,16.208,27.167,10.958,33.083,355.0,278.583,231.0,199.696
2011-07-13,189.875,2.375,87.0,71.25,40.0,9.083,15.542,23.0,7.458,27.75,340.0,270.958,234.0,198.958
2011-07-14,189.458,2.583,90.0,70.083,42.0,8.917,13.375,19.667,6.292,28.958,343.0,280.417,225.0,198.375
2011-07-15,187.5,2.833,89.0,62.667,37.0,8.708,14.0,21.583,7.583,32.75,352.0,296.042,242.0,196.208
2011-07-16,186.5,3.125,86.0,66.583,38.0,8.333,15.292,20.917,5.625,38.0,358.0,289.833,238.0,194.833
2011-07-17,184.833,2.583,84.0,57.292,35.0,9.042,10.833,14.333,3.5,35.75,370.0,302.125,246.0,193.875
2011-07-18,185.667,2.75,82.0,66.833,41.0,8.458,11.917,15.5,3.583,39.292,360.0,292.792,249.0,194.125
2011-07-19,182.174,2.708,89.0,81.125,65.0,6.435,10.0,21.125,11.125,24.333,291.0,258.958,243.0,188.609
2011-07-20,179.364,2.174,89.0,83.4,65.0,4.636,8.188,16.25,8.062,16.739,279.0,223.9,169.0,184.0
2011-07-21,183.0,2.167,90.0,72.458,53.0,2.75,9.25,18.583,9.333,19.542,212.0,175.458,152.0,185.75
2011-07-22,184.125,2.708,82.0,72.917,63.0,3.542,10.875,23.042,12.167,19.0,207.0,185.708,164.0,187.667
2011-07-23,185.542,2.75,91.0,76.667,59.0,4.833,10.667,19.042,8.375,16.708,227.0,195.958,147.0,190.375
2011-07-24,183.833,2.083,92.0,69.083,42.0,5.292,6.917,11.208,4.292,15.5,315.0,248.042,192.0,189.125
2011-07-25,186.625,2.708,85.0,71.292,50.0,7.083,11.042,15.625,4.583,28.167,308.0,257.5,218.0,193.708
2011-07-26,187.565,3.167,90.0,73.542,43.0,7.783,14.667,20.875,6.208,29.208,324.0,258.875,226.0,195.348
2011-07-27,186.682,2.625,93.0,78.261,47.0,7.0,12.667,17.375,4.708,23.125,314.0,251.391,216.0,193.682
2011-07-28,183.75,2.708,94.0,83.917,54.0,6.667,12.667,17.5,4.833,17.708,306.0,242.208,213.0,190.417
2011-07-29,180.917,2.208,92.0,79.75,59.0,5.958,8.833,12.333,3.5,14.833,290.0,251.125,228.0,186.875
2011-07-30,180.542,2.667,92.0,83.167,68.0,5.125,10.292,18.0,7.708,18.167,269.0,234.833,207.0,185.667
2011-07-31,182.917,2.917,94.0,90.833,87.0,4.917,9.042,14.375,5.333,22.0,218.0,204.167,189.0,187.833
2011-08-01,184.125,3.375,94.0,86.583,78.0,6.25,11.542,22.583,11.042,23.75,211.0,194.917,185.0,190.375
2011-08-02,187.174,3.792,95.0,84.792,69.0,5.87,11.542,25.875,14.333,25.708,251.0,214.167,185.0,193.043
2011-08-03,187.333,3.75,93.0,81.417,66.0,6.417,11.917,25.0,13.083,33.25,273.0,239.5,214.0,193.75
2011-08-04,180.917,2.917,95.0,79.417,52.0,5.792,8.333,21.208,12.875,22.083,314.0,254.542,212.0,186.708
2011-08-05,180.375,1.958,93.0,69.417,48.0,5.625,8.042,21.292,13.25,21.75,326.0,275.5,225.0,186.0
