date,SO2_mean
2011-04-01,1.0
2011-04-02,1.0416666666666667
2011-04-03,0.9166666666666666
2011-04-04,0.9583333333333334
2011-04-05,1.0434782608695652
2011-04-06,1.173913043478261
2011-04-07,1.375
2011-04-08,1.0
2011-04-09,0.5833333333333334
2011-04-10,0.5416666666666666
2011-04-13,1.375
2011-04-14,1.125
2011-04-15,1.875
2011-04-16,0.9583333333333334
2011-04-17,0.9166666666666666
2011-04-18,1.0833333333333333
2011-04-19,0.34782608695652173
2011-04-20,0.2916666666666667
2011-04-21,0.782608695652174
2011-04-22,0.625
2011-04-23,0.7083333333333334
2011-04-24,0.7916666666666666
2011-04-25,0.875
2011-04-26,0.5652173913043478
2011-04-27,1.125
2011-04-28,0.3333333333333333
2011-04-29,0.375
2011-04-30,0.6666666666666666
2011-05-01,0.7083333333333334
2011-05-02,0.16666666666666666
2011-05-03,0.6521739130434783
2011-05-04,0.5833333333333334
2011-05-05,0.7083333333333334
2011-05-06,0.782608695652174
2011-05-07,0.5
2011-05-08,0.875
2011-05-09,1.0416666666666667
2011-05-10,0.391304347826087
2011-05-11,0.17391304347826086
2011-05-12,0.3333333333333333
2011-05-13,0.375
2011-05-14,0.75
2011-05-15,0.9583333333333334
2011-05-16,1.3333333333333333
2011-05-17,1.2173913043478262
2011-05-18,1.125
2011-05-19,1.8333333333333333
2011-05-20,1.5
2011-05-21,1.375
2011-05-22,1.0416666666666667
2011-05-23,1.0
2011-05-24,0.9130434782608695
2011-05-25,0.6666666666666666
2011-05-26,0.9583333333333334
2011-05-27,0.7916666666666666
2011-05-28,0.4583333333333333
2011-05-29,0.0
2011-05-30,0.0
2011-05-31,0.4782608695652174
2011-06-01,1.0
2011-06-02,0.9130434782608695
2011-06-03,1.0416666666666667
2011-06-04,1.25
2011-06-05,1.2083333333333333
2011-06-06,1.0416666666666667
2011-06-07,1.9130434782608696
2011-06-08,1.0833333333333333
2011-06-09,0.7916666666666666
2011-06-10,1.9583333333333333
2011-06-11,1.2083333333333333
2011-06-12,1.625
2011-06-13,1.1666666666666667
2011-06-14,1.0
2011-06-15,1.0
2011-06-16,1.3333333333333333
2011-06-17,0.9583333333333334
2011-06-18,0.8333333333333334
2011-06-19,0.7916666666666666
2011-06-20,1.6521739130434783
2011-06-22,1.1666666666666667
2011-06-23,2.0416666666666665
2011-06-24,1.1666666666666667
2011-06-25,1.0
2011-06-26,1.0833333333333333
2011-06-27,1.375
2011-06-28,1.2173913043478262
2011-06-29,0.9166666666666666
2011-06-30,1.2916666666666667
2011-07-01,0.9166666666666666
2011-07-02,1.7916666666666667
2011-07-03,1.2083333333333333
2011-07-04,1.5217391304347827
2011-07-05,2.1739130434782608
2011-07-06,1.4166666666666667
2011-07-07,1.7916666666666667
2011-07-08,1.0
2011-07-09,2.2083333333333335
2011-07-10,1.7916666666666667
2011-07-11,3.875
2011-07-12,2.260869565217391
2011-07-13,1.9583333333333333
2011-07-14,1.625
2011-07-15,2.4166666666666665
2011-07-16,3.0
2011-07-17,2.25
2011-07-18,2.6666666666666665
2011-07-19,1.565217391304348
2011-07-20,0.8260869565217391
2011-07-21,0.6666666666666666
2011-07-22,1.0
2011-07-23,0.9583333333333334
2011-07-24,2.1666666666666665
2011-07-25,1.5833333333333333
2011-07-26,2.260869565217391
2011-07-27,0.9583333333333334
2011-07-28,1.3333333333333333
2011-07-29,0.9583333333333334
2011-07-30,1.125
2011-07-31,1.0
2011-08-01,1.25
2011-08-02,1.0869565217391304
2011-08-03,1.5
2011-08-04,1.1666666666666667
2011-08-05,1.2083333333333333
2011-08-06,1.2083333333333333
2011-08-07,2.2083333333333335
2011-08-08,2.130434782608696
2011-08-09,1.565217391304348
2011-08-10,1.4166666666666667
2011-08-11,1.0833333333333333
2011-08-12,0.875
2011-08-13,1.2916666666666667
2011-08-14,1.2083333333333333
2011-08-15,1.75
2011-08-16,0.34782608695652173
2011-08-17,1.2083333333333333
2011-08-19,0.7391304347826086
2011-08-20,0.4166666666666667
2011-08-21,0.0
2011-08-22,0.2916666666666667
2011-08-23,1.3043478260869565
2011-08-24,1.7916666666666667
2011-08-25,1.125
2011-08-26,1.2083333333333333
2011-08-27,1.0
2011-08-28,2.7916666666666665
2011-08-29,1.0
2011-08-30,0.8695652173913043
2011-08-31,1.2083333333333333
2011-09-01,1.7083333333333333
2011-09-02,1.9166666666666667
2011-09-03,1.0
2011-09-04,1.3333333333333333
2011-09-05,1.5416666666666667
2011-09-06,0.9565217391304348
2011-09-07,1.0454545454545454
2011-09-08,1.875
2011-09-09,2.125
2011-09-10,2.0
2011-09-11,1.5416666666666667
2011-09-12,1.2083333333333333
2011-09-13,1.5217391304347827
2011-09-14,2.3333333333333335
2011-09-15,1.375
2011-09-16,1.125
2011-09-17,1.4583333333333333
2011-09-18,1.2083333333333333
2011-09-19,1.3333333333333333
2011-09-20,0.4117647058823529
2011-09-21,0.0
2011-09-22,0.041666666666666664
2011-09-23,0.0
2011-09-24,0.125
2011-09-25,0.2916666666666667
2011-09-26,0.16666666666666666
2011-09-27,0.2608695652173913
2011-09-28,0.2916666666666667
2011-09-29,0.20833333333333334
2011-09-30,0.375
2011-10-01,0.0
2011-10-02,0.25
2011-10-03,0.041666666666666664
2011-10-04,0.34782608695652173
2011-10-05,0.20833333333333334
2011-10-06,0.20833333333333334
2011-10-07,0.3333333333333333
2011-10-08,0.4583333333333333
2011-10-09,0.6666666666666666
2011-10-10,0.20833333333333334
2011-10-11,0.4090909090909091
2011-10-12,0.2916666666666667
2011-10-13,0.5
