date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,90.0,72.75,55.0,14.917,20.167,5.25,0.522,3.348,84.0,24.458,-22.0
2011-01-02,90.0,64.542,40.0,7.292,8.167,0.875,0.333,2.917,95.0,38.75,-6.0
2011-01-03,50.0,39.625,31.0,1.826,1.957,0.13,0.292,3.042,72.0,45.708,28.0
2011-01-04,67.0,53.0,42.0,5.75,6.833,1.083,1.042,3.917,94.0,35.083,2.0
2011-01-05,54.0,42.292,26.0,3.042,3.625,0.583,0.417,3.042,59.0,26.958,1.0
2011-01-06,74.0,51.75,37.0,11.87,15.913,4.043,0.87,3.696,83.0,37.167,-26.0
2011-01-07,56.0,40.292,28.0,3.583,4.125,0.542,0.042,3.708,62.0,31.583,-5.0
2011-01-08,71.0,48.292,29.0,8.708,10.167,1.458,0.087,5.783,60.0,21.75,-21.0
2011-01-09,90.0,67.0,40.0,13.75,19.042,5.292,0.542,3.75,75.0,24.625,-11.0
2011-01-10,89.0,50.125,30.0,10.652,11.739,1.087,1.0,4.875,89.0,50.917,0.0
2011-01-11,79.0,57.708,34.0,8.0,8.167,0.167,0.875,6.333,47.0,24.75,-4.0
2011-01-12,64.0,43.708,33.0,8.917,9.917,1.0,0.458,2.125,36.0,2.583,-28.0
2011-01-13,74.0,53.958,24.0,17.25,26.833,9.583,2.167,7.167,102.0,30.958,-36.0
2011-01-14,58.0,38.833,26.0,6.042,6.542,0.5,1.0,6.708,49.0,20.167,-9.0
2011-01-15,58.0,43.0,27.0,3.833,4.125,0.292,1.087,3.609,65.0,25.667,-15.0
2011-01-16,57.0,42.667,31.0,7.583,7.667,0.083,0.917,5.417,50.0,25.917,8.0
2011-01-17,67.0,47.042,31.0,11.333,15.381,4.048,0.739,5.348,63.0,22.958,-14.0
2011-01-18,72.0,54.958,33.0,21.417,32.208,10.792,2.0,11.833,85.0,29.042,-27.0
2011-01-19,70.0,57.083,48.0,9.375,10.25,0.875,1.75,9.417,72.0,47.417,1.0
2011-01-20,85.0,66.167,53.0,3.083,3.125,0.042,0.333,6.208,53.0,43.958,35.0
2011-01-21,89.0,83.917,72.0,5.625,5.667,0.042,0.0,5.167,40.0,32.5,23.0
