date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,90.0,75.16666666666667,51.0,12.5,20.625,8.125,0.2916666666666667,80.0,5.5,-41.0
2011-01-02,93.0,75.66666666666667,56.0,7.75,15.166666666666666,7.416666666666667,0.08333333333333333,57.0,5.583333333333333,-37.0
2011-01-03,69.0,56.916666666666664,47.0,2.3333333333333335,3.2916666666666665,0.9583333333333334,0.125,31.0,13.041666666666666,-9.0
2011-01-04,81.0,64.29166666666667,39.0,7.782608695652174,10.391304347826088,2.608695652173913,0.391304347826087,60.0,4.083333333333333,-35.0
2011-01-05,74.0,57.0,49.0,2.125,3.7083333333333335,1.5833333333333333,0.25,24.0,3.0416666666666665,-7.0
2011-01-06,67.0,58.083333333333336,47.0,5.291666666666667,7.5,2.2083333333333335,0.125,43.0,19.083333333333332,3.0
2011-01-07,64.0,53.583333333333336,38.0,2.875,4.625,1.75,0.125,38.0,9.625,-5.0
2011-01-08,60.0,52.291666666666664,41.0,2.5,3.75,1.25,0.3333333333333333,29.0,9.541666666666666,-2.0
2011-01-09,90.0,71.08333333333333,43.0,12.208333333333334,16.166666666666668,3.9583333333333335,0.125,51.0,5.583333333333333,-41.0
2011-01-10,78.0,60.375,38.0,11.916666666666666,17.791666666666668,5.875,0.125,60.0,18.916666666666668,-16.0
2011-01-11,86.0,74.66666666666667,61.0,13.916666666666666,24.041666666666668,10.125,0.25,14.0,-10.708333333333334,-30.0
2011-01-12,76.0,55.541666666666664,37.0,7.75,11.208333333333334,3.4583333333333335,0.25,11.0,-19.958333333333332,-55.0
2011-01-13,90.0,68.70833333333333,44.0,18.347826086956523,26.08695652173913,7.739130434782608,1.3043478260869565,53.0,-2.75,-55.0
2011-01-14,78.0,63.5,40.0,4.708333333333333,6.541666666666667,1.8333333333333333,0.9166666666666666,24.0,-9.041666666666666,-25.0
2011-01-15,73.0,60.083333333333336,49.0,3.625,5.208333333333333,1.5833333333333333,1.3333333333333333,18.0,-1.2083333333333333,-22.0
2011-01-16,69.0,56.291666666666664,44.0,6.291666666666667,8.25,1.9583333333333333,0.08333333333333333,27.0,1.5416666666666667,-14.0
2011-01-17,71.0,56.75,41.0,9.708333333333334,13.291666666666666,3.5833333333333335,0.08333333333333333,44.0,3.5416666666666665,-28.0
2011-01-18,77.0,52.041666666666664,19.0,20.875,31.166666666666668,10.291666666666666,0.4583333333333333,88.0,10.375,-55.0
2011-01-19,82.0,62.208333333333336,31.0,22.083333333333332,47.041666666666664,24.958333333333332,1.2083333333333333,93.0,17.958333333333332,-41.0
2011-01-20,91.0,85.83333333333333,70.0,15.416666666666666,18.833333333333332,3.4166666666666665,0.2916666666666667,16.0,6.0,-1.0
2011-01-21,94.0,90.70833333333333,87.0,12.791666666666666,16.125,3.3333333333333335,0.08333333333333333,14.0,2.25,-7.0
2011-01-22,94.0,90.0,84.0,16.625,31.625,15.0,0.25,36.0,13.75,-10.0
2011-01-23,91.0,72.58333333333333,63.0,10.333333333333334,13.208333333333334,2.875,0.0,43.0,16.5,-15.0
2011-01-24,73.0,55.875,35.0,10.15,14.7,4.55,0.3333333333333333,17.0,-14.875,-47.0
2011-01-25,85.0,65.79166666666667,39.0,24.791666666666668,43.416666666666664,18.625,0.6666666666666666,45.0,-22.708333333333332,-77.0
2011-01-26,86.0,64.29166666666667,39.0,14.875,22.083333333333332,7.208333333333333,0.75,-1.0,-36.0,-73.0
2011-01-27,86.0,71.25,46.0,16.166666666666668,22.041666666666668,5.875,1.6666666666666667,7.0,-33.208333333333336,-81.0
2011-01-28,88.0,71.83333333333333,45.0,9.5,12.125,2.625,0.7083333333333334,0.0,-27.458333333333332,-54.0
2011-01-29,64.0,51.75,37.0,1.9166666666666667,3.4166666666666665,1.5,0.0,-1.0,-23.666666666666668,-37.0
