date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,193.708,5.833,3.417,4.208,0.792,,0.667,2.458,199.542
2011-01-02,190.542,5.333,2.0,2.667,0.667,,0.0,3.833,195.875
2011-01-03,191.826,5.174,3.167,3.792,0.625,,0.125,2.042,197.0
2011-01-04,189.833,4.875,2.75,3.167,0.417,,0.167,3.875,194.708
2011-01-05,189.792,7.25,6.417,7.292,0.875,,0.083,2.458,197.042
2011-01-06,193.958,7.5,12.652,16.696,4.043,,0.174,3.625,201.458
2011-01-07,192.292,5.0,4.292,6.083,1.792,,0.0,2.708,197.292
2011-01-08,192.5,6.375,5.333,7.208,1.875,,0.083,4.042,198.875
2011-01-09,191.292,6.458,3.958,5.375,1.417,,0.958,4.708,197.75
2011-01-10,192.261,9.522,13.083,18.167,5.083,,0.667,6.0,201.783
2011-01-11,190.167,4.25,5.667,6.958,1.292,,0.708,6.667,194.417
2011-01-12,188.708,4.292,5.792,7.292,1.5,,0.5,1.917,193.0
2011-01-13,188.042,6.625,9.261,11.565,2.304,,1.0,2.417,194.667
2011-01-14,192.042,4.875,4.875,5.833,0.958,,0.792,7.042,196.917
2011-01-15,192.792,4.875,4.708,5.333,0.625,,0.333,6.042,197.667
2011-01-16,192.625,6.875,9.667,11.292,1.625,,0.667,8.875,199.5
2011-01-17,191.957,6.391,8.083,9.708,1.625,,1.25,2.667,198.348
2011-01-18,192.958,6.458,7.458,8.958,1.5,,0.625,4.25,199.417
2011-01-19,194.542,8.25,10.667,12.458,1.792,,0.667,6.375,202.792
2011-01-20,189.625,7.083,9.217,11.304,2.087,,0.217,3.875,196.708
2011-01-21,189.542,6.542,7.5,9.333,1.833,,0.333,5.583,196.083
2011-01-22,189.75,5.292,4.458,5.333,0.875,,0.5,2.417,195.042
2011-01-23,189.0,3.958,1.875,2.333,0.458,,0.292,4.75,192.958
2011-01-24,188.652,6.696,7.208,8.583,1.375,,0.625,3.5,195.348
2011-01-25,187.833,5.583,4.542,5.625,1.083,,0.542,3.125,193.417
2011-01-26,190.0,5.792,5.0,5.792,0.792,,1.042,5.174,195.792
2011-01-27,189.833,7.458,10.174,12.478,2.304,,1.261,5.708,197.292
2011-01-28,188.458,7.125,7.625,8.5,0.875,,1.25,7.042,195.583
2011-01-29,193.25,5.083,4.75,5.375,0.625,,0.833,7.0,198.333
2011-01-30,190.875,5.625,6.583,9.208,2.625,,0.833,5.542,196.5
2011-01-31,192.826,11.609,13.375,16.875,3.5,,0.625,7.083,204.435
2011-02-01,188.0,6.375,3.458,3.5,0.042,,0.875,5.208,194.375
2011-02-02,189.545,7.591,7.042,8.333,1.292,,1.333,5.917,197.136
2011-02-03,189.167,7.625,7.696,10.304,2.609,,0.696,2.125,196.792
2011-02-04,188.208,6.625,4.042,4.792,0.75,,0.917,7.125,194.833
2011-02-05,194.417,7.583,7.917,9.292,1.375,,0.833,10.958,202.0
2011-02-06,198.167,15.667,21.042,29.042,8.0,,0.667,16.0,213.833
2011-02-07,197.217,13.217,16.208,22.667,6.458,,0.208,8.5,210.435
2011-02-08,188.833,5.417,3.333,3.958,0.625,,0.292,2.583,194.25
2011-02-09,190.043,6.13,4.542,5.375,0.833,,0.167,0.958,196.174
2011-02-10,189.708,7.75,8.783,11.087,2.304,,0.565,2.375,197.458
2011-02-11,193.333,6.167,7.208,8.542,1.333,,1.208,10.042,199.5
2011-02-12,195.583,5.875,5.542,6.375,0.833,,0.708,8.0,201.458
2011-02-13,192.708,8.708,15.167,17.875,2.708,,1.0,6.75,201.417
2011-02-14,203.826,17.478,25.625,39.292,13.667,,0.833,21.0,221.304
2011-02-15,195.292,9.083,11.875,17.333,5.458,,0.333,11.917,204.375
2011-02-16,189.875,6.292,9.208,11.0,1.792,,1.125,4.458,196.167
2011-02-17,187.583,5.792,6.174,7.565,1.391,,0.652,6.458,193.375
2011-02-18,192.458,6.0,6.542,7.667,1.125,,0.375,4.208,198.458
2011-02-19,194.417,6.542,5.5,6.292,0.792,,0.833,6.333,200.958
2011-02-20,192.083,6.208,4.667,5.583,0.917,,0.583,4.792,198.292
2011-02-21,190.87,9.13,12.583,15.125,2.542,,1.292,11.417,200.0
2011-02-22,193.208,9.417,14.042,16.583,2.542,,1.667,22.542,202.625
2011-02-23,200.125,13.583,17.333,22.292,4.958,,0.833,23.083,213.708
2011-02-24,192.917,9.125,11.087,12.913,1.826,,2.13,23.917,202.042
2011-02-25,195.625,8.958,11.625,13.208,1.583,,0.25,13.958,204.583
2011-02-26,189.875,6.042,4.792,4.833,0.042,,0.083,7.917,195.917
2011-02-27,194.125,6.75,7.25,7.75,0.5,,0.542,9.25,200.875
2011-02-28,194.609,7.478,8.167,8.792,0.625,,0.833,4.375,202.087
2011-03-01,195.583,12.208,14.833,18.792,3.958,,0.917,17.652,207.792
2011-03-02,191.0,11.792,14.739,17.478,2.739,,0.304,13.333,202.792
2011-03-03,190.958,7.0,7.25,7.875,0.625,,1.667,15.542,197.958
2011-03-04,192.542,7.25,6.708,7.292,0.583,,1.042,13.125,199.792
2011-03-05,200.5,12.458,16.833,21.75,4.917,,0.167,14.417,212.958
2011-03-06,197.478,10.609,9.458,12.125,2.667,,0.375,3.75,208.087
2011-03-07,196.0,9.125,7.542,8.208,0.667,,1.375,21.583,205.125
2011-03-08,195.833,9.292,7.667,9.0,1.333,,1.125,12.792,205.125
2011-03-09,195.042,11.083,10.609,12.957,2.348,,1.348,17.667,206.125
2011-03-10,190.833,7.375,5.833,6.792,0.958,,0.833,7.917,198.208
2011-03-11,190.0,5.583,1.167,1.458,0.292,,0.875,6.167,195.583
2011-03-12,189.792,5.0,2.708,3.333,0.625,,0.5,4.5,194.792
2011-03-13,190.609,6.304,4.0,4.625,0.625,,0.5,4.958,196.913
2011-03-14,190.167,6.042,3.708,4.375,0.667,,0.958,5.875,196.208
