date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,189.727,6.0,14.364,9.125,11.417,2.292,11.542,204.091
2011-01-02,191.458,6.625,15.5,11.667,13.292,1.625,10.333,206.958
2011-01-03,190.25,6.5,15.833,13.625,16.375,2.75,10.25,206.083
2011-01-04,189.958,7.0,18.083,15.75,23.958,8.208,12.208,208.042
2011-01-05,191.5,6.375,18.792,15.609,21.087,5.478,12.125,210.292
2011-01-06,191.75,4.261,31.667,22.208,34.5,12.292,10.542,223.417
2011-01-07,192.958,3.25,19.792,13.083,16.708,3.625,11.875,212.75
2011-01-08,192.318,3.667,15.455,16.042,20.833,4.792,12.375,207.773
2011-01-09,189.208,2.792,9.958,14.583,18.708,4.125,10.333,199.167
2011-01-10,191.125,5.25,27.083,49.333,93.75,44.417,16.042,218.208
2011-01-11,190.208,4.0,16.417,37.667,72.75,35.083,14.583,206.625
2011-01-12,189.75,3.167,13.333,23.565,28.957,5.391,7.75,203.083
2011-01-13,188.208,3.478,14.375,19.364,26.182,6.818,11.458,202.583
2011-01-14,191.583,3.333,13.417,,,,15.125,205.0
2011-01-15,195.091,4.125,18.682,,,,14.75,213.773
2011-01-16,193.833,4.208,15.833,,,,18.667,209.667
2011-01-17,192.458,4.0,17.417,,,,13.875,209.875
2011-01-18,191.458,3.583,20.167,,,,12.542,211.625
2011-01-19,191.083,4.5,25.0,,,,16.708,216.083
2011-01-20,190.333,2.087,20.25,,,,13.917,210.583
2011-01-21,191.083,1.958,18.417,,,,14.333,209.5
2011-01-22,190.773,1.958,20.818,,,,10.792,211.591
2011-01-23,190.625,1.042,8.292,,,,11.043,198.917
2011-01-24,190.625,1.083,12.625,,,,13.167,203.25
2011-01-25,190.5,1.542,13.042,13.111,15.111,2.0,12.75,203.542
2011-01-26,191.917,1.75,11.917,20.708,35.625,14.917,13.125,203.833
2011-01-27,192.583,2.238,17.542,21.652,31.913,10.261,14.042,210.125
2011-01-28,191.792,5.292,7.708,15.667,24.042,8.375,12.917,199.5
2011-01-29,192.909,4.958,12.182,12.458,14.042,1.583,13.5,205.091
2011-01-30,191.417,5.5,14.875,15.375,20.75,5.375,13.042,206.292
2011-01-31,192.583,6.417,21.708,26.667,39.167,12.5,12.167,214.292
2011-02-01,188.875,5.292,13.667,12.0,15.708,3.708,13.762,202.542
2011-02-02,191.167,5.375,15.875,12.292,14.792,2.5,14.417,207.042
2011-02-03,191.083,4.913,16.625,13.739,17.652,3.913,9.75,207.708
2011-02-04,190.292,5.083,12.667,9.792,10.958,1.167,12.75,202.958
2011-02-05,193.227,6.458,18.227,19.167,27.042,7.875,15.583,211.455
2011-02-06,196.167,10.375,42.667,38.958,86.292,47.333,34.333,238.833
2011-02-07,196.417,10.042,35.875,31.375,55.083,23.708,18.625,232.292
2011-02-08,189.0,4.667,6.833,11.167,14.542,3.375,8.042,195.833
2011-02-09,189.25,4.625,8.333,10.542,12.292,1.75,7.875,197.583
2011-02-10,189.417,7.318,10.333,15.565,20.957,5.391,8.875,199.75
2011-02-11,190.417,4.583,6.625,14.25,19.125,4.875,15.087,197.042
2011-02-12,192.364,5.375,15.273,15.083,19.292,4.208,15.292,207.636
