date,PM25_mean,SPM_mean
2011-01-01,,3.875
2011-01-02,,5.125
2011-01-03,,3.125
2011-01-04,,3.5
2011-01-05,,6.083
2011-01-06,,6.333
2011-01-07,,6.75
2011-01-08,,3.417
2011-01-09,,3.667
2011-01-10,,6.208
2011-01-11,,8.208
2011-01-12,,3.542
2011-01-13,,3.667
2011-01-14,,5.833
2011-01-15,,6.708
2011-01-16,,8.125
2011-01-17,,4.167
2011-01-18,,4.667
2011-01-19,,4.708
2011-01-20,,6.375
2011-01-21,,4.833
2011-01-22,,1.458
2011-01-23,,5.958
2011-01-24,,6.917
2011-01-25,,3.042
2011-01-26,,4.261
2011-01-27,,9.208
2011-01-28,,5.583
2011-01-29,,6.875
2011-01-30,,5.583
2011-01-31,,6.417
2011-02-01,,8.917
2011-02-02,,5.083
2011-02-03,,2.208
2011-02-04,,9.042
2011-02-05,,9.083
2011-02-06,,18.083
2011-02-07,,11.625
2011-02-08,,4.875
2011-02-09,,2.125
2011-02-10,,4.917
2011-02-11,,6.375
2011-02-12,,9.833
2011-02-13,,6.792
2011-02-14,,21.5
2011-02-15,,13.125
2011-02-16,,1.5
2011-02-17,,4.292
2011-02-18,,6.333
2011-02-19,,4.875
2011-02-20,,4.625
2011-02-21,,7.208
2011-02-22,,20.458
2011-02-23,,18.917
2011-02-24,,23.0
2011-02-25,,12.875
2011-02-26,,6.625
2011-02-27,,9.917
2011-02-28,,3.125
2011-03-01,,9.739
2011-03-02,,15.583
2011-03-03,,5.667
2011-03-04,,13.542
2011-03-05,,11.833
2011-03-06,,7.0
2011-03-07,,21.708
2011-03-08,,17.667
2011-03-09,,12.75
2011-03-10,,3.958
2011-03-11,,4.042
2011-03-12,,6.375
2011-03-13,,5.375
2011-03-14,,9.333
2011-03-15,,10.792
2011-03-16,,9.542
2011-03-17,,6.042
2011-03-18,,4.792
2011-03-19,,5.375
2011-03-20,,3.333
2011-03-21,,6.042
2011-03-22,,11.25
2011-03-23,,20.417
2011-03-24,,2.125
2011-03-25,,3.583
2011-03-26,,5.25
2011-03-27,,7.625
2011-03-28,,20.0
2011-03-29,,18.625
2011-03-30,,11.167
2011-03-31,,8.25
2011-04-01,,9.333
2011-04-02,,8.75
2011-04-03,,7.458
2011-04-04,,10.0
2011-04-05,,13.0
2011-04-06,,16.708
2011-04-07,,9.167
2011-04-08,,11.792
2011-04-09,,8.625
2011-04-10,,18.417
2011-04-11,,13.542
2011-04-12,,18.458
2011-04-13,,16.917
2011-04-14,,23.75
2011-04-15,,18.125
2011-04-16,,18.208
2011-04-17,,15.042
2011-04-18,,12.667
2011-04-19,,3.292
2011-04-20,,2.417
2011-04-21,,7.217
2011-04-22,,15.5
2011-04-23,,5.542
2011-04-24,,11.375
2011-04-25,,13.917
2011-04-26,,14.958
2011-04-27,,20.458
2011-04-28,,8.667
2011-04-29,,8.625
2011-04-30,,16.875
2011-05-01,,20.875
2011-05-02,,65.625
2011-05-03,,75.875
2011-05-04,,26.833
2011-05-05,,11.292
2011-05-06,,17.333
2011-05-07,,16.083
2011-05-08,,17.375
2011-05-09,,16.292
2011-05-10,,14.167
2011-05-11,,13.083
2011-05-12,,16.375
2011-05-13,,61.333
2011-05-14,,25.333
2011-05-15,,20.792
2011-05-16,,38.292
2011-05-17,,38.042
2011-05-18,,25.708
2011-05-19,,15.917
2011-05-20,,28.792
2011-05-21,,25.375
2011-05-22,,10.792
2011-05-23,,15.667
2011-05-24,,10.333
2011-05-25,,10.375
2011-05-26,,16.957
2011-05-27,,13.083
2011-05-28,,16.25
2011-05-29,,10.708
2011-05-30,,18.833
2011-05-31,,13.917
2011-06-01,,16.208
2011-06-02,,5.792
2011-06-03,,15.917
2011-06-04,,33.083
2011-06-05,,31.792
2011-06-06,,32.087
2011-06-07,,20.292
2011-06-08,,28.167
2011-06-09,,22.292
2011-06-10,,34.083
2011-06-11,,29.167
2011-06-12,,26.182
2011-06-13,,17.375
2011-06-14,,14.875
2011-06-15,,7.042
2011-06-16,,11.583
2011-06-17,,12.208
2011-06-18,,16.333
2011-06-19,,20.75
2011-06-20,,28.417
2011-06-21,,15.083
2011-06-22,,17.042
2011-06-23,,8.5
2011-06-24,,17.75
2011-06-25,,6.583
2011-06-26,,9.042
2011-06-27,,11.417
2011-06-28,,17.542
2011-06-29,,11.667
2011-06-30,,10.783
2011-07-01,,20.167
2011-07-02,,21.75
2011-07-03,,33.042
2011-07-04,,18.583
2011-07-05,,26.958
2011-07-06,,28.0
2011-07-07,,27.083
2011-07-08,,11.875
2011-07-09,,15.833
2011-07-10,,17.375
2011-07-11,,17.958
2011-07-12,,10.042
2011-07-13,,18.739
2011-07-14,,23.5
2011-07-15,,23.083
2011-07-16,,24.958
2011-07-17,,30.0
2011-07-18,,34.375
2011-07-19,,11.417
2011-07-20,,11.042
2011-07-21,,19.0
2011-07-22,,12.5
2011-07-23,,10.375
2011-07-24,,14.958
2011-07-25,,21.125
2011-07-26,,17.958
2011-07-27,,13.917
2011-07-28,,7.875
2011-07-29,,12.125
2011-07-30,,14.042
2011-07-31,,13.75
2011-08-01,,3.167
2011-08-02,,15.625
2011-08-03,,17.083
2011-08-04,,19.0
2011-08-05,,21.292
2011-08-06,,16.208
2011-08-07,,19.375
2011-08-08,,23.917
2011-08-09,,25.458
2011-08-10,,21.5
