date,PM25_mean
2016-01-01,19.25
2016-01-02,17.958
2016-01-03,38.667
2016-01-04,42.542
2016-01-05,11.292
2016-01-06,14.957
2016-01-07,20.75
2016-01-08,12.667
2016-01-09,21.375
2016-01-10,7.083
2016-01-11,4.292
2016-01-12,6.458
2016-01-13,20.417
2016-01-14,25.417
2016-01-15,23.083
2016-01-16,6.667
2016-01-17,12.625
2016-01-18,11.583
2016-01-19,12.75
2016-01-20,35.333
2016-01-21,15.5
2016-01-22,11.542
2016-01-23,2.333
2016-01-24,13.0
2016-01-25,22.5
2016-01-26,30.708
2016-01-27,23.917
2016-01-28,5.458
2016-01-29,5.542
2016-01-30,8.833
2016-01-31,5.917
2016-02-01,9.042
2016-02-02,4.375
2016-02-03,7.792
2016-02-04,4.208
2016-02-05,13.125
2016-02-06,8.25
2016-02-07,3.826
2016-02-08,3.042
2016-02-09,8.0
2016-02-10,10.0
2016-02-11,12.0
2016-02-12,4.333
2016-02-13,4.5
2016-02-14,5.083
2016-02-15,8.375
2016-02-16,8.625
2016-02-17,13.625
2016-02-18,3.792
2016-02-19,2.292
2016-02-20,6.875
2016-02-21,2.542
2016-02-22,3.292
2016-02-23,14.542
2016-02-24,3.083
2016-02-25,7.0
2016-02-26,3.917
2016-02-27,7.417
2016-02-28,12.75
2016-03-01,25.125
2016-03-02,23.364
2016-03-03,8.292
2016-03-04,5.417
2016-03-05,6.833
2016-03-06,6.625
2016-03-07,7.083
2016-03-08,7.0
2016-03-09,10.292
2016-03-10,8.125
2016-03-11,4.125
2016-03-12,7.75
2016-03-13,14.25
2016-03-14,16.667
2016-03-15,10.167
2016-03-16,2.417
2016-03-17,1.5
2016-03-18,3.333
2016-03-19,2.875
2016-03-20,4.375
2016-03-21,6.792
2016-03-22,5.25
2016-03-23,1.833
2016-03-24,2.583
2016-03-25,2.5
2016-03-26,4.375
2016-03-27,9.625
2016-03-28,14.0
2016-03-29,14.417
2016-03-30,6.583
2016-03-31,5.125
2016-10-20,1.5
2016-10-21,8.0
2016-10-22,6.375
2016-10-23,4.333
2016-10-24,5.083
2016-10-25,7.708
2016-10-26,7.792
2016-10-27,8.875
2016-10-28,9.25
2016-10-29,8.833
2016-10-30,13.917
2016-10-31,11.542
2016-11-01,18.5
2016-11-02,9.542
2016-11-03,8.458
2016-11-04,28.417
2016-11-05,24.167
2016-11-06,3.0
2016-11-07,6.833
2016-11-08,12.5
2016-11-09,2.083
