date,PM25_mean,SO2_mean,SPM_mean
2011-01-01,,0.208,2.667
2011-01-02,,0.0,2.667
2011-01-03,,0.083,2.583
2011-01-04,,0.542,3.792
2011-01-05,,0.083,3.25
2011-01-06,,0.636,5.25
2011-01-07,,0.458,6.667
2011-01-08,,0.208,4.125
2011-01-09,,0.208,8.042
2011-01-10,,0.708,8.417
2011-01-11,,0.333,4.957
2011-01-12,,0.792,5.792
2011-01-13,,1.083,11.958
2011-01-14,,0.458,6.542
2011-01-15,,0.0,6.833
2011-01-16,,0.542,11.167
2011-01-17,,0.5,3.5
2011-01-18,,0.792,5.5
2011-01-19,,0.391,7.958
2011-01-20,,0.522,4.708
2011-01-21,,0.042,2.917
2011-01-22,,0.0,2.583
2011-01-23,,0.125,7.125
2011-01-24,,0.625,4.667
2011-01-25,,0.375,7.708
2011-01-26,,0.5,7.25
2011-01-27,,0.375,7.458
2011-01-28,,0.375,5.583
2011-01-29,,0.208,5.375
2011-01-30,,1.083,7.25
2011-01-31,,0.917,6.0
2011-02-01,,0.348,3.125
2011-02-02,,0.042,2.958
2011-02-03,,0.478,6.25
2011-02-04,,0.917,6.458
2011-02-05,,0.792,4.708
2011-02-06,,0.875,12.083
2011-02-07,,1.375,16.833
2011-02-08,,0.792,7.792
2011-02-09,,0.542,3.75
2011-02-10,,0.958,6.375
2011-02-11,,0.583,5.333
2011-02-12,,0.417,4.958
2011-02-13,,0.792,7.792
2011-02-14,,2.583,22.375
2011-02-15,,1.87,12.391
2011-02-16,,0.708,7.417
2011-02-17,,0.478,7.667
2011-02-18,,0.25,4.458
2011-02-19,,0.208,4.125
2011-02-20,,1.208,9.208
2011-02-21,,1.083,12.375
2011-02-22,,0.875,8.792
2011-02-23,,1.458,15.833
2011-02-24,,0.833,7.5
2011-02-25,,0.292,2.917
2011-02-26,,0.25,3.25
2011-02-27,,0.083,2.25
2011-02-28,,0.375,3.458
2011-03-01,,1.917,21.375
2011-03-02,,0.818,17.783
2011-03-03,,0.0,7.13
2011-03-04,,0.0,5.458
2011-03-05,,0.125,4.875
2011-03-06,,0.125,3.958
2011-03-07,,0.25,4.667
2011-03-08,,0.333,8.583
2011-03-09,,1.0,13.5
2011-03-10,,0.0,9.458
2011-03-11,,0.0,7.042
2011-03-12,,0.208,5.583
2011-03-13,,0.0,3.292
2011-03-14,,1.13,10.458
2011-03-15,,1.708,20.333
2011-03-16,,0.478,7.542
2011-03-17,,0.083,17.25
2011-03-18,,0.0,10.792
2011-03-19,,0.0,9.5
2011-03-20,,0.0,8.792
2011-03-21,,0.042,10.348
2011-03-22,,0.208,22.625
2011-03-23,,0.042,13.125
2011-03-24,,0.0,7.917
2011-03-25,,0.0,6.292
2011-03-26,,0.125,8.625
2011-03-27,,0.042,14.875
2011-03-28,,0.043,15.792
2011-03-29,,0.25,17.208
2011-03-30,,0.391,31.333
2011-03-31,,0.0,8.958
2011-04-01,,0.0,21.208
2011-04-02,,0.0,8.667
2011-04-03,,0.0,5.875
2011-04-04,,0.0,6.125
2011-04-05,,0.0,20.583
2011-04-06,,0.042,17.304
2011-04-07,,0.0,17.583
2011-04-08,,0.0,13.667
2011-04-09,,0.0,19.625
2011-04-10,,0.0,19.458
2011-04-11,,0.0,29.125
2011-04-12,,0.0,19.042
2011-04-13,,0.087,31.833
2011-04-14,,0.083,52.0
2011-04-15,,0.217,47.917
2011-04-16,,0.0,21.792
2011-04-17,,0.0,7.458
2011-04-18,,0.0,8.208
2011-04-19,,0.0,6.458
2011-04-20,,0.0,7.667
2011-04-21,,0.0,7.75
2011-04-22,,0.0,7.542
2011-04-23,,0.0,6.042
2011-04-24,,0.0,8.75
2011-04-25,,0.0,15.125
2011-04-26,,0.0,27.167
2011-04-27,,0.0,26.875
2011-04-28,,0.0,7.042
2011-04-29,,0.0,8.083
2011-04-30,,0.0,20.542
2011-05-01,,0.0,12.667
2011-05-02,,0.0,8.0
2011-05-03,,0.0,8.292
2011-05-04,,0.0,6.75
2011-05-05,,0.0,7.792
2011-05-06,,0.0,9.375
2011-05-07,,0.292,17.375
2011-05-08,,0.0,5.583
2011-05-09,,0.0,12.292
2011-05-10,,0.0,7.792
2011-05-11,,0.0,6.696
2011-05-12,,0.042,9.125
2011-05-13,,0.0,6.167
2011-05-14,,0.0,4.292
2011-05-15,,0.0,4.708
2011-05-16,,0.0,12.0
2011-05-17,,0.0,8.417
2011-05-18,,0.0,12.708
2011-05-19,,0.0,25.208
2011-05-20,,0.0,41.583
