date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,29.208,44.708,15.5,2.208,24.833,-4.3,-6.812,-11.7
2011-01-02,9.042,12.125,3.083,1.958,9.667,-1.9,-4.125,-9.9
2011-01-03,20.75,30.958,10.208,1.792,13.917,-4.7,-9.167,-14.6
2011-01-04,24.875,45.542,20.667,1.542,15.0,-3.7,-7.008,-10.4
2011-01-05,24.043,47.87,23.826,2.435,16.917,-0.1,-4.1,-8.3
2011-01-06,37.167,85.333,48.167,3.625,23.792,-2.1,-4.704,-8.4
2011-01-07,19.792,36.708,16.917,2.167,12.875,-1.5,-5.204,-12.4
2011-01-08,28.875,48.208,19.333,1.542,23.417,-7.8,-10.904,-13.9
2011-01-09,27.708,58.375,30.667,3.708,22.667,-3.5,-7.008,-9.9
2011-01-10,31.25,53.125,21.875,3.417,23.125,-6.2,-8.525,-10.9
2011-01-11,16.792,25.0,8.208,2.625,10.5,-9.4,-11.388,-17.5
2011-01-12,30.792,59.333,28.542,2.958,19.25,-8.4,-13.283,-20.0
2011-01-13,20.625,32.417,11.792,2.667,16.042,-5.4,-8.342,-10.2
2011-01-14,12.625,18.292,5.667,1.917,13.833,-9.3,-10.508,-12.0
2011-01-15,18.625,28.75,10.125,1.292,13.833,-7.0,-9.954,-16.4
2011-01-16,48.042,133.25,85.208,3.542,39.417,-8.7,-13.746,-17.2
2011-01-17,48.375,136.0,87.625,3.208,54.708,-8.8,-14.712,-19.3
2011-01-18,50.125,132.25,82.125,5.458,44.708,-4.1,-9.788,-15.1
2011-01-19,50.652,130.609,79.957,3.565,43.25,-3.9,-8.979,-16.3
2011-01-20,49.083,123.083,74.0,2.0,61.292,-8.7,-15.279,-20.0
2011-01-21,49.417,122.75,73.333,2.25,72.0,-9.4,-14.392,-19.4
2011-01-22,38.042,71.708,33.667,4.75,26.5,-2.1,-5.221,-10.5
2011-01-23,15.875,19.417,3.542,2.417,12.542,-1.0,-3.15,-8.4
2011-01-24,24.708,49.125,24.417,1.458,18.292,-6.6,-9.404,-15.3
2011-01-25,17.583,26.5,8.917,1.417,16.417,-4.8,-8.842,-14.7
2011-01-26,28.667,53.25,24.583,2.042,21.208,-5.9,-11.654,-17.3
2011-01-27,30.458,56.875,26.417,2.208,21.792,-7.7,-11.7,-16.8
2011-01-28,44.0,93.292,49.292,2.458,45.333,-10.9,-14.525,-19.2
2011-01-29,37.625,76.583,38.958,4.25,30.125,-4.7,-9.567,-11.9
2011-01-30,34.045,73.227,39.182,2.043,19.217,-4.8,-11.275,-16.9
2011-01-31,30.833,53.292,22.458,3.667,20.083,-6.8,-10.558,-16.5
2011-02-01,36.526,79.368,42.842,2.05,27.25,-8.6,-12.05,-17.8
2011-02-02,21.545,44.136,22.591,1.682,17.783,-8.4,-13.179,-18.5
2011-02-03,33.042,61.417,28.375,2.833,24.5,-7.3,-13.1,-17.6
2011-02-04,27.875,59.625,31.75,4.125,19.333,-5.4,-9.096,-14.6
2011-02-05,13.167,18.917,5.75,2.167,17.292,-3.4,-5.733,-8.8
2011-02-06,19.667,29.833,10.167,1.708,18.125,1.2,-1.258,-4.1
2011-02-07,33.833,66.042,32.208,3.0,28.625,0.8,-0.996,-2.7
2011-02-08,10.25,13.167,2.917,2.625,18.667,-3.0,-6.379,-8.8
2011-02-09,31.292,64.542,33.25,3.208,30.542,-7.6,-10.721,-17.0
2011-02-10,10.042,12.958,2.917,1.958,11.083,-9.0,-9.688,-10.4
2011-02-11,13.833,19.958,6.125,1.708,13.542,-7.6,-9.446,-11.0
2011-02-12,6.417,8.042,1.625,1.292,9.542,-9.5,-10.396,-11.8
2011-02-13,19.292,29.5,10.208,1.625,13.833,-3.7,-6.879,-11.2
2011-02-14,28.417,42.75,14.333,3.75,40.417,1.0,-2.958,-5.8
2011-02-15,11.0,13.958,2.958,2.375,21.583,-0.7,-5.462,-8.8
2011-02-16,32.261,66.652,34.391,2.087,21.458,-6.4,-9.138,-13.1
2011-02-17,38.375,71.792,33.417,2.833,27.708,-6.4,-10.021,-14.2
2011-02-18,35.667,69.958,34.292,1.792,24.708,-7.3,-14.008,-19.8
2011-02-19,32.917,52.958,20.042,2.417,21.875,-7.2,-12.808,-20.0
2011-02-20,30.542,51.708,21.167,3.458,27.625,-2.4,-6.008,-10.3
2011-02-21,13.458,17.333,3.875,1.833,19.5,-2.9,-7.662,-11.6
2011-02-22,30.583,53.083,22.5,2.042,22.375,-2.5,-7.075,-12.2
2011-02-23,27.25,45.875,18.625,4.417,24.292,-1.3,-5.183,-9.9
2011-02-24,11.083,16.375,5.292,3.167,10.0,-3.5,-7.404,-16.8
2011-02-25,30.167,48.292,18.125,2.542,20.5,-7.1,-12.671,-18.4
2011-02-26,16.625,23.667,7.042,3.0,12.75,-5.6,-8.408,-12.0
2011-02-27,15.375,22.0,6.625,2.5,13.375,-5.8,-9.4,-18.2
2011-02-28,36.625,70.5,33.875,3.417,32.542,-3.5,-10.662,-18.8
2011-03-01,18.0,24.957,6.957,2.783,25.208,4.7,0.938,-1.3
2011-03-02,23.0,34.333,11.333,2.208,22.958,-1.1,-3.929,-8.9
2011-03-03,21.333,32.417,11.083,1.792,19.625,-3.7,-8.975,-16.1
2011-03-04,20.5,29.125,8.625,1.417,13.625,-4.3,-9.617,-14.7
2011-03-05,26.083,41.0,14.917,2.542,23.25,-2.3,-9.017,-17.8
2011-03-06,23.917,32.208,8.292,2.958,14.875,3.9,-0.488,-5.4
2011-03-07,11.125,13.875,2.75,1.333,9.042,0.2,-0.979,-2.6
2011-03-08,18.292,23.958,5.667,1.833,10.708,0.9,-1.617,-2.9
2011-03-09,18.417,24.75,6.333,2.292,11.208,0.9,-2.983,-6.6
2011-03-10,26.583,38.25,11.667,2.167,22.042,1.6,-5.379,-11.8
2011-03-11,17.708,23.125,5.417,1.708,16.875,0.8,-6.054,-12.6
2011-03-12,18.125,25.25,7.125,2.625,18.458,-0.4,-5.604,-11.7
2011-03-13,13.417,18.542,5.125,1.708,12.292,-0.6,-4.612,-8.4
2011-03-14,24.917,36.583,11.667,1.833,22.25,1.5,-4.667,-13.1
2011-03-15,15.091,18.636,3.545,2.714,27.045,1.5,-1.8,-3.6
2011-03-16,30.5,42.583,12.083,2.292,31.583,2.1,-2.808,-9.3
2011-03-17,23.875,29.583,5.708,2.208,22.5,5.3,1.767,-1.9
2011-03-18,13.542,17.083,3.542,1.292,19.833,2.0,-1.742,-7.6
2011-03-19,8.292,11.0,2.708,1.542,14.583,-5.9,-7.588,-9.9
2011-03-20,6.458,7.833,1.375,1.208,13.25,-4.2,-6.262,-8.2
2011-03-21,12.708,18.167,5.458,1.333,18.083,-1.1,-3.75,-7.8
2011-03-22,16.958,21.958,5.0,1.75,25.417,2.4,-0.738,-3.9
2011-03-23,20.0,24.958,4.958,1.375,22.25,3.1,-0.55,-4.1
2011-03-24,12.0,14.583,2.583,2.167,14.0,0.2,-2.358,-4.0
2011-03-25,8.792,11.0,2.208,1.708,14.167,-0.5,-2.729,-5.7
2011-03-26,11.625,15.917,4.292,0.958,17.0,-0.1,-3.517,-7.9
2011-03-27,12.667,16.458,3.792,1.333,16.708,1.1,-3.188,-8.4
2011-03-28,17.792,23.875,6.083,1.917,20.833,4.3,-3.988,-12.5
2011-03-29,22.739,31.13,8.391,1.591,28.739,8.8,1.821,-8.9
2011-03-30,12.167,14.833,2.667,1.5,43.625,12.9,8.075,4.7
2011-03-31,5.833,6.792,0.958,0.375,20.042,4.0,0.579,-4.2
2011-04-01,14.042,16.708,2.667,1.125,37.125,11.1,4.454,-2.3
2011-04-02,4.917,6.042,1.125,0.125,7.833,1.5,-0.55,-2.1
2011-04-03,3.708,4.167,0.458,0.125,9.667,1.5,-0.721,-3.7
2011-04-04,9.833,12.833,3.0,0.583,16.625,3.4,-1.4,-7.1
2011-04-05,14.375,18.042,3.667,1.0,26.458,11.2,3.983,-3.0
2011-04-06,17.958,22.458,4.5,1.375,35.083,14.9,6.446,-1.7
2011-04-07,17.0,20.042,3.042,1.792,29.292,14.3,8.454,-0.5
2011-04-08,9.042,10.75,1.708,0.458,13.583,7.8,5.475,-0.1
2011-04-09,13.458,17.958,4.5,0.917,16.625,10.5,3.8,-2.9
2011-04-10,8.917,11.75,2.833,1.417,17.958,12.7,6.042,-2.6
2011-04-11,5.458,6.708,1.25,0.75,21.917,7.6,3.979,0.4
2011-04-12,7.375,9.583,2.208,0.625,17.917,7.3,3.379,-0.5
2011-04-13,11.25,14.208,2.958,1.375,28.5,8.4,5.096,0.5
2011-04-14,13.1,15.8,2.7,1.043,21.125,11.7,6.071,1.5
2011-04-15,16.583,20.125,3.542,3.708,42.292,18.4,10.242,-0.3
2011-04-16,13.833,15.667,1.833,1.5,25.208,13.9,9.258,1.2
2011-04-17,5.167,5.833,0.667,0.0,6.208,1.1,0.625,0.2
2011-04-18,5.5,6.292,0.792,0.5,6.917,6.8,3.133,1.0
2011-04-19,5.667,7.542,1.875,0.667,7.292,8.3,3.975,0.4
2011-04-20,5.167,6.417,1.25,0.708,10.708,9.8,3.671,-0.7
2011-04-21,3.583,4.0,0.417,0.667,13.75,8.9,3.125,-0.6
2011-04-22,8.75,11.375,2.625,0.833,16.75,9.0,3.975,-0.3
2011-04-23,7.833,11.5,3.667,0.667,14.583,10.2,6.188,3.3
2011-04-24,8.042,9.792,1.75,0.583,12.917,10.9,7.183,5.4
2011-04-25,12.5,15.333,2.833,0.625,18.958,9.5,7.083,4.4
2011-04-26,12.955,15.182,2.227,0.783,25.391,11.4,7.975,3.1
2011-04-27,11.143,13.19,2.048,0.591,24.182,16.0,9.321,4.3
2011-04-28,11.043,13.217,2.174,0.391,9.958,10.0,6.033,3.3
2011-04-29,4.083,5.375,1.292,0.25,7.958,10.5,6.879,2.2
2011-04-30,4.958,6.208,1.25,0.958,21.917,16.5,11.471,7.1
2011-05-01,9.75,11.875,2.125,0.125,15.917,10.1,8.062,5.3
2011-05-02,5.5,7.083,1.583,0.125,5.5,8.6,4.425,1.9
2011-05-03,3.708,4.917,1.208,0.125,6.5,7.9,4.829,2.0
2011-05-04,6.375,8.125,1.75,0.0,8.417,5.5,3.404,1.0
2011-05-05,4.667,5.875,1.208,0.083,10.167,10.1,5.946,2.3
