date,SO2_mean
2011-01-01,2.208
2011-01-02,2.167
2011-01-03,1.75
2011-01-04,1.625
2011-01-05,1.917
2011-01-06,2.0
2011-01-07,2.0
2011-01-08,2.125
2011-01-09,2.0
2011-01-10,1.958
2011-01-11,1.667
2011-01-12,1.565
2011-01-13,3.0
2011-01-14,2.0
2011-01-15,1.875
2011-01-16,2.0
2011-01-17,1.75
2011-01-18,2.0
2011-01-19,1.875
2011-01-20,2.5
2011-01-21,2.125
2011-01-22,2.0
2011-01-23,1.917
2011-01-24,1.917
2011-01-25,1.958
2011-01-26,1.696
2011-01-27,1.75
2011-01-28,1.875
2011-01-29,1.792
2011-01-30,2.25
2011-01-31,2.417
2011-02-01,1.708
2011-02-02,1.958
2011-02-03,2.0
2011-02-04,2.5
2011-02-05,2.083
2011-02-06,2.542
2011-02-07,3.167
2011-02-08,2.375
2011-02-09,1.913
2011-02-10,2.333
2011-02-11,2.0
2011-02-12,2.083
2011-02-13,2.542
2011-02-14,6.75
2011-02-15,6.333
2011-02-16,2.25
2011-02-17,2.083
2011-02-18,1.958
2011-02-19,2.125
2011-02-20,3.083
2011-02-21,2.917
2011-02-22,2.625
2011-02-23,4.13
2011-02-24,2.917
2011-02-25,2.167
2011-02-26,2.25
2011-02-27,2.0
2011-02-28,1.917
2011-03-01,6.0
2011-03-02,3.833
2011-03-03,2.583
2011-03-04,2.292
2011-03-05,2.625
2011-03-06,2.375
2011-03-07,2.083
2011-03-08,2.182
2011-03-09,3.0
2011-03-10,2.417
2011-03-11,2.0
2011-03-12,2.292
2011-03-13,2.042
2011-03-14,3.0
2011-03-15,3.5
2011-03-16,3.292
2011-03-17,2.625
2011-03-18,2.25
2011-03-19,1.833
2011-03-20,2.0
2011-03-21,2.042
2011-03-22,3.391
2011-03-23,3.167
2011-03-24,2.75
2011-03-25,2.375
2011-03-26,2.333
2011-03-27,3.042
2011-03-28,3.542
2011-03-29,3.458
2011-03-30,3.792
2011-03-31,2.417
2011-04-01,3.833
2011-04-02,2.125
2011-04-03,2.458
2011-04-04,2.292
2011-04-05,3.667
2011-04-06,3.708
2011-04-07,3.391
2011-04-08,2.875
2011-04-09,2.833
2011-04-10,3.833
2011-04-11,3.458
2011-04-12,2.917
2011-04-13,2.708
2011-04-14,4.792
2011-04-15,5.542
