date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-04-01,,,8.417,11.125,2.708,,
2011-04-02,,,9.167,11.708,2.542,,
2011-04-03,,,8.958,10.167,1.208,,
2011-04-04,,,15.75,21.583,5.833,,
2011-04-05,,,23.083,36.083,13.0,,
2011-04-06,,,26.167,34.875,8.708,,
2011-04-07,,,11.958,14.792,2.833,,
2011-04-08,,,19.125,23.25,4.125,,
2011-04-09,,,12.417,15.5,3.083,,
2011-04-10,,,8.542,11.125,2.583,,
2011-04-11,,,11.087,13.261,2.174,,
2011-04-12,,,12.75,15.167,2.417,,
2011-04-13,,,13.833,16.542,2.708,,
2011-04-14,,,18.917,23.25,4.333,,
2011-04-15,,,9.292,10.917,1.625,,
2011-04-16,,,8.167,9.5,1.333,,
2011-04-17,,,3.375,3.917,0.542,,
2011-04-18,,,6.375,7.458,1.083,,
2011-04-19,,,11.417,13.708,2.292,,
2011-04-20,,,8.458,10.375,1.917,,
2011-04-21,,,8.875,10.792,1.917,,
2011-04-22,,,8.375,11.417,3.042,,
2011-04-23,,,9.167,11.667,2.5,,
2011-04-24,,,8.208,10.0,1.792,,
2011-04-25,,,10.826,13.348,2.522,,
2011-04-26,,,9.5,11.875,2.375,,
2011-04-27,,,17.0,21.375,4.375,,
2011-04-28,,,9.708,12.417,2.708,,
2011-04-29,,,6.458,8.625,2.167,,
2011-04-30,,,8.958,10.958,2.0,,
2011-05-01,,,7.042,8.542,1.5,,
2011-05-02,,,5.208,6.375,1.167,,
2011-05-03,,,4.75,5.375,0.625,,
2011-05-04,,,9.125,10.75,1.625,,
2011-05-05,,,8.083,10.042,1.958,,
2011-05-06,,,9.042,12.5,3.458,,
2011-05-07,,,6.792,8.583,1.792,,
2011-05-08,,,5.833,6.875,1.042,,
2011-05-09,,,10.304,11.913,1.609,,
2011-05-10,,,7.792,8.833,1.042,,
2011-05-11,,,6.958,8.167,1.208,,
2011-05-12,,,12.125,20.292,8.167,,
2011-05-13,,,6.25,8.292,2.042,,
2011-05-14,,,5.833,8.333,2.5,,
2011-05-15,,,7.25,10.292,3.042,,
2011-05-16,,,9.25,12.5,3.25,,
2011-05-17,,,10.458,13.375,2.917,,
2011-05-18,,,15.0,20.0,5.0,,
2011-05-19,,,13.625,16.042,2.417,,
2011-05-20,,,13.0,14.875,1.875,,
2011-05-21,,,12.875,15.75,2.875,,
2011-05-22,,,3.75,4.292,0.542,,
2011-05-23,,,5.913,7.478,1.565,,
2011-05-24,,,5.708,8.125,2.417,,
2011-05-25,,,6.917,9.167,2.25,,
2011-05-26,,,9.5,12.5,3.0,,
2011-05-27,,,5.667,7.708,2.042,,
2011-05-28,,,7.75,9.708,1.958,,
2011-05-29,,,7.542,9.333,1.792,,
2011-05-30,,,11.792,15.125,3.333,,
2011-05-31,,,6.708,8.875,2.167,,
2011-06-01,,,4.542,7.25,2.708,,
2011-06-02,,,4.375,6.625,2.25,,
2011-06-03,,,8.708,12.625,3.917,,
2011-06-04,,,8.667,10.792,2.125,,
2011-06-05,,,11.0,13.375,2.375,,
2011-06-06,,,10.957,12.87,1.913,,
2011-06-07,,,10.25,13.25,3.0,,
2011-06-08,,,6.5,8.417,1.917,,
2011-06-09,,,6.5,8.708,2.208,,
2011-06-10,,,8.167,10.417,2.25,,
2011-06-11,,,8.208,9.625,1.417,,
2011-06-12,,,3.25,3.917,0.667,,
2011-06-13,,,7.417,9.667,2.25,,
2011-06-14,,,9.583,12.292,2.708,,
2011-06-15,,,3.708,4.958,1.25,,
2011-06-16,,,5.375,7.75,2.375,,
2011-06-17,,,4.667,7.125,2.458,,
2011-06-18,,,9.75,13.75,4.0,,
2011-06-19,,,9.708,12.375,2.667,,
2011-06-20,,,12.652,15.739,3.087,,
2011-06-21,,,11.833,14.417,2.583,,
2011-06-22,,,13.583,15.75,2.167,,
2011-06-23,,,7.792,9.5,1.708,,
2011-06-24,,,4.167,5.875,1.708,,
2011-06-25,,,4.125,5.25,1.125,,
2011-06-26,,,7.125,10.375,3.25,,
2011-06-27,,,6.667,9.542,2.875,,
2011-06-28,,,7.958,11.083,3.125,,
2011-06-29,,,9.458,12.167,2.708,,
2011-06-30,,,11.0,13.208,2.208,,
2011-07-01,,,5.417,6.5,1.083,,
2011-07-02,,,5.417,6.875,1.458,,
2011-07-03,,,3.625,5.5,1.875,,
2011-07-04,,,7.304,10.217,2.913,,
2011-07-05,,,6.792,8.917,2.125,,
2011-07-06,,,9.217,11.913,2.696,,
2011-07-07,,,6.0,7.75,1.75,,
2011-07-08,,,7.083,10.458,3.375,,
2011-07-09,,,8.833,10.875,2.042,,
2011-07-10,,,7.708,9.417,1.708,,
2011-07-11,,,6.833,11.333,4.5,,
2011-07-12,,,5.5,7.458,1.958,,
2011-07-13,,,8.083,9.625,1.542,,
2011-07-14,,,10.417,15.667,5.25,,
2011-07-15,,,4.167,6.458,2.292,,
2011-07-16,,,4.458,7.208,2.75,,
2011-07-17,,,7.75,10.333,2.583,,
2011-07-18,,,4.348,5.565,1.217,,
2011-07-19,,,6.227,8.227,2.0,,
2011-07-20,,,6.292,9.333,3.042,,
2011-07-21,,,6.542,9.667,3.125,,
2011-07-22,,,4.208,6.792,2.583,,
2011-07-23,,,4.667,6.917,2.25,,
2011-07-24,,,6.125,7.292,1.167,,
2011-07-25,,,10.417,12.875,2.458,,
2011-07-26,,,9.542,11.208,1.667,,
2011-07-27,,,12.292,15.083,2.792,,
2011-07-28,,,9.458,12.25,2.792,,
2011-07-29,,,7.167,8.917,1.75,,
2011-07-30,,,5.583,8.292,2.708,,
2011-07-31,,,4.208,6.875,2.667,,
2011-08-01,,,4.826,8.304,3.478,,
2011-08-02,,,4.583,7.833,3.25,,
2011-08-03,,,5.667,8.875,3.208,,
2011-08-04,,,4.958,8.083,3.125,,
2011-08-05,,,6.292,10.292,4.0,,
2011-08-06,,,7.125,9.542,2.417,,
2011-08-07,,,7.0,8.833,1.833,,
2011-08-08,,,8.5,12.042,3.542,,
2011-08-09,,,8.0,11.292,3.292,,
2011-08-10,,,7.833,11.833,4.0,,
2011-08-11,,,8.125,10.0,1.875,,
2011-08-12,,,7.125,8.75,1.625,,
2011-08-13,,,7.292,9.917,2.625,,
2011-08-14,,,7.083,9.125,2.042,,
2011-08-15,,,7.435,8.696,1.261,,
2011-08-16,,,11.792,12.708,0.917,,
2011-08-17,,,8.5,9.167,0.667,,
2011-08-18,,,8.417,10.167,1.75,,
2011-08-19,,,9.333,12.708,3.375,,
2011-08-20,,,6.5,8.708,2.208,,
2011-08-21,,,5.125,6.875,1.75,,
2011-08-22,,,6.667,9.25,2.583,,
2011-08-23,,,14.542,18.708,4.167,,
2011-08-24,,,9.708,12.375,2.667,,
2011-08-25,,,13.208,16.917,3.708,,
2011-08-26,,,12.875,16.042,3.167,,
2011-08-27,,,12.25,15.5,3.25,,
2011-08-28,,,8.125,10.0,1.875,,
2011-08-29,,,8.435,11.739,3.304,,
2011-08-30,,,5.375,7.875,2.5,,
2011-08-31,,,5.583,8.667,3.083,,
2011-09-01,,,6.333,9.375,3.042,,
2011-09-02,,,13.25,15.667,2.417,,
2011-09-03,,,11.875,14.625,2.75,,
2011-09-04,,,5.25,6.875,1.625,,
2011-09-05,,,5.375,8.708,3.333,,
2011-09-06,,,9.125,11.208,2.083,,
2011-09-07,,,6.5,9.042,2.542,,
2011-09-08,,,8.25,11.042,2.792,,
2011-09-09,,,12.542,15.125,2.583,,
2011-09-10,,,12.0,13.875,1.875,,
2011-09-11,,,10.583,13.958,3.375,,
2011-09-12,,,11.783,14.739,2.957,,
2011-09-13,,,16.125,19.583,3.458,,
2011-09-14,,,14.042,18.167,4.125,,
2011-09-15,,,8.958,12.208,3.25,,
2011-09-16,,,8.375,11.042,2.667,,
2011-09-17,,,9.25,11.333,2.083,,
2011-09-18,,,5.792,6.292,0.5,,
2011-09-19,,,9.292,13.0,3.708,,
2011-09-20,,,13.292,21.292,8.0,,
2011-09-21,,,12.875,21.542,8.667,,
2011-09-22,,,8.292,9.292,1.0,,
2011-09-23,,,8.958,11.583,2.625,,
2011-09-24,,,11.375,17.333,5.958,,
2011-09-25,,,7.75,10.417,2.667,,
2011-09-26,,,7.304,10.435,3.13,,
2011-09-27,,,14.458,18.417,3.958,,
2011-09-28,,,9.958,13.667,3.708,,
2011-09-29,,,7.708,10.667,2.958,,
2011-09-30,,,10.75,13.375,2.625,,
2011-10-01,,,10.375,12.583,2.208,,
2011-10-02,,,6.875,8.833,1.958,,
2011-10-03,,,12.083,16.333,4.25,,
2011-10-04,,,16.625,24.167,7.542,,
2011-10-05,,,16.667,24.875,8.208,,
2011-10-06,,,13.708,20.625,6.917,,
2011-10-07,,,11.292,13.083,1.792,,
2011-10-08,,,21.167,34.708,13.542,,
2011-10-09,,,11.292,14.042,2.75,,
2011-10-10,,,17.348,23.739,6.391,,
2011-10-11,,,17.792,27.167,9.375,,
2011-10-12,,,15.417,21.458,6.042,,
2011-10-13,,,21.042,30.125,9.083,,
2011-10-14,,,12.625,16.583,3.958,,
2011-10-15,,,17.042,22.292,5.25,,
2011-10-16,,,7.125,9.125,2.0,,
2011-10-17,,,7.708,10.542,2.833,,
2011-10-18,,,12.583,16.833,4.25,,
2011-10-19,,,19.458,30.833,11.375,,
2011-10-20,,,16.292,25.583,9.292,,
2011-10-21,,,9.458,12.833,3.375,,
2011-10-22,,,13.083,16.292,3.208,,
2011-10-23,,,7.667,9.042,1.375,,
2011-10-24,,,15.304,23.13,7.826,,
2011-10-25,,,7.833,10.833,3.0,,
2011-10-26,,,13.25,18.917,5.667,,
2011-10-27,,,18.667,37.75,19.083,,
2011-10-28,,,20.375,38.25,17.875,,
2011-10-29,,,25.958,52.667,26.708,,
2011-10-30,,,15.375,21.625,6.25,,
2011-10-31,,,17.708,26.333,8.625,,
2011-11-01,,,27.208,50.958,23.75,,
2011-11-02,,,17.083,22.417,5.333,,
2011-11-03,,,19.125,31.083,11.958,,
2011-11-04,,,23.917,45.333,21.417,,
2011-11-05,,,23.25,37.667,14.417,,
2011-11-06,,,8.958,10.167,1.208,,
2011-11-07,,,15.87,22.087,6.217,,
2011-11-08,,,20.917,32.708,11.792,,
2011-11-09,,,20.208,33.0,12.792,,
2011-11-10,,,25.25,47.333,22.083,,
2011-11-11,,,20.792,36.083,15.292,,
2011-11-12,,,25.792,49.583,23.792,,
2011-11-13,,,12.75,16.708,3.958,,
2011-11-14,,,9.917,11.917,2.0,,
2011-11-15,,,11.0,13.833,2.833,,
2011-11-16,,,14.458,22.083,7.625,,
2011-11-17,,,19.625,27.167,7.542,,
2011-11-18,,,22.208,31.458,9.25,,
2011-11-19,,,12.917,20.458,7.542,,
2011-11-20,,,6.25,7.5,1.25,,
2011-11-21,,,21.304,32.609,11.304,,
2011-11-22,,,21.583,29.0,7.417,,
2011-11-23,,,14.208,21.208,7.0,,
2011-11-24,,,11.0,16.708,5.708,,
2011-11-25,,,11.667,15.708,4.042,,
2011-11-26,,,17.25,21.958,4.708,,
2011-11-27,,,15.167,22.917,7.75,,
2011-11-28,,,20.917,36.792,15.875,,
2011-11-29,,,12.375,14.625,2.25,,
2011-11-30,,,10.417,13.167,2.75,,
2011-12-01,,,13.917,17.75,3.833,,
2011-12-02,,,27.818,59.727,31.909,,
2011-12-03,,,32.208,60.292,28.083,,
2011-12-04,,,26.292,42.667,16.375,,
2011-12-05,,,15.579,18.684,3.105,,
2011-12-06,,,26.208,43.792,17.583,,
2011-12-07,,,19.625,31.042,11.417,,
2011-12-08,,,21.917,37.542,15.625,,
2011-12-09,,,33.208,73.417,40.208,,
2011-12-10,,,27.333,53.042,25.708,,
2011-12-11,,,24.833,39.75,14.917,,
2011-12-12,,,22.583,38.042,15.458,,
2011-12-13,,,19.417,28.167,8.75,,
2011-12-14,,,14.833,21.375,6.542,,
2011-12-15,,,18.542,25.125,6.583,,
2011-12-16,,,19.375,28.917,9.542,,
2011-12-17,,,25.25,39.083,13.833,,
2011-12-18,,,22.458,35.375,12.917,,
2011-12-19,,,34.957,74.478,39.522,,
2011-12-20,,,32.417,66.417,34.0,,
2011-12-21,,,32.042,67.708,35.667,,
2011-12-22,,,32.208,60.417,28.208,,
2011-12-23,,,15.792,25.417,9.625,,
2011-12-24,,,11.5,16.958,5.458,,
2011-12-25,,,11.0,16.625,5.625,,
2011-12-26,,,9.208,12.833,3.625,,
2011-12-27,,,19.5,28.208,8.708,,
2011-12-28,,,28.083,42.292,14.208,,
2011-12-29,,,29.958,46.958,17.0,,
2011-12-30,,,24.958,40.333,15.375,,
2011-12-31,,,24.167,42.75,18.583,,
2012-01-01,,,12.667,15.792,3.125,,
2012-01-02,,,14.739,19.348,4.609,,
2012-01-03,,,14.417,19.583,5.167,,
2012-01-04,,,22.292,31.208,8.917,,
2012-01-05,,,20.375,31.375,11.0,,
2012-01-06,,,18.25,23.375,5.125,,
2012-01-07,,,30.25,53.25,23.0,,
2012-01-08,,,36.042,67.125,31.083,,
2012-01-09,,,33.5,53.333,19.833,,
2012-01-10,,,26.375,39.417,13.042,,
2012-01-11,,,33.833,66.208,32.375,,
2012-01-12,,,26.667,37.125,10.458,,
2012-01-13,,,19.375,26.042,6.667,,
2012-01-14,,,35.083,61.833,26.75,,
2012-01-15,,,24.583,35.208,10.625,,
2012-01-16,,,40.087,75.174,35.087,,
2012-01-17,,,30.958,54.458,23.5,,
2012-01-18,,,34.375,68.5,34.125,,
2012-01-19,,,16.75,23.625,6.875,,
2012-01-20,,,11.667,14.5,2.833,,
2012-01-21,,,25.958,37.667,11.708,,
2012-01-22,,,36.208,71.083,34.875,,
2012-01-23,,,39.458,80.542,41.083,,
2012-01-24,,,24.792,45.542,20.75,,
2012-01-25,,,14.0,19.333,5.333,,
2012-01-26,,,22.167,30.167,8.0,,
2012-01-27,,,8.333,10.125,1.792,,
2012-01-28,,,38.833,95.0,56.167,,
2012-01-29,,,38.833,110.958,72.125,,
2012-01-30,,,20.217,25.087,4.87,,
2012-01-31,,,34.542,62.542,28.0,,
2012-02-01,,,23.333,38.583,15.25,,
2012-02-02,,,10.458,13.417,2.958,,
2012-02-03,,,12.542,15.875,3.333,,
2012-02-04,,,19.917,25.417,5.5,,
2012-02-05,,,17.625,23.5,5.875,,
2012-02-06,,,37.708,80.458,42.75,,
2012-02-07,,,26.667,44.25,17.583,,
2012-02-08,,,12.708,18.75,6.042,,
2012-02-09,,,20.833,36.125,15.292,,
2012-02-10,,,29.5,49.583,20.083,,
2012-02-11,,,35.875,70.083,34.208,,
2012-02-12,,,40.125,81.292,41.167,,
2012-02-13,,,32.217,47.391,15.174,,
2012-02-14,,,32.833,48.958,16.125,,
2012-02-15,,,33.25,49.208,15.958,,
2012-02-16,,,16.042,19.667,3.625,,
2012-02-17,,,25.625,39.583,13.958,,
2012-02-18,,,27.667,35.542,7.875,,
2012-02-19,,,27.083,38.458,11.375,,
2012-02-20,,,21.25,28.958,7.708,,
2012-02-21,,,24.792,43.917,19.125,,
2012-02-22,,,34.208,55.208,21.0,,
2012-02-23,,,30.583,43.25,12.667,,
2012-02-24,,,29.25,39.417,10.167,,
2012-02-25,,,29.833,65.5,35.667,,
2012-02-26,,,30.375,54.25,23.875,,
2012-02-27,,,13.348,18.87,5.522,,
2012-02-28,,,18.292,24.5,6.208,,
2012-03-01,,,27.583,40.208,12.625,,
2012-03-02,,,6.333,8.875,2.542,,
2012-03-03,,,10.0,12.5,2.5,,
2012-03-04,,,22.458,33.0,10.542,,
2012-03-05,,,27.5,38.5,11.0,,
2012-03-06,,,23.0,28.583,5.583,,
2012-03-07,,,15.625,18.917,3.292,,
2012-03-08,,,23.167,30.25,7.083,,
2012-03-09,,,12.542,16.083,3.542,,
2012-03-10,,,12.625,16.625,4.0,,
2012-03-11,,,19.167,25.208,6.042,,
2012-03-12,,,20.458,27.167,6.708,,
2012-03-13,,,16.478,20.348,3.87,,
2012-03-14,,,12.667,16.042,3.375,,
2012-03-15,,,19.625,25.875,6.25,,
2012-03-16,,,13.958,16.167,2.208,,
2012-03-17,,,12.792,15.792,3.0,,
2012-03-18,,,20.5,25.167,4.667,,
2012-03-19,,,23.292,30.542,7.25,,
2012-03-20,,,12.167,14.375,2.208,,
2012-03-21,,,11.435,15.0,3.565,,
2012-03-22,,,12.458,15.625,3.167,,
2012-03-23,,,16.583,19.833,3.25,,
2012-03-24,,,14.25,17.042,2.792,,
2012-03-25,,,26.042,36.208,10.167,,
2012-03-26,,,17.542,21.0,3.458,,
2012-03-27,,,9.435,12.478,3.043,,
2012-03-28,,,20.167,29.958,9.792,,
2012-03-29,,,25.667,35.25,9.583,,
2012-03-30,,,16.208,19.458,3.25,,
2012-03-31,,,16.292,19.292,3.0,,
2012-04-01,,,6.208,8.25,2.042,,
2012-04-02,,,14.25,16.417,2.167,,
2012-04-03,,,17.833,19.25,1.417,,
2012-04-04,,,11.625,11.792,0.167,,
2012-04-05,,,14.083,15.167,1.083,,
2012-04-06,,,20.5,23.458,2.958,,
2012-04-07,,,14.375,15.542,1.167,,
2012-04-08,,,21.0,23.458,2.458,,
2012-04-09,,,9.478,11.304,1.826,,
2012-04-10,,,16.125,19.125,3.0,,
2012-04-11,,,10.125,11.958,1.833,,
2012-04-12,,,8.958,10.917,1.958,,
2012-04-13,,,7.083,8.75,1.667,,
2012-04-14,,,12.833,16.208,3.375,,
2012-04-15,,,5.667,7.417,1.75,,
2012-04-16,,,6.125,7.875,1.75,,
2012-04-17,,,16.708,18.875,2.167,,
2012-04-18,,,19.125,22.875,3.75,,
2012-04-19,,,9.792,13.042,3.25,,
2012-04-20,,,9.5,11.583,2.083,,
2012-04-21,,,9.958,12.208,2.25,,
2012-04-22,,,4.625,5.792,1.167,,
2012-04-23,,,8.696,10.826,2.13,,
2012-04-24,,,10.917,13.292,2.375,,
2012-04-25,,,8.417,10.417,2.0,,
2012-04-26,,,5.417,7.0,1.583,,
2012-04-27,,,7.875,9.25,1.375,,
2012-04-28,,,11.458,14.917,3.458,,
2012-04-29,,,12.833,14.708,1.875,,
2012-04-30,,,13.292,16.417,3.125,,
2012-05-01,,,6.583,8.417,1.833,,
2012-05-02,,,5.75,7.792,2.042,,
2012-05-03,,,5.208,6.5,1.292,,
2012-05-04,,,10.167,11.917,1.75,,
2012-05-05,,,7.583,9.667,2.083,,
2012-05-06,,,7.0,7.875,0.875,,
2012-05-07,,,9.13,11.304,2.174,,
2012-05-08,,,10.875,12.875,2.0,,
2012-05-09,,,9.333,11.625,2.292,,
2012-05-10,,,6.042,7.583,1.542,,
2012-05-11,,,3.333,4.625,1.292,,
2012-05-12,,,3.417,4.125,0.708,,
2012-05-13,,,3.5,4.125,0.625,,
2012-05-14,,,9.042,10.833,1.792,,
2012-05-15,,,9.875,12.333,2.458,,
2012-05-16,,,11.917,14.0,2.083,,
2012-05-17,,,12.75,15.417,2.667,,
2012-05-18,,,10.375,12.083,1.708,,
2012-05-19,,,4.958,6.083,1.125,,
2012-05-20,,,6.583,8.375,1.792,,
2012-05-21,,,5.478,7.957,2.478,,
2012-05-22,,,5.083,7.458,2.375,,
2012-05-23,,,12.208,15.625,3.417,,
2012-05-24,,,5.833,6.667,0.833,,
2012-05-25,,,8.167,10.083,1.917,,
2012-05-26,,,5.75,6.667,0.917,,
2012-05-27,,,3.458,4.25,0.792,,
2012-05-28,,,3.958,6.25,2.292,,
2012-05-29,,,7.542,10.583,3.042,,
2012-05-30,,,7.042,9.75,2.708,,
2012-05-31,,,6.917,8.0,1.083,,
2012-06-01,,,5.5,6.5,1.0,,
2012-06-02,,,5.208,7.875,2.667,,
2012-06-03,,,3.5,5.292,1.792,,
2012-06-04,,,5.957,8.391,2.435,,
2012-06-05,,,10.667,14.875,4.208,,
2012-06-06,,,9.708,12.208,2.5,,
2012-06-07,,,8.125,10.458,2.333,,
2012-06-08,,,7.75,10.792,3.042,,
2012-06-09,,,5.375,7.667,2.292,,
2012-06-10,,,5.958,7.5,1.542,,
2012-06-11,,,5.75,7.708,1.958,,
2012-06-12,,,3.458,5.917,2.458,,
2012-06-13,,,3.792,6.417,2.625,,
2012-06-14,,,5.833,8.75,2.917,,
2012-06-15,,,6.75,9.5,2.75,,
2012-06-16,,,6.125,8.458,2.333,,
2012-06-17,,,6.542,8.208,1.667,,
2012-06-18,,,7.565,9.261,1.696,,
2012-06-19,,,5.5,7.958,2.458,,
2012-06-20,,,8.125,10.583,2.458,,
2012-06-21,,,7.333,10.25,2.917,,
2012-06-22,,,7.333,11.042,3.708,,
2012-06-23,,,5.542,7.375,1.833,,
2012-06-24,,,4.25,6.208,1.958,,
2012-06-25,,,8.833,11.917,3.083,,
2012-06-26,,,9.083,12.708,3.625,,
2012-06-27,,,13.0,16.75,3.75,,
2012-06-28,,,15.708,19.958,4.25,,
2012-06-29,,,8.625,11.583,2.958,,
2012-06-30,,,6.0,9.0,3.0,,
2012-07-01,,,3.125,4.958,1.833,,
2012-07-02,,,5.261,8.304,3.043,,
2012-07-03,,,5.083,8.333,3.25,,
2012-07-04,,,8.75,12.333,3.583,,
2012-07-05,,,12.625,16.25,3.625,,
2012-07-06,,,9.25,11.083,1.833,,
2012-07-07,,,6.583,8.25,1.667,,
2012-07-08,,,5.875,7.667,1.792,,
2012-07-09,,,7.708,11.417,3.708,,
2012-07-10,,,6.0,8.167,2.167,,
2012-07-11,,,8.625,12.792,4.167,,
2012-07-12,,,9.167,13.458,4.292,,
2012-07-13,,,5.333,7.583,2.25,,
2012-07-14,,,5.542,7.167,1.625,,
2012-07-15,,,7.375,12.75,5.375,,
2012-07-16,,,6.091,8.5,2.409,,
2012-07-17,,,8.4,10.0,1.6,,
2012-07-18,,,8.0,12.333,4.333,,
2012-07-19,,,3.333,4.625,1.292,,
2012-07-20,,,6.667,9.708,3.042,,
2012-07-21,,,5.333,7.417,2.083,,
2012-07-22,,,3.958,6.333,2.375,,
2012-07-23,,,3.417,6.042,2.625,,
2012-07-24,,,4.458,6.792,2.333,,
2012-07-25,,,6.292,8.75,2.458,,
2012-07-26,,,7.625,9.375,1.75,,
2012-07-27,,,7.875,10.5,2.625,,
2012-07-28,,,6.667,8.375,1.708,,
2012-07-29,,,8.083,9.542,1.458,,
2012-07-30,,,6.783,9.304,2.522,,
2012-07-31,,,9.542,11.833,2.292,,
2012-08-01,,,9.917,11.917,2.0,,
2012-08-02,,,4.0,5.167,1.167,,
2012-08-03,,,5.292,8.125,2.833,,
2012-08-04,,,3.542,5.375,1.833,,
2012-08-05,,,6.583,8.958,2.375,,
2012-08-06,,,5.083,6.25,1.167,,
2012-08-07,,,4.417,5.292,0.875,,
2012-08-08,,,9.083,10.958,1.875,,
2012-08-09,,,6.917,9.333,2.417,,
2012-08-10,,,13.0,17.5,4.5,,
2012-08-11,,,7.875,11.833,3.958,,
2012-08-12,,,4.875,6.708,1.833,,
2012-08-13,,,8.565,10.87,2.304,,
2012-08-14,,,5.708,6.583,0.875,,
2012-08-15,,,5.833,7.708,1.875,,
2012-08-16,,,5.333,6.333,1.0,,
2012-08-17,,,7.583,9.583,2.0,,
2012-08-18,,,6.542,8.5,1.958,,
2012-08-19,,,4.583,6.458,1.875,,
2012-08-20,,,11.708,15.708,4.0,,
2012-08-21,,,7.417,10.25,2.833,,
2012-08-22,,,7.417,10.0,2.583,,
2012-08-23,,,7.375,8.542,1.167,,
2012-08-24,,,12.708,16.333,3.625,,
2012-08-25,,,6.083,9.0,2.917,,
2012-08-26,,,4.625,6.917,2.292,,
2012-08-27,,,6.217,8.565,2.348,,
