date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,197.625,96.0,82.458,59.0,8.083,1.625,3.25,1.625,3.0,4.75,1.5,-4.388,-14.6,205.708
2011-01-02,191.417,96.0,77.708,64.0,7.833,2.708,5.333,2.625,4.375,2.625,-0.4,-2.471,-7.7,199.25
2011-01-03,190.458,89.0,78.458,69.0,7.417,2.0,3.917,1.917,3.5,2.167,-4.1,-6.617,-9.2,197.875
2011-01-04,193.875,90.0,72.375,36.0,8.75,6.043,9.522,3.478,3.208,3.0,-3.0,-10.342,-18.7,202.625
2011-01-05,192.75,96.0,84.958,55.0,9.042,5.167,7.75,2.583,3.792,5.667,-0.2,-4.921,-12.4,201.792
2011-01-06,193.042,96.0,81.25,42.0,7.083,6.792,14.083,7.292,3.667,5.708,1.7,-2.45,-10.6,200.125
2011-01-07,195.5,92.0,75.0,44.0,9.917,8.583,11.333,2.75,4.625,9.208,-0.4,-6.496,-16.1,205.417
2011-01-08,202.708,96.0,81.583,43.0,22.958,5.792,7.958,2.167,3.625,4.875,-0.7,-11.346,-20.3,225.667
2011-01-09,200.083,91.0,76.875,41.0,10.5,6.333,8.667,2.333,3.583,5.708,-1.1,-9.308,-15.2,210.583
2011-01-10,203.208,93.0,73.625,31.0,10.708,6.25,9.875,3.625,4.0,5.917,-2.9,-9.712,-16.4,213.917
2011-01-11,197.667,89.0,67.833,31.0,6.917,3.833,6.583,2.75,2.609,5.391,-5.9,-12.404,-19.0,204.583
2011-01-12,196.333,89.0,75.5,46.0,8.458,6.5,10.208,3.708,2.5,4.5,-4.9,-14.229,-24.2,204.792
2011-01-13,197.125,91.0,78.625,33.0,9.375,6.682,10.455,3.773,2.75,7.833,-3.7,-14.95,-22.4,206.5
2011-01-14,193.125,91.0,63.25,38.0,6.542,6.458,9.75,3.292,4.458,8.125,-7.4,-14.438,-24.9,199.667
2011-01-15,194.0,89.0,73.625,41.0,6.958,4.5,7.042,2.542,2.333,3.708,-4.9,-16.046,-24.7,200.958
2011-01-16,198.417,93.0,77.708,34.0,10.083,6.391,9.826,3.435,2.625,4.708,-5.2,-15.204,-24.1,208.5
2011-01-17,199.818,91.0,76.333,38.0,9.864,6.208,8.292,2.083,3.25,6.167,-3.4,-12.546,-19.0,209.682
2011-01-18,198.625,92.0,73.125,32.0,10.0,6.708,10.083,3.375,4.0,7.417,-1.1,-10.6,-16.1,208.625
2011-01-19,201.042,93.0,75.958,37.0,10.25,10.667,14.167,3.5,4.167,5.75,-1.1,-11.767,-20.6,211.292
2011-01-20,202.0,92.0,80.0,55.0,11.875,16.167,22.292,6.125,5.708,9.667,-7.1,-14.146,-19.8,213.875
2011-01-21,199.042,91.0,77.167,46.0,9.375,5.958,8.417,2.458,4.208,5.625,-1.1,-6.158,-17.4,208.417
2011-01-22,189.792,95.0,90.292,82.0,10.167,0.208,1.208,1.0,3.042,6.042,1.7,0.058,-3.2,199.958
2011-01-23,191.125,96.0,75.417,57.0,11.667,2.083,3.792,1.708,3.833,6.875,0.1,-2.825,-8.0,202.792
2011-01-24,196.375,84.0,68.125,43.0,10.333,6.375,9.5,3.125,3.565,9.565,-5.0,-12.85,-20.4,206.708
2011-01-25,195.583,86.0,68.292,36.0,9.625,7.542,10.833,3.292,3.375,7.375,-5.0,-13.954,-22.3,205.208
2011-01-26,195.417,87.0,68.875,30.0,9.5,8.875,12.833,3.958,3.583,6.708,-5.4,-16.138,-23.3,204.917
2011-01-27,196.208,90.0,72.25,33.0,8.5,7.542,11.375,3.833,3.375,2.417,-6.1,-16.725,-24.2,204.708
2011-01-28,197.667,91.0,82.208,45.0,9.583,6.833,10.5,3.667,3.417,4.917,-6.4,-13.288,-22.9,207.25
2011-01-29,196.083,93.0,79.458,40.0,8.875,8.083,13.458,5.375,3.708,7.208,-3.4,-10.383,-17.2,204.958
2011-01-30,200.167,90.0,74.333,46.0,8.958,11.435,16.0,4.565,4.25,7.25,-5.6,-10.983,-16.1,209.125
2011-01-31,195.458,93.0,67.458,32.0,9.375,6.458,8.667,2.208,4.0,7.375,-3.9,-11.696,-21.8,204.833
2011-02-01,199.5,87.0,75.792,62.0,10.625,12.208,16.958,4.75,4.917,6.958,-7.4,-14.183,-24.5,210.125
2011-02-02,191.458,90.0,65.708,39.0,8.083,6.625,8.917,2.292,5.042,3.083,-6.8,-11.8,-20.9,199.542
2011-02-03,197.667,90.0,76.5,32.0,7.958,6.958,9.958,3.0,3.292,4.75,-4.6,-16.254,-25.1,205.625
2011-02-04,194.792,91.0,81.125,57.0,8.375,5.458,8.5,3.042,3.625,5.25,-2.9,-11.517,-20.5,203.167
2011-02-05,193.042,87.0,68.792,33.0,8.75,2.625,4.542,1.917,4.292,8.5,-0.9,-7.142,-19.1,201.792
2011-02-06,191.667,92.0,84.167,64.0,8.375,5.125,8.208,3.083,4.167,7.458,1.4,-2.533,-14.1,200.042
2011-02-07,191.083,97.0,91.375,81.0,12.333,5.583,8.125,2.542,3.609,15.87,1.7,-0.683,-4.2,203.417
2011-02-08,188.0,73.0,50.917,36.0,9.292,4.083,6.25,2.167,7.208,10.708,-3.1,-6.304,-12.7,197.292
2011-02-09,192.174,84.0,60.292,35.0,8.043,5.458,8.708,3.25,4.435,3.565,-3.2,-12.571,-20.8,200.217
2011-02-10,192.083,86.0,68.583,41.0,8.0,5.083,7.875,2.792,3.792,1.667,-5.5,-14.096,-21.0,200.083
2011-02-11,194.042,87.0,65.917,32.0,8.917,4.333,7.167,2.833,4.292,2.833,-5.1,-13.108,-24.1,202.958
2011-02-12,192.292,89.0,68.875,45.0,6.167,2.75,4.75,2.0,3.417,3.792,-6.8,-12.738,-20.5,198.458
2011-02-13,196.474,89.0,64.333,27.0,13.684,5.522,8.348,2.826,4.708,8.292,-0.3,-9.95,-20.9,210.158
2011-02-14,194.682,93.0,78.083,54.0,11.5,4.708,6.583,1.875,7.417,15.958,2.3,-4.4,-15.0,206.182
2011-02-15,189.375,96.0,70.125,46.0,11.5,2.708,4.0,1.292,6.5,18.917,0.3,-4.854,-16.3,200.875
2011-02-16,192.208,85.0,64.5,43.0,5.625,6.417,8.375,1.958,4.833,7.167,-3.8,-10.917,-22.3,197.833
2011-02-17,194.125,89.0,70.667,37.0,5.708,4.667,6.583,1.917,3.625,6.542,-4.1,-13.796,-24.8,199.833
2011-02-18,196.708,87.0,68.042,36.0,6.542,5.958,8.25,2.292,4.042,6.417,-4.9,-13.121,-19.5,203.25
2011-02-19,195.75,92.0,72.208,32.0,5.333,4.5,6.5,2.0,4.042,4.208,-2.3,-12.858,-23.9,201.083
2011-02-20,193.917,92.0,66.083,36.0,6.167,4.083,6.625,2.542,4.708,10.167,-0.2,-6.121,-17.6,200.083
2011-02-21,191.583,92.0,61.042,37.0,4.167,3.667,5.583,1.917,4.913,12.609,0.5,-6.617,-16.6,195.75
2011-02-22,198.167,87.0,68.458,37.0,1.5,6.708,9.75,3.042,4.333,11.417,-0.5,-11.079,-22.4,199.667
2011-02-23,192.958,97.0,85.667,50.0,1.042,3.333,5.417,2.083,5.708,11.25,1.8,-3.883,-11.8,194.0
2011-02-24,190.917,93.0,69.708,46.0,1.0,6.167,9.917,3.75,7.708,9.542,-2.4,-5.488,-14.3,191.917
2011-02-25,199.773,89.0,79.375,72.0,11.955,10.292,15.917,5.625,5.875,10.542,-4.4,-8.496,-14.0,211.727
2011-02-26,194.25,93.0,76.083,49.0,9.75,3.167,4.917,1.75,4.042,8.375,-1.7,-7.104,-17.3,204.0
2011-02-27,195.375,87.0,70.083,42.0,11.458,7.652,12.0,4.348,3.917,4.667,-3.6,-12.112,-20.9,206.833
2011-02-28,197.542,92.0,75.292,37.0,12.625,4.75,6.792,2.042,4.083,3.208,-1.4,-13.129,-25.5,210.167
2011-03-01,194.917,93.0,76.292,51.0,13.375,3.75,5.458,1.708,4.792,17.083,2.0,-1.862,-8.8,208.292
2011-03-02,192.917,82.0,54.542,33.0,12.625,2.042,3.167,1.125,5.833,15.708,0.6,-2.979,-9.5,205.542
2011-03-03,194.583,90.0,70.0,44.0,12.542,4.083,6.333,2.25,5.125,11.542,-1.9,-7.062,-13.1,207.125
2011-03-04,193.958,93.0,69.333,42.0,12.0,2.208,3.417,1.208,4.125,9.292,-1.9,-8.546,-14.9,205.958
2011-03-05,195.625,95.0,78.333,46.0,12.875,5.958,8.667,2.708,4.708,6.5,-1.6,-7.692,-17.6,208.5
2011-03-06,193.522,95.0,77.5,54.0,14.261,7.435,10.348,2.913,6.0,8.13,3.5,0.262,-3.4,207.783
2011-03-07,189.739,95.0,81.042,62.0,14.783,3.4,5.25,1.85,4.4,6.65,3.4,1.188,-2.5,204.522
2011-03-08,194.042,92.0,72.125,39.0,17.458,4.042,6.375,2.333,4.708,6.167,3.1,-0.721,-3.5,211.5
2011-03-09,198.625,93.0,71.125,37.0,18.125,4.625,6.875,2.25,4.125,7.25,1.5,-2.85,-7.0,216.75
2011-03-10,194.625,88.0,73.125,47.0,18.042,4.458,7.292,2.833,5.292,9.25,1.7,-1.033,-4.1,212.667
2011-03-11,189.958,92.0,62.917,39.0,15.375,1.208,2.5,1.292,4.208,8.292,0.2,-2.475,-6.0,205.333
2011-03-12,192.333,76.0,63.042,48.0,15.667,3.609,5.261,1.652,5.167,11.292,0.5,-2.821,-8.0,208.0
2011-03-13,192.042,88.0,67.625,50.0,15.583,3.833,5.792,1.958,5.0,12.417,-0.1,-4.092,-11.4,207.625
2011-03-14,195.5,93.0,75.583,51.0,15.542,2.333,3.625,1.292,4.167,6.458,0.4,-4.796,-13.7,211.042
2011-03-15,189.792,94.0,77.0,58.0,16.125,2.708,4.208,1.5,5.792,16.333,1.8,-0.817,-4.3,205.917
2011-03-16,194.435,85.0,59.522,26.0,16.391,3.913,6.261,2.348,5.348,10.391,2.8,-2.787,-12.4,210.826
2011-03-17,191.25,96.0,80.375,64.0,16.583,3.792,6.0,2.208,4.375,8.333,3.2,1.096,-0.8,207.833
2011-03-18,192.375,97.0,73.417,56.0,14.667,2.125,4.208,2.083,4.042,12.375,2.8,-0.721,-5.2,207.042
2011-03-19,189.042,83.0,63.75,40.0,12.542,2.583,5.0,2.417,4.667,6.0,-2.4,-5.4,-10.0,201.583
2011-03-20,190.833,85.0,62.292,45.0,12.875,2.25,4.417,2.167,4.375,10.0,-0.5,-5.788,-12.8,203.708
2011-03-21,198.0,90.0,69.75,48.0,14.905,3.667,6.208,2.542,3.783,8.348,0.5,-5.583,-12.9,212.905
2011-03-22,196.417,90.0,76.042,61.0,16.458,4.083,6.458,2.375,3.625,11.25,4.1,-0.504,-9.1,212.875
2011-03-23,197.208,96.0,70.0,46.0,17.25,3.625,6.083,2.458,3.708,13.375,3.3,-0.083,-5.8,214.458
2011-03-24,194.818,95.0,85.292,72.0,13.091,2.917,5.125,2.208,3.458,6.292,-0.1,-1.583,-3.4,207.909
2011-03-25,192.917,94.0,84.542,67.0,10.333,2.042,4.208,2.167,3.958,7.792,0.7,-2.562,-5.6,203.25
2011-03-26,199.25,95.0,70.25,37.0,11.5,3.913,6.043,2.13,3.917,8.917,2.4,-3.888,-12.0,210.75
2011-03-27,198.417,93.0,62.125,27.0,15.333,4.208,5.917,1.708,4.0,11.917,2.8,-2.388,-9.1,213.75
2011-03-28,196.542,87.0,60.667,43.0,14.0,3.125,4.25,1.125,4.125,9.458,4.0,-0.308,-7.0,210.542
2011-03-29,198.375,98.0,66.75,41.0,13.458,3.25,4.5,1.25,4.208,16.5,7.7,1.504,-8.9,211.833
2011-03-30,192.292,95.0,72.917,44.0,12.125,4.875,6.208,1.333,4.708,17.833,7.9,5.371,3.5,204.417
2011-03-31,195.458,94.0,88.292,78.0,12.75,2.292,3.458,1.167,3.375,15.417,4.6,1.017,-1.6,208.208
2011-04-01,190.25,96.0,80.083,56.0,16.542,1.292,2.292,1.0,3.417,19.542,7.6,3.85,0.7,206.792
2011-04-02,188.542,90.0,62.125,38.0,15.208,1.583,3.042,1.458,3.833,7.625,5.0,1.912,-1.9,203.75
2011-04-03,190.167,88.0,72.417,50.0,15.792,1.917,4.208,2.292,3.125,6.458,4.3,0.183,-3.3,205.958
2011-04-04,192.833,85.0,48.542,25.0,13.375,1.458,3.458,2.0,3.167,2.583,5.6,0.288,-4.8,206.208
2011-04-05,198.917,92.0,62.542,31.0,15.667,4.5,7.042,2.542,4.478,14.043,11.9,2.917,-6.4,214.583
2011-04-06,193.25,92.0,63.208,36.0,14.417,4.208,6.75,2.542,5.25,16.458,13.1,5.35,-2.8,207.667
2011-04-07,189.583,90.0,65.542,39.0,13.667,1.875,3.917,2.042,4.292,15.292,10.9,6.742,-1.0,203.25
2011-04-08,189.708,94.0,77.875,36.0,15.833,2.792,5.042,2.25,3.75,12.792,9.2,5.15,-2.6,205.542
2011-04-09,194.542,91.0,71.583,34.0,13.167,1.667,3.75,2.083,3.333,10.583,8.3,1.938,-5.9,207.708
2011-04-10,190.0,90.0,72.0,57.0,14.458,1.125,3.125,2.0,3.5,12.708,8.2,4.379,0.5,204.458
2011-04-11,189.667,91.0,63.458,36.0,16.083,2.087,3.957,1.87,4.125,18.958,9.5,5.162,0.5,205.75
2011-04-12,190.792,80.0,53.958,26.0,14.958,2.792,4.125,1.333,4.583,13.75,9.1,4.517,-0.8,205.75
2011-04-13,191.762,96.0,82.087,59.0,9.0,2.087,3.0,0.913,3.391,10.826,7.7,3.43,-0.8,200.762
