date,NO2_mean,NOX_mean,NO_mean
2011-01-01,18.417,25.25,6.833
2011-01-02,14.667,16.833,2.167
2011-01-03,6.167,7.25,1.083
2011-01-04,11.625,14.083,2.458
2011-01-05,10.333,12.667,2.333
2011-01-06,29.917,56.125,26.208
2011-01-07,40.958,100.583,59.625
2011-01-08,45.583,136.958,91.375
2011-01-09,21.261,29.913,8.652
2011-01-10,31.917,63.875,31.958
2011-01-11,16.625,24.042,7.417
2011-01-12,27.25,46.583,19.333
2011-01-13,31.261,64.0,32.739
2011-01-14,18.917,27.292,8.375
2011-01-15,11.542,13.667,2.125
2011-01-16,29.85,61.7,31.85
2011-01-17,39.958,91.333,51.375
2011-01-18,40.125,84.625,44.5
2011-01-19,55.417,158.875,103.458
2011-01-20,36.875,71.208,34.333
2011-01-21,28.0,51.375,23.375
2011-01-22,19.25,26.583,7.333
2011-01-23,13.696,18.696,5.0
2011-01-24,23.667,33.75,10.083
2011-01-25,37.542,79.625,42.083
2011-01-26,41.333,100.958,59.625
2011-01-27,27.292,47.208,19.917
2011-01-28,26.208,48.042,21.833
2011-01-29,27.25,48.042,20.792
2011-01-30,45.708,122.375,76.667
2011-01-31,37.708,78.958,41.25
2011-02-01,35.583,77.25,41.667
2011-02-02,23.75,32.167,8.417
2011-02-03,32.792,65.0,32.208
2011-02-04,26.458,42.75,16.292
2011-02-05,14.208,17.917,3.708
2011-02-06,25.478,36.696,11.217
2011-02-07,33.75,61.125,27.375
2011-02-08,14.75,18.542,3.792
2011-02-09,21.917,34.875,12.958
2011-02-10,15.583,21.167,5.583
2011-02-11,18.042,26.917,8.875
2011-02-12,10.417,12.625,2.208
2011-02-13,19.958,29.167,9.208
2011-02-14,31.125,43.208,12.083
2011-02-15,18.75,24.542,5.792
2011-02-16,20.875,30.375,9.5
2011-02-17,37.958,76.375,38.417
2011-02-18,30.875,45.792,14.917
2011-02-19,32.5,58.583,26.083
2011-02-20,19.174,23.783,4.609
2011-02-21,11.042,14.583,3.542
2011-02-22,28.292,40.417,12.125
2011-02-23,27.667,35.75,8.083
2011-02-24,20.917,27.917,7.0
2011-02-25,22.25,28.458,6.208
2011-02-26,15.458,18.208,2.75
2011-02-27,22.375,29.708,7.333
2011-02-28,36.125,59.75,23.625
2011-03-01,27.5,33.25,5.75
2011-03-02,14.625,18.875,4.25
2011-03-03,16.875,23.708,6.833
2011-03-04,18.208,22.958,4.75
2011-03-05,39.739,65.087,25.348
2011-03-06,34.917,54.333,19.417
2011-03-07,22.583,32.208,9.625
2011-03-08,21.083,28.458,7.375
2011-03-09,21.458,27.667,6.208
2011-03-10,29.0,36.333,7.333
2011-03-11,14.917,16.333,1.417
2011-03-12,15.0,17.417,2.417
2011-03-13,17.0,20.167,3.167
2011-03-14,18.083,22.625,4.542
2011-03-15,12.25,13.667,1.417
2011-03-16,22.292,31.042,8.75
2011-03-17,14.542,15.5,0.958
2011-03-18,10.833,12.25,1.417
2011-03-19,9.565,11.391,1.826
2011-03-20,14.625,17.083,2.458
2011-03-21,19.417,22.458,3.042
2011-03-22,26.583,30.833,4.25
2011-03-23,21.208,24.083,2.875
2011-03-24,16.292,17.708,1.417
2011-03-25,11.083,12.0,0.917
2011-03-26,19.875,23.833,3.958
2011-03-27,23.435,29.739,6.304
2011-03-28,26.208,34.583,8.375
2011-03-29,21.833,25.375,3.542
2011-03-30,9.333,10.083,0.75
2011-03-31,8.167,8.875,0.708
2011-04-01,10.458,11.375,0.917
2011-04-02,7.708,8.5,0.792
2011-04-03,8.042,8.5,0.458
2011-04-04,17.739,20.696,2.957
2011-04-05,29.875,43.583,13.708
2011-04-06,29.292,36.625,7.333
2011-04-07,13.667,14.708,1.042
2011-04-08,19.958,24.333,4.375
2011-04-09,19.042,21.958,2.917
2011-04-10,8.333,8.708,0.375
2011-04-11,13.583,15.208,1.625
2011-04-12,9.792,10.208,0.417
2011-04-13,17.75,18.417,0.667
2011-04-14,23.792,25.792,2.0
2011-04-15,11.75,11.75,0.0
2011-04-16,8.792,9.25,0.458
2011-04-17,3.625,3.708,0.083
2011-04-18,7.652,8.304,0.652
2011-04-19,10.458,11.25,0.792
2011-04-20,9.5,10.208,0.708
2011-04-21,9.583,10.5,0.917
2011-04-22,6.625,7.125,0.5
2011-04-23,8.125,8.5,0.375
2011-04-24,7.458,7.625,0.167
2011-04-25,10.792,11.333,0.542
2011-04-26,12.708,13.542,0.833
2011-04-27,14.792,16.542,1.75
2011-04-28,11.917,13.833,1.917
2011-04-29,5.083,5.5,0.417
2011-04-30,8.458,9.375,0.917
2011-05-01,5.75,5.833,0.083
2011-05-02,5.391,5.957,0.565
2011-05-03,4.167,4.5,0.333
2011-05-04,8.833,9.0,0.167
2011-05-05,6.708,6.958,0.25
2011-05-06,10.083,12.875,2.792
2011-05-07,5.917,6.167,0.25
2011-05-08,6.25,6.5,0.25
2011-05-09,9.042,9.583,0.542
2011-05-10,9.25,9.875,0.625
2011-05-11,7.667,8.458,0.792
2011-05-12,12.375,17.458,5.083
2011-05-13,5.667,6.125,0.458
2011-05-14,5.0,5.542,0.542
2011-05-15,6.75,7.375,0.625
2011-05-16,9.0,10.957,1.957
2011-05-17,10.917,12.167,1.25
2011-05-18,18.542,22.583,4.042
2011-05-19,18.417,20.708,2.292
2011-05-20,14.25,14.958,0.708
2011-05-21,16.417,17.875,1.458
2011-05-22,4.0,4.083,0.083
2011-05-23,6.208,7.083,0.875
2011-05-24,7.083,7.958,0.875
2011-05-25,9.333,9.958,0.625
2011-05-26,12.5,13.708,1.208
2011-05-27,6.792,7.292,0.5
2011-05-28,8.375,8.542,0.167
2011-05-29,7.792,8.0,0.208
2011-05-30,10.174,11.391,1.217
2011-05-31,9.208,10.333,1.125
2011-06-01,6.625,7.5,0.875
2011-06-02,4.25,4.75,0.5
2011-06-03,11.792,13.833,2.042
2011-06-04,10.208,10.667,0.458
2011-06-05,10.333,11.0,0.667
2011-06-06,14.375,17.125,2.75
2011-06-07,11.875,13.167,1.292
2011-06-08,7.583,8.042,0.458
2011-06-09,7.667,8.125,0.458
2011-06-10,10.792,11.667,0.875
2011-06-11,10.375,10.917,0.542
2011-06-12,3.5,3.708,0.208
2011-06-13,10.13,10.609,0.478
2011-06-14,11.667,12.5,0.833
2011-06-15,4.0,4.542,0.542
2011-06-16,5.5,6.167,0.667
2011-06-17,5.958,6.417,0.458
2011-06-18,11.5,14.0,2.5
2011-06-19,7.875,8.542,0.667
2011-06-20,14.083,15.292,1.208
2011-06-21,12.667,13.458,0.792
2011-06-22,13.542,14.5,0.958
2011-06-23,9.792,10.833,1.042
2011-06-24,6.333,7.875,1.542
2011-06-25,4.208,4.875,0.667
2011-06-26,7.292,8.292,1.0
2011-06-27,7.783,9.043,1.261
2011-06-28,10.667,12.167,1.5
2011-06-29,10.958,12.125,1.167
2011-06-30,12.417,13.542,1.125
2011-07-01,5.75,6.292,0.542
2011-07-02,6.5,7.292,0.792
2011-07-03,4.5,4.958,0.458
2011-07-04,10.458,19.708,9.25
2011-07-05,7.167,8.333,1.167
2011-07-06,11.0,12.273,1.273
2011-07-07,6.095,7.714,1.619
2011-07-08,9.542,12.417,2.875
2011-07-09,10.625,13.583,2.958
2011-07-10,9.542,11.708,2.167
2011-07-11,10.565,14.826,4.261
2011-07-12,6.583,7.333,0.75
2011-07-13,10.75,12.083,1.333
2011-07-14,16.667,30.083,13.417
2011-07-15,8.708,9.792,1.083
2011-07-16,11.125,23.458,12.333
2011-07-17,9.042,10.5,1.458
2011-07-18,5.083,6.083,1.0
2011-07-19,7.875,9.5,1.625
2011-07-20,7.042,8.042,1.0
2011-07-21,8.0,9.0,1.0
2011-07-22,5.25,6.458,1.208
2011-07-23,5.042,5.25,0.208
2011-07-24,6.458,6.75,0.292
2011-07-25,10.739,12.522,1.783
2011-07-26,10.542,12.083,1.542
2011-07-27,15.25,18.042,2.792
2011-07-28,12.292,13.292,1.0
2011-07-29,9.667,11.208,1.542
2011-07-30,7.083,8.083,1.0
2011-07-31,4.292,4.583,0.292
2011-08-01,7.167,8.792,1.625
2011-08-02,7.083,8.292,1.208
2011-08-03,7.708,8.958,1.25
2011-08-04,6.208,7.0,0.792
2011-08-05,8.792,11.292,2.5
2011-08-06,8.458,9.458,1.0
2011-08-07,6.958,7.5,0.542
2011-08-08,8.739,11.391,2.652
2011-08-09,9.958,11.833,1.875
2011-08-10,10.708,13.833,3.125
2011-08-11,7.875,8.5,0.625
2011-08-12,6.708,7.25,0.542
2011-08-13,6.375,7.125,0.75
2011-08-14,8.417,9.375,0.958
2011-08-15,8.083,9.25,1.167
2011-08-16,12.25,14.25,2.0
2011-08-17,8.5,8.958,0.458
2011-08-18,9.333,11.167,1.833
2011-08-19,10.375,11.5,1.125
2011-08-20,7.792,9.667,1.875
2011-08-21,5.208,5.375,0.167
2011-08-22,8.87,9.913,1.043
2011-08-23,18.125,20.75,2.625
2011-08-24,12.917,15.542,2.625
2011-08-25,15.583,18.667,3.083
2011-08-26,12.708,14.667,1.958
2011-08-27,12.417,15.292,2.875
2011-08-28,7.875,9.25,1.375
2011-08-29,9.25,12.625,3.375
2011-08-30,6.083,6.958,0.875
2011-08-31,8.042,9.417,1.375
2011-09-01,7.833,9.458,1.625
2011-09-02,15.625,19.667,4.042
2011-09-03,15.167,17.75,2.583
2011-09-04,6.333,8.292,1.958
2011-09-05,8.043,18.739,10.696
2011-09-06,14.083,21.458,7.375
2011-09-07,7.25,8.083,0.833
2011-09-08,10.167,10.875,0.708
2011-09-09,15.5,16.458,0.958
2011-09-10,13.0,13.917,0.917
2011-09-11,9.083,10.25,1.167
2011-09-12,14.875,18.542,3.667
2011-09-13,17.875,20.958,3.083
2011-09-14,16.167,18.458,2.292
2011-09-15,12.625,13.958,1.333
2011-09-16,12.625,14.458,1.833
2011-09-17,11.625,13.375,1.75
2011-09-18,6.417,6.75,0.333
2011-09-19,11.217,13.957,2.739
2011-09-20,15.167,27.625,12.458
2011-09-21,15.0,24.458,9.458
2011-09-22,9.833,10.708,0.875
2011-09-23,9.958,11.208,1.25
2011-09-24,10.708,14.167,3.458
2011-09-25,7.708,10.167,2.458
2011-09-26,8.792,9.667,0.875
2011-09-27,15.583,17.333,1.75
2011-09-28,13.458,18.708,5.25
2011-09-29,9.042,10.0,0.958
2011-09-30,12.0,13.333,1.333
2011-10-01,9.958,11.5,1.542
2011-10-02,7.375,8.083,0.708
2011-10-03,13.478,17.565,4.087
2011-10-04,19.917,28.375,8.458
2011-10-05,20.042,26.167,6.125
2011-10-06,18.458,28.167,9.708
2011-10-07,17.292,23.167,5.875
2011-10-08,22.542,34.958,12.417
2011-10-09,13.875,16.833,2.958
2011-10-10,19.333,27.333,8.0
2011-10-11,17.167,23.625,6.458
2011-10-12,17.708,20.167,2.458
2011-10-13,17.542,23.0,5.458
2011-10-14,21.833,29.5,7.667
2011-10-15,20.625,24.833,4.208
2011-10-16,9.458,10.875,1.417
2011-10-17,6.609,7.783,1.174
2011-10-18,13.333,16.958,3.625
2011-10-19,22.292,37.083,14.792
2011-10-20,22.625,41.542,18.917
2011-10-21,14.458,18.042,3.583
2011-10-22,20.417,33.958,13.542
2011-10-23,9.042,9.875,0.833
2011-10-24,16.25,22.167,5.917
2011-10-25,8.125,9.5,1.375
2011-10-26,11.208,14.25,3.042
2011-10-27,18.167,35.125,16.958
2011-10-28,22.042,45.458,23.417
2011-10-29,29.375,62.167,32.792
2011-10-30,14.208,19.375,5.167
2011-10-31,18.0,31.478,13.478
2011-11-01,25.958,48.5,22.542
2011-11-02,21.75,32.458,10.708
2011-11-03,17.0,21.5,4.5
2011-11-04,25.125,56.083,30.958
2011-11-05,26.042,42.583,16.542
2011-11-06,8.958,9.667,0.708
2011-11-07,15.375,18.375,3.0
2011-11-08,21.208,32.708,11.5
2011-11-09,26.25,58.958,32.708
2011-11-10,24.667,47.25,22.583
2011-11-11,28.375,60.083,31.708
2011-11-12,29.25,60.5,31.25
2011-11-13,15.167,18.667,3.5
2011-11-14,10.783,12.522,1.739
2011-11-15,9.667,11.708,2.042
2011-11-16,12.0,15.167,3.167
2011-11-17,17.958,22.833,4.875
2011-11-18,32.5,49.25,16.75
2011-11-19,17.833,25.0,7.167
2011-11-20,6.042,6.667,0.625
2011-11-21,22.208,37.417,15.208
2011-11-22,25.25,32.542,7.292
2011-11-23,15.958,19.417,3.458
2011-11-24,10.375,15.125,4.75
2011-11-25,9.75,12.167,2.417
2011-11-26,18.542,21.042,2.5
2011-11-27,20.083,26.583,6.5
2011-11-28,22.913,44.652,21.739
2011-11-29,14.0,15.333,1.333
2011-11-30,10.292,12.667,2.375
2011-12-01,12.333,15.083,2.75
2011-12-02,30.583,65.458,34.875
2011-12-03,34.042,56.167,22.125
2011-12-04,22.25,29.667,7.417
2011-12-05,14.917,18.667,3.75
2011-12-06,26.667,41.208,14.542
2011-12-07,17.042,24.333,7.292
2011-12-08,24.292,42.375,18.083
2011-12-09,38.25,88.542,50.292
2011-12-10,26.125,46.542,20.417
2011-12-11,22.167,30.5,8.333
2011-12-12,20.435,28.87,8.435
2011-12-13,17.0,21.708,4.708
2011-12-14,19.042,26.458,7.417
2011-12-15,17.625,22.958,5.333
2011-12-16,13.625,17.042,3.417
2011-12-17,23.625,32.583,8.958
2011-12-18,22.333,39.25,16.917
2011-12-19,34.0,65.292,31.292
2011-12-20,32.083,59.375,27.292
2011-12-21,45.25,130.167,84.917
2011-12-22,40.167,87.708,47.542
2011-12-23,19.083,28.292,9.208
2011-12-24,8.792,10.292,1.5
2011-12-25,8.208,9.792,1.583
2011-12-26,9.565,12.348,2.783
2011-12-27,17.708,23.292,5.583
2011-12-28,22.458,30.417,7.958
2011-12-29,33.25,57.542,24.292
2011-12-30,24.625,33.542,8.917
2011-12-31,22.417,35.0,12.583
2012-01-01,13.0,13.375,0.375
2012-01-02,16.542,18.083,1.542
2012-01-03,14.792,16.958,2.167
2012-01-04,17.292,20.125,2.833
2012-01-05,28.917,38.292,9.375
2012-01-06,14.667,16.458,1.792
2012-01-07,25.043,34.0,8.957
2012-01-08,31.542,47.667,16.125
2012-01-09,37.708,68.5,30.792
2012-01-10,26.958,42.542,15.583
2012-01-11,27.75,38.958,11.208
2012-01-12,37.333,59.25,21.917
2012-01-13,15.75,18.375,2.625
2012-01-14,38.875,69.875,31.0
2012-01-15,25.042,33.125,8.083
2012-01-16,45.542,102.958,57.417
2012-01-17,32.5,52.042,19.542
2012-01-18,31.667,62.417,30.75
2012-01-19,14.292,16.958,2.667
2012-01-20,12.25,14.458,2.208
2012-01-21,30.696,47.609,16.913
2012-01-22,36.958,60.417,23.458
2012-01-23,55.083,157.542,102.458
2012-01-24,32.458,77.458,45.0
2012-01-25,15.417,19.375,3.958
2012-01-26,21.583,29.042,7.458
2012-01-27,6.667,7.75,1.083
2012-01-28,43.167,114.25,71.083
2012-01-29,41.208,106.917,65.708
2012-01-30,22.292,27.667,5.375
2012-01-31,36.542,73.5,36.958
2012-02-01,27.083,35.75,8.667
2012-02-02,11.083,12.667,1.583
2012-02-03,9.375,11.542,2.167
2012-02-04,21.217,27.913,6.696
2012-02-05,14.875,18.0,3.125
2012-02-06,47.292,99.917,52.625
2012-02-07,32.958,57.875,24.917
2012-02-08,17.917,25.5,7.583
2012-02-09,22.375,38.167,15.792
2012-02-10,36.0,65.625,29.625
2012-02-11,42.917,88.25,45.333
2012-02-12,43.0,78.583,35.583
2012-02-13,38.625,58.167,19.542
2012-02-14,41.167,62.5,21.333
2012-02-15,35.292,59.125,23.833
2012-02-16,19.75,24.417,4.667
2012-02-17,28.417,46.75,18.333
2012-02-18,34.87,54.565,19.696
2012-02-19,27.875,39.708,11.833
2012-02-20,15.125,17.792,2.667
2012-02-21,25.167,49.0,23.833
2012-02-22,26.125,36.667,10.542
2012-02-23,22.167,26.75,4.583
2012-02-24,30.042,41.208,11.167
2012-02-25,34.375,80.208,45.833
2012-02-26,30.292,44.0,13.708
2012-02-27,14.75,18.167,3.417
2012-02-28,22.458,31.083,8.625
2012-03-01,21.625,27.917,6.292
2012-03-02,7.333,9.0,1.667
2012-03-03,8.833,10.042,1.208
2012-03-04,29.391,46.783,17.391
2012-03-05,33.708,45.417,11.708
2012-03-06,25.875,30.75,4.875
2012-03-07,28.042,32.833,4.792
2012-03-08,32.917,49.417,16.5
2012-03-09,13.458,16.25,2.792
2012-03-10,11.25,13.167,1.917
2012-03-11,23.0,28.708,5.708
2012-03-12,31.125,39.25,8.125
2012-03-13,17.375,20.792,3.417
2012-03-14,15.0,18.042,3.042
2012-03-15,23.583,27.042,3.458
2012-03-16,14.292,15.75,1.458
2012-03-17,11.167,12.375,1.208
2012-03-18,21.826,25.043,3.217
2012-03-19,27.708,42.542,14.833
2012-03-20,11.583,12.625,1.042
2012-03-21,12.136,14.682,2.545
2012-03-22,16.783,20.609,3.826
2012-03-23,12.125,14.0,1.875
2012-03-24,11.083,12.333,1.25
2012-03-25,26.042,42.083,16.042
2012-03-26,15.042,17.5,2.458
2012-03-27,10.292,11.5,1.208
2012-03-28,19.375,26.958,7.583
2012-03-29,23.083,29.75,6.667
2012-03-30,17.333,19.167,1.833
2012-03-31,14.375,15.625,1.25
2012-04-01,4.875,5.417,0.542
2012-04-02,12.435,14.043,1.609
2012-04-03,18.833,23.917,5.083
2012-04-04,12.375,13.583,1.208
2012-04-05,9.375,10.417,1.042
2012-04-06,20.083,22.333,2.25
2012-04-07,13.5,15.167,1.667
2012-04-08,16.417,18.333,1.917
2012-04-09,10.25,11.167,0.917
2012-04-10,18.292,19.667,1.375
2012-04-11,12.042,12.75,0.708
2012-04-12,10.083,11.208,1.125
2012-04-13,9.542,10.667,1.125
2012-04-14,13.75,16.917,3.167
2012-04-15,6.333,6.833,0.5
2012-04-16,5.913,6.435,0.522
2012-04-17,18.083,20.167,2.083
2012-04-18,22.833,25.958,3.125
2012-04-19,12.583,14.917,2.333
2012-04-20,11.792,12.792,1.0
2012-04-21,11.583,12.542,0.958
2012-04-22,3.625,3.708,0.083
2012-04-23,6.417,6.792,0.375
2012-04-24,13.083,16.833,3.75
2012-04-25,11.333,12.958,1.625
2012-04-26,3.333,3.625,0.292
2012-04-27,7.375,8.0,0.625
2012-04-28,11.417,14.792,3.375
2012-04-29,10.458,10.833,0.375
2012-04-30,13.348,16.565,3.217
2012-05-01,7.583,8.25,0.667
2012-05-02,5.167,5.958,0.792
2012-05-03,4.417,4.5,0.083
2012-05-04,9.75,12.667,2.917
2012-05-05,7.417,8.125,0.708
2012-05-06,6.0,6.167,0.167
2012-05-07,10.333,11.25,0.917
2012-05-08,13.958,14.792,0.833
2012-05-09,9.167,10.375,1.208
2012-05-10,6.167,6.708,0.542
2012-05-11,5.208,5.917,0.708
2012-05-12,3.167,3.5,0.333
2012-05-13,3.25,3.25,0.0
2012-05-14,8.826,9.913,1.087
2012-05-15,8.333,8.75,0.417
2012-05-16,12.333,13.5,1.167
2012-05-17,12.292,13.375,1.083
2012-05-18,9.292,10.333,1.042
2012-05-19,4.833,5.375,0.542
2012-05-20,5.333,5.833,0.5
2012-05-21,7.292,8.167,0.875
2012-05-22,6.417,7.083,0.667
2012-05-23,13.167,14.25,1.083
2012-05-24,5.792,6.25,0.458
2012-05-25,6.792,7.292,0.5
2012-05-26,5.958,6.5,0.542
2012-05-27,3.167,3.625,0.458
2012-05-28,3.522,3.826,0.304
2012-05-29,9.208,10.292,1.083
2012-05-30,8.417,9.75,1.333
2012-05-31,7.75,8.292,0.542
2012-06-01,6.167,6.792,0.625
2012-06-02,6.583,7.375,0.792
2012-06-03,3.625,4.0,0.375
2012-06-04,7.042,7.5,0.458
2012-06-05,11.833,13.5,1.667
2012-06-06,10.292,10.833,0.542
2012-06-07,9.417,11.292,1.875
2012-06-08,9.0,10.125,1.125
2012-06-09,3.0,3.125,0.125
2012-06-10,5.583,5.75,0.167
2012-06-11,5.913,7.261,1.348
2012-06-12,4.333,5.625,1.292
