date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,28.417,41.125,12.708,3.75,20.75,-3.9,-6.496,-10.0
2011-01-02,5.667,6.708,1.042,2.708,9.25,-1.8,-3.883,-8.2
2011-01-03,26.458,40.333,13.875,2.167,16.792,-4.3,-8.65,-13.0
2011-01-04,30.25,65.208,34.958,2.167,15.875,-3.3,-7.221,-11.5
2011-01-05,22.304,45.217,22.913,1.652,11.917,0.2,-3.662,-8.6
2011-01-06,32.75,75.5,42.75,3.5,16.625,-1.7,-4.65,-9.7
2011-01-07,17.667,32.333,14.667,3.667,12.375,-1.4,-4.646,-11.3
2011-01-08,29.833,51.0,21.167,2.917,21.0,-7.5,-10.738,-15.0
2011-01-09,25.208,47.083,21.875,3.958,19.667,-3.5,-6.975,-9.6
2011-01-10,26.333,43.75,17.417,3.25,21.375,-7.1,-8.75,-10.4
2011-01-11,16.625,25.0,8.375,1.792,10.208,-9.5,-11.379,-16.7
2011-01-12,32.458,58.167,25.708,3.542,15.958,-8.7,-13.262,-18.9
2011-01-13,21.917,37.167,15.25,3.125,16.833,-5.0,-8.292,-10.5
2011-01-14,14.458,21.667,7.208,1.458,11.333,-9.0,-10.479,-12.0
2011-01-15,22.375,40.833,18.458,1.333,12.792,-6.6,-9.829,-15.8
2011-01-16,49.333,136.542,87.208,5.333,40.5,-9.0,-13.771,-19.0
2011-01-17,51.75,159.125,107.375,5.75,48.917,-7.7,-14.096,-18.4
2011-01-18,50.458,133.583,83.125,6.792,45.792,-4.5,-9.392,-13.9
2011-01-19,40.783,101.217,60.435,4.565,30.958,-3.6,-8.133,-14.3
2011-01-20,50.792,143.167,92.375,4.833,59.25,-7.9,-14.767,-20.7
2011-01-21,51.417,137.083,85.667,4.5,62.0,-8.6,-14.242,-19.9
2011-01-22,28.667,52.25,23.583,4.083,21.833,-1.7,-4.883,-10.2
2011-01-23,14.417,20.0,5.583,1.333,12.292,-0.7,-2.867,-8.2
