date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,14.375,21.333,6.958,2.542,5.667,35.0,-7.167,-55.0
2011-01-02,,,,3.375,5.375,2.0,1.13,3.583,10.0,-12.917,-51.0
2011-01-03,,,,9.083,12.375,3.292,1.083,4.042,-20.0,-52.0,-90.0
2011-01-04,,,,17.917,27.208,9.292,1.667,4.458,-7.0,-53.792,-109.0
2011-01-05,,,,15.292,24.292,9.0,1.0,5.125,10.0,-26.167,-94.0
2011-01-06,,,,23.792,53.708,29.917,1.458,6.458,23.0,-10.667,-48.0
2011-01-07,,,,15.167,19.75,4.583,2.75,7.375,8.0,-21.458,-50.0
2011-01-08,,,,28.25,47.083,18.833,4.833,8.875,5.0,-56.125,-115.0
2011-01-09,,,,17.792,25.375,7.583,1.522,9.042,1.0,-33.917,-71.0
2011-01-10,,,,21.522,40.174,18.652,2.042,10.458,-17.0,-48.792,-75.0
2011-01-11,,,,8.208,10.292,2.083,2.083,5.292,-51.0,-77.542,-108.0
2011-01-12,,,,22.0,45.5,23.5,1.75,6.833,-42.0,-81.292,-145.0
2011-01-13,,,,19.875,31.083,11.208,2.917,12.292,-24.0,-67.583,-114.0
2011-01-14,,,,6.792,8.417,1.625,1.833,5.542,-54.0,-81.875,-109.0
2011-01-15,,,,10.292,13.083,2.792,1.958,6.375,-34.0,-64.25,-92.0
2011-01-16,,,,23.75,52.125,28.375,2.783,9.957,-26.0,-70.5,-128.0
2011-01-17,,,,31.625,70.333,38.708,4.458,11.375,-24.0,-76.0,-125.0
2011-01-18,,,,31.417,65.333,33.917,2.417,9.917,6.0,-50.583,-96.0
2011-01-19,,,,24.273,44.318,20.045,2.583,7.792,4.0,-57.625,-119.0
2011-01-20,,,,10.917,16.417,5.5,4.75,6.333,-30.0,-64.375,-86.0
2011-01-21,,,,10.583,18.75,8.167,3.375,7.708,-9.0,-40.833,-94.0
2011-01-22,,,,1.125,2.25,1.125,1.083,6.833,22.0,8.75,-14.0
2011-01-23,,,,8.261,11.652,3.391,1.217,7.75,17.0,-17.417,-62.0
2011-01-24,,,,15.333,26.875,11.542,2.0,9.583,-29.0,-67.25,-106.0
2011-01-25,,,,21.667,47.0,25.333,1.958,9.333,-40.0,-78.875,-128.0
2011-01-26,,,,22.042,54.417,32.375,3.833,12.833,-42.0,-95.583,-147.0
2011-01-27,,,,22.792,40.667,17.875,2.208,8.958,-44.0,-98.583,-152.0
2011-01-28,,,,18.833,33.625,14.792,2.042,7.667,-39.0,-90.083,-140.0
2011-01-29,,,,15.458,26.958,11.5,3.25,7.333,-10.0,-59.667,-115.0
2011-01-30,,,,12.583,17.958,5.375,4.739,6.458,-18.0,-48.458,-69.0
2011-01-31,,,,12.917,19.958,7.042,2.0,7.875,-32.0,-60.542,-96.0
2011-02-01,,,,14.958,26.708,11.75,2.333,6.708,-64.0,-87.042,-137.0
2011-02-02,,,,9.292,13.375,4.083,1.75,4.125,-53.0,-80.458,-106.0
2011-02-03,,,,19.625,35.458,15.833,2.292,8.542,-39.0,-72.25,-112.0
2011-02-04,,,,17.958,34.958,17.0,3.667,13.375,-17.0,-66.958,-119.0
2011-02-05,,,,4.5,6.5,2.0,1.042,6.917,-1.0,-30.0,-83.0
2011-02-06,,,,9.087,15.217,6.13,1.217,9.833,17.0,3.583,-25.0
2011-02-07,,,,12.208,16.917,4.708,1.958,15.0,21.0,9.375,-20.0
2011-02-08,,,,6.333,9.167,2.833,1.958,9.75,-25.0,-48.125,-75.0
2011-02-09,,,,8.875,12.0,3.125,2.048,6.381,-26.0,-58.917,-98.0
2011-02-10,,,,9.292,13.5,4.208,2.625,8.458,-46.0,-73.458,-87.0
2011-02-11,,,,11.042,15.792,4.75,2.125,8.5,-39.0,-77.667,-131.0
2011-02-12,,,,7.958,11.417,3.458,2.917,6.542,-57.0,-77.208,-99.0
2011-02-13,,,,17.083,28.125,11.042,3.261,8.652,4.0,-34.0,-74.0
2011-02-14,,,,17.083,30.25,13.167,4.375,24.25,33.0,-9.125,-77.0
2011-02-15,,,,6.208,9.667,3.458,4.167,16.083,14.0,-30.042,-71.0
2011-02-16,,,,10.292,14.667,4.375,3.625,7.917,-24.0,-58.25,-104.0
2011-02-17,,,,18.792,38.667,19.875,2.542,11.917,-29.0,-77.542,-144.0
2011-02-18,,,,13.125,18.667,5.542,2.083,6.083,-45.0,-82.0,-119.0
2011-02-19,,,,14.792,24.792,10.0,3.292,5.708,-15.0,-69.833,-140.0
2011-02-20,,,,10.826,18.957,8.13,2.909,10.87,12.0,-22.875,-89.0
2011-02-21,,,,6.917,9.125,2.208,4.167,13.042,9.0,-37.833,-68.0
2011-02-22,,,,20.792,38.375,17.583,2.375,12.042,9.0,-38.625,-105.0
2011-02-23,,,,17.958,33.542,15.583,3.542,20.375,11.0,-8.292,-49.0
2011-02-24,,,,7.292,9.875,2.583,1.75,7.25,-13.0,-33.792,-69.0
2011-02-25,,,,17.333,22.917,5.583,3.583,9.625,-39.0,-64.458,-92.0
2011-02-26,,,,10.125,13.792,3.667,1.792,8.583,-5.0,-45.333,-79.0
2011-02-27,,,,18.167,35.042,16.875,1.565,7.167,-7.0,-59.333,-110.0
2011-02-28,,,,21.708,42.167,20.458,2.167,10.417,-7.0,-58.958,-140.0
2011-03-01,,,,5.958,7.458,1.5,1.542,13.417,29.0,13.167,0.0
2011-03-02,,,,6.625,8.417,1.792,1.958,15.792,16.0,-9.542,-54.0
2011-03-03,,,,6.083,7.833,1.75,1.5,8.708,-4.0,-42.875,-72.0
2011-03-04,,,,9.917,13.167,3.25,1.792,10.292,-22.0,-59.333,-102.0
2011-03-05,,,,14.304,18.435,4.13,2.304,6.958,-6.0,-48.958,-117.0
2011-03-06,,,,14.5,19.042,4.542,1.708,10.5,68.0,20.167,-19.0
2011-03-07,,,,5.083,7.0,1.917,1.083,10.583,41.0,19.458,3.0
2011-03-08,,,,15.292,20.667,5.375,1.875,9.042,30.0,6.208,-11.0
2011-03-09,,,,11.625,14.583,2.958,2.0,6.917,37.0,1.125,-27.0
2011-03-10,,,,5.792,7.667,1.875,1.542,9.042,19.0,-2.0,-26.0
2011-03-11,,,,2.167,3.042,0.875,0.958,10.875,8.0,-8.75,-26.0
2011-03-12,,,,7.708,9.875,2.167,1.652,9.889,11.0,-13.542,-42.0
2011-03-13,,,,12.333,15.792,3.458,2.25,9.7,9.0,-23.583,-68.0
2011-03-14,,,,13.0,21.125,8.125,1.75,11.583,13.0,-26.083,-89.0
2011-03-15,,,,4.625,6.25,1.625,1.917,16.458,22.0,3.458,-15.0
2011-03-16,,,,12.75,19.167,6.417,2.417,10.833,22.0,1.917,-46.0
2011-03-17,,,,6.0,7.583,1.583,1.375,15.375,30.0,19.167,7.0
