date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-03-11,15.625,21.042,5.417,0.958,17.917,1.5,-5.829,-12.0
2011-03-12,17.0,24.125,7.125,1.958,23.333,0.4,-5.396,-12.1
2011-03-13,15.708,19.292,3.583,0.958,19.0,0.7,-4.446,-9.7
2011-03-14,16.75,22.458,5.708,1.375,21.125,1.9,-4.217,-13.4
2011-03-15,12.391,14.826,2.435,2.087,24.667,1.9,-1.204,-2.7
2011-03-16,16.875,19.75,2.875,1.583,26.5,2.2,-2.729,-9.8
2011-03-17,9.917,10.958,1.042,1.375,18.5,4.6,1.971,-0.8
2011-03-18,12.167,14.542,2.375,1.5,18.458,2.6,-1.321,-7.6
2011-03-19,9.958,13.042,3.083,1.0,17.083,-5.6,-7.458,-11.2
2011-03-20,8.375,10.125,1.75,0.625,15.708,-4.3,-6.188,-8.0
2011-03-21,9.542,12.417,2.875,1.625,13.708,-0.6,-4.046,-9.2
2011-03-22,13.5,15.917,2.417,1.833,24.833,3.3,-0.833,-4.7
2011-03-23,17.792,21.875,4.083,1.5,22.583,2.8,-0.45,-4.3
2011-03-24,8.125,10.583,2.458,1.292,15.708,0.7,-2.162,-4.4
2011-03-25,3.458,3.917,0.458,1.125,13.208,-0.4,-2.417,-5.4
2011-03-26,12.292,15.625,3.333,1.25,16.958,-0.6,-3.479,-9.2
2011-03-27,10.333,12.792,2.458,1.5,18.625,1.2,-3.183,-7.7
2011-03-28,14.792,17.917,3.125,2.125,18.458,5.1,-3.271,-12.5
2011-03-29,13.696,16.13,2.435,1.591,23.174,8.8,1.679,-8.4
2011-03-30,6.5,6.917,0.417,1.5,35.292,9.9,7.262,4.5
2011-03-31,7.417,8.792,1.375,0.667,23.458,4.5,0.988,-3.5
2011-04-01,11.125,12.833,1.708,1.458,35.958,10.4,4.612,-2.2
2011-04-02,8.542,9.917,1.375,1.0,12.375,1.8,-0.388,-2.3
2011-04-03,4.333,5.167,0.833,1.083,10.458,1.9,-0.392,-3.0
2011-04-04,5.708,6.583,0.875,1.125,12.792,3.9,-1.279,-7.6
2011-04-05,9.333,10.375,1.042,1.625,31.167,11.5,4.429,-2.9
2011-04-06,11.125,12.292,1.167,1.625,32.417,15.3,7.117,-1.1
2011-04-07,5.458,5.75,0.292,1.417,23.625,13.9,8.367,-0.3
2011-04-08,10.375,11.5,1.125,1.167,15.417,7.9,5.65,1.0
2011-04-09,7.708,8.708,1.0,1.292,15.75,10.8,4.3,-1.9
2011-04-10,5.292,5.75,0.458,1.417,18.833,13.8,6.45,-1.6
2011-04-11,9.0,9.625,0.625,1.042,26.5,8.7,4.375,-0.1
2011-04-12,6.625,7.292,0.667,1.042,19.042,7.8,3.425,-0.4
2011-04-13,7.125,7.458,0.333,1.042,30.333,9.1,5.108,1.5
2011-04-14,8.739,9.696,0.957,1.0,25.125,12.5,6.212,0.5
2011-04-15,8.333,9.792,1.458,2.958,43.417,18.6,10.546,-0.4
2011-04-16,7.875,8.25,0.375,1.083,21.792,14.0,9.283,1.0
2011-04-17,7.167,7.875,0.708,0.667,8.0,1.2,0.688,0.2
2011-04-18,5.417,6.25,0.833,1.0,9.917,7.1,3.242,1.1
2011-04-19,1.542,2.042,0.5,1.0,10.208,7.8,3.829,1.3
2011-04-20,6.208,7.792,1.583,1.0,14.875,10.8,3.983,-0.5
2011-04-21,5.167,6.25,1.083,1.083,16.958,8.9,3.554,-0.1
2011-04-22,5.708,6.917,1.208,1.042,14.5,9.1,4.417,0.5
2011-04-23,2.792,3.25,0.458,0.917,7.167,9.8,6.025,3.5
2011-04-24,4.167,4.708,0.542,0.583,8.875,11.5,7.338,5.4
2011-04-25,5.292,5.875,0.583,0.917,13.5,9.6,7.108,4.9
2011-04-26,6.136,6.636,0.5,1.043,17.609,10.8,7.983,4.1
2011-04-27,5.5,5.833,0.333,1.167,21.625,16.7,9.688,4.6
2011-04-28,8.3,9.05,0.75,0.0,12.727,9.2,6.417,4.2
2011-04-29,3.833,4.833,1.0,0.333,8.792,10.9,6.821,1.8
2011-04-30,5.75,6.708,0.958,1.083,24.417,16.9,11.579,6.9
2011-05-01,3.042,3.625,0.583,0.083,19.958,10.0,7.842,5.4
2011-05-02,6.417,8.042,1.625,0.042,7.042,8.6,4.546,1.5
2011-05-03,3.333,4.25,0.917,0.042,8.208,8.9,5.142,2.1
2011-05-04,5.125,6.333,1.208,0.042,10.292,6.2,3.975,1.3
2011-05-05,3.875,4.958,1.083,0.5,13.708,10.0,6.05,1.8
2011-05-06,6.167,7.542,1.375,0.917,16.833,17.1,8.879,1.1
2011-05-07,2.583,3.375,0.792,0.417,16.375,16.9,11.996,6.8
2011-05-08,3.042,4.0,0.958,0.292,9.083,12.6,8.738,5.4
2011-05-09,4.542,5.958,1.417,0.458,8.583,13.5,8.546,4.5
2011-05-10,6.75,8.0,1.25,0.625,9.25,9.7,7.229,5.9
2011-05-11,6.208,7.875,1.667,1.5,15.333,14.3,9.012,4.0
2011-05-12,5.304,6.826,1.522,0.826,13.417,18.8,11.321,1.5
2011-05-13,3.958,4.417,0.458,0.167,10.042,12.1,9.271,7.2
2011-05-14,4.083,4.875,0.792,0.125,6.042,9.0,6.7,2.7
2011-05-15,3.792,4.375,0.583,0.625,6.875,12.3,6.442,1.7
2011-05-16,8.625,10.917,2.292,1.125,15.75,20.4,10.921,1.7
2011-05-17,7.833,9.083,1.25,0.958,17.833,15.1,10.658,6.4
2011-05-18,9.792,11.833,2.042,1.083,19.292,19.5,12.429,5.7
2011-05-19,7.958,9.208,1.25,0.75,29.708,20.4,13.392,6.1
2011-05-20,9.0,9.667,0.667,0.958,37.542,19.2,14.421,11.0
2011-05-21,10.667,12.208,1.542,0.458,28.5,15.3,13.262,11.4
2011-05-22,3.583,4.208,0.625,0.125,13.667,14.7,10.454,7.8
2011-05-23,5.875,7.25,1.375,0.25,8.625,11.2,7.133,3.7
2011-05-24,6.667,7.792,1.125,0.75,17.0,18.8,11.892,5.0
2011-05-25,6.667,7.458,0.792,0.625,16.083,18.4,13.371,9.5
2011-05-26,7.913,9.174,1.261,1.174,15.917,23.9,15.604,7.6
2011-05-27,8.958,10.542,1.583,1.583,20.375,23.7,16.2,8.3
2011-05-28,6.375,7.417,1.042,1.458,19.458,25.1,17.071,11.3
2011-05-29,2.292,2.833,0.542,1.0,11.917,19.4,13.879,10.1
2011-05-30,3.625,4.583,0.958,1.0,9.625,16.5,11.838,5.4
2011-05-31,2.792,3.75,0.958,1.375,15.708,20.4,11.442,4.2
2011-06-01,7.083,8.875,1.792,2.583,20.708,19.7,12.658,5.1
2011-06-02,7.208,8.792,1.583,1.417,21.625,20.7,13.225,5.6
2011-06-03,7.583,8.667,1.083,1.125,20.542,18.7,15.25,12.3
2011-06-04,6.0,7.333,1.333,1.125,16.417,17.9,14.783,11.0
2011-06-05,6.583,7.542,0.958,1.0,17.958,18.8,15.871,12.9
2011-06-06,8.125,9.625,1.5,1.083,17.5,22.1,16.521,11.5
2011-06-07,8.792,10.25,1.458,1.708,23.792,24.9,18.296,11.2
2011-06-08,7.833,9.417,1.583,1.958,26.958,29.1,20.621,13.8
2011-06-09,5.087,5.87,0.783,1.304,26.75,27.0,19.808,14.3
2011-06-10,4.708,5.375,0.667,1.042,21.583,23.4,18.812,16.2
2011-06-11,3.333,3.875,0.542,0.792,22.875,25.0,18.608,14.7
2011-06-12,2.875,3.5,0.625,0.875,14.208,22.2,16.583,13.6
2011-06-13,4.875,5.708,0.833,0.917,10.583,19.1,15.396,12.2
2011-06-14,6.708,8.208,1.5,1.0,9.083,16.5,13.788,11.5
2011-06-15,5.75,7.583,1.833,1.083,8.625,17.2,13.746,11.0
2011-06-16,5.875,7.083,1.208,1.083,12.333,23.5,16.746,11.7
2011-06-17,5.167,6.167,1.0,1.167,12.958,26.1,19.388,12.0
2011-06-18,6.583,7.417,0.833,1.042,16.25,20.3,17.229,15.8
2011-06-19,4.5,5.5,1.0,1.292,20.375,24.3,19.396,15.9
2011-06-20,11.875,13.917,2.042,1.25,27.458,22.3,18.875,16.3
2011-06-21,6.417,7.542,1.125,1.542,23.75,29.0,22.862,15.1
2011-06-22,7.292,8.292,1.0,1.458,25.542,26.0,20.979,16.4
2011-06-23,6.609,9.087,2.478,1.0,19.043,17.2,14.75,9.5
2011-06-24,2.333,3.417,1.083,1.0,6.25,15.2,11.079,8.8
2011-06-25,6.125,7.792,1.667,1.583,8.5,15.3,12.221,8.7
2011-06-26,4.333,5.625,1.292,1.25,13.25,23.9,15.5,7.2
2011-06-27,6.333,7.958,1.625,1.208,15.208,23.9,17.712,10.3
2011-06-28,7.625,8.583,0.958,0.917,20.208,24.4,20.479,16.3
2011-06-29,6.417,7.417,1.0,1.5,20.083,25.6,21.946,18.7
2011-06-30,8.167,9.083,0.917,1.25,28.958,23.1,20.646,18.3
2011-07-01,7.333,8.75,1.417,1.417,20.125,28.4,21.396,16.0
2011-07-02,5.875,7.542,1.667,2.375,16.625,29.1,22.321,16.3
2011-07-03,4.75,6.042,1.292,2.625,21.5,28.6,23.138,17.3
2011-07-04,4.0,5.125,1.125,1.083,11.25,21.6,20.767,20.1
2011-07-05,5.542,6.75,1.208,1.0,12.375,22.7,19.579,18.1
2011-07-06,5.0,5.917,0.917,1.0,11.667,24.9,20.883,17.0
2011-07-07,5.435,6.478,1.043,2.304,17.833,30.2,23.633,17.0
2011-07-08,5.875,6.625,0.75,0.25,19.25,23.4,22.092,20.0
2011-07-09,6.833,8.583,1.75,1.458,20.833,27.2,23.729,20.9
2011-07-10,4.958,6.25,1.292,1.75,11.708,26.0,22.746,20.9
2011-07-11,6.292,8.083,1.792,1.833,19.292,26.8,23.062,19.1
2011-07-12,5.708,7.333,1.625,2.208,17.833,27.8,23.154,19.3
2011-07-13,7.583,9.75,2.167,3.708,13.833,28.2,23.583,20.2
2011-07-14,4.833,6.25,1.417,0.417,8.833,21.1,18.767,15.6
2011-07-15,3.542,4.625,1.083,0.208,8.25,20.6,17.6,15.0
2011-07-16,3.875,5.083,1.208,0.333,9.375,22.1,19.088,16.9
2011-07-17,3.625,4.75,1.125,0.417,9.5,22.2,19.858,17.9
2011-07-18,3.667,5.083,1.417,0.542,10.25,28.0,22.367,18.9
2011-07-19,5.458,8.5,3.042,1.375,14.083,29.3,22.054,15.9
2011-07-20,2.917,4.125,1.208,0.958,12.167,24.2,17.517,12.6
2011-07-21,4.13,5.391,1.261,1.696,15.083,24.4,18.038,11.1
2011-07-22,6.625,8.5,1.875,2.667,19.125,27.2,20.142,15.3
2011-07-23,2.708,3.458,0.75,0.708,12.5,23.9,19.067,15.4
2011-07-24,3.208,4.125,0.917,1.292,12.458,29.3,22.225,14.7
2011-07-25,6.25,7.875,1.625,1.083,18.0,25.8,22.592,20.0
2011-07-26,7.125,9.25,2.125,2.542,17.583,28.5,23.054,19.4
2011-07-27,5.583,7.417,1.833,1.625,21.292,28.5,22.833,17.7
2011-07-28,6.208,8.25,2.042,1.833,25.792,30.2,24.771,20.3
2011-07-29,3.583,5.083,1.5,1.542,23.542,31.2,24.904,19.0
2011-07-30,3.375,5.708,2.333,1.333,12.333,27.0,21.029,17.4
2011-07-31,2.833,4.292,1.458,1.167,12.708,26.0,21.033,17.5
2011-08-01,4.167,5.833,1.667,0.792,12.583,26.0,21.325,17.1
2011-08-02,5.25,6.792,1.542,2.625,16.458,27.1,21.338,16.8
2011-08-03,6.458,8.667,2.208,2.542,17.5,29.4,22.942,16.4
2011-08-04,5.217,6.565,1.348,2.696,20.667,30.3,23.896,17.5
2011-08-05,4.958,6.625,1.667,1.917,18.0,29.3,24.217,20.0
2011-08-06,5.083,7.333,2.25,2.042,21.042,31.1,25.196,20.5
2011-08-07,4.364,5.682,1.318,4.083,20.75,31.4,25.821,21.7
2011-08-08,6.0,8.583,2.583,3.125,20.333,32.3,26.054,20.2
2011-08-09,7.125,9.708,2.583,3.208,23.792,32.1,25.375,20.4
2011-08-10,4.083,5.458,1.375,1.0,17.625,29.3,25.479,23.2
2011-08-11,5.375,6.542,1.167,1.208,19.958,30.1,25.862,22.5
2011-08-12,5.958,7.917,1.958,2.792,14.458,26.5,22.879,16.5
2011-08-13,3.917,4.75,0.833,1.208,14.208,30.3,22.742,14.1
2011-08-14,3.5,3.917,0.417,0.792,17.625,27.3,22.096,17.5
2011-08-15,3.875,4.375,0.5,1.0,15.583,27.4,22.746,19.7
2011-08-16,4.292,4.833,0.542,0.833,9.417,21.2,19.179,17.1
2011-08-17,6.5,7.083,0.583,0.75,12.739,24.9,20.617,17.3
2011-08-18,6.826,8.696,1.87,1.609,14.75,24.9,20.596,16.6
2011-08-19,5.917,7.833,1.917,1.958,13.625,27.0,21.621,17.2
2011-08-20,5.125,6.333,1.208,1.375,14.583,24.2,19.825,15.9
2011-08-21,2.333,2.833,0.5,1.083,12.375,25.6,20.617,16.8
2011-08-22,2.6,4.2,1.6,1.2,11.267,23.6,18.75,14.9
2011-08-23,5.4,6.9,1.5,0.0,11.273,21.1,18.308,15.5
2011-08-24,4.682,5.273,0.591,1.348,11.375,25.4,20.725,16.8
2011-08-25,5.458,6.792,1.333,0.5,15.208,22.4,19.488,17.5
2011-08-26,4.458,4.875,0.417,0.208,12.417,24.0,19.029,15.3
2011-08-27,5.333,6.125,0.792,1.167,16.583,27.3,20.496,14.4
2011-08-28,4.167,5.0,0.833,1.875,16.625,28.3,21.229,14.2
2011-08-29,7.458,9.0,1.542,2.917,20.333,29.2,22.388,15.8
2011-08-30,5.542,5.792,0.25,0.417,16.625,25.0,22.129,19.0
2011-08-31,5.833,6.458,0.625,0.417,19.458,25.8,22.338,19.1
2011-09-01,4.826,6.217,1.391,0.261,14.792,30.0,25.317,20.7
2011-09-02,6.208,6.875,0.667,0.25,10.958,22.4,20.183,18.6
2011-09-03,4.083,4.583,0.5,0.042,12.583,29.6,22.183,19.0
2011-09-04,2.125,2.458,0.333,0.5,9.75,28.4,22.008,18.0
2011-09-05,5.375,6.792,1.417,0.75,12.25,26.8,21.388,16.4
2011-09-06,4.958,6.375,1.417,0.5,10.333,23.9,19.108,15.1
2011-09-07,2.542,2.833,0.292,0.083,9.5,22.9,17.775,13.8
2011-09-08,3.708,4.125,0.417,0.667,13.208,26.8,21.729,17.8
2011-09-09,5.792,6.375,0.583,0.875,18.125,25.7,19.917,14.9
2011-09-10,7.5,8.5,1.0,1.5,14.583,22.3,17.733,12.1
2011-09-11,3.708,4.042,0.333,1.042,13.292,21.1,16.125,11.5
2011-09-12,8.667,9.375,0.708,0.208,13.167,18.7,17.004,15.1
2011-09-13,9.708,11.375,1.667,0.542,16.292,22.5,17.575,13.9
2011-09-14,7.0,8.8,1.8,0.667,16.208,24.9,18.383,14.5
2011-09-15,8.0,8.556,0.556,0.783,18.667,24.4,19.388,14.9
2011-09-16,9.5,11.792,2.292,1.0,20.375,27.0,22.425,19.1
2011-09-17,6.583,8.125,1.542,1.75,13.875,23.3,19.583,15.7
2011-09-18,4.917,5.625,0.708,0.917,8.083,15.9,14.467,12.0
2011-09-19,4.625,5.625,1.0,0.25,9.542,15.3,12.567,9.7
2011-09-20,6.167,9.375,3.208,0.625,15.125,18.6,12.408,8.0
2011-09-21,8.833,15.833,7.0,0.583,18.792,14.7,11.55,8.3
2011-09-22,4.125,4.542,0.417,0.708,8.417,13.8,11.988,10.0
2011-09-23,4.542,5.167,0.625,0.333,8.875,15.5,12.225,8.9
2011-09-24,6.958,8.542,1.583,0.625,15.25,19.2,12.954,9.3
2011-09-25,3.583,4.542,0.958,0.458,13.292,21.1,14.067,7.8
2011-09-26,4.375,4.917,0.542,0.625,14.833,21.3,15.158,9.0
2011-09-27,9.417,11.625,2.208,1.042,22.208,22.7,15.512,10.3
2011-09-28,10.667,14.167,3.5,1.75,31.417,24.2,14.771,6.9
2011-09-29,8.652,12.565,3.913,1.217,24.5,21.2,15.033,7.3
2011-09-30,7.792,9.292,1.5,0.5,12.292,17.5,14.717,11.2
2011-10-01,6.625,8.917,2.292,0.583,7.333,10.0,8.217,4.3
2011-10-02,3.792,4.583,0.792,0.458,9.458,10.1,5.221,2.0
2011-10-03,8.042,10.667,2.625,0.708,8.833,6.7,4.429,2.1
2011-10-04,7.583,9.875,2.292,0.917,14.208,15.9,8.808,1.8
2011-10-05,7.167,9.167,2.0,0.708,19.167,18.9,11.933,5.6
2011-10-06,9.583,14.375,4.792,0.75,21.667,12.1,9.658,5.9
2011-10-07,9.083,13.208,4.125,0.792,10.958,12.6,10.462,7.5
2011-10-08,11.042,14.292,3.25,0.625,22.75,17.3,11.121,6.1
2011-10-09,5.417,8.125,2.708,0.792,26.792,18.7,11.758,5.0
2011-10-10,9.042,9.667,0.625,1.0,26.542,16.9,12.8,7.4
2011-10-11,11.542,16.708,5.167,1.167,20.417,13.3,9.308,5.3
2011-10-12,7.208,8.75,1.542,0.667,18.333,15.2,8.0,3.0
2011-10-13,10.522,13.696,3.174,1.273,26.0,16.4,10.292,5.3
2011-10-14,13.458,19.583,6.125,1.292,33.833,19.2,10.575,2.8
2011-10-15,12.333,16.25,3.917,1.167,33.75,16.3,12.188,8.0
2011-10-16,5.458,7.542,2.083,0.75,22.167,18.7,15.167,12.2
2011-10-17,6.625,8.083,1.458,1.0,13.167,15.0,10.921,4.9
2011-10-18,5.5,6.833,1.333,1.0,11.042,7.7,5.808,3.8
2011-10-19,11.167,15.917,4.75,1.333,19.875,15.4,9.608,3.5
2011-10-20,10.542,16.083,5.542,0.875,25.5,17.9,7.825,-0.1
2011-10-21,12.5,21.083,8.583,1.667,30.583,18.6,9.05,1.3
2011-10-22,12.958,19.208,6.25,0.958,27.458,17.9,11.054,3.3
2011-10-23,3.75,4.667,0.917,0.167,9.042,12.5,11.046,8.9
2011-10-24,8.083,10.125,2.042,0.75,10.042,13.7,10.471,5.7
2011-10-25,4.042,4.792,0.75,0.708,11.917,15.1,11.217,6.4
2011-10-26,8.5,11.417,2.917,0.917,8.292,6.9,5.821,4.7
2011-10-27,11.696,18.217,6.522,0.609,14.0,9.8,6.458,2.4
2011-10-28,11.958,25.542,13.583,0.792,20.458,14.2,7.642,0.1
2011-10-29,13.333,20.667,7.333,0.625,24.958,14.6,8.129,3.7
2011-10-30,7.583,11.167,3.583,0.625,24.333,13.9,7.729,1.7
2011-10-31,15.417,26.583,11.167,1.208,27.833,16.8,9.275,3.4
2011-11-01,14.875,20.167,5.292,0.542,26.667,13.1,6.662,2.7
2011-11-02,13.5,19.917,6.417,1.167,26.292,16.5,8.912,0.6
2011-11-03,11.542,14.75,3.208,0.542,21.833,13.1,7.892,3.2
2011-11-04,12.708,20.25,7.542,0.542,20.792,13.8,6.471,0.5
2011-11-05,15.417,24.833,9.417,0.333,26.792,9.0,6.946,4.2
2011-11-06,4.083,5.0,0.917,1.292,14.083,9.0,6.621,4.2
2011-11-07,11.875,14.958,3.083,1.167,16.417,8.9,6.45,4.0
2011-11-08,13.542,17.833,4.292,0.458,14.333,6.7,3.846,1.2
2011-11-09,13.545,21.318,7.773,0.364,16.273,7.4,2.588,-1.1
2011-11-10,11.261,14.348,3.087,1.0,17.667,10.7,5.917,1.6
2011-11-11,16.476,27.048,10.571,1.19,21.381,14.4,5.383,-1.2
2011-11-12,15.125,24.208,9.083,1.0,22.917,13.9,7.592,1.5
2011-11-13,10.417,13.583,3.167,0.958,18.667,11.2,6.992,4.1
2011-11-14,9.917,12.875,2.958,1.458,23.375,5.5,3.262,0.6
2011-11-15,11.958,16.667,4.708,0.458,17.125,0.8,-0.483,-2.0
2011-11-16,13.042,18.625,5.583,0.792,16.833,3.3,0.279,-1.9
2011-11-17,9.875,13.583,3.708,1.25,15.125,1.3,-0.521,-2.3
2011-11-18,8.083,10.5,2.417,1.375,15.625,6.4,3.262,-1.6
2011-11-19,14.583,19.292,4.708,0.708,14.5,7.8,6.446,4.8
2011-11-20,5.917,7.542,1.625,0.958,8.125,9.3,4.662,-2.0
2011-11-21,9.25,13.125,3.875,1.125,10.375,-2.4,-4.721,-6.1
2011-11-22,10.958,14.708,3.75,1.458,13.083,-0.7,-2.758,-5.9
2011-11-23,11.217,13.696,2.478,1.261,12.565,2.4,-1.43,-4.6
2011-11-24,9.565,12.696,3.13,1.261,10.375,7.0,2.1,-1.1
2011-11-25,9.333,12.125,2.792,0.958,9.833,0.5,-1.346,-2.4
2011-11-26,13.25,16.208,2.958,1.5,13.083,1.4,-0.304,-2.5
2011-11-27,12.25,14.083,1.833,1.25,15.958,3.7,2.179,0.7
2011-11-28,19.5,28.5,9.0,2.458,22.417,7.4,2.217,-0.2
2011-11-29,26.0,46.625,20.625,2.083,31.042,4.8,2.229,0.1
2011-11-30,11.583,14.417,2.833,2.125,15.167,0.5,-3.179,-6.0
2011-12-01,12.375,15.625,3.25,1.417,12.75,-3.1,-5.338,-7.6
2011-12-02,24.5,39.458,14.958,1.792,18.917,-2.0,-7.271,-12.0
2011-12-03,30.583,57.375,26.792,1.708,28.25,-3.6,-7.854,-13.4
2011-12-04,16.542,24.417,7.875,2.417,11.083,1.7,-0.304,-4.5
2011-12-05,22.333,34.917,12.583,1.833,14.333,1.1,-1.617,-5.3
2011-12-06,16.667,21.5,4.833,1.875,12.667,-0.4,-2.312,-4.5
2011-12-07,14.458,19.0,4.542,1.833,12.5,0.9,-2.196,-3.7
2011-12-08,22.391,35.304,12.913,1.682,17.13,-1.7,-7.688,-17.3
2011-12-09,30.583,57.542,26.958,1.708,32.75,-6.4,-10.988,-18.7
2011-12-10,15.5,21.167,5.667,1.542,15.583,0.3,-2.333,-8.1
2011-12-11,11.792,14.417,2.625,1.75,13.375,-1.0,-2.846,-4.7
2011-12-12,14.583,20.417,5.833,2.083,14.958,-2.6,-4.033,-5.3
2011-12-13,15.375,19.708,4.333,1.542,14.625,-2.9,-4.829,-7.5
