date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,23.667,30.75,7.083,19.167,2.0,19.333,-3.9,-7.062,-10.4
2011-01-02,9.125,10.5,1.375,6.375,1.083,8.5,-1.5,-4.417,-11.3
2011-01-03,19.042,26.0,6.958,12.958,1.875,13.625,-4.5,-9.658,-15.9
2011-01-04,22.667,37.542,14.875,11.042,1.583,13.042,-3.4,-8.375,-14.1
2011-01-05,28.125,65.875,37.75,8.13,1.826,10.542,-0.1,-4.154,-8.9
2011-01-06,37.542,81.417,43.875,16.875,2.458,17.792,-2.4,-5.6,-11.4
2011-01-07,25.417,56.417,31.0,12.417,1.083,13.375,-1.1,-5.342,-12.0
2011-01-08,31.375,50.042,18.667,26.5,1.542,25.125,-8.3,-11.412,-15.5
2011-01-09,27.25,47.917,20.667,18.125,2.375,20.083,-3.3,-7.404,-10.7
2011-01-10,25.708,42.042,16.333,16.083,1.708,17.458,-6.8,-8.846,-10.3
2011-01-11,17.083,24.875,7.792,7.292,1.0,8.042,-9.2,-11.542,-16.6
2011-01-12,38.25,71.833,33.583,15.208,2.458,15.583,-9.1,-13.904,-19.5
2011-01-13,22.167,33.958,11.792,13.792,2.708,16.0,-5.1,-8.729,-10.9
2011-01-14,12.417,15.375,2.958,9.792,1.292,9.833,-9.5,-10.888,-13.7
2011-01-15,23.625,44.875,21.25,10.625,1.292,13.5,-6.8,-10.342,-17.2
2011-01-16,48.75,120.75,72.0,34.792,3.625,31.0,-9.2,-14.867,-19.4
2011-01-17,53.542,141.958,88.417,47.0,3.958,43.25,-9.2,-15.667,-20.4
2011-01-18,51.083,125.042,73.958,40.5,3.417,38.917,-5.4,-10.425,-15.9
2011-01-19,42.957,99.261,56.304,30.478,2.435,27.667,-4.2,-9.504,-17.0
2011-01-20,48.083,121.083,73.0,48.25,2.375,42.333,-8.9,-16.638,-21.6
2011-01-21,51.625,121.0,69.375,58.667,2.958,53.583,-9.7,-15.488,-21.6
2011-01-22,29.958,51.708,21.75,24.25,2.792,26.75,-2.0,-5.408,-11.3
2011-01-23,14.75,17.417,2.667,11.25,1.125,11.0,-0.6,-3.017,-8.4
2011-01-24,24.208,49.042,24.833,17.0,1.375,16.333,-6.0,-10.108,-17.7
2011-01-25,12.75,15.792,3.042,11.625,1.5,11.417,-5.2,-8.512,-15.1
2011-01-26,26.583,44.958,18.375,19.75,2.5,18.542,-6.2,-11.821,-17.5
2011-01-27,31.375,58.667,27.292,21.625,1.958,19.0,-7.6,-12.662,-19.7
2011-01-28,41.958,77.25,35.292,48.125,3.125,44.292,-10.8,-15.188,-20.5
2011-01-29,38.208,69.625,31.417,32.125,2.625,29.833,-5.4,-9.654,-12.8
2011-01-30,38.429,88.667,50.238,25.75,2.652,24.174,-5.2,-10.625,-16.9
2011-01-31,30.875,54.375,23.5,13.875,2.083,12.542,-6.9,-10.646,-16.6
2011-02-01,23.15,37.7,14.55,10.13,0.95,10.35,-8.3,-12.338,-18.8
2011-02-02,21.864,43.227,21.364,12.0,0.909,11.043,-8.3,-12.721,-18.4
2011-02-03,31.0,53.792,22.792,18.667,2.292,19.125,-7.9,-13.45,-18.5
2011-02-04,22.417,40.833,18.417,17.917,2.167,18.917,-4.7,-9.45,-16.5
2011-02-05,10.958,13.208,2.25,10.333,1.792,14.042,-2.8,-5.604,-8.8
2011-02-06,29.333,46.25,16.917,13.083,2.625,17.083,1.6,-1.954,-5.2
2011-02-07,24.708,39.0,14.292,21.25,3.25,22.167,0.7,-1.321,-3.5
2011-02-08,7.208,8.125,0.917,16.083,1.875,15.917,-3.4,-6.533,-9.0
2011-02-09,26.958,56.208,29.25,21.0,2.917,21.875,-7.7,-11.083,-19.0
2011-02-10,7.667,8.833,1.167,7.75,1.167,9.583,-8.6,-9.617,-10.5
2011-02-11,11.625,15.375,3.75,9.208,1.5,8.625,-6.7,-9.321,-10.8
2011-02-12,4.833,5.708,0.875,6.5,0.792,9.042,-9.2,-10.212,-11.3
2011-02-13,15.75,19.75,4.0,9.083,2.167,13.083,-3.3,-6.929,-11.9
2011-02-14,34.0,50.792,16.792,32.542,5.792,34.583,1.2,-3.725,-6.8
2011-02-15,14.542,20.125,5.583,24.042,2.75,26.0,-2.6,-6.138,-8.6
2011-02-16,32.913,70.957,38.043,17.174,2.565,19.375,-5.9,-9.492,-15.4
2011-02-17,30.583,47.833,17.25,20.667,2.625,20.292,-6.5,-10.229,-14.6
2011-02-18,35.458,72.75,37.292,19.5,2.208,18.833,-7.6,-14.071,-20.1
2011-02-19,33.458,54.5,21.042,20.042,2.5,20.958,-7.2,-12.962,-20.2
2011-02-20,23.625,32.458,8.833,16.75,2.917,18.333,-2.1,-6.362,-11.4
2011-02-21,9.75,12.125,2.375,15.958,1.417,16.708,-2.4,-7.258,-10.3
2011-02-22,32.75,55.417,22.667,18.292,2.708,19.375,-1.9,-7.521,-13.2
2011-02-23,22.083,38.125,16.042,17.458,2.792,19.042,-1.0,-5.329,-10.4
2011-02-24,10.333,14.083,3.75,10.75,1.0,10.958,-3.8,-7.675,-16.1
2011-02-25,30.958,61.458,30.5,18.333,2.167,18.375,-6.8,-12.446,-18.2
2011-02-26,8.167,9.292,1.125,8.375,1.208,10.583,-5.4,-8.379,-12.2
2011-02-27,15.667,23.75,8.083,9.042,0.917,8.833,-5.7,-9.45,-18.4
2011-02-28,41.5,90.25,48.75,23.167,2.667,22.958,-3.2,-11.829,-20.1
2011-03-01,24.13,41.522,17.391,22.609,2.87,23.083,4.3,-0.104,-4.9
2011-03-02,22.5,38.917,16.417,18.417,1.208,20.417,-0.9,-4.321,-12.7
2011-03-03,25.042,42.292,17.25,17.792,1.958,19.208,-2.7,-9.379,-17.6
2011-03-04,21.458,28.25,6.792,10.917,1.708,13.458,-4.0,-9.771,-15.3
2011-03-05,29.417,48.208,18.792,14.375,1.875,18.958,-2.1,-9.258,-19.4
2011-03-06,11.583,15.042,3.458,8.333,1.042,13.542,3.7,-0.629,-5.7
