date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,15.292,18.875,3.583,2.167
2011-01-02,14.478,16.696,2.217,3.478
2011-01-03,6.5,8.208,1.708,3.833
2011-01-04,7.625,9.875,2.25,3.375
2011-01-05,8.75,11.125,2.375,2.958
2011-01-06,22.5,45.458,22.958,3.208
2011-01-07,27.25,45.25,18.0,4.875
2011-01-08,36.75,69.958,33.208,4.792
2011-01-09,18.625,24.5,5.875,2.25
2011-01-10,25.708,54.0,28.292,3.042
2011-01-11,8.458,12.125,3.667,2.958
2011-01-12,17.75,25.167,7.417,2.458
2011-01-13,19.083,33.125,14.042,3.833
2011-01-14,12.167,16.917,4.75,3.583
2011-01-15,6.083,7.5,1.417,2.458
2011-01-16,19.783,37.0,17.217,2.652
2011-01-17,28.292,48.833,20.542,2.792
2011-01-18,29.042,49.25,20.208,2.292
2011-01-19,39.125,75.833,36.708,4.417
2011-01-20,35.458,66.125,30.667,2.958
2011-01-21,27.667,52.208,24.542,3.375
2011-01-22,8.5,9.417,0.917,1.75
2011-01-23,13.75,18.792,5.042,2.708
2011-01-24,12.708,16.5,3.792,1.875
2011-01-25,18.958,34.458,15.5,1.542
2011-01-26,21.958,37.125,15.167,2.333
2011-01-27,25.375,42.375,17.0,2.042
2011-01-28,14.875,23.083,8.208,2.792
2011-01-29,25.958,45.625,19.667,2.25
2011-01-30,33.261,62.478,29.217,2.696
2011-01-31,19.292,27.958,8.667,2.208
2011-02-01,26.739,38.522,11.783,5.292
2011-02-02,17.333,23.25,5.917,2.792
2011-02-03,25.708,38.75,13.042,2.958
2011-02-04,20.458,27.792,7.333,3.458
2011-02-05,10.875,12.708,1.833,2.292
2011-02-06,17.458,23.417,5.958,1.875
2011-02-07,26.125,40.542,14.417,4.5
2011-02-08,6.333,8.292,1.958,2.167
2011-02-09,10.167,15.833,5.667,2.375
2011-02-10,7.125,10.125,3.0,3.167
2011-02-11,8.167,10.042,1.875,3.792
2011-02-12,4.625,5.75,1.125,2.958
2011-02-13,11.913,18.783,6.87,2.565
2011-02-14,32.458,48.875,16.417,7.292
2011-02-15,13.208,16.625,3.417,4.875
2011-02-16,11.208,14.542,3.333,3.5
2011-02-17,17.583,24.917,7.333,2.0
2011-02-18,25.625,35.208,9.583,3.125
2011-02-19,27.833,46.042,18.208,3.625
2011-02-20,14.625,18.667,4.042,2.5
2011-02-21,6.625,9.417,2.792,4.833
2011-02-22,15.583,20.375,4.792,1.792
2011-02-23,20.75,24.833,4.083,5.583
2011-02-24,20.917,27.875,6.958,5.583
2011-02-25,27.042,35.583,8.542,6.708
2011-02-26,14.333,18.417,4.083,4.125
2011-02-27,19.87,29.043,9.174,5.391
2011-02-28,27.208,36.167,8.958,3.0
2011-03-01,20.917,25.375,4.458,3.417
2011-03-02,11.25,15.0,3.75,4.333
2011-03-03,13.0,16.292,3.292,3.333
2011-03-04,15.042,18.333,3.292,3.333
2011-03-05,28.625,40.417,11.792,4.792
2011-03-06,24.208,34.583,10.375,4.0
2011-03-07,10.375,13.75,3.375,2.167
2011-03-08,15.625,19.875,4.25,3.083
2011-03-09,19.625,24.917,5.292,4.25
2011-03-10,24.333,31.458,7.125,3.542
2011-03-11,10.375,12.042,1.667,1.75
2011-03-12,15.0,19.565,4.565,4.087
2011-03-13,15.667,20.5,4.833,2.833
2011-03-14,9.917,12.0,2.083,1.75
2011-03-15,9.958,11.708,1.75,4.208
2011-03-16,15.708,19.792,4.083,3.167
2011-03-17,9.458,10.417,0.958,1.167
2011-03-18,14.583,17.125,2.542,4.083
2011-03-19,6.333,8.833,2.5,3.542
2011-03-20,8.917,11.167,2.25,1.917
2011-03-21,12.542,16.5,3.958,2.375
2011-03-22,27.292,34.458,7.167,3.667
2011-03-23,18.25,22.833,4.583,3.625
2011-03-24,17.208,19.375,2.167,3.917
2011-03-25,13.833,16.042,2.208,2.458
2011-03-26,10.174,13.348,3.174,2.087
2011-03-27,15.652,18.826,3.174,1.625
2011-03-28,19.708,24.333,4.625,2.75
2011-03-29,19.208,26.25,7.042,2.833
2011-03-30,5.0,5.875,0.875,1.708
2011-03-31,9.25,10.5,1.25,1.167
2011-04-01,9.042,10.292,1.25,1.208
2011-04-02,5.375,6.042,0.667,0.792
2011-04-03,6.5,7.25,0.75,1.167
