date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,5.042,97.0,85.083,70.0,,14.458,26.958,12.5,,1.333,18.875,2.6,-2.375,-8.5,
2011-01-02,,2.0,95.0,79.542,68.0,,4.083,4.458,0.375,,1.792,3.375,0.2,-1.762,-5.7,
2011-01-03,,2.167,85.0,78.083,67.0,,8.348,9.783,1.435,,0.783,4.125,-2.9,-5.604,-9.0,
2011-01-04,,3.833,86.0,65.5,39.0,,24.667,45.792,21.125,,0.75,4.167,-0.9,-7.142,-14.6,
2011-01-05,,4.083,97.0,86.75,67.0,,23.917,61.083,37.167,,1.167,6.625,0.3,-4.654,-12.6,
2011-01-06,,5.042,98.0,82.75,57.0,,27.792,70.458,42.667,,1.167,7.083,2.4,-0.929,-5.2,
2011-01-07,,3.417,92.0,77.625,55.0,,22.25,33.458,11.208,,3.375,8.417,-0.1,-3.712,-10.5,
2011-01-08,,4.917,95.0,86.75,65.0,,30.0,65.875,35.875,,2.708,13.583,-0.9,-7.975,-15.3,
2011-01-09,,4.417,89.0,69.667,49.0,,28.833,54.208,25.375,,1.417,10.625,0.4,-4.538,-8.8,
2011-01-10,,5.391,93.0,75.458,39.0,,29.125,71.333,42.208,,1.478,10.542,-1.3,-6.158,-10.3,
2011-01-11,,2.792,87.0,61.167,35.0,,16.792,30.458,13.667,,0.5,3.875,-4.9,-8.683,-12.5,
2011-01-12,,5.958,87.0,73.167,50.0,,32.167,78.333,46.167,,1.083,6.625,-4.2,-9.721,-16.4,
2011-01-13,,4.875,86.0,72.958,43.0,,29.75,71.833,42.083,,1.833,14.208,-1.7,-9.788,-17.1,
2011-01-14,,4.833,84.0,62.458,37.0,,24.333,62.042,37.708,,1.5,8.542,-5.8,-10.104,-15.3,
2011-01-15,,3.458,82.0,67.042,52.0,,21.708,34.375,12.667,,1.042,6.458,-4.8,-9.117,-15.7,
2011-01-16,,6.458,89.0,75.625,33.0,,32.917,89.583,56.667,,0.917,13.833,-2.4,-11.729,-19.4,
2011-01-17,,6.208,87.0,78.708,53.0,,31.609,92.174,60.565,,1.043,15.0,-3.6,-9.212,-14.7,
2011-01-18,,7.417,88.0,72.292,43.0,,34.667,104.625,69.958,,1.458,15.792,-0.1,-7.346,-12.7,
2011-01-19,,5.458,90.0,77.208,48.0,,33.25,80.75,47.5,,4.083,12.958,-1.0,-8.95,-16.1,
2011-01-20,,4.458,88.0,75.875,56.0,,30.208,51.083,20.875,,5.5,12.833,-4.3,-9.792,-15.0,
2011-01-21,,3.0,90.0,79.667,63.0,,19.167,27.417,8.25,,2.875,9.292,-0.7,-5.6,-13.9,
2011-01-22,,2.042,95.0,89.625,85.0,,5.458,5.5,0.042,,1.042,5.75,1.9,0.404,-3.0,
2011-01-23,,2.875,97.0,78.5,56.0,,9.792,10.75,0.958,,1.083,9.833,0.5,-2.242,-6.6,
2011-01-24,,5.696,87.0,68.833,49.0,,28.0,67.87,39.87,,0.957,12.417,-3.8,-8.425,-14.6,
2011-01-25,,5.667,83.0,67.292,39.0,,28.0,88.286,60.286,,1.375,15.042,-3.4,-10.917,-17.5,
2011-01-26,,5.125,83.0,68.792,46.0,,18.292,81.875,63.583,,1.583,13.708,-5.0,-12.279,-20.1,
2011-01-27,,6.5,87.0,71.792,41.0,,18.833,80.083,61.25,,0.75,13.958,-5.3,-13.025,-19.5,
2011-01-28,,4.667,87.0,80.917,54.0,,15.833,65.792,49.958,,1.75,10.25,-5.5,-10.679,-17.0,
2011-01-29,,4.458,92.0,81.208,60.0,,9.75,30.542,20.792,,1.792,17.375,-2.1,-7.5,-14.5,
2011-01-30,,3.458,90.0,72.5,47.0,,12.375,27.708,15.333,,4.625,12.125,-3.6,-7.375,-12.5,
2011-01-31,,5.5,89.0,66.375,40.0,,14.348,55.391,41.043,,2.13,12.167,-2.5,-7.629,-13.6,
2011-02-01,,3.667,89.0,75.417,61.0,,12.0,30.792,18.792,,3.958,10.792,-7.6,-10.788,-17.2,
2011-02-02,,3.625,84.0,65.417,39.0,,7.167,16.958,9.792,,2.5,7.167,-6.0,-9.792,-15.7,
2011-02-03,,6.125,89.0,76.75,49.0,,15.792,72.417,56.625,,0.542,12.875,-3.6,-12.162,-20.2,
2011-02-04,,5.083,84.0,76.208,63.0,,13.458,61.75,48.292,,1.792,11.708,-1.1,-8.729,-17.1,
2011-02-05,,3.167,83.0,67.0,43.0,,9.625,23.167,13.542,,2.292,10.708,0.1,-3.817,-11.6,
2011-02-06,,3.667,92.0,83.458,66.0,,8.917,22.792,13.875,,2.458,12.5,1.7,-0.05,-4.6,
2011-02-07,,4.87,97.0,92.75,82.0,,11.167,28.333,17.167,,2.087,21.583,2.2,0.454,-2.7,
2011-02-08,,2.792,73.0,53.792,37.0,,6.125,9.042,2.917,,1.333,9.667,-2.0,-4.958,-8.0,
2011-02-09,,4.125,75.0,56.75,35.0,,10.083,26.583,16.5,,1.19,8.0,-2.2,-7.183,-12.4,
2011-02-10,,3.375,73.0,62.167,41.0,,8.5,14.417,5.917,,1.0,9.125,-4.8,-7.683,-9.5,
2011-02-11,,3.917,85.0,65.583,38.0,,10.417,30.375,19.958,,0.417,9.917,-3.1,-9.275,-16.6,
2011-02-12,,3.333,85.0,64.417,39.0,,7.792,14.292,6.5,,0.292,6.917,-5.2,-8.508,-14.0,
2011-02-13,,4.625,80.0,60.375,38.0,,13.333,37.0,23.667,,1.083,10.417,-0.3,-6.171,-14.8,
