date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,27.792,40.375,12.583,,2.833,22.542,-35.0,-64.417,-113.0
2011-01-02,11.958,14.542,2.583,,2.542,11.167,-17.0,-39.667,-90.0
2011-01-03,22.292,29.5,7.208,,1.958,9.75,-45.0,-86.875,-143.0
2011-01-04,14.125,17.583,3.458,,1.333,8.292,-29.0,-64.125,-107.0
2011-01-05,21.565,41.739,20.174,,1.957,11.375,-1.0,-38.708,-79.0
2011-01-06,32.25,49.583,17.333,,2.458,17.792,-18.0,-41.625,-74.0
2011-01-07,21.5,38.333,16.833,,2.75,16.0,-12.0,-50.667,-126.0
2011-01-08,24.333,34.667,10.333,,1.208,21.917,-79.0,-105.417,-135.0
2011-01-09,24.417,42.708,18.292,,3.125,21.458,-29.0,-64.0,-104.0
2011-01-10,24.333,35.5,11.167,,2.042,17.958,-52.0,-79.542,-97.0
2011-01-11,17.458,25.25,7.792,,1.875,8.375,-95.0,-110.917,-179.0
2011-01-12,22.958,38.5,15.542,,1.833,10.5,-72.0,-127.917,-187.0
2011-01-13,9.667,12.458,2.792,,1.708,10.833,-43.0,-82.667,-105.0
2011-01-14,8.708,11.917,3.208,,1.542,7.708,-87.0,-105.792,-132.0
2011-01-15,15.125,18.875,3.75,,1.333,8.292,-65.0,-96.458,-156.0
2011-01-16,38.708,78.042,39.333,,2.625,26.5,-75.0,-125.417,-164.0
2011-01-17,48.5,120.208,71.708,,3.5,48.917,-86.0,-141.792,-201.0
2011-01-18,49.375,129.833,80.458,,3.792,42.5,-32.0,-91.417,-141.0
2011-01-19,45.652,105.913,60.261,,2.87,36.042,-25.0,-84.625,-154.0
2011-01-20,46.458,97.125,50.667,,2.167,46.125,-83.0,-147.75,-198.0
2011-01-21,43.917,87.375,43.458,,2.25,48.083,-92.0,-140.625,-190.0
2011-01-22,35.958,71.75,35.792,,5.292,28.625,-19.0,-51.417,-104.0
2011-01-23,15.083,18.708,3.625,,2.958,14.083,-6.0,-29.25,-78.0
2011-01-24,18.75,26.125,7.375,,1.208,12.25,-57.0,-90.0,-144.0
2011-01-25,8.958,11.833,2.875,,1.042,10.25,-43.0,-86.375,-137.0
2011-01-26,18.5,27.417,8.917,,1.458,11.833,-58.0,-111.875,-162.0
2011-01-27,21.667,34.792,13.125,,1.542,15.625,-73.0,-113.625,-172.0
2011-01-28,37.042,65.875,28.833,,2.333,27.833,-100.0,-142.792,-197.0
2011-01-29,42.75,85.083,42.333,,4.75,31.625,-55.0,-92.667,-115.0
2011-01-30,40.571,84.524,43.952,,2.818,25.682,-45.0,-105.875,-167.0
2011-01-31,30.684,45.263,14.579,,2.526,16.579,-69.0,-103.417,-158.0
2011-02-01,34.625,62.458,27.833,,3.083,23.792,-87.0,-121.125,-183.0
2011-02-02,24.182,40.136,15.955,,2.227,11.696,-73.0,-125.043,-175.0
2011-02-03,21.417,31.708,10.292,,2.417,14.333,-69.0,-122.125,-168.0
2011-02-04,20.583,40.417,19.833,,3.417,15.292,-45.0,-82.708,-138.0
2011-02-05,6.958,8.458,1.5,,1.333,11.417,-33.0,-58.042,-89.0
2011-02-06,7.708,9.75,2.042,,1.125,13.083,12.0,-11.083,-43.0
2011-02-07,24.167,39.375,15.208,,4.125,25.083,13.0,-4.292,-26.0
2011-02-08,9.0,12.083,3.083,,2.417,16.833,-27.0,-61.292,-87.0
2011-02-09,22.792,38.042,15.25,,2.542,15.917,-71.0,-102.458,-162.0
