date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,12.708,14.333,1.625,,2.583,10.875
2011-01-02,6.5,7.5,1.0,,2.875,7.25
2011-01-03,8.75,9.833,1.083,,3.667,12.375
2011-01-04,6.667,7.708,1.042,,6.542,19.875
2011-01-05,15.375,19.25,3.875,,3.583,4.792
2011-01-06,18.783,33.957,15.174,,3.75,13.625
2011-01-07,11.958,14.167,2.208,,2.458,7.292
2011-01-08,14.875,18.875,4.0,,2.75,7.583
2011-01-09,18.125,23.083,4.958,,3.667,20.042
2011-01-10,24.478,43.478,19.0,,4.261,23.739
2011-01-11,13.625,18.542,4.917,,4.458,21.208
2011-01-12,19.833,27.917,8.083,,3.042,12.417
2011-01-13,18.565,32.217,13.652,,4.958,11.25
2011-01-14,20.333,24.708,4.375,,7.875,42.042
2011-01-15,18.292,25.0,6.708,,3.708,20.25
2011-01-16,15.333,18.125,2.792,,2.958,10.625
2011-01-17,15.625,19.5,3.875,,2.542,11.875
2011-01-18,17.833,22.333,4.5,,3.167,12.458
2011-01-19,15.125,16.125,1.0,,2.667,14.208
2011-01-20,11.364,12.5,1.136,,1.792,6.708
2011-01-21,10.958,12.125,1.167,,1.833,10.125
2011-01-22,12.208,13.958,1.75,,2.542,12.833
2011-01-23,12.348,15.0,2.652,,2.435,6.261
2011-01-24,11.708,13.125,1.417,,3.208,6.583
2011-01-25,11.833,13.0,1.167,,6.417,13.458
2011-01-26,17.565,20.13,2.565,,4.5,11.708
2011-01-27,23.435,27.87,4.435,,6.083,20.667
2011-01-28,20.042,22.0,1.958,,5.292,22.167
2011-01-29,12.875,16.5,3.625,,2.708,6.083
2011-01-30,22.5,33.667,11.167,,3.0,7.708
2011-01-31,20.667,28.75,8.083,,3.208,7.208
2011-02-01,17.833,23.292,5.458,,4.417,13.833
2011-02-02,9.917,11.292,1.375,,3.125,7.083
2011-02-03,21.652,29.652,8.0,,3.708,8.875
2011-02-04,14.708,16.708,2.0,,5.375,19.792
2011-02-05,16.333,18.5,2.167,,6.333,31.625
2011-02-06,17.0,21.833,4.833,,3.583,26.583
2011-02-07,21.348,27.174,5.826,,2.435,13.217
2011-02-08,10.375,12.0,1.625,,3.583,10.375
2011-02-09,12.208,13.5,1.292,,3.333,11.25
2011-02-10,18.826,25.913,7.087,,3.958,10.042
2011-02-11,12.292,14.125,1.833,,3.167,11.25
2011-02-12,12.958,15.167,2.208,,3.167,15.167
2011-02-13,20.25,24.708,4.458,,2.826,18.292
2011-02-14,26.25,38.333,12.083,,2.0,14.625
2011-02-15,21.292,31.167,9.875,,2.583,15.0
2011-02-16,19.917,26.542,6.625,,3.875,14.458
2011-02-17,13.783,17.348,3.565,,3.333,5.583
2011-02-18,8.625,9.625,1.0,,2.667,6.792
2011-02-19,13.833,14.833,1.0,,2.958,7.542
2011-02-20,,,,,3.435,7.0
2011-02-21,,,,,5.5,22.958
2011-02-22,,,,,3.375,18.583
2011-02-23,,,,,2.208,12.708
2011-02-24,,,,,4.792,22.25
2011-02-25,,,,,3.292,32.083
2011-02-26,,,,,2.292,6.583
2011-02-27,,,,,2.583,9.417
2011-02-28,,,,,3.0,7.917
2011-03-01,,,,,3.25,17.5
2011-03-02,,,,,2.625,15.5
2011-03-03,,,,,3.0,11.5
2011-03-04,,,,,2.458,12.0
2011-03-05,,,,,1.3,11.826
2011-03-06,,,,,2.857,13.417
2011-03-07,,,,,4.042,25.708
2011-03-08,,,,,4.333,26.75
2011-03-09,,,,,2.5,18.0
2011-03-10,,,,,2.042,9.833
2011-03-11,,,,,3.174,13.958
2011-03-12,,,,,3.083,10.375
2011-03-13,,,,,2.333,10.583
2011-03-14,23.889,26.0,2.111,,3.292,7.792
2011-03-15,16.958,22.417,5.458,,3.917,18.25
2011-03-16,21.261,27.348,6.087,,3.917,12.167
2011-03-17,22.458,32.708,10.25,,2.542,16.958
2011-03-18,16.917,19.625,2.708,,2.875,25.75
2011-03-19,8.591,11.409,2.818,,2.087,9.174
2011-03-20,11.208,12.875,1.667,,2.958,10.792
2011-03-21,12.667,13.667,1.0,,3.292,9.792
2011-03-22,21.292,25.333,4.042,,5.125,15.0
2011-03-23,14.5,16.091,1.591,,1.833,9.625
2011-03-24,10.458,12.208,1.75,,3.25,13.042
2011-03-25,5.792,7.0,1.208,,3.375,13.292
2011-03-26,15.833,18.042,2.208,,3.458,14.167
2011-03-27,21.667,26.958,5.292,,4.625,17.833
2011-03-28,19.917,25.708,5.792,,4.958,25.625
2011-03-29,22.417,25.708,3.292,,5.083,18.042
2011-03-30,16.304,20.304,4.0,,3.917,13.875
2011-03-31,12.542,14.792,2.25,,2.083,9.875
2011-04-01,20.696,22.304,1.609,,5.958,24.125
2011-04-02,16.0,19.583,3.583,,5.375,28.833
2011-04-03,4.333,5.333,1.0,,2.625,8.917
2011-04-04,11.333,13.708,2.375,,2.667,9.917
2011-04-05,15.25,17.5,2.25,,3.917,16.958
2011-04-06,20.636,22.955,2.318,,5.0,19.261
2011-04-07,16.417,18.375,1.958,,3.5,11.333
2011-04-08,19.478,22.739,3.261,,2.25,21.5
2011-04-09,10.667,12.375,1.708,,1.542,13.542
2011-04-10,9.917,11.0,1.083,,4.625,23.917
2011-04-11,13.542,15.25,1.708,,5.167,32.292
2011-04-12,15.958,17.875,1.917,,3.458,24.333
2011-04-13,19.75,21.667,1.917,,4.958,21.167
2011-04-14,22.333,24.75,2.417,,7.708,30.0
2011-04-15,17.591,19.091,1.5,,6.208,29.583
2011-04-16,11.167,13.75,2.583,,3.125,36.792
2011-04-17,5.708,6.708,1.0,,3.0,7.875
2011-04-18,8.917,10.625,1.708,,2.833,20.208
2011-04-19,10.273,11.409,1.136,,2.522,8.913
2011-04-20,11.292,12.625,1.333,,2.583,7.667
2011-04-21,20.75,23.958,3.208,,4.542,19.083
2011-04-22,20.136,23.136,3.0,,2.75,22.042
2011-04-23,13.375,15.958,2.583,,1.417,14.208
2011-04-24,8.958,10.167,1.208,,3.292,15.417
2011-04-25,12.5,14.333,1.833,,3.292,17.917
2011-04-26,13.625,15.75,2.125,,4.042,25.833
2011-04-27,6.542,7.958,1.417,,2.583,28.083
2011-04-28,9.0,10.375,1.375,,2.667,21.792
2011-04-29,12.174,13.696,1.522,,3.958,19.25
2011-04-30,10.333,11.583,1.25,,4.333,19.208
2011-05-01,9.833,11.708,1.875,,1.875,22.5
2011-05-02,11.435,13.652,2.217,,3.217,90.522
2011-05-03,11.208,12.583,1.375,,2.458,111.542
2011-05-04,11.0,12.25,1.25,,3.708,62.667
2011-05-05,9.458,10.458,1.0,,3.667,24.667
2011-05-06,10.652,11.957,1.304,,3.333,31.583
2011-05-07,5.25,6.25,1.0,,2.5,12.458
2011-05-08,5.917,6.958,1.042,,3.5,32.333
2011-05-09,17.458,18.75,1.292,,5.792,42.0
2011-05-10,20.333,28.333,8.0,,3.208,49.125
2011-05-11,11.875,16.125,4.25,,1.0,19.083
2011-05-12,9.083,11.167,2.083,,1.125,22.375
2011-05-13,9.826,10.913,1.087,,3.958,39.083
2011-05-14,9.958,10.958,1.0,,5.083,29.583
2011-05-15,8.875,9.875,1.0,,4.375,32.167
2011-05-16,13.708,14.708,1.0,,4.75,24.958
2011-05-17,14.083,15.125,1.042,,5.0,35.0
2011-05-18,16.208,17.833,1.625,,5.417,24.417
2011-05-19,16.375,17.458,1.083,,6.333,35.5
2011-05-20,15.091,16.682,1.591,,4.652,32.739
2011-05-21,9.167,10.417,1.25,,3.0,14.833
2011-05-22,6.833,8.25,1.417,,1.833,10.917
2011-05-23,7.5,8.833,1.333,,1.625,7.167
2011-05-24,7.042,8.125,1.083,,1.875,5.292
2011-05-25,13.348,14.696,1.348,,3.667,11.458
2011-05-26,5.792,6.792,1.0,,3.5,21.917
2011-05-27,4.783,5.783,1.0,,2.0,6.25
2011-05-28,7.75,8.917,1.167,,1.0,2.583
2011-05-29,5.042,6.25,1.208,,1.0,3.5
2011-05-30,6.875,8.083,1.208,,1.583,6.625
2011-05-31,12.167,14.083,1.917,,2.792,7.75
2011-06-01,9.591,10.955,1.364,,2.0,7.217
2011-06-02,12.958,15.292,2.333,,2.333,15.417
2011-06-03,14.478,16.652,2.174,,4.292,34.792
2011-06-04,12.375,14.0,1.625,,4.625,47.333
2011-06-05,10.167,11.25,1.083,,4.208,24.708
2011-06-06,15.917,18.875,2.958,,5.083,25.333
2011-06-07,10.542,11.917,1.375,,3.75,24.542
2011-06-08,8.875,9.875,1.0,,3.667,13.708
2011-06-09,15.125,16.583,1.458,,4.042,16.208
2011-06-10,20.261,22.957,2.696,,3.458,28.708
2011-06-11,10.792,12.458,1.667,,1.5,17.542
2011-06-12,7.25,8.25,1.0,,2.333,29.583
2011-06-13,11.625,12.875,1.25,,2.792,9.5
2011-06-14,10.958,12.042,1.083,,3.5,20.458
2011-06-15,9.5,11.1,1.6,,3.5,6.889
2011-06-16,6.0,7.0,1.0,,1.773,8.667
2011-06-17,13.174,14.217,1.043,,3.083,14.167
2011-06-18,10.25,11.833,1.583,,2.125,13.667
2011-06-19,6.042,7.125,1.083,,2.083,9.875
2011-06-20,13.583,16.625,3.042,,2.167,12.708
2011-06-21,13.917,17.458,3.542,,3.042,13.167
2011-06-22,14.083,18.833,4.75,,4.708,22.125
2011-06-23,6.458,12.792,6.333,,2.667,20.292
2011-06-24,4.913,8.261,3.348,,2.125,12.958
2011-06-25,8.083,11.0,2.917,,3.583,18.542
2011-06-26,4.167,6.25,2.083,,2.75,10.333
2011-06-27,2.708,4.083,1.375,,2.125,11.458
2011-06-28,6.917,8.875,1.958,,4.417,14.875
2011-06-29,10.0,13.125,3.125,,5.917,23.75
2011-06-30,12.955,15.0,2.045,,6.826,35.0
2011-07-01,13.043,15.391,2.348,,4.375,28.125
2011-07-02,9.833,11.583,1.75,,3.083,22.333
2011-07-03,9.583,10.708,1.125,,3.625,36.833
2011-07-04,9.083,13.75,4.667,,2.208,29.167
2011-07-05,10.5,11.625,1.125,,4.083,25.542
2011-07-06,10.625,11.833,1.208,,3.75,33.25
2011-07-07,11.375,16.167,4.792,,1.5,11.5
2011-07-08,7.522,12.0,4.478,,2.083,10.542
2011-07-09,9.0,12.952,3.952,,3.375,11.458
2011-07-10,8.333,9.792,1.458,,3.958,15.042
2011-07-11,9.571,11.095,1.524,,3.435,17.174
2011-07-12,11.083,19.042,7.958,,2.875,14.375
2011-07-13,10.25,14.083,3.833,,3.875,11.458
2011-07-14,11.833,14.708,2.875,,4.75,13.708
2011-07-15,15.174,17.609,2.435,,5.792,21.667
2011-07-16,13.917,15.417,1.5,,6.042,27.25
2011-07-17,4.917,6.25,1.333,,2.958,12.083
2011-07-18,3.167,4.5,1.333,,1.125,15.292
2011-07-19,3.792,5.208,1.417,,1.25,7.875
2011-07-20,5.25,6.292,1.042,,1.708,7.458
2011-07-21,13.458,16.75,3.292,,2.75,12.083
2011-07-22,11.87,13.261,1.391,,3.75,17.792
2011-07-23,9.417,10.458,1.042,,5.333,28.417
2011-07-24,6.25,7.375,1.125,,4.958,29.75
2011-07-25,8.833,10.375,1.542,,3.458,22.75
2011-07-26,8.042,9.292,1.25,,3.417,13.125
2011-07-27,9.87,13.435,3.565,,4.087,7.913
2011-07-28,8.875,14.292,5.417,,3.042,15.5
2011-07-29,13.0,15.13,2.13,,4.708,24.583
2011-07-30,12.083,14.333,2.25,,3.333,20.875
2011-07-31,6.0,7.0,1.0,,3.083,20.542
