date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,210.83333333333334,67.0,49.958333333333336,38.0,23.208333333333332,22.083333333333332,29.916666666666668,7.833333333333333,28.416666666666668,0,0.9166666666666666,18.541666666666668,73.0,42.75,13.0,234.04166666666666
2011-01-02,200.30434782608697,76.0,52.958333333333336,26.0,12.826086956521738,12.826086956521738,17.956521739130434,5.130434782608695,14.625,0,0.30434782608695654,10.75,103.0,46.666666666666664,10.0,213.1304347826087
2011-01-03,192.04166666666666,41.0,31.416666666666668,20.0,6.125,9.791666666666666,10.458333333333334,0.6666666666666666,2.375,0,0.0,2.625,99.0,59.125,28.0,198.16666666666666
2011-01-04,199.65217391304347,60.0,42.666666666666664,30.0,17.391304347826086,20.434782608695652,29.043478260869566,8.608695652173912,8.130434782608695,0,0.782608695652174,4.869565217391305,92.0,44.833333333333336,-2.0,217.04347826086956
2011-01-05,194.20833333333334,48.0,30.916666666666668,20.0,8.166666666666666,12.541666666666666,14.25,1.7083333333333333,4.291666666666667,0,0.75,4.125,86.0,48.041666666666664,21.0,202.375
2011-01-06,202.08333333333334,54.0,39.291666666666664,23.0,21.666666666666668,33.75,53.416666666666664,19.666666666666668,13.166666666666666,0,1.6666666666666667,10.708333333333334,100.0,49.666666666666664,13.0,223.75
2011-01-07,197.5,60.0,41.142857142857146,21.0,10.875,14.583333333333334,16.333333333333332,1.75,5.833333333333333,0,0.5416666666666666,5.625,85.0,45.375,15.0,208.375
2011-01-08,198.5,,,,9.75,13.208333333333334,14.666666666666666,1.4583333333333333,6.166666666666667,0,0.5833333333333334,2.7083333333333335,89.0,50.25,18.0,208.25
2011-01-09,206.17391304347825,,,,19.434782608695652,24.043478260869566,32.08695652173913,8.043478260869565,18.583333333333332,0,1.434782608695652,13.75,108.0,50.25,10.0,225.6086956521739
2011-01-10,201.82608695652175,57.0,40.42857142857143,29.0,21.391304347826086,27.782608695652176,43.130434782608695,15.347826086956522,18.217391304347824,0,1.0869565217391304,13.625,97.0,52.52173913043478,-6.0,223.2173913043478
2011-01-11,195.33333333333334,76.0,53.291666666666664,36.0,17.583333333333332,22.75,37.958333333333336,15.208333333333334,15.5,0,0.9583333333333334,10.833333333333334,106.0,47.416666666666664,13.0,212.91666666666666
2011-01-12,195.58333333333334,47.0,32.125,21.0,14.916666666666666,21.416666666666668,33.291666666666664,11.875,7.75,0,0.5416666666666666,5.416666666666667,70.0,29.5,2.0,210.5
2011-01-13,200.29166666666666,53.0,41.416666666666664,26.0,28.458333333333332,36.541666666666664,73.875,37.333333333333336,15.708333333333334,0,1.9166666666666667,10.416666666666666,106.0,43.0,-15.0,228.75
2011-01-14,199.54166666666666,57.0,36.041666666666664,23.0,16.291666666666668,22.25,31.916666666666668,9.666666666666666,8.291666666666666,0,1.0,4.333333333333333,79.0,39.791666666666664,7.0,215.83333333333334
2011-01-15,205.25,50.0,41.375,31.0,24.291666666666668,26.083333333333332,39.458333333333336,13.375,19.583333333333332,0,1.3333333333333333,12.291666666666666,65.0,32.25,-3.0,229.54166666666666
2011-01-16,201.0909090909091,52.0,41.708333333333336,34.0,18.227272727272727,28.181818181818183,40.86363636363637,12.681818181818182,22.08695652173913,0,1.1,14.714285714285714,49.0,33.375,13.0,219.3181818181818
2011-01-17,199.375,60.0,41.833333333333336,28.0,14.541666666666666,20.083333333333332,30.166666666666668,10.083333333333334,10.708333333333334,0,0.9166666666666666,8.875,83.0,44.416666666666664,21.0,213.91666666666666
2011-01-18,209.375,65.0,52.041666666666664,34.0,36.083333333333336,39.291666666666664,79.66666666666667,40.375,27.083333333333332,0,1.75,21.041666666666668,91.0,38.0,-11.0,245.45833333333334
2011-01-19,202.0,64.0,55.291666666666664,43.0,23.625,24.916666666666668,47.583333333333336,22.666666666666668,25.958333333333332,0,1.8333333333333333,22.625,109.0,51.0,-2.0,225.625
2011-01-20,192.79166666666666,90.0,85.29166666666667,73.0,9.541666666666666,15.458333333333334,18.833333333333332,3.375,15.333333333333334,14,0.25,13.541666666666666,44.0,23.791666666666668,17.0,202.33333333333334
2011-01-21,193.0,91.0,83.25,72.0,8.083333333333334,12.916666666666666,13.958333333333334,1.0416666666666667,7.083333333333333,20,0.0,4.375,34.0,27.375,22.0,201.08333333333334
2011-01-22,196.91666666666666,92.0,84.54166666666667,77.0,12.416666666666666,13.541666666666666,17.166666666666668,3.625,5.0,6,0.08333333333333333,2.875,68.0,45.416666666666664,29.0,209.33333333333334
2011-01-23,208.1818181818182,91.0,85.38888888888889,78.0,30.363636363636363,27.59090909090909,67.95454545454545,40.36363636363637,13.291666666666666,8,0.6363636363636364,11.782608695652174,63.0,34.611111111111114,6.0,238.54545454545453
2011-01-24,202.5,89.0,61.083333333333336,44.0,16.541666666666668,27.083333333333332,39.291666666666664,12.208333333333334,9.083333333333334,11,0.6666666666666666,6.583333333333333,45.0,18.833333333333332,-8.0,219.04166666666666
2011-01-25,205.58333333333334,77.0,57.5,24.0,27.75,34.916666666666664,70.75,35.833333333333336,18.083333333333332,1,1.375,13.0,84.0,30.791666666666668,-7.0,233.33333333333334
2011-01-26,200.16666666666666,79.0,45.916666666666664,24.0,15.583333333333334,23.666666666666668,31.375,7.708333333333333,10.666666666666666,0,1.1666666666666667,7.375,60.0,18.833333333333332,-9.0,215.75
2011-01-27,209.20833333333334,63.0,49.791666666666664,33.0,27.708333333333332,32.083333333333336,69.29166666666667,37.208333333333336,17.125,0,1.2916666666666667,8.916666666666666,70.0,18.166666666666668,-24.0,236.91666666666666
2011-01-28,206.875,64.0,43.416666666666664,22.0,18.333333333333332,22.708333333333332,36.916666666666664,14.208333333333334,17.791666666666668,0,1.2083333333333333,13.958333333333334,57.0,14.708333333333334,-20.0,225.20833333333334
2011-01-29,199.04166666666666,41.0,34.166666666666664,21.0,5.0,7.125,7.625,0.5,6.625,0,1.0,6.125,56.0,21.083333333333332,2.0,204.04166666666666
2011-01-30,207.77272727272728,48.0,33.75,21.0,21.045454545454547,26.2,48.1,21.9,9.26086956521739,0,0.8,4.5,61.0,21.416666666666668,-15.0,228.8181818181818
