date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2011-04-01,,4.375,,44.0,68.75,24.75,
2011-04-02,,5.041666666666667,,36.291666666666664,54.833333333333336,18.541666666666668,
2011-04-03,,4.166666666666667,,20.916666666666668,32.375,11.458333333333334,
2011-04-04,,3.0454545454545454,,20.208333333333332,27.291666666666668,7.083333333333333,
2011-04-05,,4.333333333333333,,40.666666666666664,66.75,26.083333333333332,
2011-04-06,,5.708333333333333,,50.458333333333336,91.25,40.791666666666664,
2011-04-07,,4.75,,50.625,95.33333333333333,44.708333333333336,
2011-04-08,,3.7916666666666665,,41.5,68.54166666666667,27.041666666666668,
2011-04-09,,3.5,,30.166666666666668,49.583333333333336,19.416666666666668,
2011-04-10,,4.333333333333333,,19.791666666666668,28.583333333333332,8.791666666666666,
2011-04-11,,4.869565217391305,,38.75,72.54166666666667,33.791666666666664,
2011-04-12,,3.0833333333333335,,16.5,25.954545454545453,9.454545454545455,
2011-04-13,,4.916666666666667,,47.5,75.33333333333333,27.833333333333332,
2011-04-14,,5.541666666666667,,45.291666666666664,62.666666666666664,17.375,
2011-04-15,,5.083333333333333,,45.208333333333336,79.75,34.541666666666664,
2011-04-16,,4.166666666666667,,31.708333333333332,53.458333333333336,21.75,
2011-04-17,,3.6666666666666665,,15.625,22.833333333333332,7.208333333333333,
2011-04-18,,4.260869565217392,,37.583333333333336,64.75,27.166666666666668,
2011-04-19,,2.625,,19.958333333333332,30.041666666666668,10.083333333333334,
2011-04-20,,3.75,,29.708333333333332,50.958333333333336,21.25,
2011-04-21,,3.8333333333333335,,33.166666666666664,65.625,32.458333333333336,
2011-04-22,,4.458333333333333,,37.541666666666664,64.375,26.833333333333332,
2011-04-23,,3.375,,23.75,41.416666666666664,17.666666666666668,
2011-04-24,,3.375,,13.333333333333334,17.666666666666668,4.333333333333333,
2011-04-25,,4.3478260869565215,,27.636363636363637,42.59090909090909,14.954545454545455,
2011-04-26,,4.791666666666667,,42.791666666666664,67.41666666666667,24.625,
2011-04-27,,4.208333333333333,,30.25,44.75,14.5,
2011-04-28,,4.25,,35.333333333333336,56.916666666666664,21.583333333333332,
2011-04-29,,4.291666666666667,,23.041666666666668,34.0,10.958333333333334,
2011-04-30,,5.041666666666667,,35.125,51.875,16.75,
2011-05-01,,4.625,,23.583333333333332,32.833333333333336,9.25,
2011-05-02,,3.5217391304347827,,17.041666666666668,27.666666666666668,10.625,
2011-05-03,,3.9583333333333335,,18.833333333333332,24.75,5.916666666666667,
2011-05-04,,4.391304347826087,,21.82608695652174,29.91304347826087,8.08695652173913,
2011-05-05,,3.2916666666666665,,15.166666666666666,20.5,5.333333333333333,
2011-05-06,,4.125,,30.458333333333332,52.916666666666664,22.458333333333332,
2011-05-07,,4.541666666666667,,32.708333333333336,68.16666666666667,35.458333333333336,
2011-05-08,,5.583333333333333,,23.041666666666668,33.083333333333336,10.041666666666666,
2011-05-09,,5.739130434782608,,50.04545454545455,100.5909090909091,50.54545454545455,
2011-05-10,,4.875,,40.958333333333336,72.08333333333333,31.125,
2011-05-11,,4.958333333333333,,42.25,72.66666666666667,30.416666666666668,
2011-05-12,,3.3333333333333335,,23.208333333333332,33.083333333333336,9.875,
2011-05-13,,5.583333333333333,,35.208333333333336,86.29166666666667,51.083333333333336,
2011-05-14,,5.583333333333333,,39.041666666666664,66.95833333333333,27.916666666666668,
2011-05-15,,4.25,,19.875,26.375,6.5,
2011-05-16,,5.0,,43.583333333333336,72.91666666666667,29.333333333333332,
2011-05-17,,5.041666666666667,,44.125,74.29166666666667,30.166666666666668,
2011-05-18,,5.916666666666667,,41.458333333333336,62.916666666666664,21.458333333333332,
2011-05-19,191.07692307692307,5.75,26.923076923076923,42.608695652173914,78.8695652173913,36.26086956521739,218.0
2011-05-20,196.33333333333334,5.583333333333333,36.041666666666664,47.541666666666664,86.95833333333333,39.416666666666664,232.375
2011-05-21,190.79166666666666,4.416666666666667,33.541666666666664,35.291666666666664,64.125,28.833333333333332,224.33333333333334
2011-05-22,188.33333333333334,3.4583333333333335,24.791666666666668,16.416666666666668,25.708333333333332,9.291666666666666,213.125
2011-05-23,189.8,3.0434782608695654,18.65,25.952380952380953,42.142857142857146,16.19047619047619,208.45
2011-05-24,192.58333333333334,3.5,17.125,26.416666666666668,39.958333333333336,13.541666666666666,209.70833333333334
2011-05-25,199.625,5.791666666666667,30.416666666666668,49.25,110.16666666666667,60.916666666666664,230.04166666666666
2011-05-26,195.16666666666666,4.708333333333333,22.625,40.666666666666664,77.5,36.833333333333336,217.79166666666666
2011-05-27,194.91666666666666,5.125,23.791666666666668,41.458333333333336,87.95833333333333,46.5,218.70833333333334
2011-05-28,192.125,3.875,21.541666666666668,28.625,47.375,18.75,213.66666666666666
2011-05-29,189.54166666666666,3.4166666666666665,17.333333333333332,14.166666666666666,21.0,6.833333333333333,206.875
2011-05-30,186.36363636363637,2.130434782608696,9.363636363636363,13.791666666666666,21.333333333333332,7.541666666666667,195.72727272727272
2011-05-31,189.70833333333334,2.9583333333333335,7.583333333333333,20.875,38.291666666666664,17.416666666666668,197.29166666666666
2011-06-01,192.5,4.0,9.333333333333334,30.333333333333332,67.75,37.416666666666664,201.83333333333334
2011-06-02,198.33333333333334,5.125,22.041666666666668,30.291666666666668,69.0,38.708333333333336,220.375
2011-06-03,195.25,5.666666666666667,26.458333333333332,39.5,61.416666666666664,21.916666666666668,221.70833333333334
2011-06-04,192.875,5.541666666666667,29.583333333333332,35.375,65.5,30.125,222.45833333333334
2011-06-05,193.5,5.083333333333333,28.208333333333332,23.375,32.541666666666664,9.166666666666666,221.70833333333334
2011-06-06,192.0952380952381,4.217391304347826,21.952380952380953,27.272727272727273,37.0,9.727272727272727,214.04761904761904
2011-06-07,194.29166666666666,6.208333333333333,27.125,46.375,87.54166666666667,41.166666666666664,221.41666666666666
