date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,204.16666666666666,,,,19.75,12.416666666666666,14.291666666666666,1.875,26.25,,,,223.91666666666666
2011-01-02,202.625,,,,14.791666666666666,7.458333333333333,9.75,2.2916666666666665,18.083333333333332,,,,217.41666666666666
2011-01-03,192.45833333333334,,,,11.333333333333334,6.375,6.708333333333333,0.3333333333333333,7.25,,,,203.79166666666666
2011-01-04,197.5,,,,12.375,8.791666666666666,10.5,1.7083333333333333,10.916666666666666,,,,209.875
2011-01-05,193.29166666666666,,,,9.5,5.916666666666667,6.041666666666667,0.125,7.25,,,,202.79166666666666
2011-01-06,198.0,,,,18.391304347826086,20.91304347826087,27.217391304347824,6.304347826086956,17.916666666666668,,,,216.3913043478261
2011-01-07,197.83333333333334,,,,17.458333333333332,13.916666666666666,18.166666666666668,4.25,11.5,,,,215.29166666666666
2011-01-08,197.0,,,,13.083333333333334,8.875,9.25,0.375,11.75,,,,210.08333333333334
2011-01-09,199.625,,,,16.666666666666668,14.833333333333334,16.833333333333332,2.0,24.666666666666668,,,,216.29166666666666
2011-01-10,197.66666666666666,,,,15.041666666666666,14.916666666666666,23.416666666666668,8.5,17.75,,,,212.70833333333334
2011-01-11,196.45833333333334,,,,14.333333333333334,12.333333333333334,17.958333333333332,5.625,14.791666666666666,,,,210.79166666666666
2011-01-12,194.33333333333334,,,,12.166666666666666,13.5,15.125,1.625,11.541666666666666,,,,206.5
2011-01-13,199.52173913043478,,,,24.565217391304348,29.391304347826086,42.47826086956522,13.08695652173913,20.083333333333332,,,,224.08695652173913
2011-01-14,196.66666666666666,,,,17.875,15.541666666666666,22.916666666666668,7.375,13.166666666666666,,,,214.54166666666666
2011-01-15,199.625,,,,14.416666666666666,11.375,12.25,0.875,20.25,,,,214.04166666666666
2011-01-16,195.95833333333334,,,,9.583333333333334,8.291666666666666,8.5,0.20833333333333334,14.333333333333334,,,,205.54166666666666
2011-01-17,192.75,,,,11.625,8.291666666666666,9.375,1.0833333333333333,12.125,,,,204.375
2011-01-18,200.83333333333334,,,,21.791666666666668,24.541666666666668,40.958333333333336,16.416666666666668,28.125,,,,222.625
2011-01-19,199.04166666666666,,,,18.5,14.541666666666666,30.333333333333332,15.791666666666666,28.291666666666668,,,,217.54166666666666
2011-01-20,191.33333333333334,,,,8.066666666666666,3.9545454545454546,4.0,0.045454545454545456,13.916666666666666,,,,199.4
2011-01-21,192.33333333333334,,,,8.333333333333334,4.833333333333333,5.041666666666667,0.20833333333333334,9.625,,,,200.66666666666666
2011-01-22,193.58333333333334,,,,11.791666666666666,7.833333333333333,10.375,2.5416666666666665,10.666666666666666,,,,205.375
2011-01-23,197.625,,,,17.333333333333332,12.583333333333334,21.333333333333332,8.75,26.666666666666668,,,,214.95833333333334
2011-01-24,196.45833333333334,,,,12.958333333333334,12.541666666666666,14.75,2.2083333333333335,,,,,209.41666666666666
2011-01-25,199.0,,,,19.333333333333332,20.318181818181817,33.22727272727273,12.909090909090908,,,,,218.33333333333334
2011-01-26,195.16666666666666,,,,11.375,12.75,15.333333333333334,2.5833333333333335,7.416666666666667,,,,206.54166666666666
2011-01-27,199.7826086956522,,,,19.782608695652176,17.958333333333332,30.583333333333332,12.625,15.875,,,,219.56521739130434
2011-01-28,198.20833333333334,,,,13.166666666666666,11.75,16.333333333333332,4.583333333333333,17.708333333333332,,,,211.375
2011-01-29,195.5,,,,8.708333333333334,4.0,4.25,0.25,9.5,,,,204.20833333333334
2011-01-30,195.70833333333334,,,,12.541666666666666,13.583333333333334,17.416666666666668,3.8333333333333335,10.75,,,,208.25
2011-01-31,199.66666666666666,,,,18.75,22.347826086956523,33.56521739130435,11.217391304347826,18.125,,,,218.41666666666666
2011-02-01,196.54166666666666,,,,15.833333333333334,16.0,23.125,7.125,16.125,,,,212.375
2011-02-02,192.65217391304347,,,,7.695652173913044,7.608695652173913,8.434782608695652,0.8260869565217391,9.125,,,,200.34782608695653
2011-02-03,195.08695652173913,,,,18.434782608695652,19.041666666666668,28.541666666666668,9.5,12.875,,,,213.52173913043478
2011-02-04,199.75,,,,22.333333333333332,23.75,41.208333333333336,17.458333333333332,22.833333333333332,,,,222.08333333333334
2011-02-05,195.0,,,,9.083333333333334,8.041666666666666,9.416666666666666,1.375,19.541666666666668,,,,204.08333333333334
2011-02-06,198.04166666666666,,,,16.083333333333332,24.583333333333332,35.208333333333336,10.625,43.416666666666664,,,,214.125
2011-02-07,194.4090909090909,,,,15.636363636363637,19.82608695652174,29.304347826086957,9.478260869565217,52.142857142857146,,,,210.04545454545453
2011-02-08,191.08333333333334,,,,9.916666666666666,11.5,12.541666666666666,1.0416666666666667,,,,,201.0
2011-02-09,190.66666666666666,,,,10.208333333333334,8.375,8.791666666666666,0.4166666666666667,9.642857142857142,,,,200.875
2011-02-10,194.1304347826087,,,,14.73913043478261,16.333333333333332,20.25,3.9166666666666665,13.541666666666666,,,,208.8695652173913
2011-02-11,192.79166666666666,,,,9.916666666666666,8.708333333333334,9.375,0.6666666666666666,16.208333333333332,,,,202.70833333333334
2011-02-12,193.70833333333334,,,,12.208333333333334,8.833333333333334,10.041666666666666,1.2083333333333333,13.125,,,,205.91666666666666
2011-02-13,195.16666666666666,,,,14.791666666666666,15.291666666666666,18.375,3.0833333333333335,19.541666666666668,,,,209.95833333333334
2011-02-14,193.0,,,,12.166666666666666,15.782608695652174,17.0,1.2173913043478262,31.708333333333332,,,,205.16666666666666
2011-02-15,196.08333333333334,,,,20.458333333333332,23.583333333333332,34.875,11.291666666666666,51.416666666666664,,,,216.54166666666666
2011-02-16,191.58333333333334,,,,7.958333333333333,7.541666666666667,7.625,0.08333333333333333,15.166666666666666,,,,199.54166666666666
2011-02-17,192.04347826086956,,,,8.91304347826087,9.541666666666666,11.458333333333334,1.9166666666666667,22.458333333333332,,,,200.95652173913044
2011-02-18,193.04166666666666,,,,6.25,4.541666666666667,4.833333333333333,0.2916666666666667,9.958333333333334,,,,199.29166666666666
2011-02-19,196.125,,,,12.333333333333334,12.708333333333334,14.958333333333334,2.25,11.958333333333334,,,,208.45833333333334
2011-02-20,198.25,,,,12.375,18.333333333333332,21.625,3.2916666666666665,18.5,,,,210.625
2011-02-21,198.6818181818182,,,,13.954545454545455,18.238095238095237,23.761904761904763,5.523809523809524,21.291666666666668,,,,212.63636363636363
2011-02-22,193.91666666666666,,,,6.458333333333333,6.708333333333333,6.833333333333333,0.125,23.458333333333332,,,,200.375
2011-02-23,193.875,,,,14.208333333333334,19.416666666666668,22.708333333333332,3.2916666666666665,33.0,,,,208.08333333333334
2011-02-24,194.8695652173913,,,,8.130434782608695,8.375,8.625,0.25,28.291666666666668,,,,203.0
2011-02-25,193.04166666666666,,,,6.5,4.75,4.75,0.0,12.291666666666666,,,,199.54166666666666
2011-02-26,193.125,,,,6.291666666666667,3.1666666666666665,3.1666666666666665,0.0,10.916666666666666,,,,199.41666666666666
2011-02-27,193.875,,,,5.458333333333333,4.25,4.291666666666667,0.041666666666666664,10.375,,,,199.33333333333334
2011-02-28,195.70833333333334,,,,4.958333333333333,3.0869565217391304,3.0869565217391304,0.0,10.166666666666666,,,,200.66666666666666
2011-03-01,195.95833333333334,,,,7.75,11.166666666666666,11.583333333333334,0.4166666666666667,18.375,,,,203.70833333333334
2011-03-02,193.08695652173913,,,,8.478260869565217,8.333333333333334,8.458333333333334,0.125,15.916666666666666,,,,201.56521739130434
2011-03-03,192.625,,,,7.166666666666667,2.6666666666666665,2.6666666666666665,0.0,15.125,,,,199.79166666666666
2011-03-04,194.66666666666666,,,,7.541666666666667,1.8333333333333333,1.8333333333333333,0.0,17.375,,,,202.20833333333334
2011-03-05,194.625,,,,13.0,13.75,14.208333333333334,0.4583333333333333,12.5,,,,207.625
2011-03-06,191.1304347826087,,,,12.956521739130435,10.545454545454545,10.636363636363637,0.09090909090909091,18.869565217391305,,,,204.08695652173913
2011-03-07,191.70833333333334,,,,10.25,6.826086956521739,7.043478260869565,0.21739130434782608,24.0,,,,201.95833333333334
2011-03-08,191.125,,,,8.75,3.625,3.625,0.0,17.625,,,,199.875
2011-03-09,192.47826086956522,,,,7.086956521739131,4.916666666666667,4.958333333333333,0.041666666666666664,17.416666666666668,,,,199.56521739130434
2011-03-10,192.75,,,,6.791666666666667,3.4166666666666665,3.4166666666666665,0.0,9.208333333333334,,,,199.54166666666666
