date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,208.17391304347825,8.125,21.869565217391305,25.458333333333332,41.916666666666664,16.458333333333332,29.875,41.75,230.04347826086956
2011-01-02,202.25,5.666666666666667,16.041666666666668,16.791666666666668,28.416666666666668,11.625,18.375,30.958333333333332,218.29166666666666
2011-01-03,190.91666666666666,4.478260869565218,5.375,12.916666666666666,18.25,5.333333333333333,2.75,15.875,196.29166666666666
2011-01-04,198.17391304347825,6.958333333333333,17.0,26.636363636363637,60.59090909090909,33.95454545454545,11.041666666666666,22.125,215.17391304347825
2011-01-05,185.95833333333334,3.9583333333333335,7.291666666666667,18.5,23.333333333333332,4.833333333333333,3.9166666666666665,16.666666666666668,193.25
2011-01-06,187.76470588235293,7.833333333333333,14.176470588235293,39.375,101.5,62.125,16.458333333333332,28.166666666666668,201.94117647058823
2011-01-07,,7.333333333333333,,33.041666666666664,97.45833333333333,64.41666666666667,11.208333333333334,21.625,
2011-01-08,,7.25,,25.958333333333332,56.458333333333336,30.5,9.0,18.791666666666668,
2011-01-09,,6.217391304347826,,30.083333333333332,56.833333333333336,26.75,20.666666666666668,34.5,
2011-01-10,,5.875,,35.666666666666664,86.0,50.333333333333336,18.833333333333332,30.416666666666668,
2011-01-11,,5.090909090909091,,29.545454545454547,64.36363636363636,34.81818181818182,13.333333333333334,26.545454545454547,
2011-01-12,,6.0,,34.458333333333336,87.54166666666667,53.083333333333336,13.416666666666666,25.666666666666668,
2011-01-13,,9.166666666666666,,42.166666666666664,127.5,85.33333333333333,21.875,34.333333333333336,
2011-01-14,,8.208333333333334,,35.416666666666664,115.875,80.45833333333333,12.625,25.666666666666668,
2011-01-15,,7.130434782608695,,27.333333333333332,54.583333333333336,27.25,19.875,30.375,
2011-01-16,,4.666666666666667,,30.09090909090909,62.27272727272727,32.18181818181818,16.666666666666668,27.375,
2011-01-17,,5.541666666666667,,31.25,75.375,44.125,11.625,23.541666666666668,
2011-01-18,,7.583333333333333,,45.791666666666664,132.54166666666666,86.75,26.833333333333332,39.875,
2011-01-19,,5.583333333333333,,31.416666666666668,80.83333333333333,49.416666666666664,26.958333333333332,39.375,
2011-01-20,,3.5,,20.958333333333332,31.0,10.041666666666666,12.0,27.958333333333332,
2011-01-21,,3.5652173913043477,,19.916666666666668,30.583333333333332,10.666666666666666,7.291666666666667,21.0,
2011-01-22,,5.083333333333333,,19.25,35.708333333333336,16.458333333333332,6.083333333333333,21.083333333333332,
2011-01-23,,8.625,,34.708333333333336,151.04166666666666,116.33333333333333,12.75,38.77777777777778,
2011-01-24,,5.75,,36.541666666666664,84.25,47.708333333333336,10.708333333333334,,
2011-01-25,,6.875,,36.0,102.79166666666667,66.79166666666667,18.166666666666668,20.636363636363637,
2011-01-26,,6.0,,34.333333333333336,78.75,44.416666666666664,13.333333333333334,22.583333333333332,
2011-01-27,,7.130434782608695,,42.833333333333336,137.125,94.29166666666667,17.833333333333332,26.916666666666668,
2011-01-28,196.1,5.666666666666667,15.3,31.0,69.45833333333333,38.458333333333336,16.5,23.916666666666668,211.4
2011-01-29,195.70833333333334,3.7083333333333335,9.333333333333334,13.583333333333334,18.25,4.666666666666667,6.5,14.583333333333334,205.04166666666666
2011-01-30,200.04545454545453,6.333333333333333,18.90909090909091,33.86363636363637,87.5909090909091,53.72727272727273,9.708333333333334,18.227272727272727,218.95454545454547
2011-01-31,201.2608695652174,7.708333333333333,25.17391304347826,38.125,107.08333333333333,68.95833333333333,18.208333333333332,25.291666666666668,226.43478260869566
2011-02-01,195.58333333333334,5.083333333333333,15.541666666666666,23.208333333333332,64.125,40.916666666666664,13.0,20.083333333333332,211.125
2011-02-02,193.45833333333334,4.608695652173913,10.625,23.458333333333332,41.875,18.416666666666668,7.5,14.083333333333334,204.08333333333334
2011-02-03,201.375,8.666666666666666,20.875,39.291666666666664,112.375,73.08333333333333,13.041666666666666,21.625,222.25
2011-02-04,209.79166666666666,10.5,36.708333333333336,41.583333333333336,138.125,96.54166666666667,19.458333333333332,27.333333333333332,246.5
2011-02-05,197.41666666666666,6.875,15.208333333333334,23.958333333333332,43.291666666666664,19.333333333333332,17.041666666666668,24.708333333333332,212.625
2011-02-06,211.43478260869566,7.083333333333333,27.17391304347826,39.708333333333336,90.95833333333333,51.25,33.791666666666664,50.333333333333336,238.6086956521739
2011-02-07,197.75,6.5,17.375,32.208333333333336,74.70833333333333,42.5,21.916666666666668,46.75,215.125
2011-02-08,196.70833333333334,4.130434782608695,12.25,29.708333333333332,52.0,22.291666666666668,6.375,18.916666666666668,208.95833333333334
2011-02-09,198.45833333333334,4.125,14.875,26.041666666666668,47.458333333333336,21.416666666666668,6.875,14.666666666666666,213.33333333333334
2011-02-10,201.875,5.541666666666667,17.375,34.25,79.83333333333333,45.583333333333336,13.0,23.125,219.25
2011-02-11,200.0,4.583333333333333,12.416666666666666,24.5,44.666666666666664,20.166666666666668,13.208333333333334,21.166666666666668,212.41666666666666
2011-02-12,194.08695652173913,4.375,9.91304347826087,21.291666666666668,31.875,10.583333333333334,10.416666666666666,17.25,204.0
2011-02-13,198.45833333333334,5.695652173913044,20.125,41.608695652173914,97.1304347826087,55.52173913043478,18.863636363636363,25.5,218.58333333333334
2011-02-14,194.79166666666666,5.086956521739131,20.625,36.791666666666664,77.83333333333333,41.041666666666664,29.333333333333332,45.75,215.41666666666666
2011-02-15,195.0,6.045454545454546,22.333333333333332,35.041666666666664,74.125,39.083333333333336,29.958333333333332,47.541666666666664,217.33333333333334
2011-02-16,191.20833333333334,3.9583333333333335,8.875,32.333333333333336,61.375,29.041666666666668,13.666666666666666,22.25,200.08333333333334
2011-02-17,191.33333333333334,4.416666666666667,12.083333333333334,30.333333333333332,63.208333333333336,32.875,17.541666666666668,29.833333333333332,203.41666666666666
2011-02-18,192.69565217391303,3.5833333333333335,7.521739130434782,20.625,33.25,12.625,8.666666666666666,16.125,200.2173913043478
2011-02-19,199.5,5.958333333333333,13.291666666666666,26.5,57.333333333333336,30.833333333333332,13.541666666666666,19.458333333333332,212.79166666666666
2011-02-20,201.52941176470588,7.083333333333333,15.176470588235293,40.708333333333336,101.95833333333333,61.25,18.708333333333332,25.541666666666668,216.7058823529412
2011-02-21,197.875,6.391304347826087,15.25,42.541666666666664,103.625,61.083333333333336,21.75,29.416666666666668,213.125
2011-02-22,190.625,4.541666666666667,6.458333333333333,33.333333333333336,55.541666666666664,22.208333333333332,22.291666666666668,31.916666666666668,197.08333333333334
2011-02-23,198.95833333333334,6.5,20.25,40.333333333333336,85.79166666666667,45.458333333333336,26.333333333333332,46.791666666666664,219.20833333333334
2011-02-24,197.04347826086956,4.916666666666667,4.826086956521739,31.666666666666668,40.833333333333336,9.166666666666666,25.958333333333332,32.375,201.8695652173913
2011-02-25,193.70833333333334,4.291666666666667,5.541666666666667,24.5,37.125,12.625,14.25,23.0,199.25
2011-02-26,192.95833333333334,3.7916666666666665,3.4166666666666665,15.583333333333334,19.958333333333332,4.375,7.333333333333333,14.833333333333334,196.375
2011-02-27,194.43478260869566,3.5217391304347827,3.1739130434782608,23.130434782608695,33.08695652173913,9.956521739130435,8.875,16.375,197.6086956521739
2011-02-28,196.08333333333334,3.7083333333333335,3.25,29.541666666666668,51.291666666666664,21.75,10.125,16.958333333333332,199.33333333333334
2011-03-01,188.7391304347826,4.583333333333333,7.956521739130435,35.916666666666664,65.79166666666667,29.875,12.75,24.833333333333332,196.69565217391303
2011-03-02,186.91666666666666,4.0,6.416666666666667,31.208333333333332,60.958333333333336,29.75,10.833333333333334,23.333333333333332,193.33333333333334
2011-03-03,188.0,4.041666666666667,2.4583333333333335,21.458333333333332,30.583333333333332,9.125,12.708333333333334,21.708333333333332,190.45833333333334
2011-03-04,190.29166666666666,4.043478260869565,3.125,17.583333333333332,22.375,4.791666666666667,15.75,24.541666666666668,193.41666666666666
2011-03-05,191.83333333333334,4.458333333333333,10.375,34.208333333333336,57.083333333333336,22.875,10.5,21.916666666666668,202.20833333333334
