date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,202.375,3.7916666666666665,62.0,48.083333333333336,39.0,16.666666666666668,23.416666666666668,29.208333333333332,5.791666666666667,,24.291666666666668,92.0,55.0,21.0,219.04166666666666
2011-01-02,197.2608695652174,2.4347826086956523,72.0,51.25,26.0,14.608695652173912,14.652173913043478,20.130434782608695,5.478260869565218,,17.541666666666668,108.0,56.333333333333336,25.0,211.8695652173913
2011-01-03,189.58333333333334,1.25,42.0,30.833333333333332,17.0,7.875,9.958333333333334,12.333333333333334,2.375,,1.375,105.0,65.375,37.0,197.45833333333334
2011-01-04,195.8695652173913,2.869565217391304,58.0,41.083333333333336,28.0,16.347826086956523,21.565217391304348,29.782608695652176,8.217391304347826,,8.956521739130435,102.0,53.75,12.0,212.2173913043478
2011-01-05,192.16666666666666,1.875,43.0,28.916666666666668,15.0,12.833333333333334,22.25,50.375,28.125,,3.9166666666666665,95.0,56.375,27.0,205.0
2011-01-06,199.20833333333334,4.083333333333333,59.0,40.5,26.0,22.041666666666668,39.0,94.29166666666667,55.291666666666664,,15.166666666666666,92.0,56.791666666666664,27.0,221.25
2011-01-07,194.625,2.1666666666666665,61.0,37.416666666666664,19.0,13.041666666666666,18.041666666666668,25.25,7.208333333333333,,6.083333333333333,87.0,50.166666666666664,20.0,207.66666666666666
2011-01-08,194.875,2.0,45.0,33.458333333333336,20.0,10.458333333333334,13.833333333333334,15.916666666666666,2.0833333333333335,,4.25,95.0,56.666666666666664,19.0,205.33333333333334
2011-01-09,196.0,2.9130434782608696,72.0,48.541666666666664,31.0,18.0,29.956521739130434,40.47826086956522,10.521739130434783,,21.208333333333332,99.0,57.875,16.0,214.0
2011-01-10,196.58333333333334,3.5416666666666665,72.0,51.625,31.0,20.791666666666668,40.0,88.5,48.5,,24.166666666666668,102.0,61.666666666666664,6.0,217.375
2011-01-11,190.6086956521739,1.9565217391304348,79.0,57.208333333333336,36.0,15.347826086956522,22.772727272727273,36.27272727272727,13.5,,16.91304347826087,108.0,51.875,18.0,205.95652173913044
2011-01-12,193.41666666666666,3.0,50.0,33.166666666666664,21.0,15.666666666666666,27.375,63.625,36.25,,7.166666666666667,67.0,34.375,3.0,209.08333333333334
2011-01-13,196.95833333333334,4.791666666666667,68.0,47.458333333333336,29.0,34.208333333333336,48.875,138.04166666666666,89.16666666666667,,23.875,96.0,47.208333333333336,-8.0,231.16666666666666
2011-01-14,195.66666666666666,3.375,62.0,38.125,24.0,17.541666666666668,27.083333333333332,46.708333333333336,19.625,,8.833333333333334,81.0,46.583333333333336,14.0,213.20833333333334
2011-01-15,200.0,4.541666666666667,50.0,42.541666666666664,29.0,22.0,30.75,50.125,19.375,,19.125,65.0,38.0,3.0,222.0
2011-01-16,195.95454545454547,2.227272727272727,52.0,43.0,35.0,15.181818181818182,27.045454545454547,38.36363636363637,11.318181818181818,,20.17391304347826,54.0,39.0,20.0,211.13636363636363
2011-01-17,192.0,1.7916666666666667,65.0,43.166666666666664,28.0,14.166666666666666,25.083333333333332,43.208333333333336,18.125,,12.166666666666666,76.0,47.333333333333336,28.0,206.16666666666666
