date,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,16.416666666666668,18.75,2.3333333333333335,,3.25,21.416666666666668,103.0,60.208333333333336,13.0
2011-01-02,13.666666666666666,15.125,1.4583333333333333,,4.173913043478261,16.75,119.0,74.375,47.0
2011-01-03,9.083333333333334,9.5,0.4166666666666667,,3.2916666666666665,5.708333333333333,102.0,61.916666666666664,20.0
2011-01-04,8.875,9.666666666666666,0.7916666666666666,,2.0416666666666665,7.541666666666667,113.0,50.958333333333336,-11.0
2011-01-05,8.125,8.75,0.625,,0.9583333333333334,7.083333333333333,91.0,33.0,-22.0
2011-01-06,12.0,13.416666666666666,1.4166666666666667,,0.8333333333333334,9.416666666666666,87.0,33.375,-5.0
2011-01-07,11.75,12.625,0.875,,2.2083333333333335,6.333333333333333,82.0,53.875,28.0
2011-01-08,8.458333333333334,9.208333333333334,0.75,,2.9166666666666665,12.041666666666666,89.0,49.541666666666664,15.0
2011-01-09,19.333333333333332,22.583333333333332,3.25,,2.875,24.666666666666668,100.0,40.5,-1.0
2011-01-10,21.956521739130434,26.869565217391305,4.913043478260869,,2.5,27.416666666666668,108.0,57.541666666666664,7.0
2011-01-11,18.291666666666668,28.083333333333332,9.791666666666666,,1.9583333333333333,14.25,99.0,51.291666666666664,7.0
2011-01-12,12.875,14.041666666666666,1.1666666666666667,,2.5,4.708333333333333,60.0,28.041666666666668,-4.0
2011-01-13,18.958333333333332,25.333333333333332,6.375,,2.1666666666666665,14.833333333333334,104.0,41.791666666666664,-12.0
2011-01-14,10.625,11.625,1.0,,2.5833333333333335,8.375,84.0,36.458333333333336,-8.0
2011-01-15,8.833333333333334,9.416666666666666,0.5833333333333334,,2.0833333333333335,6.791666666666667,67.0,31.875,-14.0
2011-01-16,15.708333333333334,16.75,1.0416666666666667,,3.6956521739130435,13.695652173913043,53.0,39.75,23.0
2011-01-17,11.25,12.208333333333334,0.9583333333333334,,2.4583333333333335,7.916666666666667,72.0,34.666666666666664,-17.0
2011-01-18,23.083333333333332,29.875,6.791666666666667,,3.5,26.458333333333332,91.0,30.75,-26.0
2011-01-19,20.5,27.416666666666668,6.916666666666667,,1.75,25.875,102.0,64.75,35.0
2011-01-20,14.083333333333334,14.625,0.5416666666666666,,3.25,16.958333333333332,61.0,40.75,33.0
2011-01-21,16.666666666666668,17.25,0.5833333333333334,,3.4166666666666665,12.958333333333334,44.0,42.0,39.0
2011-01-22,11.708333333333334,12.458333333333334,0.75,,1.9166666666666667,11.375,76.0,53.541666666666664,22.0
2011-01-23,14.869565217391305,19.217391304347824,4.3478260869565215,,1.1304347826086956,8.208333333333334,98.0,54.041666666666664,15.0
2011-01-24,10.0,11.08695652173913,1.0869565217391304,,0.9583333333333334,6.5,46.0,21.208333333333332,-9.0
2011-01-25,12.916666666666666,18.833333333333332,5.916666666666667,,0.6666666666666666,9.208333333333334,87.0,28.666666666666668,-9.0
2011-01-26,12.416666666666666,14.0,1.5833333333333333,,2.1666666666666665,6.291666666666667,59.0,18.625,-22.0
2011-01-27,14.5,20.0,5.5,,1.7916666666666667,6.25,83.0,19.0,-37.0
2011-01-28,10.041666666666666,11.083333333333334,1.0416666666666667,,1.75,10.208333333333334,47.0,17.541666666666668,-22.0
2011-01-29,8.291666666666666,8.583333333333334,0.2916666666666667,,3.4583333333333335,6.041666666666667,58.0,29.25,-1.0
2011-01-30,11.458333333333334,13.083333333333334,1.625,,3.260869565217391,7.041666666666667,57.0,29.916666666666668,-11.0
2011-01-31,12.458333333333334,14.75,2.2916666666666665,,1.7083333333333333,5.791666666666667,86.0,24.25,-40.0
2011-02-01,6.0,6.083333333333333,0.08333333333333333,0,2.1666666666666665,9.416666666666666,110.0,61.166666666666664,-26.0
2011-02-02,10.791666666666666,11.875,1.0833333333333333,0,2.625,3.9166666666666665,60.0,16.833333333333332,-28.0
2011-02-03,8.833333333333334,10.5,1.6666666666666667,0,1.875,5.75,64.0,6.75,-47.0
2011-02-04,9.166666666666666,10.625,1.4583333333333333,0,1.125,8.083333333333334,106.0,45.416666666666664,-27.0
2011-02-05,8.458333333333334,9.166666666666666,0.7083333333333334,0,1.75,8.875,95.0,37.166666666666664,-8.0
2011-02-06,28.625,35.666666666666664,7.041666666666667,8,1.0416666666666667,34.625,53.0,45.0,5.0
2011-02-07,19.695652173913043,29.47826086956522,9.782608695652174,42,0.5,45.08695652173913,184.0,122.375,53.0
2011-02-08,12.666666666666666,13.5,0.8333333333333334,0,2.4166666666666665,11.041666666666666,93.0,63.291666666666664,28.0
2011-02-09,7.75,8.541666666666666,0.7916666666666666,0,0.8333333333333334,6.791666666666667,78.0,40.708333333333336,-15.0
2011-02-10,11.416666666666666,12.583333333333334,1.1666666666666667,0,2.125,7.541666666666667,84.0,38.541666666666664,-10.0
2011-02-11,10.5,11.571428571428571,1.0714285714285714,0,1.375,20.833333333333332,86.0,43.208333333333336,12.0
2011-02-12,,,,0,2.3333333333333335,6.416666666666667,92.0,46.083333333333336,-14.0
2011-02-13,,,,0,5.173913043478261,24.583333333333332,85.0,49.458333333333336,7.0
2011-02-14,,,,7,1.9583333333333333,50.791666666666664,60.0,52.333333333333336,46.0
2011-02-15,,,,1,3.3333333333333335,54.4,109.0,76.45833333333333,52.0
2011-02-16,,,,1,1.125,,54.0,25.791666666666668,11.0
2011-02-17,,,,4,1.6956521739130435,,82.0,38.833333333333336,12.0
2011-02-18,,,,1,2.4583333333333335,,66.0,29.083333333333332,-4.0
2011-02-19,,,,2,2.0833333333333335,,63.0,11.708333333333334,-28.0
2011-02-20,12.5,12.666666666666666,0.16666666666666666,0,2.090909090909091,6.818181818181818,97.0,34.75,-28.0
2011-02-21,17.76923076923077,20.384615384615383,2.6153846153846154,0,2.1666666666666665,12.25,115.0,53.375,-16.0
2011-02-22,12.5,12.5,0.0,0,2.0,20.416666666666668,93.0,72.95833333333333,55.0
2011-02-23,24.357142857142858,27.714285714285715,3.357142857142857,35,1.4166666666666667,42.083333333333336,114.0,70.375,48.0
