date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,THC_mean
2011-01-01,202.0,4.875,18.291666666666668,20.291666666666668,25.583333333333332,5.291666666666667,0,3.125,28.666666666666668,220.29166666666666
2011-01-02,195.04166666666666,3.7083333333333335,17.875,13.166666666666666,18.083333333333332,4.916666666666667,0,1.4166666666666667,15.041666666666666,212.91666666666666
2011-01-03,188.79166666666666,2.4166666666666665,7.083333333333333,5.875,8.25,2.375,0,1.6666666666666667,1.1666666666666667,195.875
2011-01-04,196.7391304347826,3.4347826086956523,11.782608695652174,14.73913043478261,23.347826086956523,8.608695652173912,0,2.5652173913043477,7.166666666666667,208.52173913043478
2011-01-05,192.77272727272728,3.176470588235294,9.681818181818182,16.272727272727273,27.954545454545453,11.681818181818182,0,1.8695652173913044,2.0869565217391304,202.45454545454547
2011-01-06,194.29166666666666,3.3043478260869565,10.875,20.833333333333332,35.25,14.416666666666666,0,1.625,9.375,205.16666666666666
2011-01-07,194.45833333333334,2.5,9.291666666666666,15.458333333333334,23.625,8.166666666666666,0,2.625,4.208333333333333,203.75
2011-01-08,195.375,2.7916666666666665,7.833333333333333,10.083333333333334,13.5,3.4166666666666665,0,2.2916666666666665,4.833333333333333,203.20833333333334
2011-01-09,200.375,5.0,18.5,27.166666666666668,40.666666666666664,13.5,0,4.333333333333333,25.25,218.875
2011-01-10,198.04166666666666,4.416666666666667,17.291666666666668,27.541666666666668,54.791666666666664,27.25,0,3.125,23.875,215.33333333333334
2011-01-11,195.17391304347825,4.0,15.26086956521739,23.695652173913043,47.04347826086956,23.347826086956523,0,4.304347826086956,17.541666666666668,210.43478260869566
2011-01-12,195.16666666666666,3.0,11.25,18.541666666666668,30.708333333333332,12.166666666666666,0,2.125,6.625,206.41666666666666
2011-01-13,198.66666666666666,4.916666666666667,22.916666666666668,29.291666666666668,60.625,31.333333333333332,0,2.8333333333333335,18.958333333333332,221.58333333333334
2011-01-14,197.0,4.0,13.708333333333334,19.208333333333332,28.5,9.291666666666666,0,3.0833333333333335,8.5,210.70833333333334
2011-01-15,202.625,4.541666666666667,15.958333333333334,17.791666666666668,22.708333333333332,4.916666666666667,0,3.25,14.458333333333334,218.58333333333334
2011-01-16,196.33333333333334,3.875,14.041666666666666,25.458333333333332,45.458333333333336,20.0,0,4.458333333333333,14.166666666666666,210.375
2011-01-17,194.04166666666666,3.0416666666666665,11.375,20.083333333333332,33.5,13.416666666666666,0,1.9166666666666667,10.5,205.41666666666666
2011-01-18,198.56521739130434,5.391304347826087,17.91304347826087,31.565217391304348,56.73913043478261,25.17391304347826,0,3.9130434782608696,24.458333333333332,216.47826086956522
