date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,198.167,4.333,97.0,84.0,65.0,10.958,13.333,17.542,4.208,1.042,25.208,77.0,25.083,-19.0,209.125
2011-01-02,195.083,3.417,98.0,75.167,44.0,9.125,8.333,12.458,4.125,0.708,19.375,108.0,40.0,-16.0,204.208
2011-01-03,187.083,2.375,84.0,55.042,29.0,3.292,5.167,6.333,1.167,0.417,2.333,96.0,39.208,-21.0,190.375
2011-01-04,191.375,3.292,95.0,66.208,39.0,7.083,10.208,13.083,2.875,1.083,8.75,96.0,30.417,-36.0,198.458
2011-01-05,188.25,2.0,76.0,46.167,28.0,3.125,4.917,6.042,1.125,0.875,2.375,81.0,38.375,-11.0,191.375
2011-01-06,191.87,3.208,90.0,69.167,39.0,9.739,17.864,23.409,5.545,0.955,16.458,91.0,16.75,-36.0,201.609
2011-01-07,192.167,2.87,97.0,65.667,30.0,9.208,12.792,17.75,4.958,0.667,8.125,82.0,12.75,-46.0,201.375
2011-01-08,191.542,3.0,94.0,68.292,36.0,7.417,16.667,24.5,7.833,1.083,9.708,81.0,12.75,-50.0,198.958
2011-01-09,192.458,3.167,98.0,76.625,50.0,9.333,17.417,23.0,5.583,1.583,17.75,110.0,40.708,-4.0,201.792
2011-01-10,190.333,2.875,98.0,72.333,39.0,8.333,21.458,27.917,6.458,1.708,11.667,102.0,45.917,-26.0,198.667
2011-01-11,188.625,2.375,98.0,80.667,47.0,6.5,12.458,16.75,4.292,1.167,12.792,101.0,34.708,-22.0,195.125
2011-01-12,188.542,2.833,94.0,61.083,37.0,7.375,16.458,25.583,9.125,0.875,9.917,59.0,1.833,-55.0,195.917
2011-01-13,193.421,4.875,97.0,71.917,38.0,17.947,26.913,46.87,19.957,2.0,22.917,104.0,19.208,-51.0,211.368
2011-01-14,192.833,3.348,97.0,65.583,31.0,6.125,11.917,16.167,4.25,1.0,8.25,75.0,12.833,-47.0,198.958
2011-01-15,194.292,3.167,86.0,65.333,42.0,6.167,10.875,12.917,2.042,1.0,14.625,63.0,16.042,-24.0,200.458
