date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,96.0,77.625,50.0,12.625,15.125,2.5,86.0,29.875,-20.0
2011-01-02,98.0,71.375,37.0,8.791666666666666,11.791666666666666,3.0,104.0,40.75,-17.0
2011-01-03,75.0,43.125,24.0,4.913043478260869,5.3478260869565215,0.43478260869565216,103.0,49.791666666666664,-5.0
2011-01-04,91.0,59.0,36.0,11.708333333333334,17.833333333333332,6.125,103.0,32.625,-32.0
2011-01-05,61.0,37.5,23.0,9.666666666666666,12.791666666666666,3.125,94.0,42.916666666666664,3.0
2011-01-06,90.0,62.041666666666664,36.0,23.166666666666668,45.666666666666664,22.5,88.0,17.708333333333332,-33.0
2011-01-07,96.0,57.875,24.0,17.166666666666668,45.291666666666664,28.125,87.0,17.375,-52.0
2011-01-08,88.0,62.5,28.0,9.333333333333334,12.875,3.5416666666666665,95.0,10.708333333333334,-56.0
2011-01-09,97.0,71.08333333333333,42.0,17.208333333333332,27.833333333333332,10.625,108.0,36.916666666666664,-8.0
2011-01-10,97.0,71.125,32.0,16.652173913043477,31.043478260869566,14.391304347826088,101.0,41.583333333333336,-22.0
2011-01-11,95.0,79.0,48.0,17.541666666666668,35.916666666666664,18.375,106.0,35.541666666666664,-10.0
2011-01-12,90.0,55.166666666666664,33.0,16.208333333333332,28.166666666666668,11.958333333333334,61.0,5.75,-37.0
2011-01-13,95.0,69.08333333333333,32.0,32.583333333333336,99.125,66.54166666666667,108.0,21.166666666666668,-55.0
2011-01-14,96.0,65.125,30.0,20.958333333333332,55.875,34.916666666666664,68.0,9.708333333333334,-44.0
2011-01-15,84.0,63.458333333333336,36.0,15.25,22.083333333333332,6.833333333333333,62.0,11.916666666666666,-34.0
2011-01-16,74.0,55.916666666666664,43.0,13.666666666666666,17.375,3.7083333333333335,46.0,25.458333333333332,4.0
2011-01-17,93.0,63.291666666666664,36.0,11.869565217391305,27.217391304347824,15.347826086956522,74.0,24.791666666666668,-35.0
2011-01-18,96.0,75.5,44.0,24.541666666666668,66.33333333333333,41.791666666666664,93.0,20.708333333333332,-52.0
2011-01-19,95.0,73.5,58.0,19.0,45.458333333333336,26.458333333333332,100.0,47.0,-23.0
2011-01-20,98.0,93.16666666666667,72.0,6.458333333333333,7.291666666666667,0.8333333333333334,53.0,38.166666666666664,28.0
2011-01-21,98.0,95.875,92.0,7.708333333333333,9.666666666666666,1.9583333333333333,42.0,31.125,23.0
2011-01-22,98.0,98.0,98.0,9.25,13.0,3.75,66.0,39.708333333333336,2.0
2011-01-23,98.0,95.20833333333333,83.0,16.958333333333332,47.833333333333336,30.875,80.0,31.416666666666668,-6.0
2011-01-24,98.0,86.875,55.0,17.91304347826087,36.608695652173914,18.695652173913043,51.0,9.208333333333334,-23.0
2011-01-25,98.0,79.75,31.0,26.041666666666668,73.58333333333333,47.541666666666664,88.0,19.041666666666668,-31.0
2011-01-26,98.0,73.08333333333333,37.0,20.041666666666668,39.708333333333336,19.666666666666668,65.0,4.041666666666667,-43.0
2011-01-27,97.0,75.08333333333333,40.0,22.375,73.04166666666667,50.666666666666664,78.0,0.08333333333333333,-73.0
2011-01-28,94.0,65.66666666666667,32.0,18.583333333333332,40.125,21.541666666666668,60.0,1.0833333333333333,-47.0
2011-01-29,82.0,47.041666666666664,29.0,5.041666666666667,5.916666666666667,0.875,59.0,13.75,-31.0
2011-01-30,81.0,46.708333333333336,28.0,15.583333333333334,30.208333333333332,14.625,61.0,10.125,-48.0
2011-01-31,89.0,60.291666666666664,33.0,29.652173913043477,85.65217391304348,56.0,88.0,9.625,-67.0
2011-02-01,89.0,55.083333333333336,37.0,15.375,28.375,13.0,116.0,44.541666666666664,-53.0
2011-02-02,64.0,38.208333333333336,17.0,13.958333333333334,23.0,9.041666666666666,60.0,13.791666666666666,-26.0
