date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,212.667,99.0,83.042,57.0,43.625,,,,0.0,3.292,29.375,109.0,43.333,-9.0,256.292
2011-01-02,200.417,99.0,72.333,42.0,34.875,,,,0.0,2.792,23.0,112.0,56.542,19.0,235.292
2011-01-03,190.292,74.0,44.792,25.0,26.167,,,,0.0,3.042,2.333,109.0,58.25,6.0,216.458
2011-01-04,200.435,89.0,62.958,43.0,27.522,11.682,14.273,2.591,0.0,3.217,9.5,117.0,41.042,-32.0,227.957
2011-01-05,194.625,62.0,41.417,20.0,28.375,11.333,12.458,1.125,0.0,2.542,2.958,105.0,50.0,8.0,223.0
2011-01-06,199.833,96.0,59.917,35.0,28.417,18.083,24.667,6.583,0.0,2.792,13.0,96.0,35.083,-16.0,228.25
2011-01-07,199.125,97.0,53.958,26.0,26.583,13.917,17.417,3.5,0.0,1.625,9.625,99.0,39.458,-18.0,225.708
2011-01-08,199.708,77.0,55.042,28.0,22.25,7.625,8.333,0.708,0.0,1.625,6.167,105.0,35.375,-18.0,221.958
2011-01-09,206.792,99.0,70.625,41.0,31.5,15.667,19.875,4.208,0.0,1.667,22.417,121.0,42.833,-5.0,238.292
2011-01-10,205.917,99.0,77.583,38.0,30.042,13.083,17.667,4.583,0.0,0.625,17.958,114.0,43.292,-35.0,235.958
2011-01-11,206.957,99.0,81.5,52.0,34.348,13.609,21.087,7.478,0.0,1.478,17.208,119.0,42.667,-5.0,241.304
2011-01-12,196.0,77.0,51.458,32.0,23.045,11.864,15.091,3.227,0.0,1.435,8.0,84.0,20.542,-20.0,219.045
2011-01-13,208.833,97.0,72.042,38.0,41.792,21.458,39.875,18.417,0.0,2.583,20.417,114.0,30.042,-37.0,250.625
2011-01-14,198.083,84.0,59.625,31.0,32.208,13.083,15.375,2.292,0.0,3.208,9.417,91.0,25.167,-27.0,230.292
2011-01-15,208.875,85.0,62.125,36.0,33.917,10.458,11.333,0.875,0.0,1.25,16.792,64.0,18.375,-32.0,242.792
2011-01-16,195.042,67.0,54.667,44.0,27.75,10.591,10.818,0.227,0.0,0.958,12.292,50.0,30.208,11.0,222.792
2011-01-17,192.375,95.0,61.917,34.0,22.75,7.583,9.167,1.583,0.0,1.125,10.833,85.0,31.917,-32.0,215.125
2011-01-18,200.565,99.0,76.125,41.0,27.304,16.652,24.0,7.348,0.0,1.435,17.542,105.0,33.208,-32.0,227.87
2011-01-19,197.417,99.0,78.167,57.0,34.125,19.25,29.417,10.167,0.0,2.083,24.042,110.0,51.958,-10.0,231.542
2011-01-20,191.5,99.0,95.125,71.0,26.417,13.167,13.583,0.417,15.0,1.792,21.25,59.0,34.375,24.0,217.917
2011-01-21,190.5,99.0,99.0,99.0,32.125,13.75,14.25,0.5,17.0,1.458,12.0,38.0,31.375,26.0,222.625
2011-01-22,197.292,99.0,99.0,99.0,37.333,12.292,12.833,0.542,23.0,1.292,11.25,69.0,43.292,8.0,234.625
2011-01-23,203.167,99.0,96.625,80.0,34.875,14.167,21.75,7.583,4.0,0.667,16.708,106.0,42.458,-5.0,238.042
2011-01-24,196.083,99.0,92.042,71.0,27.75,8.125,10.25,2.125,3.0,0.348,4.826,40.0,8.083,-19.0,223.833
2011-01-25,211.652,99.0,85.5,51.0,33.304,18.348,33.13,14.783,0.0,2.913,19.333,88.0,21.375,-18.0,244.957
2011-01-26,201.958,99.0,70.333,36.0,32.125,14.208,17.5,3.292,0.0,1.333,12.083,74.0,11.292,-39.0,234.083
2011-01-27,208.875,99.0,73.75,39.0,26.083,12.182,19.864,7.682,0.0,1.917,15.75,87.0,10.208,-62.0,234.958
2011-01-28,200.292,99.0,62.25,34.0,23.5,12.208,15.917,3.708,0.0,1.667,8.833,74.0,11.167,-47.0,223.792
2011-01-29,194.625,60.0,45.0,31.0,20.75,6.625,6.875,0.25,0.0,1.917,4.083,66.0,20.875,-14.0,215.375
2011-01-30,194.5,71.0,45.375,28.0,22.833,9.042,10.5,1.458,0.0,2.458,10.125,73.0,20.792,-23.0,217.333
