date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2018-02-20,194.533,4.0,12.333,7.667,9.733,2.067,5.933,11.2,206.867
2018-02-21,196.375,4.208,11.125,17.875,26.167,8.292,5.833,8.667,207.5
2018-02-22,198.5,4.625,16.458,17.333,32.708,15.375,7.375,10.583,214.958
2018-02-23,195.542,3.958,11.583,8.833,9.542,0.708,7.125,18.375,207.125
2018-02-24,197.208,4.458,16.5,12.75,15.667,2.917,7.917,17.583,213.708
2018-02-25,197.652,4.435,22.957,29.0,49.565,20.565,8.292,14.708,220.609
2018-02-26,198.042,3.792,8.25,9.167,9.667,0.5,6.5,22.583,206.292
2018-02-27,199.833,3.833,7.25,12.042,13.542,1.5,5.458,19.875,207.083
2018-02-28,202.583,5.75,21.958,29.0,46.958,17.958,5.75,25.958,224.542
2018-03-01,198.792,3.792,7.458,13.208,17.208,4.0,5.458,16.458,206.25
2018-03-02,200.458,3.917,8.5,12.792,16.125,3.333,7.25,19.667,208.958
2018-03-03,202.0,4.208,15.708,14.0,16.958,2.958,5.167,26.875,217.708
2018-03-04,197.652,4.087,13.087,18.174,28.348,10.174,4.375,8.0,210.739
2018-03-05,198.957,4.833,10.957,13.167,15.25,2.083,6.435,20.913,209.913
2018-03-06,199.458,4.083,16.792,16.917,30.0,13.083,5.917,14.75,216.25
2018-03-07,199.083,4.875,16.833,13.208,15.625,2.417,5.0,12.167,215.917
2018-03-08,196.125,3.458,11.458,16.125,25.667,9.542,5.25,7.292,207.583
2018-03-09,196.625,4.25,12.833,11.75,22.083,10.333,6.958,8.417,209.458
2018-03-10,197.875,4.667,16.917,14.875,17.833,2.958,10.792,8.826,214.792
2018-03-11,195.739,3.043,14.435,16.421,24.0,7.579,4.056,5.056,210.174
2018-03-12,198.13,3.25,8.174,17.792,26.875,9.083,2.625,13.417,206.304
2018-03-13,200.75,3.833,13.917,16.583,28.042,11.458,2.583,15.792,214.667
2018-03-14,199.042,3.292,5.917,17.125,28.25,11.125,0.875,9.792,204.958
2018-03-15,200.167,3.708,8.292,17.333,32.167,14.833,1.792,15.083,208.458
2018-03-16,200.5,3.958,11.875,15.375,23.708,8.333,1.292,19.75,212.375
2018-03-17,197.875,3.292,7.25,8.958,11.042,2.083,1.625,12.542,205.125
2018-03-18,196.455,3.727,13.773,15.0,25.174,10.174,3.087,10.667,210.227
2018-03-19,196.208,4.125,18.292,20.125,35.5,15.375,2.375,11.833,214.5
2018-03-20,198.083,3.875,20.5,15.458,22.542,7.083,2.625,18.75,218.583
2018-03-21,192.917,2.542,16.667,5.625,10.125,4.5,1.0,11.25,209.583
2018-03-22,196.083,4.125,18.542,11.833,20.792,8.958,2.333,14.375,214.625
2018-03-23,196.625,3.375,11.708,9.667,12.917,3.25,1.458,9.167,208.333
2018-03-24,198.5,3.75,12.75,9.792,13.083,3.292,3.042,10.5,211.25
2018-03-25,197.591,4.043,17.318,20.773,34.773,14.0,4.304,16.435,214.909
2018-03-26,201.792,4.958,28.458,32.833,54.833,22.0,3.958,24.542,230.25
2018-03-27,196.167,3.667,12.0,14.625,24.208,9.583,2.667,17.542,208.167
2018-03-28,197.0,3.042,9.708,8.333,11.583,3.25,2.458,14.333,206.708
2018-03-29,196.583,2.625,6.042,6.083,6.583,0.5,1.25,10.417,202.625
2018-03-30,197.917,4.125,13.167,13.125,18.375,5.25,1.667,19.458,211.083
2018-03-31,199.625,3.708,13.25,9.167,12.167,3.0,1.833,17.25,212.875
