date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,203.833,6.217,20.333,33.458,56.583,23.125,2.833,30.25,224.167
2011-01-02,198.917,4.417,12.833,27.5,43.5,16.0,1.917,19.542,211.75
2011-01-03,190.792,3.583,7.292,25.417,37.25,11.833,1.667,3.292,198.083
2011-01-04,198.864,5.5,17.545,33.955,62.136,28.182,2.818,11.091,216.409
2011-01-05,192.609,3.375,10.565,30.833,49.875,19.042,2.083,3.292,203.174
2011-01-06,200.458,6.292,26.667,36.958,79.417,42.458,2.75,16.167,227.125
2011-01-07,199.875,5.609,24.708,32.75,79.0,46.25,2.583,11.458,224.583
2011-01-08,197.875,5.042,17.333,28.25,49.708,21.458,1.833,7.042,215.208
2011-01-09,199.333,5.25,19.958,33.875,53.833,19.958,3.25,21.042,219.292
2011-01-10,199.292,4.25,18.042,32.375,54.25,21.875,2.167,18.5,217.333
2011-01-11,192.826,4.167,16.261,30.333,53.292,22.958,2.583,16.375,209.087
2011-01-12,193.522,4.957,17.304,29.957,58.478,28.522,1.391,8.391,210.826
2011-01-13,200.792,8.043,39.708,45.083,118.875,73.792,4.5,19.875,240.5
2011-01-14,196.208,6.083,21.333,31.792,68.208,36.417,2.167,7.042,217.542
2011-01-15,199.458,6.083,20.625,30.333,55.458,25.125,2.5,14.75,220.083
2011-01-16,192.625,3.667,12.0,26.458,39.0,12.542,1.417,10.542,204.625
2011-01-17,191.391,3.708,10.652,25.917,45.25,19.333,1.5,8.167,202.043
2011-01-18,199.042,6.25,24.875,41.625,92.125,50.5,2.625,21.625,223.917
2011-01-19,195.125,4.652,18.875,31.667,62.542,30.875,3.167,25.667,214.0
2011-01-20,189.208,2.625,6.0,22.75,29.5,6.75,1.917,10.125,195.208
2011-01-21,189.958,2.958,6.125,23.292,34.667,11.375,1.917,7.083,196.083
2011-01-22,191.917,4.042,10.208,25.083,46.917,21.833,2.25,6.333,202.125
2011-01-23,200.391,6.917,24.043,29.125,93.667,64.542,1.958,12.375,224.435
2011-01-24,193.333,4.417,11.833,30.043,53.217,23.174,1.217,6.375,205.167
2011-01-25,196.875,6.0,23.083,41.375,93.458,52.083,3.833,17.208,219.958
2011-01-26,192.667,4.5,11.042,33.583,55.417,21.833,2.583,8.875,203.708
2011-01-27,199.75,6.042,22.125,38.25,98.458,60.208,3.083,12.708,221.875
2011-01-28,194.5,4.75,11.208,31.167,48.917,17.75,3.0,11.583,205.708
2011-01-29,190.478,2.958,8.565,20.0,25.167,5.167,2.25,3.208,199.043
2011-01-30,192.333,4.708,15.875,28.458,56.0,27.542,1.917,4.458,208.208
2011-01-31,197.792,5.87,25.667,42.5,89.25,46.75,5.125,15.125,223.458
2011-02-01,191.375,4.625,15.458,25.125,40.708,15.583,3.792,10.583,206.833
2011-02-02,189.417,3.917,10.792,29.125,42.5,13.375,2.333,3.375,200.208
2011-02-03,196.875,7.625,25.167,39.167,87.708,48.542,3.083,11.5,222.042
2011-02-04,201.391,8.208,27.348,42.542,102.958,60.417,5.167,16.0,228.739
2011-02-05,194.792,4.792,10.542,26.208,41.292,15.083,2.875,14.417,205.333
2011-02-06,198.083,6.13,20.792,38.25,81.417,43.167,2.667,36.458,218.875
2011-02-07,193.409,6.417,18.909,30.773,56.409,25.636,1.739,31.696,212.318
2011-02-08,190.958,4.417,10.542,30.167,43.875,13.708,1.583,6.958,201.5
2011-02-09,190.958,3.625,10.458,34.208,59.542,25.333,1.958,5.375,201.417
2011-02-10,193.0,5.542,22.609,38.292,71.667,33.375,3.5,11.667,215.609
2011-02-11,191.875,4.083,15.042,29.125,43.25,14.125,1.625,12.292,206.917
2011-02-12,192.042,3.609,13.333,28.917,39.375,10.458,2.125,8.792,205.375
2011-02-13,193.833,4.875,20.417,37.667,62.208,24.542,2.125,15.042,214.25
2011-02-14,192.875,5.042,23.708,36.208,69.708,33.5,2.125,32.0,216.583
2011-02-15,194.208,6.083,28.208,37.375,77.208,39.833,2.25,36.208,222.417
2011-02-16,189.13,3.292,9.0,25.875,34.458,8.583,1.333,12.375,198.13
2011-02-17,190.167,3.917,12.542,29.0,42.042,13.042,1.708,18.042,202.708
2011-02-18,190.292,3.174,8.708,23.458,30.583,7.125,1.542,6.167,199.0
2011-02-19,195.292,4.5,14.917,30.75,47.0,16.25,1.917,8.833,210.208
2011-02-20,200.792,6.167,20.292,41.75,79.625,37.875,2.625,16.375,221.083
2011-02-21,202.292,6.833,27.0,46.708,88.292,41.583,3.375,20.417,229.292
2011-02-22,190.773,4.042,9.682,27.045,32.091,5.045,3.13,20.875,200.455
2011-02-23,200.0,6.583,26.958,42.542,88.667,46.125,3.083,34.375,226.958
2011-02-24,193.542,4.652,8.417,27.333,30.125,2.792,3.458,23.5,201.958
2011-02-25,190.958,4.0,9.583,26.75,37.667,10.917,1.458,15.167,200.542
2011-02-26,190.25,3.708,9.958,24.833,33.0,8.167,1.542,5.625,200.208
2011-02-27,190.125,2.458,6.875,22.458,27.083,4.625,1.292,5.5,197.0
2011-02-28,189.522,3.083,10.13,21.417,26.167,4.75,1.5,6.333,199.652
2011-03-01,189.667,4.261,15.833,32.875,50.417,17.542,1.417,14.542,205.5
2011-03-02,188.167,4.083,12.25,30.167,41.583,11.417,1.708,14.083,200.417
2011-03-03,188.833,3.167,9.0,18.208,20.208,2.0,1.375,10.208,197.833
2011-03-04,189.667,3.042,8.0,18.667,21.0,2.333,2.792,12.5,197.667
2011-03-05,194.13,5.0,19.565,34.542,64.167,29.625,1.625,13.292,213.696
2011-03-06,193.955,5.583,19.955,32.818,62.455,29.636,1.909,21.917,213.909
2011-03-07,188.583,3.739,9.875,22.833,30.25,7.417,1.0,24.25,198.458
2011-03-08,187.625,2.875,7.125,22.875,27.708,4.833,1.167,12.833,194.75
2011-03-09,188.208,2.917,8.75,24.292,30.833,6.542,1.0,12.208,196.958
2011-03-10,187.833,2.75,9.792,19.333,22.542,3.208,0.792,2.75,197.625
2011-03-11,190.565,3.292,10.652,21.708,26.208,4.5,1.5,8.958,201.217
2011-03-12,189.292,3.125,9.0,29.167,37.208,8.042,1.625,5.167,198.292
2011-03-13,189.958,2.913,9.958,29.583,38.625,9.042,1.083,3.792,199.917
2011-03-14,192.875,3.917,11.75,30.875,38.875,8.0,1.292,9.087,204.625
2011-03-15,195.5,4.375,20.667,36.875,66.292,29.417,2.125,16.417,216.167
2011-03-16,194.708,3.792,15.833,36.208,50.875,14.667,1.375,16.208,210.542
2011-03-17,197.348,5.958,30.783,38.583,74.208,35.625,2.25,23.125,228.13
2011-03-18,194.875,5.75,25.667,31.375,50.667,19.292,1.875,33.75,220.542
2011-03-19,189.542,3.478,15.208,29.875,37.083,7.208,1.25,8.458,204.75
2011-03-20,193.042,4.667,20.25,33.292,41.25,7.958,3.208,16.0,213.292
2011-03-21,190.833,3.833,17.208,34.818,45.682,10.864,1.455,9.333,208.042
2011-03-22,197.958,7.333,33.292,53.0,93.375,40.375,4.958,25.083,231.25
2011-03-23,199.739,7.708,30.739,47.958,91.792,43.833,2.125,39.542,230.478
2011-03-24,193.0,7.125,23.25,31.958,62.625,30.667,1.542,11.708,216.25
2011-03-25,194.333,5.478,19.792,30.542,53.125,22.583,2.042,8.333,214.125
2011-03-26,193.042,3.917,12.042,35.417,53.792,18.375,1.208,8.417,205.083
2011-03-27,196.167,4.542,15.75,37.667,48.667,11.0,2.208,11.875,211.917
2011-03-28,199.292,6.125,22.542,44.958,68.083,23.125,6.833,27.542,221.833
2011-03-29,192.913,3.958,15.913,30.625,36.25,5.625,4.208,13.958,208.826
2011-03-30,189.167,5.125,21.0,24.042,24.917,0.875,5.25,22.125,210.167
2011-03-31,186.625,3.913,16.333,20.5,23.125,2.625,3.917,14.292,202.958
2011-04-01,,4.542,,36.0,48.208,12.208,4.542,13.042,
2011-04-02,,5.042,,36.542,42.833,6.292,4.708,23.667,
2011-04-03,,2.792,,20.5,24.333,3.833,1.083,10.0,
2011-04-04,,3.167,,24.792,29.458,4.667,1.0,8.75,
2011-04-05,,3.583,,27.125,30.875,3.75,2.667,7.667,
2011-04-06,,7.304,,40.682,67.273,26.591,5.409,21.208,
2011-04-07,,3.417,,24.75,26.5,1.75,5.292,17.583,
2011-04-08,,3.5,,21.5,22.792,1.292,5.417,19.083,
2011-04-09,,5.375,,20.625,24.458,3.833,3.708,18.0,
2011-04-10,,3.208,,12.292,13.917,1.625,1.208,12.625,
2011-04-11,,4.417,,29.792,36.667,6.875,3.625,20.125,
2011-04-12,,4.0,,23.917,28.625,4.708,0.875,9.667,
