date,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean
2011-01-01,22.0,28.041666666666668,6.041666666666667,,,3.625,32.125
2011-01-02,13.291666666666666,17.291666666666668,4.0,,,2.6666666666666665,19.875
2011-01-03,8.708333333333334,9.583333333333334,0.875,,,3.625,4.5
2011-01-04,17.208333333333332,25.958333333333332,8.75,,,4.291666666666667,12.875
2011-01-05,12.91304347826087,15.130434782608695,2.217391304347826,,,3.7916666666666665,4.0
2011-01-06,26.958333333333332,41.958333333333336,15.0,,,4.0,20.869565217391305
2011-01-07,20.833333333333332,48.666666666666664,27.833333333333332,,,2.7083333333333335,13.375
2011-01-08,16.375,22.0,5.625,,,2.7083333333333335,7.166666666666667
2011-01-09,24.25,37.25,13.0,,,3.375,23.958333333333332
2011-01-10,20.708333333333332,46.625,25.916666666666668,,,2.2916666666666665,18.166666666666668
2011-01-11,18.875,37.75,18.875,,,2.7916666666666665,16.375
2011-01-12,19.782608695652176,29.08695652173913,9.304347826086957,,,2.7083333333333335,11.583333333333334
2011-01-13,33.375,80.625,47.25,,,5.25,24.041666666666668
2011-01-14,20.5,33.125,12.625,,,5.416666666666667,10.583333333333334
2011-01-15,20.291666666666668,31.083333333333332,10.791666666666666,,,2.6666666666666665,18.708333333333332
2011-01-16,15.833333333333334,17.416666666666668,1.5833333333333333,,,2.0,14.875
2011-01-17,14.791666666666666,20.291666666666668,5.5,,,2.25,8.291666666666666
2011-01-18,28.541666666666668,63.791666666666664,35.25,,,2.782608695652174,21.869565217391305
2011-01-19,20.652173913043477,46.47826086956522,25.82608695652174,,,3.3333333333333335,27.375
2011-01-20,13.0,14.166666666666666,1.1666666666666667,,,1.9166666666666667,15.583333333333334
2011-01-21,17.0,19.083333333333332,2.0833333333333335,,,2.2083333333333335,16.375
2011-01-22,16.583333333333332,23.041666666666668,6.458333333333333,,,2.2083333333333335,19.041666666666668
2011-01-23,17.958333333333332,45.416666666666664,27.458333333333332,,,2.125,19.833333333333332
2011-01-24,16.958333333333332,23.5,6.541666666666667,,,1.9130434782608696,7.521739130434782
2011-01-25,25.083333333333332,53.0,27.916666666666668,,,3.4166666666666665,18.875
2011-01-26,23.434782608695652,32.869565217391305,9.434782608695652,,,3.2916666666666665,13.541666666666666
2011-01-27,25.041666666666668,51.958333333333336,26.916666666666668,,,3.375,18.083333333333332
2011-01-28,18.333333333333332,24.166666666666668,5.833333333333333,,,2.75,14.375
2011-01-29,8.5,9.166666666666666,0.6666666666666666,,,2.375,5.375
2011-01-30,16.583333333333332,21.916666666666668,5.333333333333333,,,2.5416666666666665,8.375
2011-01-31,29.666666666666668,58.583333333333336,28.916666666666668,,,5.041666666666667,15.541666666666666
2011-02-01,15.333333333333334,20.25,4.916666666666667,,,5.541666666666667,10.625
2011-02-02,12.434782608695652,14.521739130434783,2.0869565217391304,,,4.6521739130434785,4.739130434782608
2011-02-03,26.666666666666668,42.416666666666664,15.75,,,4.375,15.583333333333334
2011-02-04,25.541666666666668,45.166666666666664,19.625,,,5.291666666666667,13.791666666666666
2011-02-05,16.375,21.208333333333332,4.833333333333333,,,3.625,16.458333333333332
2011-02-06,36.0,59.541666666666664,23.541666666666668,,,2.5833333333333335,58.166666666666664
2011-02-07,23.333333333333332,37.75,14.416666666666666,,,2.0833333333333335,47.65217391304348
2011-02-08,16.083333333333332,19.0,2.9166666666666665,,,2.8333333333333335,11.5
2011-02-09,22.608695652173914,31.130434782608695,8.521739130434783,,,4.125,8.791666666666666
2011-02-10,28.208333333333332,48.833333333333336,20.625,,,5.791666666666667,16.458333333333332
2011-02-11,14.208333333333334,18.375,4.166666666666667,,,2.875,13.0
2011-02-12,15.0,17.875,2.875,,,3.6666666666666665,11.583333333333334
2011-02-13,23.25,32.875,9.625,,,2.875,18.75
2011-02-14,29.333333333333332,38.125,8.791666666666666,,,2.7916666666666665,45.291666666666664
2011-02-15,30.291666666666668,46.416666666666664,16.125,,,4.5,51.541666666666664
2011-02-16,11.391304347826088,12.826086956521738,1.434782608695652,,,2.0833333333333335,13.791666666666666
2011-02-17,17.5,23.0,5.5,,,2.652173913043478,20.0
2011-02-18,10.375,12.708333333333334,2.3333333333333335,,,2.875,11.791666666666666
2011-02-19,14.583333333333334,18.0,3.4166666666666665,,,3.4583333333333335,8.125
2011-02-20,22.875,41.291666666666664,18.416666666666668,,,3.2083333333333335,14.958333333333334
2011-02-21,25.666666666666668,44.0,18.333333333333332,,,3.782608695652174,17.782608695652176
2011-02-22,12.916666666666666,14.166666666666666,1.25,,,3.4583333333333335,26.125
2011-02-23,35.26086956521739,56.30434782608695,21.043478260869566,,,4.083333333333333,53.958333333333336
2011-02-24,11.583333333333334,12.5,0.9166666666666666,,,6.125,26.208333333333332
2011-02-25,13.791666666666666,15.666666666666666,1.875,,,2.25,18.708333333333332
2011-02-26,8.375,9.0,0.625,,,2.5416666666666665,8.333333333333334
2011-02-27,9.916666666666666,11.416666666666666,1.5,,,3.0833333333333335,5.458333333333333
2011-02-28,8.541666666666666,9.625,1.0833333333333333,,,2.1666666666666665,3.9583333333333335
2011-03-01,21.82608695652174,27.304347826086957,5.478260869565218,,,1.9166666666666667,31.583333333333332
2011-03-02,15.416666666666666,17.541666666666668,2.125,,,4.130434782608695,12.826086956521738
2011-03-03,7.291666666666667,7.833333333333333,0.5416666666666666,,,3.0416666666666665,13.333333333333334
2011-03-04,5.041666666666667,5.291666666666667,0.25,,,2.0416666666666665,14.166666666666666
