date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,74.0,64.208,52.0,,10.958,12.667,1.708,3.0,23.125,10.5,5.404,1.3,
2011-01-02,,66.0,52.958,39.0,,7.833,8.458,0.625,2.333,15.333,7.0,4.567,1.8,
2011-01-03,,69.0,57.333,43.0,,9.458,10.167,0.708,3.708,27.5,7.6,4.692,1.9,
2011-01-04,,76.0,58.5,36.0,,9.083,9.708,0.625,4.25,31.667,4.7,2.796,0.7,
2011-01-05,,81.0,61.25,41.0,,16.0,18.625,2.625,1.875,18.75,7.1,3.3,0.9,
2011-01-06,,76.0,59.458,43.0,,26.739,34.391,7.652,1.727,19.708,7.5,3.079,-1.8,
2011-01-07,,82.0,59.75,33.0,,18.958,28.458,9.5,1.292,12.125,8.9,3.742,-0.3,
2011-01-08,,80.0,57.0,28.0,,16.375,19.542,3.167,2.292,16.292,8.4,2.992,-2.4,
2011-01-09,,74.0,55.458,34.0,,16.833,19.417,2.583,4.625,35.0,10.2,5.762,2.4,
2011-01-10,,81.0,62.292,36.0,,20.542,30.083,9.542,4.348,45.208,10.8,5.338,0.2,
2011-01-11,182.2,73.0,54.458,33.0,12.8,17.708,23.042,5.333,2.958,28.542,7.8,4.812,0.0,195.0
2011-01-12,182.13,81.0,63.792,43.0,13.478,22.292,33.25,10.958,2.25,12.833,7.0,2.675,-2.4,195.609
2011-01-13,182.348,78.0,58.0,33.0,11.13,17.565,27.087,9.522,4.348,28.083,8.1,3.992,-0.6,193.478
2011-01-14,183.391,76.0,50.958,30.0,12.696,18.75,23.0,4.25,3.667,38.125,9.3,5.125,0.2,196.087
2011-01-15,182.739,69.0,54.5,38.0,12.565,17.792,20.542,2.75,2.0,21.958,7.8,4.879,1.4,195.304
2011-01-16,181.913,69.0,59.0,49.0,11.478,19.208,24.083,4.875,1.625,16.917,5.8,4.879,3.7,193.391
2011-01-17,181.652,82.0,62.542,39.0,20.043,26.167,45.625,19.458,2.609,18.417,9.4,3.95,-0.9,201.696
2011-01-18,183.217,81.0,62.625,44.0,21.957,31.917,48.792,16.875,8.208,35.208,9.9,4.379,-1.3,205.174
2011-01-19,181.696,88.0,74.458,57.0,22.435,27.5,48.417,20.917,2.417,20.208,7.5,6.588,6.0,204.13
2011-01-20,178.957,85.0,70.958,57.0,15.957,20.783,29.304,8.522,2.13,10.625,10.9,8.142,5.9,194.913
2011-01-21,178.609,83.0,70.375,63.0,15.0,21.75,28.833,7.083,1.583,13.25,8.7,7.788,6.1,193.609
2011-01-22,179.304,90.0,72.75,55.0,9.739,13.167,15.875,2.708,2.292,14.25,11.9,7.421,2.9,189.043
2011-01-23,179.826,64.0,52.25,36.0,5.261,9.667,10.833,1.167,1.75,13.833,8.0,5.062,0.8,185.087
2011-01-24,179.304,59.0,49.625,32.0,4.913,10.75,11.958,1.208,2.5,11.739,4.2,1.192,-0.4,184.217
2011-01-25,181.478,68.0,57.417,39.0,7.304,17.167,21.292,4.125,3.583,19.0,5.0,0.55,-1.9,188.783
2011-01-26,181.261,73.0,55.667,30.0,6.217,15.542,17.833,2.292,2.958,13.167,5.3,0.717,-2.6,187.478
2011-01-27,183.913,75.0,62.125,37.0,15.348,24.565,36.043,11.478,4.13,30.75,7.2,1.892,-2.4,199.261
